segmentnr	original	stemmed
BO_K10_Dx_H0259:500b-21	ji ltar mngon par byang chub 'grub par byed //	ji ltar mngon ba byang chub grub ba byed 
BO_K10_Dx_H0259:500b-22	gang dag rlung gi rang bzhin la rtog na //	gang dag rlung gi rang bzhin la rtogs na 
BO_K10_Dx_H0259:500b-23	g-yo dang mi g-yo phan tshun mi ltos min //	g-yo dang mi g-yo phan tshun mi ltos min 
BO_K10_Dx_H0259:500b-24	ltos pa dag ni bla med ye shes min //	ltos ba dag ni bla med ye shes min 
BO_K10_Dx_H0259:500b-25	ji ltar mngon par byang chub 'grub par byed //	ji ltar mngon ba byang chub grub ba byed 
BO_K10_Dx_H0259:500b-26	gang zhig stong pa nyid la rtog pa na //	gang jig stong ba nyid la rtogs ba na 
BO_K10_Dx_H0259:501a-0	rmongs shing @501a *//	rmongs shing 
BO_K10_Dx_H0259:501a-1	blun la gdod nas rig pa med //	blun la gdod nas rig ba med 
BO_K10_Dx_H0259:501a-2	de med phyir na byang chub tshul las gzhan //	de med phyir na byang chub tshul las gzhan 
BO_K10_Dx_H0259:501a-3	ji ltar mngon par byang chub 'grub par byed //	ji ltar mngon ba byang chub grub ba byed 
BO_K10_Dx_H0259:501a-4	gang dag rnam par shes pa la rtog na //	gang dag rnam ba shes ba la rtogs na 
BO_K10_Dx_H0259:501a-5	rnam shes brtag na rtag tu gnas ma yin //	rnam shes rtog na rtag tu gnas ma yin 
BO_K10_Dx_H0259:501a-6	sems kyi gnas pa bden min rdzun pa'i phyir //	sems kyi gnas ba bden min rdzun ba phyir 
BO_K10_Dx_H0259:501a-7	ji ltar mngon par byang chub 'grub par byed //	ji ltar mngon ba byang chub grub ba byed 
BO_K10_Dx_H0259:501a-8	'du byed thams cad rtag pa ma yin te //	du byed thams cad rtag ba ma yin te 
BO_K10_Dx_H0259:501a-9	dran ba'i rang bzhin gzhi nas skye 'gag ldan //	dran ba rang bzhin gzhi nas skye gag ldan 
BO_K10_Dx_H0259:501a-10	rgyu 'bras so sor ma 'dres pa nyid phyir //	rgyu bras so sor ma dre ba nyid phyir 
BO_K10_Dx_H0259:501a-11	ji ltar mngon par byang chub 'grub par byed //	ji ltar mngon ba byang chub grub ba byed 
BO_K10_Dx_H0259:501a-12	deng bdag bcom ldan 'das la gsol ba ni //	deng bdag joms ldan da la gsol ba ni 
BO_K10_Dx_H0259:501a-13	ston pa mi mjed 'jig rten khams 'dir 'khrungs //	ston ba mi mjed jig rten khams dir khrung 
BO_K10_Dx_H0259:501a-14	phyogs 'di'i yang dag bstan pa'i gzhung lugs ni //	phyogs di yang dag ston ba gzhung lugs ni 
BO_K10_Dx_H0259:501a-15	rnam dag bshad dang nyan pa la ni gnas //	rnam dag chad dang nyan ba la ni gnas 
BO_K10_Dx_H0259:501a-16	gang dag ting 'dzin thob par 'dod pa des //	gang dag ting dzin thob ba dod ba des 
BO_K10_Dx_H0259:501a-17	nges par shos ba nyid las yang dag 'jug /	nges ba shos ba nyid las yang dag jug 
BO_K10_Dx_H0259:501a-18	sdug bsngal dang bral rnam grol thob pa yi //	sdug sngal dang bral rnam grol thob ba yi 
BO_K10_Dx_H0259:501a-19	spyan ras gzigs de ae ma rmad du byung //	spyan ras gzigs de ae ma rmad du byung 
BO_K10_Dx_H0259:501a-20	bskal pa gangg'a'i klung gi bye snyed kyi //	bskal ba gangga klung gi bye snyed kyi 
BO_K10_Dx_H0259:501a-21	rdul gyi grangs mnyam sangs rgyas zhing zhugs nas //	rdul gyi grangs mnyam sangs rgya zhing jug nas 
BO_K10_Dx_H0259:501a-22	dbang phyug chen po'i mthu dang ldan gyur pas //	dbang phyug chen po mthu dang ldan gyur ba 
BO_K10_Dx_H0259:501a-23	sems can kun la mi 'jigs sbyin pa mdzad //	sems can kun la mi jigs sbyin ba mdzad 
BO_K10_Dx_H0259:501a-24	rmad du byung ba'i dbyangs ldan spyan ras gzigs //	rmad du byung ba dbyangs ldan spyan ras gzigs 
BO_K10_Dx_H0259:501b-0	tshangs dbyangs rgya mtsho'i @501b rlabs kyi dbyangs dang ldan //	tshangs dbyangs rgya mtsho rlabs kyi dbyangs dang ldan 
BO_K10_Dx_H0259:501b-1	'jig rten thams cad skyob cing bde bar mdzad //	jig rten thams cad skyob cing bde ba mdzad 
BO_K10_Dx_H0259:501b-2	'jig rten las 'das rtag pa'i gnas su bkod //	jig rten las da rtag ba gnas su bkod 
BO_K10_Dx_H0259:501b-3	deng bdag de bzhin gshegs la gsol ba ni /	deng bdag de bzhin gshegs la gsol ba ni 
BO_K10_Dx_H0259:501b-4	spyan ras gzigs kyis ji ltar smras pa bzhin //	spyan ras gzigs kyis ji ltar smras ba bzhin 
BO_K10_Dx_H0259:501b-5	dper na mi zhig dben par gnas pa la //	dper na mi jig dben ba gnas ba la 
BO_K10_Dx_H0259:501b-6	phyogs bcu kun nas dus gcig rnga brdung ba //	phyogs chu kun nas dus gcig rnga rdung ba 
BO_K10_Dx_H0259:501b-7	phyogs bcu'i sgra kun lhan cig thos pa'i phyir //	phyogs chu sgra kun lhan cig thos ba phyir 
BO_K10_Dx_H0259:501b-8	'di ni yang dag par ni rdzogs pa yin //	di ni yang dag ba ni rdzogs ba yin 
BO_K10_Dx_H0259:501b-9	mig gis bar du chod pa'i gzugs mi mthong //	mig gis ba du chod ba gzugs mi mthong 
BO_K10_Dx_H0259:501b-10	kha dang sna yang de dang mtshungs pa nyid //	kha dang sna yang de dang mtshungs ba nyid 
BO_K10_Dx_H0259:501b-11	lus kyis reg na da gdod shes par 'gyur //	lus kyis reg na da gdod shes ba gyur 
BO_K10_Dx_H0259:501b-12	sems dang dran pa mi rtag nges gzung med //	sems dang dran ba mi rtag nges gzung med 
BO_K10_Dx_H0259:501b-13	ra bas chod pa'i sgra la nyan pa na //	ra ba chod ba sgra la nyan ba na 
BO_K10_Dx_H0259:501b-14	nye dang ring ba kun kyang thos pa yin //	nye dang ring ba kun kyang thos ba yin 
BO_K10_Dx_H0259:501b-15	dbang lnga'i 'jug pa mi mnyam la brten na //	dbang lnga jug ba mi mnyam la rten na 
BO_K10_Dx_H0259:501b-16	'di ni yang dag par na rdzogs pa yin //	di ni yang dag ba na rdzogs ba yin 
BO_K10_Dx_H0259:501b-17	sgra dbyangs rang bzhin g-yo dang mi g-yo ba //	sgra dbyangs rang bzhin g-yo dang mi g-yo ba 
BO_K10_Dx_H0259:501b-18	mnyan pa'i lam du yod dang med pas phye //	nyan ba lam du yod dang med ba byed 
BO_K10_Dx_H0259:501b-19	sgra med ni na thos pa med ces bya //	sgra med ni na thos ba med ces byed 
BO_K10_Dx_H0259:501b-20	thos pa'i rang bzhin gtan nas med pa yin //	thos ba rang bzhin gtan nas med ba yin 
BO_K10_Dx_H0259:501b-21	sgra med pas ni 'gag par mi 'gyur la //	sgra med ba ni gag ba mi gyur la 
BO_K10_Dx_H0259:501b-22	sgra yod pas ni skye bar yang mi 'gyur //	sgra yod ba ni skye ba yang mi gyur 
BO_K10_Dx_H0259:501b-23	skye 'gag gdod nas bral ba nyid kyi phyir //	skye gag gdod nas bral ba nyid kyi phyir 
BO_K10_Dx_H0259:501b-24	'di ni yang dag par na rtag pa yin //	di ni yang dag ba na rtag ba yin 
BO_K10_Dx_H0259:501b-25	rmi lam rmis pa'i yul gyi snang ba yang //	rmi lam rmis ba yul gyi snang ba yang 
BO_K10_Dx_H0259:501b-26	ma bsam par ni med pa yod ma yin //	ma bsam ba ni med ba yod ma yin 
BO_K10_Dx_H0259:501b-27	rig cing sgom pa sems kyi rtogs las 'das //	rig cing sgom ba sems kyi rtogs las da 
BO_K10_Dx_H0259:502a-0	lus dang sems @502a *//	lus dang sems 
BO_K10_Dx_H0259:502a-1	kyis phyin par nus ma yin //	kyis phyin ba nus ma yin 
BO_K10_Dx_H0259:502a-2	da lta mi mjed 'jig rten khams 'dir ni //	da lta mi mjed jig rten khams dir ni 
BO_K10_Dx_H0259:502a-3	sgra yi brjod pa la brten gsal bar byed //	sgra yi rjod ba la rten gsal ba byed 
BO_K10_Dx_H0259:502a-4	'gro kun thos pa'i rang bzhin la rmongs pas //	gro kun thos ba rang bzhin la rmongs ba 
BO_K10_Dx_H0259:502a-5	sgra rjes 'brang bas kun tu 'khyams shing 'khor //	sgra rjes brang ba kun tu khyam shing khor 
BO_K10_Dx_H0259:502a-6	kun dga' bo khyod ji ltar blo ldan yang //	kun dga bo khyod ji ltar blo ldan yang 
BO_K10_Dx_H0259:502a-7	log rtog dra ba'i 'ching ba las mi 'gro la //	log rtogs dra ba ching ba las mi gro la 
BO_K10_Dx_H0259:502a-8	'di ni yul rjes 'brang bas bying min nam //	di ni yul rjes brang ba bying min nam 
BO_K10_Dx_H0259:502a-9	nad du bsdus pas bden pa'i don mthong 'gyur //	nad du sdud ba bden ba don mthong gyur 
BO_K10_Dx_H0259:502a-10	kun dga' bo khyod da lta legs par nyon //	kun dga bo khyod da lta legs ba nyon 
BO_K10_Dx_H0259:502a-11	bdag ni de bzhin gshegs pa'i gzi byin mthus //	bdag ni de bzhin gshegs ba gzi byin mthus 
BO_K10_Dx_H0259:502a-12	'jig pa med par rdo rje'i rgyal po dang // sgyu ma lta bu smra bsam yul las 'das //	jig ba med ba rdo rje rgyal po dang sgyu ma lta bu smra bsam yul las da 
BO_K10_Dx_H0259:502a-13	bder gshegs yum grur yang dag ting nge 'dzin //	bder gshegs yum grur yang dag ting nge dzin 
BO_K10_Dx_H0259:502a-14	khyod kyis rdul dang mnyam pa'i sangs rgyas kyi //	khyod kyis rdul dang mnyam ba sangs rgya kyi 
BO_K10_Dx_H0259:502a-15	gsang ba zab mo'i sgo kun thos na yang //	gsang ba zab mo sgo kun thos na yang 
BO_K10_Dx_H0259:502a-16	'dod pa'i zag pa sngon du ma bsal na //	dod ba zag ba sngon du ma bsal na 
BO_K10_Dx_H0259:502a-17	mang du thos pa 'khrul pa skyed pa'i rgyu //	mang du thos ba khrul ba skyed ba rgyu 
BO_K10_Dx_H0259:502a-18	thos pas sangs rgyas la ni mngon zhan nas //	thos ba sangs rgya la ni mngon zhan nas 
BO_K10_Dx_H0259:502a-19	nang du thos pa'i rang bzhin cis mi sems //	nang du thos ba rang bzhin cis mi sems 
BO_K10_Dx_H0259:502a-20	thos pa rang gi ngang gis skyes ba min //	thos ba rang gi ngang gis skye ba min 
BO_K10_Dx_H0259:502a-21	sgra la brten nas ming du grub pa yin //	sgra la rten nas ming du grub ba yin 
BO_K10_Dx_H0259:502a-22	thos pa nang la gzhol bas sgra las grol //	thos ba nang la gzhol ba sgra las grol 
BO_K10_Dx_H0259:502a-23	gang dag grol bar nus de su la brjod //	gang dag grol ba nus de su la rjod 
BO_K10_Dx_H0259:502a-24	dbang po gcig nyid gdong ma'i gzhir gzhol na //	dbang po gcig nyid gdong ma gzhir gzhol na 
BO_K10_Dx_H0259:502a-25	drug po dag kyang rnam par grol bar 'gyur //	drug po dag kyang rnam ba grol ba gyur 
BO_K10_Dx_H0259:502b-0	@502b shes dang thos pa sgyu ma rab rib 'dra //	shes dang thos ba sgyu ma rab rib dra 
BO_K10_Dx_H0259:502b-1	srid gsum nam mkha'i me tog dag dang mtshungs //	srid gsum nam mkha me tog dag dang mtshungs 
BO_K10_Dx_H0259:502b-2	thos pa nang gzhol rab rib rtsa ba sel //	thos ba nang gzhol rab rib rtsa ba sel 
BO_K10_Dx_H0259:502b-3	yul mi dmigs na gsal rig rdzogs par 'gyur //	yul mi dmigs na gsal rig rdzogs ba gyur 
BO_K10_Dx_H0259:502b-4	gsal mthar thug na kun tu khyab par 'gyur //	gsal mthar thug na kun tu khyab ba gyur 
BO_K10_Dx_H0259:502b-5	zhi ba gsal na mkha' yang nang du chud //	zhi ba gsal na mkha yang nang du chud 
BO_K10_Dx_H0259:502b-6	slar yang 'jig rten dag la bltas pa na //	slar yang jig rten dag la lta ba na 
BO_K10_Dx_H0259:502b-7	rmi lam gyi ni bya byed dag dang mtshungs //	rmi lam gyi ni byed byed dag dang mtshungs 
BO_K10_Dx_H0259:502b-8	ma tanggi mo yang nyid rmi lam 'dra //	ma tanggi mo yang nyid rmi lam dra 
BO_K10_Dx_H0259:502b-9	su zhig khyod nyid la ni 'gog par nus //	su jig khyod nyid la ni gog ba nus 
BO_K10_Dx_H0259:502b-10	dper na 'jig rten gyi ni sgyu ma mkhan //	dper na jig rten gyi ni sgyu ma mkhan 
BO_K10_Dx_H0259:502b-11	sgyu mas skyes ba bud med sprul byas te //	sgyu mas skye ba bud med sprul byed te 
BO_K10_Dx_H0259:502b-12	ji ltar dbang po so sor g-yo mthong yang //	ji ltar dbang po so sor g-yo mthong yang 
BO_K10_Dx_H0259:502b-13	gnad 'gag gcig gi 'phrul la brten pa ste //	gnad gag gcig gi phrul la rten ba ste 
BO_K10_Dx_H0259:502b-14	'phrul 'gag zhig ma thag tu mi g-yo pas //	phrul gag jig ma thag tu mi g-yo ba 
BO_K10_Dx_H0259:502b-15	sgyu ma'i rang bzhin thams cad med par 'gyur //	sgyu ma rang bzhin thams cad med ba gyur 
