segmentnr	original	stemmed
BO_K12_D0611=D0143=D0918_H0600:457a-0	@457a rgya gar skad du /	rgya gar skad du 
BO_K12_D0611=D0143=D0918_H0600:457a-1	g'a th'a dvi ya dh'a ra n'i /	ga tha dvi ya dha ra n 
BO_K12_D0611=D0143=D0918_H0600:457a-2	bod skad du /	bod skad du 
BO_K12_D0611=D0143=D0918_H0600:457a-3	tshigs su bcad pa gnyis pa'i gzungs /	tshigs su gcod ba gnyis ba gzungs 
BO_K12_D0611=D0143=D0918_H0600:457a-4	'jam dpal gzhon nur gyur pa la phyag 'tshal lo; ;sangs rgyas dang ni chos la brnyas pa dang // le lo dang ni cung zad chog par 'dzin //	jam dpal gzhon nur gyur ba la phyag tshal lo; ;sangs rgya dang ni chos la brnyas ba dang le lo dang ni cung zad chog ba dzin 
BO_K12_D0611=D0143=D0918_H0600:457a-5	'dod chags dang ni nga rgyal spyod pa dang // 'gyod pa dang ni ma nges spyod pa rnams //	dod chags dang ni nga rgyal spyod ba dang gyod ba dang ni ma nges spyod ba rnams 
BO_K12_D0611=D0143=D0918_H0600:457a-6	sems can rnams kyi sgrib par gyur pa ste //	sems can rnams kyi sgrib ba gyur ba ste 
BO_K12_D0611=D0143=D0918_H0600:457a-7	de yi gnyen por theg pa mchog bstan pa //	de yi gnyen por theg ba mchog ston ba 
BO_K12_D0611=D0143=D0918_H0600:457a-8	de yis bar du gcod pa de dag gi /	de yis ba du gcod ba de dag gi 
BO_K12_D0611=D0143=D0918_H0600:457a-9	nyes pa thams cad rab tu spong bar 'gyur //	nyes ba thams cad rab tu spong ba gyur 
BO_K12_D0611=D0143=D0918_H0600:457b-0	@457b tadya tha /	tadya tha 
BO_K12_D0611=D0143=D0918_H0600:457b-1	aom badzra pra k'a ra /	aom badzra pra ka ra 
BO_K12_D0611=D0143=D0918_H0600:457b-2	badzra tsa kra /	badzra tsa kra 
BO_K12_D0611=D0143=D0918_H0600:457b-3	dam sht'a bha y'a na ke /	dam shta bha ya na ke 
BO_K12_D0611=D0143=D0918_H0600:457b-4	aa ma le /	aa ma le 
BO_K12_D0611=D0143=D0918_H0600:457b-5	bi ma lo /	bi ma lo 
BO_K12_D0611=D0143=D0918_H0600:457b-6	ni rma le /	ni rma le 
BO_K12_D0611=D0143=D0918_H0600:457b-7	tsu lu ke /	tsu lu ke 
BO_K12_D0611=D0143=D0918_H0600:457b-8	tsu lu tsu lu sarba buddhe sv'ah'a /	tsu lu tsu lu sarba buddhe svaha 
BO_K12_D0611=D0143=D0918_H0600:457b-9	tshigs su bcad pa gnyis pa'i gzungs la ni /	tshigs su gcod ba gnyis ba gzungs la ni 
BO_K12_D0611=D0143=D0918_H0600:457b-10	chag gam don gyi sgo nas gang sbyor ba //	chag gam don gyi sgo nas gang sbyor ba 
BO_K12_D0611=D0143=D0918_H0600:457b-11	sems can dam pa blo dang ldan pa des //	sems can dam ba blo dang ldan ba des 
BO_K12_D0611=D0143=D0918_H0600:457b-12	phan yon rnam pa bcu dag thob par 'gyur //	phan yon rnam ba chu dag thob ba gyur 
BO_K12_D0611=D0143=D0918_H0600:457b-13	khams rnams mtha' dag rtas par 'gyur ba dang // 'chi ba'i tshe na mchog dga' dam pa 'thob //	khams rnams mtha dag rtas ba gyur ba dang chi ba tshe na mchog dga dam ba thob 
BO_K12_D0611=D0143=D0918_H0600:457b-14	ji ltar 'dod pa bzhin du skye ba dang // thams cad du ni tshe rabs dran par 'gyur //	ji ltar dod ba bzhin du skye ba dang thams cad du ni tshe rabs dran ba gyur 
BO_K12_D0611=D0143=D0918_H0600:457b-15	sangs rgyas rnams dang phrad par 'gyur ba dang // de bzhin de dag las ni theg mchog thos //	sangs rgya rnams dang phrad ba gyur ba dang de bzhin de dag las ni theg mchog thos 
BO_K12_D0611=D0143=D0918_H0600:457b-16	mos par 'gyur ba blo dang bcas pa dang // sgo gnyis dang ni byang chub myur du thob //	mos ba gyur ba blo dang cha ba dang sgo gnyis dang ni byang chub myur du thob 
BO_K12_D0611=D0143=D0918_H0600:457b-17	tshigs su bcad pa gnyis pa'i gzungs rdzogs so;; ;;	tshigs su gcod ba gnyis ba gzungs rdzogs so;; 
