segmentnr	original	folio	stemmed
BO_TZ32_KHI-025:0	@#// snyan brgyud phrin las phur pa'i gnad tig gi smin grol 'bogs pa'i lag len phrin las gsang ba'i bcud 'dus zhes bya ba bzhugs so //	0	snyan brgyud phrin las phur ba gnad tig gi smin grol bogs ba lag len phrin las gsang ba bcud du zhes byed ba bzhugs so 
BO_TZ32_KHI-025:1	na mo gu ru badzra ku ma ra ya /	0	na mo gu ru badzra ku ma ra ya 
BO_TZ32_KHI-025:2	mi gnas ye shes ki la yas //	0	mi gnas ye shes ki la yas 
BO_TZ32_KHI-025:3	'khrul rtog thal bar 'byin mdzad pa /	0	khrul rtogs thal ba byin mdzad ba 
BO_TZ32_KHI-025:4	khrag 'thung rdo rje 'dus pa'i zhabs //	0	khrag thung rdo rje du ba zhabs 
BO_TZ32_KHI-025:5	spyi bor bkod nas 'dir gsal bya //	0	spyi bor bkod nas dir gsal byed 
BO_TZ32_KHI-025:6	de la snyan brgyud phur pa'i gnad tig gi dbang bskur bsgrub pa la /sbyor dngos rjes gsum /	0	de la snyan brgyud phur ba gnad tig gi dbang skur sgrub ba la dngos rjes gsum 
BO_TZ32_KHI-025:7	dang po sbyor ba yo byad kyi gshom ni /	0	dang po sbyor ba yo byad kyi gshom ni 
BO_TZ32_KHI-025:8	stegs bur dkyil 'khor ras bris sam me tog sngon po'i tshhom bu gtsho bo gcig	0	stegs bur dkyil khor ras bri sam me tog sngon po tshhom bu gtsho bo gcig 
BO_TZ32_KHI-025:9	/'khor bcu / de rgyab sgo bzhi'i tshhul du bkod pa'i khar 'phrul stegs la phur bu tshhad ldan dar nag gi cod pan btags pa dang / rnam bum so lnga'i bcud dang mgul chings mthing kha kha rgyan bcas pa steng 'og gam mdun rgyab byas nas bkod /	0	chu de rgyab sgo bzhi tshhul du bkod ba khar phrul stegs la phur bu tshhad ldan dar nag gi cod pan dogs ba dang rnam bum so lnga bcud dang mgul ching mthing kha kha rgyan cha ba steng g gam mdun rgyab byed nas bkod 
BO_TZ32_KHI-025:10	mdun du gtsho bo'i sku tshaka dur khrod dpal chas /	1	mdun du gtsho bo sku tshaka dur khrod dpal cha 
BO_TZ32_KHI-025:11	sngags byang / g.yas g.yon gsang dbang thod chang /	1	sngags byang g.yas g.yon gsang dbang thod chang 
BO_TZ32_KHI-025:12	rig tshaka /shel rdo /	1	rig tshaka rdo 
BO_TZ32_KHI-025:13	rgyab tu tshhe 'brang /	1	rgyab tu tshhe brang 
BO_TZ32_KHI-025:14	ril chang bcas /	1	ril chang cha 
BO_TZ32_KHI-025:15	sman gtor rak+ta /	1	sman thor rak+ta 
BO_TZ32_KHI-025:16	phyi mchod rnams spyi ltar bsham /	1	phyi mchod rnams spyi ltar bsham 
BO_TZ32_KHI-025:17	gzhan yang / las bum /	1	gzhan yang las bum 
BO_TZ32_KHI-025:18	lcags hom du ling+ga /	1	lcags hom du ling+ga 
