segmentnr	original	stemmed
BO_K12_D0526=D0141=D0916_H0601:457b-0	@457b rgya gar skad du /	rgya gar skad du 
BO_K12_D0526=D0141=D0916_H0601:457b-1	a'a rya sha ta mu khi n'a ma dh'a ra n'i /	aa rya sha ta mu khi na ma dha ra n 
BO_K12_D0526=D0141=D0916_H0601:457b-2	bod skad du /	bod skad du 
BO_K12_D0526=D0141=D0916_H0601:457b-3	'phags pa sgo drug pa zhes bya ba'i gzungs /	phag ba sgo drug ba zhes byed ba gzungs 
BO_K12_D0526=D0141=D0916_H0601:457b-4	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K12_D0526=D0141=D0916_H0601:457b-5	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K12_D0526=D0141=D0916_H0601:457b-6	bcom ldan 'das 'khor gyi khyams gnas gtsang ma'i steng gi nam mkha'i dkyil na gnas pa /	joms ldan da khor gyi khyams gnas gtsang ma steng gi nam mkha dkyil na gnas ba 
BO_K12_D0526=D0141=D0916_H0601:457b-7	rin po che sna bdun gyis rab tu phye bas rnam par spras pa na byang chub sems dpa'i tshogs grangs med pa dang thabs cig tu bzhugs te /	rin po che sna bdun gyis rab tu byed ba rnam ba spras ba na byang chub sems dpa tshogs grangs med ba dang thabs cig tu bzhugs te 
BO_K12_D0526=D0141=D0916_H0601:458a-0	de nas bcom ldan 'das kyis byang chub @458a *//	de nas joms ldan da kyis byang chub 
BO_K12_D0526=D0141=D0916_H0601:458a-1	sems dpa' rnams la bka' stsal pa /	sems dpa rnams la bka stsal ba 
BO_K12_D0526=D0141=D0916_H0601:458a-2	rigs kyi bu dag /	rigs kyi bu dag 
