segmentnr	original	stemmed
BO_T17_MW1PD95844_2584:0	@ga_@#/_/bdag med ma'i stobs kyi 'khor	med ma stobs kyi khor 
BO_T17_MW1PD95844_2584:1	lo sgrub pa'i thabs	lo sgrub ba thabs 
BO_T17_MW1PD95844_2584:2	@/_stobs kyi 'khor lo bsgom pa'i thabs bzhugs so//@##/_/om swa sti/_rgya	kyi khor lo bsgom ba thabs bzhugs swa 
BO_T17_MW1PD95844_2584:3	gar skad du/_ni rat+ma ba la tshakra sa d+ha na/_bod skad du/_bdag med ma'i	gar skad rat+ma ba la tshakra sa d+ha skad med ma 
BO_T17_MW1PD95844_2584:4	stobs kyi 'khor lo sgrub pa'i thabs/_rdo rje rnal 'byor ma la phyag 'tshhal lo/_/	stobs kyi khor lo sgrub ba rje rnal byor ma la phyag tshhal 
BO_T17_MW1PD95844_2584:5	sgom pa'i rim pa rgyas pa 'am/_/skad cig rnam pas rab 'grub ste/_/yang na	sgom ba rim ba rgya ba cig rnam ba rab grub na 
BO_T17_MW1PD95844_2584:6	'khor lo rdzogs pa'i lha/_/gzhan du kyang pa'i sbyor bas te/_/lhan cig skyes	khor lo rdzogs ba du kyang ba sbyor ba cig skye 
BO_T17_MW1PD95844_2584:7	dga'i gzugs can ma/_/skye gnas 'khor lo rtshibs drug pa/_/lte ba'i gnas	dga gzugs can gnas khor lo rtshibs drug ba gnas 
BO_T17_MW1PD95844_2584:8	su 'bad pas bsgom/_/dbus su bdag med rnal 'byor ma/_/de yi snying gar	su bad ba su bdag med rnal byor yi snying gar 
BO_T17_MW1PD95844_2584:9	e yig go/_/a i u e o am las/_/shar sogs g.yas su bskor ba yi/_/	e yig i u e o am sogs g.yas su skor ba 
BO_T17_MW1PD95844_2584:10	go ri rtsho ri de bzhin du/_/bai ta li dang g+hasma ri/_/sbos mo ri khrod ma yang ste/_/	go ri rtsho ri de bzhin ta li dang g+hasma mo ri khrod ma yang 
BO_T17_MW1PD95844_2584:11	rnal 'byor ma drug 'god pa yin/_/nag dang dmar la sogs de bzhin/_/	rnal byor ma drug god ba dang dmar la sogs de 
BO_T17_MW1PD95844_2584:12	rang gi sa bon dag gis mtshhan/_/bdag nyid nyi ma'i lus de bzhin/_/zla	rang gi sa bon dag gis nyid nyi ma lus de 
BO_T17_MW1PD95844_2584:13	bdag med ma'i stobs kyi 'khor lo sgrub pa'i thabs/	bdag med ma stobs kyi khor lo sgrub ba 
BO_T17_MW1PD95844_2584:14	ba'i 'od zer rnam par 'phro/_/snod dang gri gug lag na thogs/_/om hrih_phat/	ba d zer rnam ba dang gri gug lag na 
BO_T17_MW1PD95844_2584:15	lus ni gsang ba'i 'khor lo ru/_/bgegs rnams phur bus gdab par bya/_/	lus ni gsang ba khor lo rnams phur bud gdab ba 
BO_T17_MW1PD95844_2584:16	bde chen 'khor lo'i dbus gnas par/_/zla ba chu shel mnyam pa'i 'od/_/a	bde chen khor lo dbus gnas ba chu shel mnyam ba 
BO_T17_MW1PD95844_2584:17	i u i lo ah_ham/_/de las ye shes chu rgyun gyis/_/sdig 'joms lam las	i u i lo las ye shes chu rgyun joms lam las 
BO_T17_MW1PD95844_2584:18	'ongs pa gang /_/rnal 'byor ma sogs khrus bya'o/_/om ah_om hu~m phat swa ha/	ngs ba gang byor ma sogs khru ah_om hu~m phat swa 
BO_T17_MW1PD95844_2584:19	de ltar yid kyis bzlas bya zhing /_/gzhan ni gang yang mi bsam ste/_/zla drug	de ltar yid kyis bzlas byed zhing ni gang yang mi bsam drug 
BO_T17_MW1PD95844_2584:20	tsham gyi nges par ni/_/ye shes skye bar the tshhom med/_/nag po dmar po de nas	tsham gyi nges ba shes skye ba the tshhom po dmar po de nas 
BO_T17_MW1PD95844_2584:21	ser/_/ljang khu sngon po dkar po yi/_/spro dang de bzhin bsdud pa dag_/	khu sngon po dkar po dang de bzhin bsdud ba 
BO_T17_MW1PD95844_2584:22	rnal 'byor mchog gi rtag tu bsgom/_/ces pa slob dpon bde ba chen po'i zhal	rnal byor mchog gi rtag tu ba slob dpon bde ba chen po zhal 
BO_T17_MW1PD95844_2584:23	gyi man ngag stobs kyi 'khor lo bsgom pa'i thabs rdzogs so//_//	gyi man ngag stobs kyi khor lo bsgom ba thabs rdzogs 
BO_T17_MW1PD95844_2584:24	pan+di ta pur+n+na badzra dang /_ta ra na thas bsgyur ba'o//_//	pan+di ta pur+n+na badzra dang ra na thas sgyur 
