segmentnr	original	stemmed
BO_K01_D0007B-2_H0008-2:227a-13	kye / ngas mal gos 'di mthong nas rab tu mi dga' ba skyes kyi /	kye ngas mal gos di mthong nas rab tu mi dga ba skye kyi 
BO_K01_D0007B-2_H0008-2:227a-14	song la 'phags pa'i dge 'dun dag la 'di phul cig /	gro la phag ba dge dun dag la di bul cig 
BO_K01_D0007B-2_H0008-2:227a-15	de dag gis kyang dze ta'i tshal du 'phags pa'i dge 'dun dag la phul ba dang / dge slong dag gis sgo khang du bting ste bzhag go /	de dag gis kyang dze ta tshal du phag ba dge dun dag la bul ba dang dge slong dag gis sgo khang du bting ste jog go 
BO_K01_D0007B-2_H0008-2:227a-16	de nas dus phyi zhig na rgyal po de gtsug lag khang du 'ongs nas des de mthong ba dang / de dus so //	de nas dus phyi jig na rgyal po de gtsug lag khang du ngs nas des de mthong ba dang de dus so 
BO_K01_D0007B-2_H0008-2:227a-17	blon po dag gis /	blon po dag gis 
BO_K01_D0007B-2_H0008-2:227a-18	'phags pa dag /	phag ba dag 
BO_K01_D0007B-2_H0008-2:227a-19	'di mi bstan pa'i phyir khyed la dbul na /	di mi ston ba phyir khyed la bul na 
BO_K01_D0007B-2_H0008-2:227a-20	sgo khang du bting ba de nyid nyes pa'i dmigs su gyur to //	sgo khang du bting ba de nyid nyes ba dmigs su gyur to 
BO_K01_D0007B-2_H0008-2:227b-0	zhes smras pa dang / de dag @227b cang mi zer bar 'dug nas de ltar gyur pa dge slong dag gis bcom ldan 'das la gsol ba dang bcom ldan 'das kyis bka' stsal pa /	zhes smras ba dang de dag cang mi zer ba dug nas de ltar gyur ba dge slong dag gis joms ldan da la gsol ba dang joms ldan da kyis bka stsal ba 
BO_K01_D0007B-2_H0008-2:227b-1	sgo khang du ma gding bar yang thog tu things shig /	sgo khang du ma ding ba yang thogs tu thing shig 
BO_K01_D0007B-2_H0008-2:227b-2	de yang nyes pa'i dmigs su gyur nas bcom ldan 'das kyis bka' stsal pa /	de yang nyes ba dmigs su gyur nas joms ldan da kyis bka stsal ba 
BO_K01_D0007B-2_H0008-2:227b-3	yang thog tu ma gding par gnas khang du things shig /	yang thogs tu ma ding ba gnas khang du thing shig 
BO_K01_D0007B-2_H0008-2:227b-4	de nas gnas khang du bting ba dang / ma dad pa dag gis rgyal mo'i mal gos ni /	de nas gnas khang du bting ba dang ma dad ba dag gis rgyal mo mal gos ni 
