segmentnr	original	stemmed
BO_T06_D4036:168b-15	sa de'i rang bzhin ni sa gong ma la ltos na /	sa de rang bzhin ni sa gong ma la ltos na 
BO_T06_D4036:168b-16	sdug bsngal bar gnas pa'i phyir nag po'i phyogs yin la /	sdug sngal ba gnas ba phyir nag po phyogs yin la 
BO_T06_D4036:168b-17	'dod pa dag las dben pa las skyes pa'i bde ba'i phan yon chung zad dang ldan pa yang yin te /	dod ba dag las dben ba las skye ba bde ba phan yon chung zad dang ldan ba yang yin te 
BO_T06_D4036:168b-18	de la gnas pa la rtag pa rtag pa'i dus dang / ther zug ther zug gi dus su sems kyi spyod pa rtog pa dang bcas pa dang / dpyod pa dang bcas pa 'byung bar 'gyur bas zhi ba bas rab tu zhi ba lta bu ma yin te /	de la gnas ba la rtag ba rtag ba dus dang ther zug ther zug gi dus su sems kyi spyod ba rtogs ba dang cha ba dang dpyod ba dang cha ba byung ba gyur ba zhi ba ba rab tu zhi ba lta bu ma yin te 
BO_T06_D4036:168b-19	de ltar rnam pa de dag gis rtog pa dag la rags pa'i mtshan nyid du so sor rtog par byed do //	de ltar rnam ba de dag gis rtogs ba dag la rags ba mtshan nyid du so sor rtogs ba byed do 
BO_T06_D4036:168b-20	rtog pa med pa'i bsam gtan gnyis ba la ni rnam pa thams cad du rags pa'i mtshan nyid de ltar bu med de /	rtogs ba med ba bsam gtan gnyis ba la ni rnam ba thams cad du rags ba mtshan nyid de ltar bu med de 
BO_T06_D4036:168b-21	de'i phyir bsam gtan gnyis pa ni rags pa de nyid dang bral ba'i phyir zhi ba yin no //	de phyir bsam gtan gnyis ba ni rags ba de nyid dang bral ba phyir zhi ba yin no 
BO_T06_D4036:168b-22	bsam gtan gnyis pa la snyoms par 'jug pa yid la byed pa lhag ma rnams ni snga ma bzhin du ci rigs par rig par bya ste /	bsam gtan gnyis ba la snyom ba jug ba yid la byed ba lhag ma rnams ni snga ma bzhin du ci rigs ba rig ba byed ste 
BO_T06_D4036:168b-23	yod min med min skye mched kyi bar gyi sa dang sa dag la snyoms par 'jug pa'i yid la byed pa bdun po dag kyang da bzhin du ci rigs par bya'o //	yod min med min skye mched kyi ba gyi sa dang sa dag la snyom ba jug ba yid la byed ba bdun po dag kyang da bzhin du ci rigs ba byed 
BO_T06_D4036:169a-0	ci yang med pa'i skye mched man chad kyi sa 'og ma thams cad la rags @169a * //	ci yang med ba skye mched man chad kyi sa g ma thams cad la rags 
BO_T06_D4036:169a-1	pa'i mtshan nyid ni mdor bsdu na rnam pa gnyis su rig par bya ste /	ba mtshan nyid ni mdor sdud na rnam ba gnyis su rig ba byed ste 
BO_T06_D4036:169a-2	sa 'og ma rnams ni ches sdug bsngal bar gnas shing ches rab tu ma zhi bar gnas pa dang / ches tshe thung bar gnas pa ste /	sa g ma rnams ni ches sdug sngal ba gnas shing ches rab tu ma zhi ba gnas ba dang ches tshe thung ba gnas ba ste 
