segmentnr	original	stemmed
BO_K01_D0007B-2_H0008-2:94b-19	yid kyi 'dus byas ji lta bur gyur ces ji lta bur khas len pa de lta bur byed du chug cig /	yid kyi du byed ji lta bur gyur ces ji lta bur khas len ba de lta bur byed du chug cig 
BO_K01_D0007B-2_H0008-2:94b-20	au pa li /	au ba li 
BO_K01_D0007B-2_H0008-2:94b-21	de ste gzu bo 'dul ba 'dzin pas 'di snyam du gyur te /	de ste gzu bo dul ba dzin ba di snyam du gyur te 
BO_K01_D0007B-2_H0008-2:94b-22	tshe dang ldan pa 'di ni /	tshe dang ldan ba di ni 
BO_K01_D0007B-2_H0008-2:94b-23	dge ba can te /	dge ba can te 
BO_K01_D0007B-2_H0008-2:94b-24	spyod pa dge /	spyod ba dge 
BO_K01_D0007B-2_H0008-2:94b-25	spyod yul dge /	spyod yul dge 
BO_K01_D0007B-2_H0008-2:94b-26	mdza' bo dge /	mdza bo dge 
BO_K01_D0007B-2_H0008-2:94b-27	grogs po dge /	grogs po dge 
BO_K01_D0007B-2_H0008-2:94b-28	lus kyi las dge /	lus kyi las dge 
BO_K01_D0007B-2_H0008-2:94b-29	ngag gi las dge /	ngag gi las dge 
BO_K01_D0007B-2_H0008-2:94b-30	'tsho ba dge /	tsho ba dge 
BO_K01_D0007B-2_H0008-2:94b-31	thos pa dge ste /	thos ba dge ste 
BO_K01_D0007B-2_H0008-2:94b-32	tshe dang ldan pa 'di ni /	tshe dang ldan ba di ni 
BO_K01_D0007B-2_H0008-2:94b-33	gnas de lta bu la 'jug par mi byed do //	gnas de lta bu la jug ba mi byed do 
BO_K01_D0007B-2_H0008-2:94b-34	snyam nas lan glon pa'i dge slong la tshig 'jam por smras te /	snyam nas lan glon ba dge slong la tshig jam por smras te 
BO_K01_D0007B-2_H0008-2:94b-35	rgol ba'i dge slong la chos nyid kyis shes par byos shig /	rgol ba dge slong la chos nyid kyis shes ba byos shig 
BO_K01_D0007B-2_H0008-2:94b-36	rnam pa 'di brgyad kyis ni /	rnam ba di brgyad kyis ni 
BO_K01_D0007B-2_H0008-2:94b-37	gzhan la brtag par byos shig /	gzhan la rtog ba byos shig 
BO_K01_D0007B-2_H0008-2:94b-38	au pa li /	au ba li 
BO_K01_D0007B-2_H0008-2:94b-39	gzu bo 'dul ba 'dzin pa chos lnga dang ldan na /	gzu bo dul ba dzin ba chos lnga dang ldan na 
BO_K01_D0007B-2_H0008-2:95a-0	rtsod pa zhi bar byed mi nus @95a *//	rtsod ba zhi ba byed mi nus 
BO_K01_D0007B-2_H0008-2:95a-1	pa yin no //	ba yin no 
BO_K01_D0007B-2_H0008-2:95a-2	lnga gang zhe na /	lnga gang zhe na 
BO_K01_D0007B-2_H0008-2:95a-3	'khrul pa 'dzin pa /	khrul ba dzin ba 
BO_K01_D0007B-2_H0008-2:95a-4	gsang ba'i tshig 'dzin pa /	gsang ba tshig dzin ba 
BO_K01_D0007B-2_H0008-2:95a-5	mang po 'dzin pa /	mang po dzin ba 
BO_K01_D0007B-2_H0008-2:95a-6	ma nges pa 'dzin pa /	ma nges ba dzin ba 
BO_K01_D0007B-2_H0008-2:95a-7	ji tsam lan gsum gyi bar du dam 'char mi 'jug pa yin te /	ji tsam lan gsum gyi ba du dam char mi jug ba yin te 
BO_K01_D0007B-2_H0008-2:95a-8	gzu bo 'dul ba 'dzin pa chos rnam pa 'di lnga dang ldan na /	gzu bo dul ba dzin ba chos rnam ba di lnga dang ldan na 
BO_K01_D0007B-2_H0008-2:95a-9	rtsod pa zhi bar byed nus par mi 'gyur ro //	rtsod ba zhi ba byed nus ba mi gyur ro 
BO_K01_D0007B-2_H0008-2:95a-10	au pa li /	au ba li 
BO_K01_D0007B-2_H0008-2:95a-11	gzu bo 'dul ba 'dzin pa chos rnam pa 'di lnga dang ldan na /	gzu bo dul ba dzin ba chos rnam ba di lnga dang ldan na 
