segmentnr	original	stemmed
BO_T16_D4400a:337b-0	@337b # // rgya gar skad du ;	rgya gar skad du 
BO_T16_D4400a:337b-1	mangga la g'a th'a /	mangga la ga tha 
BO_T16_D4400a:337b-2	bod skad du /	bod skad du 
BO_T16_D4400a:337b-3	bkra shis kyi tshigs su bcad pa /	bkra shis kyi tshigs su gcod ba 
BO_T16_D4400a:337b-4	dkon mchog gsum la phyag 'tshal lo //	dkon(d) mchog gsum la phyag tshal lo 
BO_T16_D4400a:337b-5	gzhan gyis mi thub rdzogs sangs rgyas //	gzhan gyis mi thub rdzogs sangs rgya 
BO_T16_D4400a:337b-6	mgon po phyogs gcig bzhugs pa na //	mgon po phyogs gcig bzhugs ba na 
BO_T16_D4400a:337b-7	lha gcig dpa' bo chen po la //	lha gcig dpa bo chen po la 
BO_T16_D4400a:337b-8	phyag 'tshal 'di skad tshig gsol to //	phyag tshal di skad tshig gsol to 
BO_T16_D4400a:337b-9	dge ba don du gnyer ba na //	dge ba don du gnyer ba na 
BO_T16_D4400a:337b-10	lha dang mi rnams so so nas //	lha dang mi rnams so so nas 
BO_T16_D4400a:337b-11	bkra shis dag ni brjod bgyis na //	bkra shis dag ni rjod bgyid na 
BO_T16_D4400a:337b-12	bkra shis dam pa gang zhig lags //	bkra shis dam ba gang jig lags 
BO_T16_D4400a:337b-13	bcom ldan 'das kyis bka' stsal pa //	joms ldan da kyis bka stsal ba 
BO_T16_D4400a:337b-14	dge ba don du gnyer ba na //	dge ba don du gnyer ba na 
BO_T16_D4400a:337b-15	lha dang mi rnams so so nas //	lha dang mi rnams so so nas 
BO_T16_D4400a:337b-16	bkra shis rnams ni rjod byed pa //	bkra shis rnams ni rjod byed ba 
BO_T16_D4400a:337b-17	de dag bkra shis brjod par bya //	de dag bkra shis rjod ba byed 
BO_T16_D4400a:337b-18	yul bzang gnas dang grogs mchog dang // sngon chad bsod nams byas pa dang // sems ni legs par gtad byas pa //	yul bzang gnas dang grogs mchog dang sngon chad bsod nams byed ba dang sems ni legs ba gtod byed ba 
BO_T16_D4400a:337b-19	de ni bkra shis dam pa yin //	de ni bkra shis dam ba yin 
BO_T16_D4400a:338a-0	sbyin dang shin tu smra ba dang // yang dag don la rnam nges dang // khrims ldan rnams dang mtshungs @338a * //	sbyin dang shin tu smra ba dang yang dag don la rnam nges dang khrims ldan rnams dang mtshungs 
BO_T16_D4400a:338a-1	sbyor ba // de ni bkra shis dam pa yin //	sbyor ba de ni bkra shis dam ba yin 
BO_T16_D4400a:338a-2	byis pa rnams la mi brten dang // mkhas pa rnams la brten pa dang // mchod 'os rnams la mchod byed pa //	byis ba rnams la mi rten dang mkhas ba rnams la rten ba dang mchod s rnams la mchod byed ba 
BO_T16_D4400a:338a-3	de ni bkra shis dam pa yin //	de ni bkra shis dam ba yin 
BO_T16_D4400a:338a-4	pha ma bsnyen bkur byed pa dang // zhi dang tshangs par spyod pa dang // 'byung po kun la snying brtse ba //	pha ma snyen bkur byed ba dang zhi dang tshangs ba spyod ba dang byung po kun la snying brtse ba 
BO_T16_D4400a:338a-5	de ni bkra shis dam pa yin //	de ni bkra shis dam ba yin 
BO_T16_D4400a:338a-6	sdig pa'i las las ldog pa dang // dge ba'i las la brten pa dang // bag yod pa dang brtag mkhas pa //	sdig ba las las ldog ba dang dge ba las la rten ba dang bag yod ba dang rtog mkhas ba 
BO_T16_D4400a:338a-7	de ni bkra shis dam pa yin //	de ni bkra shis dam ba yin 
BO_T16_D4400a:338a-8	nga rgyal med dang khengs med dang // chog shes mthun pas 'tsho ba dang // rtag tu byas pa gzo byed pa //	nga rgyal med dang kheng med dang chog shes mthun ba tsho ba dang rtag tu byed ba gzo byed ba 
BO_T16_D4400a:338a-9	de ni bkra shis dam pa yin //	de ni bkra shis dam ba yin 
BO_T16_D4400a:338a-10	mi smod de bzhin bzod pa dang // 'phags pa rnams dang mthun sbyor ba //	mi smod de bzhin bzod ba dang phag ba rnams dang mthun sbyor ba 
BO_T16_D4400a:338a-11	dus skabs su ni chos nyan pa //	dus skabs su ni chos nyan ba 
BO_T16_D4400a:338a-12	de ni bkra shis dam pa yin //	de ni bkra shis dam ba yin 
BO_T16_D4400a:338a-13	le lo med dang mang thos dang // chos la legs par rnam nges dang // de bzhin sems la rnyog med pa //	le lo med dang mang thos dang chos la legs ba rnam nges dang de bzhin sems la rnyog med ba 
BO_T16_D4400a:338a-14	de ni bkra shis dam pa yin ;	de ni bkra shis dam ba yin 
BO_T16_D4400a:338a-15	/ gang zhig sems can thams cad la //	gang jig sems can thams cad la 
BO_T16_D4400a:338a-16	byams pa'i sems ni rab bsgom zhing //	byams ba sems ni rab bsgom zhing 
BO_T16_D4400a:338a-17	dpag tu med de mi 'khrugs pa //	dpog tu med de mi khrugs ba 
BO_T16_D4400a:338a-18	de ni bkra shis dam pa yin //	de ni bkra shis dam ba yin 
BO_T16_D4400a:338a-19	gang zhig 'phags pa'i bden rnams la //	gang jig phag ba bden rnams la 
BO_T16_D4400a:338a-20	shes rab mig ni rab sbyangs dang // tshul khrims nongs par ma gyur pa //	shes rab mig ni rab sbyong dang tshul khrims nongs ba ma gyur ba 
BO_T16_D4400a:338a-21	de ni bkra shis dam pa yin ;	de ni bkra shis dam ba yin 
BO_T16_D4400a:338a-22	/'phags pa'i bden pa mthong ba dang // tshangs par spyod pa bsgom pa dang // mya ngan 'das pa thob 'gyur ba //	ba bden ba mthong ba dang tshangs ba spyod ba bsgom ba dang mya ngan da ba thob gyur ba 
BO_T16_D4400a:338a-23	de ni bkra shis dam pa yin //	de ni bkra shis dam ba yin 
BO_T16_D4400a:338a-24	gang zhig 'dod chags zhe sdang dang // ma rig pa dag rnam spangs pa dang // shes pa mi 'khrugs skye 'gyur ba //	gang jig dod chags zhe sdang dang ma rig ba dag rnam spong ba dang shes ba mi khrugs skye gyur ba 
BO_T16_D4400a:338a-25	de ni bkra shis dam pa yin //	de ni bkra shis dam ba yin 
BO_T16_D4400a:338a-26	'jig rten chos brgyad kyis bskyod kyang //	jig rten chos brgyad kyis skyod kyang 
BO_T16_D4400a:338a-27	gang gi sems ni mi g-yo dang // dri med zhi dang mya ngan med //	gang gi sems ni mi g-yo dang dri med zhi dang mya ngan med 
BO_T16_D4400a:338a-28	de ni bkra shis dam pa yin //	de ni bkra shis dam ba yin 
BO_T16_D4400a:338a-29	de dang 'dir ni ci rigs par //	de dang dir ni ci rigs ba 
BO_T16_D4400a:338a-30	'di la bkra shis 'di dag ni //	di la bkra shis di dag ni 
BO_T16_D4400a:338a-31	mkhas pa gang zhig rjod byed pa //	mkhas ba gang jig rjod byed ba 
BO_T16_D4400a:338a-32	de la rtag tu bkra shis gyur //	de la rtag tu bkra shis gyur 
BO_T16_D4400a:338a-33	bkra shis kyi tshigs su bcad pa rdzogs so /	bkra shis kyi tshigs su gcod ba rdzogs so 
