segmentnr	original	folio	stemmed
BO_TZ_PEMA-SANGTHIG-P15:0	@#// pad+ma gsang ba'i thig le'i rtsha rgyud pad+ma zab pa'i bsdus 'grel pad+mo'i drwa ba bzhugs so //	0	pad+ma gsang ba thig le rtsha brgyud pad+ma zab ba sdud grel pad+mo drwa ba bzhugs so 
BO_TZ_PEMA-SANGTHIG-P15:1	bcom ldan 'das bde ba chen po ye shes rdo rje tshhe dpag tu med pa la phyag 'tshhal lo //	0	joms ldan da bde ba chen po ye shes rdo rje tshhe dpog tu med ba la phyag tshhal lo 
BO_TZ_PEMA-SANGTHIG-P15:2	rtsha rgyud pad+ma zab pa'i bsdus don rnam par 'grel ba la /	0	rtsha brgyud pad+ma zab ba sdud don rnam ba grel ba la 
BO_TZ_PEMA-SANGTHIG-P15:3	spyir rgyud 'di snga 'gyur rnying ma yin la de la yang theg pa rim pa dgu'i rnam par gzhag pa las 'di ni nang gi rgyud sde a ti'i ma ha ltar du bshad pa yin /	0	spyir brgyud di snga gyur rnying ma yin la de la yang theg ba rim ba dgu rnam ba jog ba las di ni nang gi brgyud sde a ti ma ha ltar du chad ba yin 
BO_TZ_PEMA-SANGTHIG-P15:4	de yang gsang snying las /	0	de yang gsang snying las 
BO_TZ_PEMA-SANGTHIG-P15:5	rab la mtshhan bstan 'bring la dbye //	0	rab la mtshhan ston bring la byed 
BO_TZ_PEMA-SANGTHIG-P15:6	tha mar 'bru gnyer bkral ba 'o //	0	tha mar bru gnyer bkral ba mang 
BO_TZ_PEMA-SANGTHIG-P15:7	zhes gsungs pa ltar dbang po rab 'bring tha gsum dang / 'khor la gdams shing bstan pa gtad pa bzhi las /	0	zhes gsungs ba ltar dbang po rab bring tha gsum dang khor la doms shing ston ba gtod ba bzhi las 
BO_TZ_PEMA-SANGTHIG-P15:8	rtsha ba'i dang po dbang po rab la mtshhan bstan pa'i sgo nas bshad na /	0	rtsha ba dang po dbang po rab la mtshhan ston ba sgo nas chad na 
BO_TZ_PEMA-SANGTHIG-P15:9	o rgyan mkha' 'gro'i skad du dang bod skad gnyis las /	0	o rgyan mkha gro skad du dang bod skad gnyis las 
BO_TZ_PEMA-SANGTHIG-P15:10	dang po o rgyan mkha' 'gro'i skad du :	1	dang po o rgyan mkha gro skad du 
BO_TZ_PEMA-SANGTHIG-P15:11	dak+ki dz+yish+tha badzra ka ri na ma :	1	dak+ki dz+yish+tha badzra ka ri na ma 
BO_TZ_PEMA-SANGTHIG-P15:12	gnyis pa bod skad du :	1	gnyis ba bod skad du 
BO_TZ_PEMA-SANGTHIG-P15:13	pad+ma zab pa rtsha ba'i rgyud zhes pa ste /	1	pad+ma zab ba rtsha ba brgyud zhes ba ste 
BO_TZ_PEMA-SANGTHIG-P15:14	de yang pad+ma ni ma chags dri ma bral ba ste 'khor 'das kyi spyi gzhi rang gi rig pa grol 'khrul gyi mtshhan ma las 'das pa /	1	de yang pad+ma ni ma chags dri ma bral ba ste khor da kyi spyi gzhi rang gi rig ba grol khrul gyi mtshhan ma las da ba 
BO_TZ_PEMA-SANGTHIG-P15:15	gzhi yi gnas skabs de ltar yin yang lam dus su sgrib pa rnam pa gsum gyis bsgribs pa rnams lam rim pa gnyis la brten nas sbyong bas zab pa ste /	1	gzhi yi gnas skabs de ltar yin yang lam dus su sgrib ba rnam ba gsum gyis sgrib ba rnams lam rim ba gnyis la rten nas sbyong ba zab ba ste 
BO_TZ_PEMA-SANGTHIG-P15:16	de kho na nyid kyi gnas lugs rang gis mngon sum du rtogs par 'gyur ba'i thabs khyad du 'phags pa ni 'dir bshad bya yin zhing /	1	de kho na nyid kyi gnas lugs rang gis mngon sum du rtogs ba gyur ba thabs khyad du phag ba ni dir chad byed yin zhing 
BO_TZ_PEMA-SANGTHIG-P15:17	rtsha ba'i rgyud 'di las rim pa gnyis sogs gsang sngags kyi rgyud sde rnams 'phro bar 'gyur la /	1	rtsha ba brgyud di las rim ba gnyis sogs gsang sngags kyi brgyud sde rnams phro ba gyur la 
BO_TZ_PEMA-SANGTHIG-P15:18	'dir de dag gi don tshhang la ma nor ba ston pa yin pas na de skad do //	1	dir de dag gi don tshhang la ma nor ba ston ba yin ba na de skad do 
BO_TZ_PEMA-SANGTHIG-P15:19	//rtsha ba'i gnyis pa dbang po 'bring la spyi don rnam par dbye ba'i sgo nas bshad na /	1	ba gnyis ba dbang po bring la spyi don rnam ba byed ba sgo nas chad na 
BO_TZ_PEMA-SANGTHIG-P15:20	de la yang rgyud 'byung ba'i rgyu gleng gzhi dang / rkyen gleng bslang ba gnyis las /	2	de la yang brgyud byung ba rgyu gleng gzhi dang rkyen gleng bslang ba gnyis las 
