segmentnr	original	stemmed
BO_K06_D0020=D0491_H0025=H0460:257b-0	@257b / /rgya gar skad du /	gar skad du 
BO_K06_D0020=D0491_H0025=H0460:257b-1	a'arya panytsa bidsha ti ka pra dzny'a pa ra mi t'a mu kha n'a ma ma h'a y'a na s'u tra /	aarya panytsa bidsha ti ka pra dznya ba ra mi ta mu kha na ma ma ha ya na su tra 
BO_K06_D0020=D0491_H0025=H0460:257b-2	bod skad du /	bod skad du 
BO_K06_D0020=D0491_H0025=H0460:257b-3	'phags pa shes rab kyi pha rol tu phyin pa sgo nyi shu rtsa lnga pa zhes bya ba theg pa chen po'i mdo /	phag ba shes rab kyi pha rol tu phyin ba sgo nyi shu rtsa lnga ba zhes byed ba theg ba chen po mdo 
BO_K06_D0020=D0491_H0025=H0460:257b-4	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K06_D0020=D0491_H0025=H0460:257b-5	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K06_D0020=D0491_H0025=H0460:257b-6	bcom ldan 'das ri rab kyi zom la lha thams cad kyi mtshan mo'i gnas na byang chub sems dpa' bye ba khrag khrig 'bum phrag du ma dang thabs cig tu bzhugs te /	joms ldan da ri rab kyi zom la lha thams cad kyi mtshan mo gnas na byang chub sems dpa bye ba khrag khrig bum phrag du ma dang thabs cig tu bzhugs te 
BO_K06_D0020=D0491_H0025=H0460:258a-0	de nas bcom ldan 'das lha @258a *//	de nas joms ldan da lha 
BO_K06_D0020=D0491_H0025=H0460:258a-1	dang / lha'i bu dang / lha ma yin dang / rlung lha dang / nam mkha' lding dang / klu dang / gnod sbyin dang / mi'am ci dang / srin po dang / rig sngags 'chang ba thams cad dang / 'byung po dang / log 'dren dang /	dang lha bu dang lha ma yin dang rlung lha dang nam mkha lding dang klu dang gnod sbyin dang mi ci dang srin po dang rig sngags chang ba thams cad dang byung po dang log bgrang dang 
BO_K06_D0020=D0491_H0025=H0460:258a-2	sha za dang / snang ba dang mi snang ba'i ma mo'i tshogs shin tu mang zhing rgya che ba dpag tshad lnga'i dkyil 'khor du 'dus pa sha stag dang / dge slong stong nyis brgya lnga bcus bskor cing mdun du bdar nas chos ston to //	sha za dang snang ba dang mi snang ba ma mo tshogs shin tu mang zhing rgya che ba dpog tshad lnga dkyil khor du du ba sha stag dang dge slong stong nyis brgya lnga chu skor cing mdun du bdar nas chos ston to 
BO_K06_D0020=D0491_H0025=H0460:258a-3	de nas byang chub sems dpa' sems dpa' chen po lag na rdo rje rdo rje'i rigs thams cad kyis yongs su bskor cing /	de nas byang chub sems dpa sems dpa chen po lag na rdo rje rdo rje rigs thams cad kyis yongs su skor cing 
BO_K06_D0020=D0491_H0025=H0460:258a-4	rig pa'i tshogs dang / phyag rgya'i tshogs de dag thams cad dang / rig sngags 'chang bye ba phrag du mas yongs su bskor nas bcom ldan 'das ga la ba der song ste phyin nas bar snang las babs nas bcom ldan 'das kyi zhabs la mgo bos phyag 'tshal te bcom ldan 'das la lan gsum bskor ba byas nas phyogs gcig	rig ba tshogs dang phyag rgya tshogs de dag thams cad dang rig sngags chang bye ba phrag du mas yongs su skor nas joms ldan da ga la ba der gro ste phyin nas ba snang las bab nas joms ldan da kyi zhabs la mgo bod phyag tshal te joms ldan da la lan gsum skor ba byed nas phyogs gcig 
BO_K06_D0020=D0491_H0025=H0460:258a-5	tu 'dug pa dang / de nas bcom ldan 'das kyis gsang ba'i bdag po chen po lag na rdo rje la bka' stsal pa /	tu dug ba dang de nas joms ldan da kyis gsang ba bdag po chen po lag na rdo rje la bka stsal ba 
BO_K06_D0020=D0491_H0025=H0460:258a-6	gsang ba'i bdag po /	gsang ba bdag po 
BO_K06_D0020=D0491_H0025=H0460:258a-7	nyi shu rtsa lnga po 'di dag ni /	nyi shu rtsa lnga po di dag ni 
BO_K06_D0020=D0491_H0025=H0460:258a-8	nga'i shes rab kyi pha rol tu phyin pa'i sgo yin no //	nga shes rab kyi pha rol tu phyin ba sgo yin no 
BO_K06_D0020=D0491_H0025=H0460:258a-9	sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K06_D0020=D0491_H0025=H0460:258b-0	aom byang chub kyi sems kyi rdo rje shes rab kyi pha rol tu phyin pa'i @258b sgo'o //	aom byang chub kyi sems kyi rdo rje shes rab kyi pha rol tu phyin ba sgo 
BO_K06_D0020=D0491_H0025=H0460:258b-1	aom kun tu bzang po'i spyod ba shes rab kyi pha rol tu phyin pa'i sgo'o //	aom kun tu bzang po spyod ba shes rab kyi pha rol tu phyin ba sgo 
BO_K06_D0020=D0491_H0025=H0460:258b-2	aom yid bzhin gyi nor bu shes rab kyi pha rol tu phyin pa'i sgo'o //	aom yid bzhin gyi nor bu shes rab kyi pha rol tu phyin ba sgo 
BO_K06_D0020=D0491_H0025=H0460:258b-3	aom 'gog pa med pa shes rab kyi pha rol tu phyin pa'i sgo'o //	aom gog ba med ba shes rab kyi pha rol tu phyin ba sgo 
