segmentnr	original	folio	stemmed
BO_TZ57_SHI-010:0	@#// klong gsal snying thig gi khrid yig yid bzhin nor bu lta bu bzhugs so //	0	klong gsal snying thig gi khrid yig yid bzhin nor bu lta bu bzhugs so 
BO_TZ57_SHI-010:1	'di'i nang sa bcad la tshhad 'dzin ma byas pa lta bu'i 'khrugs cung zad yig cha dpe gnyis tsham bcas pa dag la'ang 'dug pas sor bzhag las bcos ma shes /	0	di nang sa gcod la tshhad dzin ma byed ba lta bu khrugs cung zad yig cha dpe gnyis tsham cha ba dag la dug ba sor jog las chos ma shes 
BO_TZ57_SHI-010:2	om ahhu~m/ dbyings rig stong gsal thig le'i dkyil 'khor du //	0	om dbyings rig stong gsal thig le dkyil khor du 
BO_TZ57_SHI-010:3	rang byung lhun grub 'od gsal 'dus ma byas //	0	rang byung lhun grub d gsal du ma byed 
BO_TZ57_SHI-010:4	thog ma'i mgon po kun bzang yab yum dang // o rgyan la sogs bka' brgyud bla ma dang // yi dam lha dang bka' srung dam can bcas //	0	thogs ma mgon po kun bzang yab yum dang o rgyan la sogs bka brgyud bla ma dang yi dam lha dang bka srung dam can cha 
BO_TZ57_SHI-010:5	dngos grub kun gyi 'byung gnas thams cad la //	0	dngos grub kun gyi byung gnas thams cad la 
BO_TZ57_SHI-010:6	sgo gsum gus pas phyag 'tshhal skyabs su mchi //	0	sgo gsum gus ba phyag tshhal skyob su mchi 
BO_TZ57_SHI-010:7	bla med brjod dka' 'od gsal snying po mchog	0	bla med rjod dka d gsal snying po mchog 
BO_TZ57_SHI-010:8	/o rgyan thugs bcud rnal 'byor bdag gi snying //	0	rgyan thugs bcud rnal byor bdag gi snying 
BO_TZ57_SHI-010:9	mkha' 'gro'i snying khrag klong gsal snying thig gi //	0	mkha gro snying khrag klong gsal snying thig gi 
BO_TZ57_SHI-010:10	dmar khrid zab mo gnad kyi man ngag ni //	1	dmar khrid zab mo gnad kyi man ngag ni 
BO_TZ57_SHI-010:11	rjes 'jug slob ma las can skyes bu'i don //	1	rjes jug slob ma las can skye bu don 
BO_TZ57_SHI-010:12	legs par 'dir dgod lha dang rig 'dzin sogs //	1	legs ba dir god lha dang rig dzin sogs 
BO_TZ57_SHI-010:13	chos bdag mkha' 'gros rjes su gnang bar mdzod /	1	chos bdag mkha gros rjes su gnang ba mdzod 
BO_TZ57_SHI-010:14	/de la dam chos klong gsal snying thig gi gsang chen gnad kyi dmar khrid 'di la don bcu ste /	1	la dam chos klong gsal snying thig gi gsang chen gnad kyi dmar khrid di la don chu ste 
BO_TZ57_SHI-010:15	de yang thog mar bla ma dang slob ma brtag pa /	1	de yang thogs mar bla ma dang slob ma rtog ba 
BO_TZ57_SHI-010:16	gnas dang yo byad /	1	gnas dang yo byad 
BO_TZ57_SHI-010:17	dus dang rten 'brel /	1	dus dang rten brel 
BO_TZ57_SHI-010:18	gdams pa dang mthun rkyen la sogs brtag pa rnams ni zhib tu gzhung gi khrid las blang shes par bya'o //	1	doms ba dang mthun rkyen la sogs rtog ba rnams ni zhib tu gzhung gi khrid las blang shes ba byed 
BO_TZ57_SHI-010:19	dang po thun mong gi sngon 'gros bsod nams kyi tshhogs gsag pa dang / thun mong ma yin pa'i sngon 'gros 'khor 'das ru shan dbye ba dang / rnal 'beb sor 'jog gis sgo gsum rnal du dbab /	1	dang po thun mong gi sngon gros bsod nams kyi tshhogs gsag ba dang thun mong ma yin ba sngon gros khor da ru shan byed ba dang rnal beb sor jog gis sgo gsum rnal du bebs 
BO_TZ57_SHI-010:20	bla ma'i rnal 'byor gyis byin rlabs kyi bka' dbab /	2	bla ma rnal byor gyis byin rlabs kyi bka bebs 
BO_TZ57_SHI-010:21	byung gnas 'gro gsum gyis gnas lugs kyi mtshhang btshal /	2	byung gnas gro gsum gyis gnas lugs kyi mtshhang btshal 
BO_TZ57_SHI-010:22	ngo sprod btshan thabs kyis gnas lugs kyi zhal bstan /	2	ngo sprod btshan thabs kyis gnas lugs kyi zhal ston 
BO_TZ57_SHI-010:23	gzhi khregs chod kyi khrid kyis gol med kyi mtha' gcad /	2	gzhi khregs chod kyi khrid kyis gol med kyi mtha gcod 
BO_TZ57_SHI-010:24	bogs 'don gegs sel gyis nyams len mthar bskyal /	2	bogs don gegs sel gyis nyams len mthar skyel 
BO_TZ57_SHI-010:25	thod rgal gyi khrid kyis zab lam gyi gnad bstan /	2	thod rgal gyi khrid kyis zab lam gyi gnad ston 
BO_TZ57_SHI-010:26	mtha' rten gyi man ngag gis chos zad kyi mthar bskyal ba'o //	2	mtha rten gyi man ngag gis chos zad kyi mthar skyel ba 
BO_TZ57_SHI-010:27	dang po thun mong gi sngon 'gro la brgyad de /	2	dang po thun mong gi sngon gro la brgyad de 
BO_TZ57_SHI-010:28	dal 'byor rnyed dka'/	2	dal byor rnyed 
BO_TZ57_SHI-010:29	'chi ba mi rtag pa /	2	chi ba mi rtag ba 
BO_TZ57_SHI-010:30	'khor ba'i nyes dmigs /	3	khor ba nyes dmigs 
BO_TZ57_SHI-010:31	skyabs su 'gro ba dang sems bskyed pa /	3	skyob su gro ba dang sems skyed ba 
BO_TZ57_SHI-010:32	tshhogs gsag man+dal /	3	tshhogs gsag man+dal 
BO_TZ57_SHI-010:33	nyams chag gso zhing tshhogs gsag pa /	3	nyams chag gso zhing tshhogs gsag ba 
BO_TZ57_SHI-010:34	ku su lu'i rnal 'byor /	3	ku su lu rnal byor 
BO_TZ57_SHI-010:35	sgrib pa sbyong ba yig brgya'i bzlas pa'o //	3	sgrib ba sbyong ba yig brgya bzlas ba 
BO_TZ57_SHI-010:36	'di ltar thun mong gi sngon 'gro yan lag brgyad po rgyas par chos spyod lam rim dang / bsdus pa chos spyod yid bzhin nor bur shes par bya'o //	3	di ltar thun mong gi sngon gro yan lag brgyad po rgya ba chos spyod lam rim dang sdud ba chos spyod yid bzhin nor bur shes ba byed 
BO_TZ57_SHI-010:37	//gnyis pa thun mong ma yin pa'i sngon 'gros 'khor 'das ru shan dbye ba la gsum ste /	3	ba thun mong ma yin ba sngon gros khor da ru shan byed ba la gsum ste 
BO_TZ57_SHI-010:38	phyi dang / nang dang / gsang ba'i ru shan dbye ba'o //	3	phyi dang nang dang gsang ba ru shan byed ba 
BO_TZ57_SHI-010:39	dang po phyi ltar ru shan dbye ba ni /	3	dang po phyi ltar ru shan byed ba ni 
BO_TZ57_SHI-010:40	dang po phyi ltar lus ngag yid gsum yin zhing /	4	dang po phyi ltar lus ngag yid gsum yin zhing 
BO_TZ57_SHI-010:41	dgos ched ni /	4	dgos ched ni 
BO_TZ57_SHI-010:42	dang po lus ru shan phye bas /	4	dang po lus ru shan byed ba 
BO_TZ57_SHI-010:43	phyi ltar lus kyi 'byung ba cha snyoms pas tshhe ring nad dkon /	4	phyi ltar lus kyi byung ba cha snyom ba tshhe ring nad dkon(d) 
BO_TZ57_SHI-010:44	nang ltar lus kyi sgrib pa dag pas grub pa myur du thob pa dang / gsang ba ni ye shes dngos su 'char bas snang ba bzhi'i 'phel myur du rdzogs pas rdo rje'i sku thob pa'i dgos pa yod do //	4	nang ltar lus kyi sgrib ba dag ba grub ba myur du thob ba dang gsang ba ni ye shes dngos su char ba snang ba bzhi phel myur du rdzogs ba rdo rje sku thob ba dgos ba yod do 
BO_TZ57_SHI-010:45	rgyud kyi dgos ched yon tan la sogs pa'i lung rnams 'dir ma spros pas gzhung du shes par bya'o //	4	brgyud kyi dgos ched yon tan la sogs ba lung rnams dir ma spros ba gzhung du shes ba byed 
BO_TZ57_SHI-010:46	dang po lus kyi dbye ba dngos ni /	4	dang po lus kyi byed ba dngos ni 
BO_TZ57_SHI-010:47	bde ba'i stan thog tu lus rdo rje skyil krung rkang mthil sprad /	4	bde ba stan thogs tu lus rdo rje skyil krung rkang mthil sprod 
