segmentnr	original	folio	stemmed
BO_TZ14_PHA-025:0	@#// bde gshegs 'dus pa'i zhi ba'i sbyin sreg bde chen rab 'bar zhes bya ba bzhugs so //	0	bde gshegs du ba zhi ba sbyin sreg bde chen rab bar zhes byed ba bzhugs so 
BO_TZ14_PHA-025:1	sgrub chen bka' brgyad bder gshegs 'dus pa'i zhi ba las thams cad pa'i sbyin sreg gi cho ga bde chen rab 'bar zhes bya ba /	0	sgrub chen bka brgyad bder gshegs du ba zhi ba las thams cad ba sbyin sreg gi cho ga bde chen rab bar zhes byed ba 
BO_TZ14_PHA-025:2	bcom ldan 'das gdod ma'i mgon po la phyag 'tshhal lo //	0	joms ldan da gdod ma mgon po la phyag tshhal lo 
BO_TZ14_PHA-025:3	rang ri~xg me yis gzung 'dzi~xn bud shing kun //	0	rang ri~xg me yis gzung dzi~xn bud shing kun 
BO_TZ14_PHA-025:4	bsregs las 'a~xgyur bcas lcags khams 'pho me~xd gzhir //	0	bsregs las a~xgyur cha lcags khams pho me~xd gzhir 
BO_TZ14_PHA-025:5	rgyas thebs rdo~x rje~x 'khor lo'i 'od zer gyis //	0	rgya thebs rdo~x rje~x khor lo d zer gyis 
BO_TZ14_PHA-025:6	sgrib mun mthar byed he ru ka dpal rgyal //	0	sgrib mun mthar byed he ru ka dpal rgyal 
BO_TZ14_PHA-025:7	gang zhig tshhul 'dir zhugs tshhe 'dod 'bras gter //	0	gang jig tshhul dir jug tshhe dod bras gter 
BO_TZ14_PHA-025:8	snying por 'bab gang dge mtshhan bde chen gyi //	0	snying por bab gang dge mtshhan bde chen gyi 
BO_TZ14_PHA-025:9	snang ba rab 'byams dngos grub nyin byed 'od //	0	snang ba rab byam dngos grub nyin byed d 
BO_TZ14_PHA-025:10	'bar ba'i dga' ston don gnyer 'dir 'dus shig	1	bar ba dga ston don gnyer dir du shig 
BO_TZ14_PHA-025:11	/de yang rten gyi gang zag dbang thob cing bsnyen sgrub tshhad du thems pa'i sngags pas myur lam sbyin sreg gi rim pa ji ltar sgrub pa'i tshhul la /	1	yang rten gyi gang zag dbang thob cing snyen sgrub tshhad du thems ba sngags ba myur lam sbyin sreg gi rim ba ji ltar sgrub ba tshhul la 
BO_TZ14_PHA-025:12	phyi nang gsang ba yang gsang bzhi'i /	1	phyi nang gsang ba yang gsang bzhi 
BO_TZ14_PHA-025:13	dang po la sbyor ba dang / dngos gnyis /	1	dang po la sbyor ba dang dngos gnyis 
BO_TZ14_PHA-025:14	dang po ni /	1	dang po ni 
BO_TZ14_PHA-025:15	gang du bya ba'i gzhi der bdag gi rnal 'byor sngon du 'gro bas gzhi bdag la gtor ma bsngo zhing /	1	gang du byed ba gzhi der bdag gi rnal byor sngon du gro ba gzhi bdag la thor ma sngo zhing 
BO_TZ14_PHA-025:16	rdo rje dang bcas pa'i lag g.yas sa la bzhag ste bdag po'i sngags kyis sbyong ba kun rdzob dang / chos thams cad stong pa nyid du mos pa don dam pa'i sbyong ba tsham byas rjes /	1	rdo rje dang cha ba lag g.yas sa la jog ste bdag po sngags kyis sbyong ba kun rdzob dang chos thams cad stong ba nyid du mos ba don dam ba sbyong ba tsham byed rjes 
BO_TZ14_PHA-025:17	bkra shis pa'i sa la stegs bu gru bzhi khod snyoms par byas pa'i steng du thab khung zlum po rgyar khru gang /	1	bkra shis ba sa la stegs bu gru bzhi khod snyom ba byed ba steng du thab khung zlum po rgyar khru gang 
BO_TZ14_PHA-025:18	dpangs su khru phyed pa /	1	dpangs su khru phyed ba 
