segmentnr	original	stemmed
BO_T02_D1935c:63a-0	@63a # // rgya gar skad du /	rgya gar skad du 
BO_T02_D1935c:63a-1	krishna ya m'a ri kro dha r'a dza ba tra sa ra s'a dha nam n'a ma /	krishna ya ma ri kro dha ra dza ba tra sa ra sa dha nam na ma 
BO_T02_D1935c:63a-2	bod skad du /	bod skad du 
BO_T02_D1935c:63a-3	khro bo'i rgyal po gshin rje'i gshed nag po dus mthar phyin pa'i sgrub thabs zhes bya ba /	khro bo rgyal po gshin rje gshed nag po dus mthar phyin ba sgrub thabs zhes byed ba 
BO_T02_D1935c:63a-4	bcom ldan 'das gshin rje gshed la phyag 'tshal lo ;	joms ldan da gshin rje gshed la phyag tshal lo 
BO_T02_D1935c:63a-5	/ spros bral thugs su chud bdag 'gro ba kun khyab pa //	spros bral thugs su chud bdag gro ba kun khyab ba 
BO_T02_D1935c:63a-6	ma lus bdud 'joms thogs med khro bo kun gyi gtso //	ma lus bdud joms thogs med khro bo kun gyi gtso 
BO_T02_D1935c:63a-7	padma rdo rje snyoms 'jug zhi bde mdzes pas bsgyings //	padma rdo rje snyom jug zhi bde mdzes ba sgying 
BO_T02_D1935c:63a-8	longs spyod rdzogs skur bzhengs pa'i snying po la btud de //	longs spyod rdzogs skur bzhengs ba snying po la dud de 
BO_T02_D1935c:63a-9	sangs rgyas thugs kyi rgyud rgyal 'bum pa thu bo che //	sangs rgya thugs kyi brgyud rgyal bum ba thu bo che 
BO_T02_D1935c:63a-10	na da ku be ra la yab kyis rjes gdams shing //	na da ku be ra la yab kyis rjes doms shing 
BO_T02_D1935c:63a-11	de yis de nyid bsdus pa'i byang chub sems chen po'i //	de yis de nyid sdud ba byang chub sems chen po 
BO_T02_D1935c:63a-12	rnam par rgyal ba gshed rgyud las byung bshad par bya //	rnam ba rgyal ba gshed brgyud las byung chad ba byed 
BO_T02_D1935c:63a-13	'gro kun sangs rgyas snying po ste //	gro kun sangs rgya snying po ste 
BO_T02_D1935c:63a-14	gtso bo mi yang dad ldan brtan //	gtso bo mi yang dad ldan brtan 
