segmentnr	original	stemmed
BO_T17_MW1PD95844_2760:0	@#/_/lha mo nag mo'i bstod pa	mo nag mo bstod ba 
BO_T17_MW1PD95844_2760:1	@#/_/@#/_/dpal ldan lha mo mi pham srid gsum bdag_/rang don	ldan lha mo mi pham srid gsum don 
BO_T17_MW1PD95844_2760:2	bsgrub phyir rnam thar gsum gzhol yang /_/snying rje'i dbang gis gzhan don rjes	sgrub phyir rnam thar gsum gzhol yang rje dbang gis gzhan don rjes 
BO_T17_MW1PD95844_2760:3	thob cing /_/shes rab sna tshhogs dag gis 'gro don mdzad/_/dpal ldan lha mo sku	thob cing rab sna tshhogs dag gis gro don ldan lha mo sku 
BO_T17_MW1PD95844_2760:4	mdog char sprin mdog_/mtshhan mo nag mo shin tu gtum pa'i gzugs/_/shin tu	mdog char sprin mo nag mo shin tu thum ba tu 
BO_T17_MW1PD95844_2760:5	rid cing keng rus gzugs can ma/_/zhal gcig phyag bzhi zhabs gnyis brjid	rid cing keng rus gzugs can gcig phyag bzhi zhabs gnyis brjid 
BO_T17_MW1PD95844_2760:6	pa'i sku/_/ral pa gyen 'greng lan bu gcig tu 'khyil/_/skra gseb sbrul dang thod	ba ba gyen greng lan bu gcig tu gseb sbrul dang thod 
BO_T17_MW1PD95844_2760:7	pa'i phreng thogs can/_/rna ltag me tog dar nag cod pan can/_/khrag gi chang	ba phreng thogs ltag me tog dar nag cod pan gi chang 
BO_T17_MW1PD95844_2760:8	gis nga ro spyan rtsha dmar/_/mi ro rengs pa khar bcug mche ba bzhi/_/rnam par	gis nga ro spyan rtsha ro rengs ba khar jug mche ba ba 
BO_T17_MW1PD95844_2760:9	gtshigs shing khrag la shin tu dgyes/_/snyan g.yas sbrul gyi mgul las dril bu yis//	gtshigs shing khrag la shin tu g.yas sbrul gyi mgul las dril bu 
BO_T17_MW1PD95844_2760:10	gdug pa btul nas tshhangs pa'i sgra sgrogs ma/_/snyan cha g.yon na seng ge ral pa	gdug ba dul nas tshhangs ba sgra sgrogs cha g.yon na seng ge ral ba 
BO_T17_MW1PD95844_2760:11	dmar/_/dpa' po khams gsum seng ge'i sgra sgrogs ma/_/phyag bzhi g.yas kyi	po khams gsum seng ge sgra sgrogs bzhi g.yas kyi 
BO_T17_MW1PD95844_2760:12	dang po ral gri 'dzin/_/'og ma dung chen rak+ta dmar 'khyil zhing /_/g.yon gyi	dang po ral gri ma dung chen rak+ta dmar khyil zhing gyi 
BO_T17_MW1PD95844_2760:13	dang po shag ti mtshhon cha 'dzin/_/'og ma tri shul mgul na ba dan 'phyar/_/shag	dang po shag ti mtshhon cha ma tri shul mgul na ba dan 
BO_T17_MW1PD95844_2760:14	ti ral gri mtshhon gyis bcad pa yis/_/lha ma yin gyi mgo sogs do shal byas/_/	ti ral gri mtshhon gyis gcod ba ma yin gyi mgo sogs do shal 
BO_T17_MW1PD95844_2760:15	glang po che yi ko rlon stod g.yogs byas/_/smad ni ba glang ko rlon dras pa la/_/phyed	glang po che yi ko rlon stod g.yogs ni ba glang ko rlon dra ba 
BO_T17_MW1PD95844_2760:16	ni re lde ser pa sham bu dkris/_/klu yi dbang po gzhibs pa'i rkyed7bcings can/	ni re lde ser ba sham bu yi dbang po gzhibs ba rkyed7bcings 
BO_T17_MW1PD95844_2760:17	zhabs gnyis lcags sgrog mdzes pa dag gi rgyan/_/khrag dang zhag gi thig les tshhom	zhabs gnyis lcags sgrog mdzes ba dag gi dang zhag gi thig les tshhom 
BO_T17_MW1PD95844_2760:18	bur bris/_/bong bu gzhon nas mtshhan mo dur khrod nyul/_/bong bu'i rmig pa glog	bur bu gzhon nas mtshhan mo dur khrod bu rmig ba glog 
BO_T17_MW1PD95844_2760:19	gi shugs can ma/_/khams gsum skad cig tsham la bskor bar byed/_/skad cig	gi shugs can gsum skad cig tsham la skor ba cig 
BO_T17_MW1PD95844_2760:20	dung dang 'brug gi sgra lta bu/_/ma mo mkha' 'gro sha za dbang du sdud/_/lho phyogs	dung dang brug gi sgra lta mo mkha gro sha za dbang du phyogs 
BO_T17_MW1PD95844_2760:21	gshin rje'i pho brang dag na gnas/_/dam pa'i sa na gzugs sku gnyis 'dzin	gshin rje pho brang dag na ba sa na gzugs sku gnyis dzin 
BO_T17_MW1PD95844_2760:22	zhing /_/ting 'dzin dbang thob gzugs khams gnas su byon/_/tshhangs pa'i rgyal	zhing dzin dbang thob gzugs khams gnas su ba rgyal 
BO_T17_MW1PD95844_2760:23	po la sogs phyag byas ma/_/gzhan la dbang bskur 'dod khams phas mthar byon//	po la sogs phyag byed la dbang skur dod khams phas mthar 
BO_T17_MW1PD95844_2760:24	dbang phyug chen po'i sku la dgyes 'khril ma/_/sum cu rtsha gsum gnas su byon	dbang phyug chen po sku la dgyes khril cu rtsha gsum gnas su byon 
BO_T17_MW1PD95844_2760:25	pa'i tshhe/_/lha rnams dbugs 'byin brgya byin phyag byas ma/_/sku mchog ri rab rtshe	ba rnams dbugs byin brgya byin phyag byed mchog ri rab rtshe 
BO_T17_MW1PD95844_2760:26	la 'gran pa'i tshhe/_/lte ba'i thad ka'i phyogs su nyi zla 'phyar/_/rgyal chen bzhi	la gran ba ba thad ka phyogs su nyi zla chen bzhi 
BO_T17_MW1PD95844_2760:27	sogs lha rnams phyag byas ma/_/rgya mtshho'i gting nas me 'bar mtshho skem nus/_/sa	sogs lha rnams phyag byed mtshho gting nas me bar mtshho skem 
BO_T17_MW1PD95844_2760:28	'og dbang po rnams kyi phyag byas ma/_/lha mo khyod kyi cho 'phrul 'di bstan pas/_/	g dbang po rnams kyi phyag byed mo khyod kyi cho phrul di ston 
BO_T17_MW1PD95844_2760:29	bdud dang gshin rje'i tshhogs rnams 'dar zhing 'dud/_/ma mo srin po'i tshhogs	bdud dang gshin rje tshhogs rnams dar zhing mo srin po tshhogs 
BO_T17_MW1PD95844_2760:30	rnams rngam zhing rgod/_/dam sri'i tshhogs rnams 'dar zhing dam la 'dud/_/tshi ta	rnams rngam zhing sri tshhogs rnams dar zhing dam la ta 
BO_T17_MW1PD95844_2760:31	rin chen gur phub gzhal yas khang /_/nyi zla'i dkyil 'khor rtshegs pa'i ga'u	rin chen gur bubs jal yas khang zla dkyil khor rtshegs ba gau 
BO_T17_MW1PD95844_2760:32	'bar/_/phyogs bcu'i 'jig rten dug gi bcud sdus nas/_/nyi ma'i dkyil	chu jig rten dug gi bcud thu ma dkyil 
BO_T17_MW1PD95844_2760:33	lha mo nag mo'i bstod pa/	lha mo nag mo bstod 
BO_T17_MW1PD95844_2760:34	'khor dag la thim mdzad ma/_/dug gi rlangs pas nag po'i phyogs rnams kyis/_/	khor dag la thim mdzad gi rlangs ba nag po phyogs rnams 
BO_T17_MW1PD95844_2760:35	bzhi brgya rtsha bzhi'i nad rnams slong mdzad ma/_/ma cig nad kyi bdag mo'i dam la	bzhi brgya rtsha bzhi nad rnams slong mdzad cig nad kyi bdag mo dam la 
BO_T17_MW1PD95844_2760:36	'dud/_/phyogs bcu'i 'jig rten sman gyis bcud 'dus nas/_/zla ba'i dkyil	chu jig rten sman gyis bcud du ba dkyil 
BO_T17_MW1PD95844_2760:37	'khor dag la thim par mdzad/_/sman gyis slangs pas dkar po'i phyogs rnams	khor dag la thim ba gyis slangs ba dkar po phyogs rnams 
BO_T17_MW1PD95844_2760:38	kyis/_/bzhi brgya rtsha bzhi'i nad rnams sel mdzad ma/_/bdud rtshi'i sman gyis	brgya rtsha bzhi nad rnams sel mdzad rtshi sman gyis 
BO_T17_MW1PD95844_2760:39	rgyal mo'i dam la 'dud/_/gang zhig khyed la dad na ma bas byams/_/de phyir ma	rgyal mo dam la jig khyed la dad na ma ba phyir ma 
BO_T17_MW1PD95844_2760:40	cig na dag sman gyi gtsho/_/rgyal ba shakya thub pa'i spyan snga ru/_/bdag gis dengs	cig na dag sman gyi ba shakya thub ba spyan snga gis dengs 
BO_T17_MW1PD95844_2760:41	nas 'khor ba ji srid bar/_/dkar po'i phyogs rnams nad dang sdug bsngal sogs/_/	nas khor ba ji srid po phyogs rnams nad dang sdug sngal 
BO_T17_MW1PD95844_2760:42	zhi bar bya dang tshhe dang bsod nams spel/_/nag po'i phyogs rnams 'gugs shing	zhi ba byed dang tshhe dang bsod nams po phyogs rnams gugs shing 
BO_T17_MW1PD95844_2760:43	dbang du sdud/_smyo 'bog bsad la sogs pa'i las rnams kyis/_/bstan pa	dbang du bog bsad la sogs ba las rnams ba 
BO_T17_MW1PD95844_2760:44	bsrungs pa'i las 'di myur du bgyid/_/'di las 'das na rgyal ba'i bka'	bsrungs ba las di myur du las da na rgyal ba bka 
BO_T17_MW1PD95844_2760:45	bslus pas/_/dus gsum rgyal ba'i rdo rjes mgo 'gems so/_/de ltar rgyal ba'i	bslus gsum rgyal ba rdo rjes mgo gem ltar rgyal ba 
BO_T17_MW1PD95844_2760:46	spyan sngar khas blangs nas/_/khas blangs bzhin du dam tshhig rjes dgongs la/_/	spyan sngar khas blangs blangs bzhin du dam tshhig rjes dgongs 
BO_T17_MW1PD95844_2760:47	dam tshhig bzhin du phrin las myur bsgrubs mdzod/_/rnal 'byor bdag dang bdag	dam tshhig bzhin du phrin las myur sgrub byor bdag dang bdag 
BO_T17_MW1PD95844_2760:48	gi 'khor bcas la/_/khyod kyi zhal nas bdud rtshi'i char phob la/_/nad dang sdug	gi khor cha kyi zhal nas bdud rtshi char phob dang sdug 
BO_T17_MW1PD95844_2760:49	bsngal tshhogs rnams zhi bar mdzod/_/tshhe dang dbang thang longs spyod rgyas par	sngal tshhogs rnams zhi ba dang dbang thang longs spyod rgya ba 
BO_T17_MW1PD95844_2760:50	mdzod/_/zang zing longs spyod 'bru'i phung po dang /_/rin chen rkang 'gro phyugs	zing longs spyod bru phung po dang chen rkang gro phyugs 
BO_T17_MW1PD95844_2760:51	rnams 'phel bar mdzod/_/bla ma smod cing dkon mchog dbu 'phang smod/_/	rnams phel ba ma smod cing dkon(d) mchog dbu phen 
BO_T17_MW1PD95844_2760:52	bdag gi dge la bar gcod byed pa yi/_/sdang ba'i dgra dang gnod pa'i bgegs	bdag gi dge la ba gcod byed ba ba dgra dang gnod ba bgegs 
BO_T17_MW1PD95844_2760:53	la sogs/_/khyod kyi khong nas dug gi brlangs phyung la/_/'du ba rnam bzhi'i nad	la kyi khong nas dug gi brlangs byin ba rnam bzhi nad 
BO_T17_MW1PD95844_2760:54	kyis khong nas slongs/_/don snying lnga yi khong khrag skyug du chug_/bag gzhi sa la	kyis khong nas snying lnga yi khong khrag skyug du gzhi sa la 
BO_T17_MW1PD95844_2760:55	lhung nas sdebs su chug_/las ngan 'khor bcas brang chen brdung du chug_/smre	lhung nas sdebs su ngan khor cha brang chen rdung du 
BO_T17_MW1PD95844_2760:56	sngags cho nges gnam du 'bod du chug_/gcan zan la sogs mkha' lding ltas	sngags cho nges gnam du bod du zan la sogs mkha lding ltas 
BO_T17_MW1PD95844_2760:57	ngan thong /_/khyod kyi sngon gyi dam bcas rjes dgongs nas/_/bstan pa bsrung ba'i	ngan thong kyi sngon gyi dam cha rjes dgongs ba bsrung ba 
BO_T17_MW1PD95844_2760:58	las rnams grub par mdzod/_/bram ze mchog sred kyis mdzad pa'o//_//	las rnams grub ba ze mchog sred kyis mdzad 
