segmentnr	original	folio	stemmed
BO_K01_D0007B_H0008:391a-16	dbyar tshul du zhugs pa'i dge slong gang la dge 'dun 'dus pa rnams kyis spangs pa'i las byas pa de dag kyang bzod pa ma gsol bar dbyar gnas pa dag kyang lhan cig gtan pa bting na /	391a	dbyar tshul du jug ba dge slong gang la dge dun du ba rnams kyis spong ba las byed ba de dag kyang bzod ba ma gsol ba dbyar gnas ba dag kyang lhan cig gtan ba bting na 
BO_K01_D0007B_H0008:391a-17	de'i gtan pa ni /	391a	de gtan ba ni 
BO_K01_D0007B_H0008:391a-18	ma bting ba zhes bya'o //	391a	ma bting ba zhes byed 
BO_K01_D0007B_H0008:391a-19	gang gi bting ba zhes bgyi /	391a	gang gi bting ba zhes bgyid 
BO_K01_D0007B_H0008:391a-20	au pa li /	391a	au ba li 
BO_K01_D0007B_H0008:391a-21	dge slong gang dbyar tshul du zhugs pa la dge 'dun 'dus pa rnams kyis mnyam du mi spyod pa'i sdom pa bcas par gyur tam /	391a	dge slong gang dbyar tshul du jug ba la dge dun du ba rnams kyis mnyam du mi spyod ba sdom ba cha ba gyur tam 
BO_K01_D0007B_H0008:391a-22	dkar pa'i las byas par gyur la /	391a	dkar ba las byed ba gyur la 
BO_K01_D0007B_H0008:391a-23	des kyang bzod pa gsol na /	391a	des kyang bzod ba gsol na 
BO_K01_D0007B_H0008:391a-24	dbyar gnas pa'i dge 'dun rnams dang lhan cig tu gtan pa bting na /	391a	dbyar gnas ba dge dun rnams dang lhan cig tu gtan ba bting na 
BO_K01_D0007B_H0008:391a-25	de'i gtan ba bting ba zhes bya'o //	391a	de gtan ba bting ba zhes byed 
BO_K01_D0007B_H0008:391b-0	btsun pa / bcom ldan 'das kyis dge slong gtan pa 'ding bas gtan pa blangs nas bkru ba dang / brkyang ba dang / @391b dra ba dang / btsem pa thams cad dang / khab so tha ma'i bar du thog mar 'gro bar byos la /	391b	btsun ba joms ldan da kyis dge slong gtan ba ding ba gtan ba blangs nas khrud ba dang rkyong ba dang dra ba dang btsem ba thams cad dang khab so tha ma ba du thogs mar gro ba byos la 
BO_K01_D0007B_H0008:391b-1	bdag gis chos gos 'dis dge 'dun gyi gtan pa 'ding bar bya ba 'ding ngo //	391b	bdag gis chos gos dis dge dun gyi gtan ba ding ba byed ba ding ngo 
BO_K01_D0007B_H0008:391b-2	bdag gis gding ngo //	391b	bdag gis ding ngo 
BO_K01_D0007B_H0008:391b-3	zhes sems rnam pa gsum skyed cig /	391b	zhes sems rnam ba gsum skyed cig 
BO_K01_D0007B_H0008:391b-4	sems rnam pa gsum bskyed kyang chos gos 'dis dge 'dun gyi gtan pa 'ding bar bya /	391b	sems rnam ba gsum skyed kyang chos gos dis dge dun gyi gtan ba ding ba byed 
BO_K01_D0007B_H0008:391b-5	bdag gis gding ngo //	391b	bdag gis ding ngo 
BO_K01_D0007B_H0008:391b-6	zhes sems rnam pa gnyis bskyed na /	391b	zhes sems rnam ba gnyis skyed na 
BO_K01_D0007B_H0008:391b-7	gtan pa bting ba zhes bya'o //	391b	gtan ba bting ba zhes byed 
BO_K01_D0007B_H0008:391b-8	btsun pa / sems bskyed pa gcig gis gtan pa 'ding du rung ngam /	391b	btsun ba sems skyed ba gcig gis gtan ba ding du rung ngam 
BO_K01_D0007B_H0008:391b-9	au pa li /	391b	au ba li 
BO_K01_D0007B_H0008:391b-10	rung ste / 'di ltar yang gtan pa 'ding ba'i dge slong gis gtan pa gding bar bdag ming 'di zhes bgyi bas gos 'dis dge 'dun gyi gtan pa gding ngo //	391b	rung ste di ltar yang gtan ba ding ba dge slong gis gtan ba ding ba bdag ming di zhes bgyid ba gos dis dge dun gyi gtan ba ding ngo 
BO_K01_D0007B_H0008:391b-11	zhes sems bskyed na /	391b	zhes sems skyed na 
BO_K01_D0007B_H0008:391b-12	gtan pa bting ba zhes bya'o //	391b	gtan ba bting ba zhes byed 
BO_K01_D0007B_H0008:391b-13	btsun pa / tshul nas 'byung ba'i tshe rgyal pos shol bor na dge slong de dag gis gtan pa ji ltar gding bar bgyi /	391b	btsun ba tshul nas byung ba tshe rgyal pos shol bor na dge slong de dag gis gtan ba ji ltar ding ba bgyid 
BO_K01_D0007B_H0008:391b-14	ji ltar tshul nas byung ba bzhin no //	391b	ji ltar tshul nas byung ba bzhin no 
BO_K01_D0007B_H0008:391b-15	btsun pa / gtan pa de nyid rung la de nyid mi rung bar 'gyur ba mchis sam /	391b	btsun ba gtan ba de nyid rung la de nyid mi rung ba gyur ba mchis sam 
BO_K01_D0007B_H0008:391b-16	au pa li /	391b	au ba li 
BO_K01_D0007B_H0008:391b-17	yod de / 'di ltar yang dge slong de dag kha cig ni /	391b	yod de di ltar yang dge slong de dag kha cig ni 
BO_K01_D0007B_H0008:391b-18	shol bor / kha cig shol ma bor bar tshul du zhugs te de nyid du khyim bdag gis shol ma bor ba'i gnas su tshul nas 'byung ba de nyid kyi nya bri'i zhag cig la dge 'dun gnyi ga la zan byin te gtan pa'i gos phul na /	391b	shol bor kha cig shol ma bor ba tshul du jug te de nyid du khyim bdag gis shol ma bor ba gnas su tshul nas byung ba de nyid kyi nya bri zhag cig la dge dun gnyi ga la zan byin te gtan ba gos bul na 
BO_K01_D0007B_H0008:391b-19	gos de shol ma bor ba la ni /	391b	gos de shol ma bor ba la ni 
BO_K01_D0007B_H0008:391b-20	rung ngo / shol bor ba la ni /	391b	rung ngo shol bor ba la ni 
BO_K01_D0007B_H0008:391b-21	mi rung ngo //	391b	mi rung ngo 
BO_K01_D0007B_H0008:391b-22	btsun pa / gang ma lta bu'i tshig brgyad po 'di dag gis ni /	391b	btsun ba gang ma lta bu tshig brgyad po di dag gis ni 
BO_K01_D0007B_H0008:392a-0	gtan pa @392a *//	392a	gtan ba 
BO_K01_D0007B_H0008:392a-1	las 'byung bar 'gyur ro //	392a	las byung ba gyur ro 
BO_K01_D0007B_H0008:392a-2	de la thun mong ba ni /	392a	de la thun mong ba ni 
BO_K01_D0007B_H0008:392a-3	du / thun mong ma lags pa ni /	392a	du thun mong ma lags ba ni 
BO_K01_D0007B_H0008:392a-4	du / au pa li /	392a	du au ba li 
BO_K01_D0007B_H0008:392a-5	thog ma dang tha ma ma gtogs par lhag ma rnams ni /	392a	thogs ma dang tha ma ma gtogs ba lhag ma rnams ni 
BO_K01_D0007B_H0008:392a-6	thun mong pa'o //	392a	thun mong ba 
BO_K01_D0007B_H0008:392a-7	btsun pa / gtan pa 'ding ba'i dge slong gis gtan pa 'ding ba'i tshe mtshan gyur na /	392a	btsun ba gtan ba ding ba dge slong gis gtan ba ding ba tshe mtshan gyur na 
BO_K01_D0007B_H0008:392a-8	gtan pa bting ba zhes bgyi'am /	392a	gtan ba bting ba zhes bgyid 
BO_K01_D0007B_H0008:392a-9	au pa li /	392a	au ba li 
BO_K01_D0007B_H0008:392a-10	bting ba zhes bya ste /	392a	bting ba zhes byed ste 
BO_K01_D0007B_H0008:392a-11	gtan pa sbed pa'i dge slong dad par byos shig /	392a	gtan ba sbed ba dge slong dad ba byos shig 
BO_K01_D0007B_H0008:392a-12	btsun pa / gtan pa zhes kyang bgyi /	392a	btsun ba gtan ba zhes kyang bgyid 
BO_K01_D0007B_H0008:392a-13	gtan pa 'ding ba zhes kyang bgyi /	392a	gtan ba ding ba zhes kyang bgyid 
BO_K01_D0007B_H0008:392a-14	gtan pa 'byin pa zhes kyang bgyi na /	392a	gtan ba byin ba zhes kyang bgyid na 
BO_K01_D0007B_H0008:392a-15	btsun pa / gtan pa ni /	392a	btsun ba gtan ba ni 
BO_K01_D0007B_H0008:392a-16	gang / gtan pa 'ding ba ni /	392a	gang gtan ba ding ba ni 
BO_K01_D0007B_H0008:392a-17	gang / gtan pa 'byin pa ni /	392a	gang gtan ba byin ba ni 
BO_K01_D0007B_H0008:392a-18	gang lags / au pa li /	392a	gang lags au ba li 
BO_K01_D0007B_H0008:392a-19	gos ni / gtan pa'o //	392a	gos ni gtan ba 
BO_K01_D0007B_H0008:392a-20	sems bskyed pa ni /	392a	sems skyed ba ni 
BO_K01_D0007B_H0008:392a-21	gtan pa 'ding ba'o //	392a	gtan ba ding ba 
BO_K01_D0007B_H0008:392a-22	ma lta bu'i tshig brgyad po ni /	392a	ma lta bu tshig brgyad po ni 
BO_K01_D0007B_H0008:392a-23	gtan pa 'byin pa'o //	392a	gtan ba byin ba 
BO_K01_D0007B_H0008:392a-24	btsun pa / dge slong rnams kyis gnas bzhi'am /	392a	btsun ba dge slong rnams kyis gnas bzhi 
BO_K01_D0007B_H0008:392a-25	lnga mtshams kyi nang du bgyis nas dbyar tshul du zhugs te de dag tshul nas byung ste gtan pa bting na /	392a	lnga mtshams kyi nang du bgyid nas dbyar tshul du jug te de dag tshul nas byung ste gtan ba bting na 
BO_K01_D0007B_H0008:392a-26	gnas de dag thams cad du gtan pa bting ba zhes bgyi'am /	392a	gnas de dag thams cad du gtan ba bting ba zhes bgyid 
BO_K01_D0007B_H0008:392a-27	au pa li /	392a	au ba li 
BO_K01_D0007B_H0008:392a-28	thams cad du gtan pa bting ba zhes bya'o //	392a	thams cad du gtan ba bting ba zhes byed 
BO_K01_D0007B_H0008:392a-29	btsun pa / de ste gtan pa bting nas mtshams chen po bkrol te so sor mtshams bkum na /	392a	btsun ba de ste gtan ba bting nas mtshams chen po grol te so sor mtshams bkum na 
BO_K01_D0007B_H0008:392a-30	gtan pa phyung ba zhes bgyi'am /	392a	gtan ba byin ba zhes bgyid 
BO_K01_D0007B_H0008:392a-31	au pa li /	392a	au ba li 
BO_K01_D0007B_H0008:392a-32	ma yin no //	392a	ma yin no 
BO_K01_D0007B_H0008:392a-33	gnas de dag thams cad gtan pa bting ba zhes bgyi'am /	392a	gnas de dag thams cad gtan ba bting ba zhes bgyid 
BO_K01_D0007B_H0008:392a-34	au pa li /	392a	au ba li 
BO_K01_D0007B_H0008:392a-35	gtan pa bting ba zhes bya'o //	392a	gtan ba bting ba zhes byed 
BO_K01_D0007B_H0008:392a-36	de ste so sor mtshams bcad nas gtan pa phyung na /	392a	de ste so sor mtshams gcod nas gtan ba byin na 
BO_K01_D0007B_H0008:392b-0	@392b gnas de dag thams cad du gtan pa phyung ba zhes bgyi'am /	392b	gnas de dag thams cad du gtan ba byin ba zhes bgyid 
BO_K01_D0007B_H0008:392b-1	au pa li /	392b	au ba li 
BO_K01_D0007B_H0008:392b-2	ma yin te /	392b	ma yin te 
BO_K01_D0007B_H0008:392b-3	gang dag 'byin pa de dag ni /	392b	gang dag byin ba de dag ni 
BO_K01_D0007B_H0008:392b-4	gtan pa phyung ba zhes bya'o //	392b	gtan ba byin ba zhes byed 
BO_K01_D0007B_H0008:392b-5	gang dag mi 'byin pa de dag ni /	392b	gang dag mi byin ba de dag ni 
BO_K01_D0007B_H0008:392b-6	gtan pa ma phyung ba zhes bya'o //	392b	gtan ba ma byin ba zhes byed 
BO_K01_D0007B_H0008:392b-7	btsun pa / tshul nas byung ba dang / dge slong rnams kyis gnas bzhi'am /	392b	btsun ba tshul nas byung ba dang dge slong rnams kyis gnas bzhi 
BO_K01_D0007B_H0008:392b-8	lnga mtshams gcig tu byas nas gtan pa bting na /	392b	lnga mtshams gcig tu byed nas gtan ba bting na 
BO_K01_D0007B_H0008:392b-9	gnas de dag thams cad du gtan pa bting ba zhes bgyi'am /	392b	gnas de dag thams cad du gtan ba bting ba zhes bgyid 
BO_K01_D0007B_H0008:392b-10	au pa li /	392b	au ba li 
BO_K01_D0007B_H0008:392b-11	thams cad du gtan pa bting ba zhes bya'o //	392b	thams cad du gtan ba bting ba zhes byed 
BO_K01_D0007B_H0008:392b-12	btsun pa / de ste gtan pa bting nas mtshams chen po bkrol te so sor mtshams bkum na /	392b	btsun ba de ste gtan ba bting nas mtshams chen po grol te so sor mtshams bkum na 
BO_K01_D0007B_H0008:392b-13	gtan pa ma bting ba zhes bgyi'am /	392b	gtan ba ma bting ba zhes bgyid 
BO_K01_D0007B_H0008:392b-14	au pa li /	392b	au ba li 
BO_K01_D0007B_H0008:392b-15	ma yin te /	392b	ma yin te 
BO_K01_D0007B_H0008:392b-16	de dag thams cad du gtan pa bting ba zhes bya'o //	392b	de dag thams cad du gtan ba bting ba zhes byed 
BO_K01_D0007B_H0008:392b-17	btsun pa / de ste so sor mtshams bkum nas gtan pa phyung na /	392b	btsun ba de ste so sor mtshams bkum nas gtan ba byin na 
BO_K01_D0007B_H0008:392b-18	gnas de dag thams cad du gtan pa phyung ba zhes bgyi'am /	392b	gnas de dag thams cad du gtan ba byin ba zhes bgyid 
BO_K01_D0007B_H0008:392b-19	au pa li /	392b	au ba li 
BO_K01_D0007B_H0008:392b-20	ma yin te /	392b	ma yin te 
BO_K01_D0007B_H0008:392b-21	gang 'byin pa de dag ni /	392b	gang byin ba de dag ni 
BO_K01_D0007B_H0008:392b-22	gtan pa phyung ba zhes bya'o //	392b	gtan ba byin ba zhes byed 
BO_K01_D0007B_H0008:392b-23	gang mi 'byin pa de dag ni /	392b	gang mi byin ba de dag ni 
BO_K01_D0007B_H0008:392b-24	gtan pa ma phyung ba zhes bya'o //	392b	gtan ba ma byin ba zhes byed 
BO_K01_D0007B_H0008:392b-25	mdor na / zla ba gsum dang lnga pa dang // gso sbyong gi ni mtha' lnga gsum //	392b	mdor na zla ba gsum dang lnga ba dang gso sbyong gi ni mtha lnga gsum 
BO_K01_D0007B_H0008:392b-26	sbyar ma dang ni ras chen rkyen //	392b	sbyor ma dang ni ras chen rkyen 
BO_K01_D0007B_H0008:392b-27	'byin pa gnyis dang bye ba gnyis //	392b	byin ba gnyis dang bye ba gnyis 
BO_K01_D0007B_H0008:392b-28	tshad gnyis pa yang de bzhin te //	392b	tshad gnyis ba yang de bzhin te 
BO_K01_D0007B_H0008:392b-29	khyim pa dag la sogs pa dang // bslab pa byin pa tha ma 'o //	392b	khyim ba dag la sogs ba dang bslab ba byin ba tha ma mang 
BO_K01_D0007B_H0008:392b-30	btsun pa / ji srid cig tu gtan pa gding bar bgyi /	392b	btsun ba ji srid cig tu gtan ba ding ba bgyid 
BO_K01_D0007B_H0008:392b-31	au pa li /	392b	au ba li 
BO_K01_D0007B_H0008:392b-32	zla ba gsum ste /	392b	zla ba gsum ste 
BO_K01_D0007B_H0008:392b-33	ji ltar zla ba gsum du gnas par tshul du zhugs pa'o //	392b	ji ltar zla ba gsum du gnas ba tshul du jug ba 
BO_K01_D0007B_H0008:393a-0	btsun pa / ji @393a *//	393a	btsun ba ji 
BO_K01_D0007B_H0008:393a-1	srid cig tu gtan pa bcang bar bgyi /	393a	srid cig tu gtan ba chang ba bgyid 
BO_K01_D0007B_H0008:393a-2	zla ba lnga'o //	393a	zla ba lnga 
BO_K01_D0007B_H0008:393a-3	btsun pa / gang dbyar phyi ma'i mthar gtan pa bting ba na /	393a	btsun ba gang dbyar phyi ma mthar gtan ba bting ba na 
BO_K01_D0007B_H0008:393a-4	de dag kyang zla ba lngar gtan pa bting bar 'gyur ram /	393a	de dag kyang zla ba lngar gtan ba bting ba gyur ram 
BO_K01_D0007B_H0008:393a-5	au pa li /	393a	au ba li 
BO_K01_D0007B_H0008:393a-6	gang gis gtan pa ji ltar bting bar gyur pa de dag gi grangs bzhin zla ba lngar bcang bar bya'o //	393a	gang gis gtan ba ji ltar bting ba gyur ba de dag gi grangs bzhin zla ba lngar chang ba byed 
BO_K01_D0007B_H0008:393a-7	btsun pa / gso sbyong gi mthar gtan pa 'ding bar bgyi'am /	393a	btsun ba gso sbyong gi mthar gtan ba ding ba bgyid 
BO_K01_D0007B_H0008:393a-8	au pa li /	393a	au ba li 
BO_K01_D0007B_H0008:393a-9	gso sbyong gi mthar bya'o //	393a	gso sbyong gi mthar byed 
BO_K01_D0007B_H0008:393a-10	btsun pa / gso sbyong gi mthar dbyung bar bgyi'am /	393a	btsun ba gso sbyong gi mthar byin ba bgyid 
BO_K01_D0007B_H0008:393a-11	au pa li /	393a	au ba li 
BO_K01_D0007B_H0008:393a-12	gso sbyong gi mthar bya'o //	393a	gso sbyong gi mthar byed 
BO_K01_D0007B_H0008:393a-13	btsun pa / dbyar ma rung bar gzhag pa la rgyu du /	393a	btsun ba dbyar ma rung ba jog ba la rgyu du 
BO_K01_D0007B_H0008:393a-14	rkyen du / bcom ldan 'das kyis bka' stsal pa /	393a	rkyen du joms ldan da kyis bka stsal ba 
BO_K01_D0007B_H0008:393a-15	rgyu lnga dang / rkyen lnga'o //	393a	rgyu lnga dang rkyen lnga 
BO_K01_D0007B_H0008:393a-16	lnga po de dag gang zhe na /	393a	lnga po de dag gang zhe na 
BO_K01_D0007B_H0008:393a-17	dge slong dang bcas /	393a	dge slong dang cha 
BO_K01_D0007B_H0008:393a-18	sgo glegs dang bcas pa'i gnas su gyur pa dang / 'jigs pa dang bcas /	393a	sgo glegs dang cha ba gnas su gyur ba dang jigs ba dang cha 
BO_K01_D0007B_H0008:393a-19	dogs pa dang bcas pa'i yul dang / char 'bab pa'am /	393a	dogs ba dang cha ba yul dang char bab ba 
BO_K01_D0007B_H0008:393a-20	char 'bab par dogs par gyur pa dang / dus ma yin par grong gzhan du 'gro bar 'dod par gyur pa dang / gnas na gtan pa bting bar gyur pa dang / gsol ba dang las ni /	393a	char bab ba dogs ba gyur ba dang dus ma yin ba grong gzhan du gro ba dod ba gyur ba dang gnas na gtan ba bting ba gyur ba dang gsol ba dang las ni 
BO_K01_D0007B_H0008:393a-21	tha ma'o // btsun pa /	393a	tha ma btsun ba 
BO_K01_D0007B_H0008:393a-22	dbyar gyi gos ras chen rung bar gzhag pa la rgyu du /	393a	dbyar gyi gos ras chen rung ba jog ba la rgyu du 
BO_K01_D0007B_H0008:393a-23	rkyen du au pa li /	393a	rkyen du au ba li 
BO_K01_D0007B_H0008:393a-24	gsum ste / char pa mi 'bab cing char pa 'bab par mi dogs par gyur pa dang / dus ma yin par grong gzhan nam /	393a	gsum ste char ba mi bab cing char ba bab ba mi dogs ba gyur ba dang dus ma yin ba grong gzhan nam 
BO_K01_D0007B_H0008:393a-25	grong khyer gzhan nam /	393a	grong khyer gzhan nam 
BO_K01_D0007B_H0008:393a-26	klung rgal 'dod par gyur pa dang / klung gi drung ngam khron pa'i drung na mi gnas pa'o //	393a	klung rgal dod ba gyur ba dang klung gi drung ngam khron ba drung na mi gnas ba 
BO_K01_D0007B_H0008:393b-0	@393b btsun pa /	393b	btsun ba 
BO_K01_D0007B_H0008:393b-1	dbyar gyi gos ras chen ji srid du bcang bar bgyi /	393b	dbyar gyi gos ras chen ji srid du chang ba bgyid 
BO_K01_D0007B_H0008:393b-2	zla ba phyed dang lnga'o //	393b	zla ba phyed dang lnga 
BO_K01_D0007B_H0008:393b-3	btsun pa / gtan pa 'ding ba'i gnas su rkyen med par 'gyur ba du /	393b	btsun ba gtan ba ding ba gnas su rkyen med ba gyur ba du 
BO_K01_D0007B_H0008:393b-4	au pa li /	393b	au ba li 
BO_K01_D0007B_H0008:393b-5	bcu ste / zhag gcig gis 'bral ba med pa dang / zhag bcu las 'da' ba med pa dang / zla ba gcig las 'da' ba med pa dang / gos ma bsngos pa rnams bcang ba dang / chos gos stod g-yogs dang mthang gos gnyis pus ljongs spyod du 'gro ba dang /	393b	chu ste zhag gcig gis bral ba med ba dang zhag chu las da ba med ba dang zla ba gcig las da ba med ba dang gos ma sngo ba rnams chang ba dang chos gos stod g-yogs dang mthang gos gnyis pus ljongs spyod du gro ba dang 
BO_K01_D0007B_H0008:393b-6	mang po za ba med pa dang / yang yang za ba med pa dang / spyan ma drangs par 'gro ba dang / gos rnams ci bder tshol ba dang / ston zla tha chung nas dpyad zla ra ba'i bar du ste /	393b	mang po za ba med ba dang yang yang za ba med ba dang spyan ma drangs ba gro ba dang gos rnams ci bder tshol ba dang ston zla tha chung nas dpyod zla ra ba ba du ste 
BO_K01_D0007B_H0008:393b-7	gang gi rnyed pa thob pa de dag ni /	393b	gang gi rnyed ba thob ba de dag ni 
BO_K01_D0007B_H0008:393b-8	dbyar gnas pa'i dge 'dun gyis bgo bar bya'o //	393b	dbyar gnas ba dge dun gyis bgod ba byed 
BO_K01_D0007B_H0008:393b-9	btsun pa / ci bslab pa'i gnas sam /	393b	btsun ba ci bslab ba gnas sam 
BO_K01_D0007B_H0008:393b-10	chos gos byin gyis brlabs pa de dag ma mchis par 'gyur ram /	393b	chos gos byin gyis brlabs ba de dag ma mchis ba gyur ram 
BO_K01_D0007B_H0008:393b-11	au pa li /	393b	au ba li 
BO_K01_D0007B_H0008:393b-12	ma yin te /	393b	ma yin te 
BO_K01_D0007B_H0008:393b-13	'di dag ni /	393b	di dag ni 
BO_K01_D0007B_H0008:393b-14	yon tan no //	393b	yon tan no 
BO_K01_D0007B_H0008:393b-15	btsun pa / gsol ba dang / las ma byas pas sngar gtan pa dbyung bar 'gyur ba mchis sam /	393b	btsun ba gsol ba dang las ma byed ba sngar gtan ba byin ba gyur ba mchis sam 
BO_K01_D0007B_H0008:393b-16	au pa li /	393b	au ba li 
BO_K01_D0007B_H0008:393b-17	yod de / 'di ltar yang dge slong gzhi pa de dag gis de nyid kyi nya bri'i zhag cig la gtan pa bting bar gyur pa dang / dge slong glo bur pa mang zhig lhags nas de dag ni /	393b	yod de di ltar yang dge slong gzhi ba de dag gis de nyid kyi nya bri zhag cig la gtan ba bting ba gyur ba dang dge slong glo bur ba mang jig lhags nas de dag ni 
BO_K01_D0007B_H0008:393b-18	de'i nyin mo bco lngar gyur te gso sbyong byed /	393b	de nyin mo chos lngar gyur te gso sbyong byed 
BO_K01_D0007B_H0008:393b-19	so sor thar pa klog pa dang / de ste dge slong gzhi pa rnams kyang de dag gi rjes su zhugs nas gso sbyong byas na /	393b	so sor thar ba klog ba dang de ste dge slong gzhi ba rnams kyang de dag gi rjes su jug nas gso sbyong byed na 
BO_K01_D0007B_H0008:393b-20	gsol ba dang las ma byas par gtan pa phyung ba zhes bya'o //	393b	gsol ba dang las ma byed ba gtan ba byin ba zhes byed 
BO_K01_D0007B_H0008:394a-0	btsun pa / @394a *//	394a	btsun ba 
BO_K01_D0007B_H0008:394a-1	dge slong gzhi pa rnams kyis gtan pa bting ste mtshams kyi slad rol du mchis pa dang / glo bur du dge slong rnams lhags te gtan pa phyung na /	394a	dge slong gzhi ba rnams kyis gtan ba bting ste mtshams kyi slad rol du mchis ba dang glo bur du dge slong rnams lhags te gtan ba byin na 
BO_K01_D0007B_H0008:394a-2	phyung ba zhes bgyi'am /	394a	byin ba zhes bgyid 
BO_K01_D0007B_H0008:394a-3	au pa li /	394a	au ba li 
BO_K01_D0007B_H0008:394a-4	ma yin no //	394a	ma yin no 
BO_K01_D0007B_H0008:394a-5	de ci'i phyir zhe na /	394a	de ci phyir zhe na 
BO_K01_D0007B_H0008:394a-6	au pa li /	394a	au ba li 
BO_K01_D0007B_H0008:394a-7	gang gis gtan pa bting ba de nyid kyis gtan pa phyung ba zhes bya'o //	394a	gang gis gtan ba bting ba de nyid kyis gtan ba byin ba zhes byed 
BO_K01_D0007B_H0008:394a-8	btsun pa / dbyar tshul du zhugs pa las dge 'dun bye na /	394a	btsun ba dbyar tshul du jug ba las dge dun bye na 
BO_K01_D0007B_H0008:394a-9	gang gis gtan pa gding /	394a	gang gis gtan ba ding 
BO_K01_D0007B_H0008:394a-10	chos bzhin du smra ba rnams kyis so //	394a	chos bzhin du smra ba rnams kyis so 
BO_K01_D0007B_H0008:394a-11	btsun pa / gtan pa bting ba'i gnas su dge 'dun bye na /	394a	btsun ba gtan ba bting ba gnas su dge dun bye na 
BO_K01_D0007B_H0008:394a-12	dbyar gyi rnyed pa sus 'thob /	394a	dbyar gyi rnyed ba sus thob 
BO_K01_D0007B_H0008:394a-13	phyogs gnyis kas so //	394a	phyogs gnyis kas so 
BO_K01_D0007B_H0008:394a-14	btsun pa / de ste mngon du gyur pa las rnyed na /	394a	btsun ba de ste mngon du gyur ba las rnyed na 
BO_K01_D0007B_H0008:394a-15	sus 'thob / chos kyi phyogs kyis so //	394a	sus thob chos kyi phyogs kyis so 
BO_K01_D0007B_H0008:394a-16	btsun pa / tshad las chung ba'i chos gos dum bur sbyar te gos su btsem zhing gtan par bting na /	394a	btsun ba tshad las chung ba chos gos dum bur sbyor te gos su btsem zhing gtan ba bting na 
BO_K01_D0007B_H0008:394a-17	gtan par bting ba zhes bgyi'am /	394a	gtan ba bting ba zhes bgyid 
BO_K01_D0007B_H0008:394a-18	au pa li /	394a	au ba li 
BO_K01_D0007B_H0008:394a-19	ma bting ba zhes bya'o //	394a	ma bting ba zhes byed 
BO_K01_D0007B_H0008:394a-20	btsun pa / tshad las chung ba zhig gtan par bting na /	394a	btsun ba tshad las chung ba jig gtan ba bting na 
BO_K01_D0007B_H0008:394a-21	gtan par bting ba zhes bgyi'am /	394a	gtan ba bting ba zhes bgyid 
BO_K01_D0007B_H0008:394a-22	au pa li /	394a	au ba li 
BO_K01_D0007B_H0008:394a-23	ma bting ba zhes bya'o //	394a	ma bting ba zhes byed 
BO_K01_D0007B_H0008:394a-24	btsun pa / gos ji lta bus gtan pa gding bar bgyi /	394a	btsun ba gos ji lta bud gtan ba ding ba bgyid 
BO_K01_D0007B_H0008:394a-25	au pa li /	394a	au ba li 
BO_K01_D0007B_H0008:394a-26	mchur lnga / zheng du gsum pas so //	394a	mchur lnga zheng du gsum ba so 
BO_K01_D0007B_H0008:394a-27	btsun pa / gtan pa bting ba khyim pa zhig gis gtan pa bting na /	394a	btsun ba gtan ba bting ba khyim ba jig gis gtan ba bting na 
BO_K01_D0007B_H0008:394a-28	gtan pa bting ba zhes bgyi'am /	394a	gtan ba bting ba zhes bgyid 
BO_K01_D0007B_H0008:394a-29	au pa li /	394a	au ba li 
BO_K01_D0007B_H0008:394a-30	ma bting ba zhes bya ste /	394a	ma bting ba zhes byed ste 
BO_K01_D0007B_H0008:394a-31	dge 'dun yang 'das pa dang bcas pa'o //	394a	dge dun yang da ba dang cha ba 
BO_K01_D0007B_H0008:394b-0	de bzhin du gtan pa 'ding ba ma ning dang / mi gnas pa dang / so sor gnas pa nas sngar @394b 'khrugs pa'i bar du de dag gis gtan pa bting na /	394b	de bzhin du gtan ba ding ba ma ning dang mi gnas ba dang so sor gnas ba nas sngar khrugs ba ba du de dag gis gtan ba bting na 
BO_K01_D0007B_H0008:394b-1	gtan pa bting ba zhes bgyi'am /	394b	gtan ba bting ba zhes bgyid 
BO_K01_D0007B_H0008:394b-2	au pa li /	394b	au ba li 
BO_K01_D0007B_H0008:394b-3	ma bting ba zhes bya ste /	394b	ma bting ba zhes byed ste 
