segmentnr	original	folio	stemmed
BO_T17_O2MS163914CZ189528:0	@#/_/cung zad dran pa zhes bya ba/	0	zad dran ba zhes byed 
BO_T17_O2MS163914CZ189528:1	@/_dgyes rdor gyi bsdus don cung zad dran pa bzhugs so//_@##/_/om swasti/	1	rdar gyi sdud don cung zad dran ba bzhugs 
BO_T17_O2MS163914CZ189528:2	rgya gar skad du/_kiny+tshispr-i ti/_bod skad du/_cung zad dran pa zhes bya ba/	2	rgya gar skad skad zad dran ba zhes byed 
BO_T17_O2MS163914CZ189528:3	dpal he ru ka la phyag 'tshhal lo/_/'dir bla ma'i man ngag 'ga' zhig bri bar	3	dpal he ru ka la phyag tshhal bla ma man ngag ga jig bri ba 
BO_T17_O2MS163914CZ189528:4	bya'o/_/e wam la sogs yi ge ni/_/lha yi rim pa thun mong ste/_/sbas pa rnam	4	wam la sogs yi ge yi rim ba thun mong ba rnam 
BO_T17_O2MS163914CZ189528:5	pa gsum du 'gyur/_/'bras bu'i don ni mtha' yin no/_/phyi dang gsang ba	5	ba gsum du bu don ni mtha yin dang gsang ba 
BO_T17_O2MS163914CZ189528:6	de bzhin nang /_/dkyil 'khor las kyis phyag rgya dang /_/lus ni sbas pa	6	de bzhin nang khor las kyis phyag rgya dang ni sbed ba 
BO_T17_O2MS163914CZ189528:7	gsum du bzhed/_/de bzhin nyid ni kun tu 'gro/_/rnam pa'i mchog rnams	7	gsum du bzhin nyid ni kun tu ba mchog rnams 
BO_T17_O2MS163914CZ189528:8	kun ldan dang /_/chos kyi sgra de rgyud mthun no/_/mnyam par 'gro ba'i bde ba	8	kun ldan dang kyi sgra de brgyud mthun ba gro ba bde ba 
BO_T17_O2MS163914CZ189528:9	ste/_/'di dag sems dpa' gsum du brjod/_/zung du 'jug pa rgyas	9	dag sems dpa gsum du du jug ba rgya 
BO_T17_O2MS163914CZ189528:10	btab pa/_/de ni dgyes pa'i rdo rje'o/_/de dag la yang rtogs bya dang /_/ yul can gyis ni dbye bar 'dod/_/lus la gnas dang thig le dang /_/srog	10	debs ni dgyes ba rdo dag la yang rtogs byed dang yul can gyis ni byed ba la gnas dang thig le dang 
