segmentnr	original	folio	stemmed
BO_TZ7_JA-010:0	\u0f01\u0f83: bla ma dgongs 'dus kyi bka' srung chos srung gter srung gi gtor chog rgyun khyer bsdus pa bzhugs so :	0	\u0f01\u0f83: bla ma dgongs du kyi bka srung chos srung gter srung gi thor chog rgyun khyer sdud ba bzhugs so 
BO_TZ7_JA-010:1	hri: stong nyid spros bral chos dbyings dag pa las :	0	hri: stong nyid spros bral chos dbyings dag ba las 
BO_TZ7_JA-010:2	rig pa ye shes phyag rgya'i skur gsal ba'i :	0	rig ba ye shes phyag rgya skur gsal ba 
BO_TZ7_JA-010:3	shes rab rang snang khro rgyal dbang gi lha :	0	shes rab rang snang khro rgyal dbang gi lha 
BO_TZ7_JA-010:4	yab yum sras dang 'khor dang sprul pa bcas :	0	yab yum sras dang khor dang sprul ba cha 
BO_TZ7_JA-010:5	zhi ba'i ngang las drag po'i skur bzhengs la :	0	zhi ba ngang las drag po skur bzhengs la 
BO_TZ7_JA-010:6	dbang gi rta skad mtshher zhing da tshhur byon :	0	dbang gi rta skad mtshher zhing da tshhur byon 
BO_TZ7_JA-010:7	rdzu 'phrul shugs kyis gnas 'dir gshegs su gsol :	0	rdzu phrul shugs kyis gnas dir gshegs su gsol 
BO_TZ7_JA-010:8	yum chen e ka dza ti gshegs su gsol :	0	yum chen e ka dza ti gshegs su gsol 
BO_TZ7_JA-010:9	sras mchog gnod sbyin shan pa gshegs su gsol :	0	sras mchog gnod sbyin shan ba gshegs su gsol 
BO_TZ7_JA-010:10	bka' sdod sde brgyad 'khor bcas gshegs su gsol :	1	bka sdod sde brgyad khor cha gshegs su gsol 
BO_TZ7_JA-010:11	gnod byed pho mo bsnol ba'i gdan steng du :	1	gnod byed pho mo snol ba gdan steng du 
BO_TZ7_JA-010:12	khro rgyal rta mgrin nag po 'khor bcas rnams :	1	khro rgyal rta mgrin nag po khor cha rnams 
BO_TZ7_JA-010:13	dgyes pa'i tshhul gyis brtan par bzhugs su gsol :	1	dgyes ba tshhul gyis brtan ba bzhugs su gsol 
BO_TZ7_JA-010:14	ha ya gri wa e ka dza ti yak+sha yak+sha sa ma ya :	1	ha ya gri wa e ka dza ti yak+sha yak+sha sa ma ya 
BO_TZ7_JA-010:15	e h+ye hi sa pa ri wa ra sa ma ya dzahdza :	1	e h+ye hi sa ba ri wa ra sa ma ya dzahdza 
BO_TZ7_JA-010:16	dzahhu~m bam ho :	1	dzahhu~m bam ho 
BO_TZ7_JA-010:17	sa ma ya satwam:	1	sa ma ya satwam: 
BO_TZ7_JA-010:18	tish+tha lhan : badzra sa ma ya hu~m:	1	tish+tha lhan badzra sa ma ya hu~m: 
BO_TZ7_JA-010:19	a ti pu ho :	1	a ti pu ho 
BO_TZ7_JA-010:20	pra ti dza ho :	2	pra ti dza ho 
BO_TZ7_JA-010:21	hri: khro rgyal sku la nyon mongs mi mnga' yang :	2	hri: khro rgyal sku la nyon mongs mi mnga yang 
BO_TZ7_JA-010:22	'gro ba'i nyon mongs las sgrib sbyang slad du :	2	gro ba nyon mongs las sgrib sbyong slad du 
BO_TZ7_JA-010:23	yan lag brgyad ldan rnam par dag pa'i chab :	2	yan lag brgyad ldan rnam ba dag ba chab 
