segmentnr	original	stemmed
BO_K12_D0648=D1081_H0646:222a-0	@222a bod skad du /	bod skad du 
BO_K12_D0648=D1081_H0646:222a-1	'jur 'gegs zhes bya ba'i gzungs /	jur gegs zhes byed ba gzungs 
BO_K12_D0648=D1081_H0646:222a-2	sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K12_D0648=D1081_H0646:222a-3	ser sna las cher lhag pa /	ser sna las cher lhag ba 
BO_K12_D0648=D1081_H0646:222a-4	gzhan gyi la 'jur 'gegs byas pa'i nyes pa'i 'bras bu 'di lta ste /	gzhan gyi la jur gegs byed ba nyes ba bras bu di lta ste 
BO_K12_D0648=D1081_H0646:222b-0	'phags pa sh'a ri'i bu dang / 'phags pa moo gal gyi bu gnyis bas mtha' zhig na so sor rtog pa'i shes rab @222b yid la byed cing yod pa las /	phag ba sha ri bu dang phag ba moo gal gyi bu gnyis ba mtha jig na so sor rtogs ba shes rab yid la byed cing yod ba las 
BO_K12_D0648=D1081_H0646:222b-1	nyi ma'i gung la gnyis pos khams gseng du mchis pa'i sa na yi dvags me lus sngo la skam pa /	nyi ma gung la gnyis pos khams gseng du mchis ba sa na yi dvags me lus sngo la skam ba 
BO_K12_D0648=D1081_H0646:222b-2	khog khog zer ba /	khog khog zer ba 
BO_K12_D0648=D1081_H0646:222b-3	skra 'dzings pa; mig dmar la mi g-yon du yo ba /	skra dzings pa; mig dmar la mi g-yon du yo ba 
BO_K12_D0648=D1081_H0646:222b-4	ma mchu ring la g-yas su yo ba /	ma mchu ring la g-yas su yo ba 
BO_K12_D0648=D1081_H0646:222b-5	ske dang / rkang lag shin tu phra la ring ba /	ske dang rkang lag shin tu phra la ring ba 
BO_K12_D0648=D1081_H0646:222b-6	lag pa khu tshur bsdams pa'i sen mos thad kar phug nas sen mo sngo zang nge yod pa /	lag ba khu tshur sdom ba sen mos thad kar bugs nas sen mo sngo zang nge yod ba 
BO_K12_D0648=D1081_H0646:222b-7	kha nas sgra rnam pa lnga sgrog pa ni /	kha nas sgra rnam ba lnga sgrog ba ni 
BO_K12_D0648=D1081_H0646:222b-8	'di lta ste /	di lta ste 
BO_K12_D0648=D1081_H0646:222b-9	dgos na zhes bya ba dang / med na zhes bya ba dang / ma sbyin cig ces bya ba dang / ster na yang che ches par 'ong ngo zhes bya ba dang / de tsam je ches kyis phri la byin ces bya ba dang lnga brjod pa /	dgos na zhes byed ba dang med na zhes byed ba dang ma sbyin cig ces byed ba dang ster na yang che ches ba ng ngo zhes byed ba dang de tsam je ches kyis phri la byin ces byed ba dang lnga rjod ba 
BO_K12_D0648=D1081_H0646:222b-10	skyi zing byed pa zhig dang phrad pa las /	skyi zing byed ba jig dang phrad ba las 
