segmentnr	original	folio	stemmed
BO_NK030_(a)003:0	// gnyis pa nang dbang gi chu bo las /	0	gnyis ba nang dbang gi chu bo las 
BO_NK030_(a)003:1	mdo dbang gi khro bo'i mngon rtogs /	0	mdo dbang gi khro bo mngon rtogs 
BO_NK030_(a)003:2	khro bo'i dbang gi cho ga'o //	0	khro bo dbang gi cho ga 
BO_NK030_(a)003:3	de nas khro bo'i lha tshogs bskyed pa la /	0	de nas khro bo lha tshogs skyed ba la 
BO_NK030_(a)003:4	'byung pa rim rtsegs ni /	0	byung ba rim rtsegs ni 
BO_NK030_(a)003:5	e las chos 'byung gru gsum pa mthing nag /	0	e las chos byung gru gsum ba mthing nag 
BO_NK030_(a)003:6	rgya 'khyon nam mkha' dang mnyam pa /	0	rgya khyon nam mkha dang mnyam ba 
BO_NK030_(a)003:7	yam las rlung gi dkyil 'khor sra zhing mkhregs pa kha dog duhkha dbyibs rdo rje rgya gram //	0	yam las rlung gi dkyil khor sra zhing mkhreg ba kha dog duhkha dbyibs rdo rje rgya grams 
BO_NK030_(a)003:8	bam las khrag gi rgya mtsho rba brlabs 'khrugs pa dbyibs zlum po /	0	bam las khrag gi rgya mtsho rba brlabs khrugs ba dbyibs zlum po 
BO_NK030_(a)003:9	mam las sha chen gyis gzhi sra zhing 'thas pa dbyibs pa gru bzhi /	0	mam las sha chen gyis gzhi sra zhing thas ba dbyibs ba gru bzhi 
BO_NK030_(a)003:10	kam las kem rus kyis ri rab kha khyer dang rgya mnyam pa /	1	kam las kem rus kyis ri rab kha khyer dang rgya mnyam ba 
BO_NK030_(a)003:11	gser gyi ri bdun /	1	gser gyi ri bdun 
BO_NK030_(a)003:12	khrag gi rol mtsho bdun mtsho chen la /	1	khrag gi rol mtsho bdun mtsho chen la 
BO_NK030_(a)003:13	gling bzhi / gling phran brgyad /	1	gling bzhi gling phran brgyad 
BO_NK030_(a)003:14	mtha'i lcags ri dang bcas pa /	1	mtha lcags ri dang cha ba 
BO_NK030_(a)003:15	ri rab kyi steng du ram las me'i dkyil 'khor phyed dmar spros pas rlung gi'oda zer dang 'dres /	1	ri rab kyi steng du ram las me dkyil khor phyed dmar spros ba rlung gida zer dang dre 
BO_NK030_(a)003:16	me rlung tshubs ma yar byung ba las //	1	me rlung tshubs ma yar byung ba las 
BO_NK030_(a)003:17	me ri'i gur khang dmar po /	1	me ri gur khang dmar po 
BO_NK030_(a)003:18	h+aum las me'i nang du /	1	h+aum las me nang du 
BO_NK030_(a)003:19	rdo rje'i gur khang mthing nag /	1	rdo rje gur khang mthing nag 
BO_NK030_(a)003:20	'og gzhi rdo rje brag gi steng du /	2	g gzhi rdo rje brag gi steng du 
BO_NK030_(a)003:21	sna tshogs rdo rje rgya gram /	2	sna tshogs rdo rje rgya grams 
BO_NK030_(a)003:22	shar gsum dkar /	2	char gsum dkar 
BO_NK030_(a)003:23	lho ser / nub dmar /	2	lho ser nub dmar 
BO_NK030_(a)003:24	byang ljang / lte ba mthing nag leb mo gru bzhi /	2	byang ljang lte ba mthing nag leb mo gru bzhi 
