segmentnr	original	folio	stemmed
BO_NK078_(tshu)001:0	// m+aa y+aa u ba di sha pa n+pa s+saya&a&a&a kra ma s+ya bri t+ti b+h+aa shi tam ma ha ra t+na s+ya dza lam ke ta ka na ma bi ha ra ti sma /	0	m+aa y+aa u ba di sha ba n+pa s+saya&a&a&a kra ma s+ya bri t+ti b+h+aa chi tam ma ha ra t+na s+ya dza lam ke ta ka na ma bi ha ra ti sma 
BO_NK078_(tshu)001:1	sad+hu p+aa sh+ya ho ////	0	sad+hu p+aa sh+ya ho 
BO_NK078_(tshu)001:2	sgyu 'phrul man ngag lam gyi rim pa'i 'grel bshad rin po che'i chu dwangs zhes bya ba bzhugs so //	0	sgyu phrul man ngag lam gyi rim ba grel chad rin po che chu dwangs zhes byed ba bzhugs so 
BO_NK078_(tshu)001:3	bla ma dang lhag pa'i lha la phyag 'tshal lo //	0	bla ma dang lhag ba lha la phyag tshal lo 
BO_NK078_(tshu)001:4	bdag don dgongs pa'i ngang las ma g.yos kyang //	0	bdag don dgongs ba ngang las ma g.yos kyang 
BO_NK078_(tshu)001:5	gzhan don gzugs sku gdul bya'i ngor snang zhing //	0	gzhan don gzugs sku gdul byed ngor snang zhing 
BO_NK078_(tshu)001:6	ma 'dres yongs rdzogs dbyer med rdo rje'i sku //	0	ma dre yongs rdzogs dbyer med rdo rje sku 
BO_NK078_(tshu)001:7	rgyud dang dkyil 'khor gtso bo nyid la 'dud //	0	brgyud dang dkyil khor gtso bo nyid la dud 
BO_NK078_(tshu)001:8	'phags mchog kun gyi gsang ba'i mdzod 'dzin cing //	0	phag mchog kun gyi gsang ba mdzod dzin cing 
BO_NK078_(tshu)001:9	zab don dbyer med rang snang mngon byas pas //	0	zab don dbyer med rang snang mngon byed ba 
BO_NK078_(tshu)001:10	mkhyen brtse nus ldan 'gro ba'i mgon dang gnyen //	1	mkhyen brtse nus ldan gro ba mgon dang gnyen 
BO_NK078_(tshu)001:11	'dren pa mtshungs med drin chen rnams la 'dud //	1	bgrang ba mtshungs med drin chen rnams la dud 
BO_NK078_(tshu)001:12	sgyu 'phrul man ngag gzhi las 'bras bu'i don //	1	sgyu phrul man ngag gzhi las bras bu don 
BO_NK078_(tshu)001:13	'grel bshad bdag gis brtsam par mi 'os kyang //	1	grel chad bdag gis brtsam ba mi s kyang 
BO_NK078_(tshu)001:14	don byas bshes gnyen rnams kyis bskul phyir du //	1	don byed bshes gnyen rnams kyis skul phyir du 
BO_NK078_(tshu)001:15	bla mas gsungs bzhin rin chen chu dwangs bri //	1	bla mas gsungs bzhin rin chen chu dwangs bri 
BO_NK078_(tshu)001:16	rgya gar gyi slob dpon chen po sangs rgyas gsang ba'i man ngag lam gyi rim pa 'di nyid bshad pa'i dbang du byas na gsum ste /	1	rgya gar gyi slob dpon chen po sangs rgya gsang ba man ngag lam gyi rim ba di nyid chad ba dbang du byed na gsum ste 
