segmentnr	original	folio	stemmed
BO_NK047_(tsi)004:0	// don rnam par nges pa shes rab ral gri mchan bcas bzhugs so //	0	don rnam ba nges ba shes rab ral gri mchan cha bzhugs so 
BO_NK047_(tsi)004:1	grub mtha' bstan pa lung tshad ma 'khrul pa ldan pa min //	0	grub mtha ston ba lung tshad ma khrul ba ldan ba min 
BO_NK047_(tsi)004:2	nor ba thams cad rnam par ston pa mngon sum tshad ma spangs //	0	nor ba thams cad rnam ba ston ba mngon sum tshad ma spong 
BO_NK047_(tsi)004:3	don sgrub tshul rjes dpag tshad ma gsum tshul gsum tshang bas the tshom med pa'i blo //	0	don sgrub tshul rjes dpog tshad ma gsum tshul gsum tshang ba the tshom med ba blo 
BO_NK047_(tsi)004:4	de dag gi ngo bo yin pas 'jam dpal mkhyen pa'i gter la 'dud //	0	de dag gi ngo bo yin ba jam dpal mkhyen ba gter la dud 
BO_NK047_(tsi)004:5	stong nyid zab don dam cing sa dang phar phyin sogs rgya kun rdzob che bas rtogs dka' ba //	0	stong nyid zab don dam cing sa dang phar phyin sogs rgya kun rdzob che ba rtogs dka ba 
BO_NK047_(tsi)004:6	bde bar gshegs pa'i theg chen gyi bstan pa'i bdud rtsi ni //	0	bde ba gshegs ba theg chen gyi ston ba bdud rtsi ni 
BO_NK047_(tsi)004:7	skal ldan gang gis myang bar 'dod pa la //	0	skal ldan gang gis myang ba dod ba la 
BO_NK047_(tsi)004:8	blo gros skyed pa'i legs bshad kyi snang ba rnam par sbyin //	0	blo gros skyed ba legs chad kyi snang ba rnam ba sbyin 
BO_NK047_(tsi)004:9	par bya'o // sangs rgyas rnams kyis chos ji snyed bstan pa //	0	ba byed sangs rgya rnams kyis chos ji snyed ston ba 
BO_NK047_(tsi)004:10	thams cad brjod bya bden pa gnyis la yang dag brten //	1	thams cad rjod byed bden ba gnyis la yang dag rten 
BO_NK047_(tsi)004:11	te gang zhe na 'jig rten pa kun rdzob kyi bden pa dang // 'jig rten las 'das pa dam pa'i don gyi bden pa'o //	1	te gang zhe na jig rten ba kun rdzob kyi bden ba dang jig rten las da ba dam ba don gyi bden ba 
BO_NK047_(tsi)004:12	de yang bden gnyis kyi rang bzhin ji lta ba bzhin tu rtog pa las lhag pa'i rtogs pa gzhan ci yang mi srid pas theg pa'i rim pa bzhin bden gnyis dngos po'i gnas tshul je zab tu rtogs pa shes par bya'o //	1	de yang bden gnyis kyi rang bzhin ji lta ba bzhin tu rtogs ba las lhag ba rtogs ba gzhan ci yang mi srid ba theg ba rim ba bzhin bden gnyis dngos po gnas tshul je zab tu rtogs ba shes ba byed 
BO_NK047_(tsi)004:13	gzhal bya bden pa gnyis kyi rang bzhin gnas lugs la //	1	jal byed bden ba gnyis kyi rang bzhin gnas lugs la 
BO_NK047_(tsi)004:14	'jal byed ma nor bar tshul bzhin nges pa'i blos 'jug na //	1	jal byed ma nor ba tshul bzhin nges ba blos jug na 
BO_NK047_(tsi)004:15	skyon gyi dri med tha snyad dang don dam dpyod byed kyi tshad ma rnam gnyis kyi //	1	skyon gyi dri med tha snyad dang don dam dpyod byed kyi tshad ma rnam gnyis kyi 
BO_NK047_(tsi)004:16	mig bzang mchog tu bsgrub par bya //	1	mig bzang mchog tu sgrub ba byed 
BO_NK047_(tsi)004:17	ji ltar 'jig rten na snang ba 'di dag ni //	1	ji ltar jig rten na snang ba di dag ni 
BO_NK047_(tsi)004:18	rgyu rkyen la rten cing 'brel 'byung tshul gyis skye //	1	rgyu rkyen la rten cing brel byung tshul gyis skye 
BO_NK047_(tsi)004:19	rgyu rkyen la ltos pa med gang nam mkha' yi //	1	rgyu rkyen la ltos ba med gang nam mkha yi 
BO_NK047_(tsi)004:20	pad+mo bzhin tu spyod yul du snang mi 'gyur //	2	pad+mo bzhin tu spyod yul du snang mi gyur 
BO_NK047_(tsi)004:21	sa bon chu lud drod gsher lta bu rgyu yi tshogs pa tshang bas ni //	2	sa bon chu lud drod gsher lta bu rgyu yi tshogs ba tshang ba ni 
BO_NK047_(tsi)004:22	myu gu lta bu 'bras bu skyed pa'i bya ba byed //	2	myu gu lta bu bras bu skyed ba byed ba byed 
BO_NK047_(tsi)004:23	ji snyed 'bras bu'i bdag nyid kun //	2	ji snyed bras bu bdag nyid kun 
BO_NK047_(tsi)004:24	rang rang rgyu la ltos pa nyid //	2	rang rang rgyu la ltos ba nyid 
BO_NK047_(tsi)004:25	de med na mi 'byung ba'i phyir ro //	2	de med na mi byung ba phyir ro 
BO_NK047_(tsi)004:26	des na bya ba byed pa rgyu dang ltos pa 'bras bu dag /	2	des na byed ba byed ba rgyu dang ltos ba bras bu dag 
BO_NK047_(tsi)004:27	rgyu des 'bras bu de bskyed pa dang 'bras bu de rgyu de la ltos pa /	2	rgyu des bras bu de skyed ba dang bras bu de rgyu de la ltos ba 
BO_NK047_(tsi)004:28	gnas dang des de mi bskyed pa dang de de la mi ltos pa gnas min tshul shes pas //	2	gnas dang des de mi skyed ba dang de de la mi ltos ba gnas min tshul shes ba 
BO_NK047_(tsi)004:29	'jig rten na bya ba la 'jug dang ldog par byed pas na //	2	jig rten na byed ba la jug dang ldog ba byed ba na 
BO_NK047_(tsi)004:30	'jig rten gyi bzo sogs dang ni phyi nang gi grub pa'i mtha' //	3	jig rten gyi bzo sogs dang ni phyi nang gi grub ba mtha 
BO_NK047_(tsi)004:31	kun kyang bya byed dang ltos pa de yi rtsa ba can //	3	kun kyang byed byed dang ltos ba de yi rtsa ba can 
BO_NK047_(tsi)004:32	yin no // de phyir rigs pa gnyis so //	3	yin no de phyir rigs ba gnyis so 
BO_NK047_(tsi)004:33	des ni 'jig rten dang // 'jig rten 'das pa'i bslab bya bsdus //	3	des ni jig rten dang jig rten da ba bslab byed sdud 
BO_NK047_(tsi)004:34	rten 'byung tshul gyis gang skyes pa'i //	3	rten byung tshul gyis gang skye ba 
BO_NK047_(tsi)004:35	chos kun rang rang ngo bo yis //	3	chos kun rang rang ngo bo yis 
