segmentnr	original	stemmed
BO_K12_D0680=D0889_H0484:9a-0	@9a / /sangs rgyas la phyag 'tshal lo //	rgya la phyag tshal lo 
BO_K12_D0680=D0889_H0484:9a-1	chos la phyag 'tshal lo //	chos la phyag tshal lo 
BO_K12_D0680=D0889_H0484:9a-2	dge 'dun la phyag 'tshal lo; ;'phags pa spyan ras gzigs dbang po byang chub sems dpa' sems dpa' chen po la phyag 'tshal lo //	dge dun la phyag tshal lo; ;phags ba spyan ras gzigs dbang po byang chub sems dpa sems dpa chen po la phyag tshal lo 
BO_K12_D0680=D0889_H0484:9a-3	de rnams la phyag 'tshal nas rig pa 'di 'dzin gyi /	de rnams la phyag tshal nas rig ba di dzin gyi 
BO_K12_D0680=D0889_H0484:9a-4	rig pa 'di bdag la grub par gyur cig /	rig ba di bdag la grub ba gyur cig 
BO_K12_D0680=D0889_H0484:9a-5	tadya th'a / ha na ha na s'a ne /	tadya tha ha na ha na sa ne 
BO_K12_D0680=D0889_H0484:9a-6	na ba s'a ne /	na ba sa ne 
BO_K12_D0680=D0889_H0484:9a-7	dzva la dzva la ne /	dzva la dzva la ne 
BO_K12_D0680=D0889_H0484:9a-8	tsa la tsa la ne /	tsa la tsa la ne 
BO_K12_D0680=D0889_H0484:9a-9	p'urba yo ga ma nu sma ra phat/	purba yo ga ma nu sma ra 
BO_K12_D0680=D0889_H0484:9a-10	ma h'a hast'a ya sv'ah'a /	ma ha hasta ya svaha 
BO_K12_D0680=D0889_H0484:9b-0	gang @9b gis rig pa 'di bklags pa de tshe rabs brgyad stong du skye ba dran par 'gyur ro //	gang gis rig ba di bklags ba de tshe rabs brgyad stong du skye ba dran ba gyur ro 
BO_K12_D0680=D0889_H0484:9b-1	'di nas shi 'phos nas kyang bde ldan gyi 'jig rten du skye bar 'gyur ro //	di nas chi pho nas kyang bde ldan gyi jig rten du skye ba gyur ro 
BO_K12_D0680=D0889_H0484:9b-2	bde ldan gyi snying po rdzogs so;;	bde ldan gyi snying po rdzogs so;; 
