segmentnr	original	folio	stemmed
BO_NK034_(ngi)003:4000	'dzin pa'i zhes pa btags pa tsam gyis /	400	dzin ba zhes ba dogs ba tsam gyis 
BO_NK034_(ngi)003:4001	lcags kyur snang zhes pa byin rlabs mngon du /	400	lcags kyur snang zhes ba byin rlabs mngon du 
BO_NK034_(ngi)003:4002	chos sku rang 'jog gnas lugs yin //	400	chos sku rang jog gnas lugs yin 
BO_NK034_(ngi)003:4003	zhes pa'i don ni /	400	zhes ba don ni 
BO_NK034_(ngi)003:4004	chos sku zhes pa thig le nyag gcig /	400	chos sku zhes ba thig le nyag gcig 
BO_NK034_(ngi)003:4005	rang 'jog ces pa sems can kun la che chung med par /	400	rang jog ces ba sems can kun la che chung med ba 
BO_NK034_(ngi)003:4006	gnas lugs yin zhes pa ye gdod ma nas /	400	gnas lugs yin zhes ba ye gdod ma nas 
BO_NK034_(ngi)003:4007	sangs rgyas kun gyis phyag byed gnas //	400	sangs rgya kun gyis phyag byed gnas 
BO_NK034_(ngi)003:4008	zhes pa'i don ni /	400	zhes ba don ni 
BO_NK034_(ngi)003:4009	sangs rgyas zhes pa sku gsum lam du sangs nas 'bras bu ka dag tu rgyas pa'o //	400	sangs rgya zhes ba sku gsum lam du sangs nas bras bu ka dag tu rgya ba 
BO_NK034_(ngi)003:4010	kun gyi zhes pa 'das ma 'ongs da ltar /	401	kun gyi zhes ba da ma ngs da ltar 
BO_NK034_(ngi)003:4011	phyag byed gnas zhes pa sangs rgyas sras gcig po 'di /	401	phyag byed gnas zhes ba sangs rgya sras gcig po di 
BO_NK034_(ngi)003:4012	yul rnams gcod pa'i ral grir snang //	401	yul rnams gcod ba ral grir snang 
BO_NK034_(ngi)003:4013	zhes pa'i don ni /	401	zhes ba don ni 
BO_NK034_(ngi)003:4014	yul rnams zhes pa dbang po sgo lnga'i /	401	yul rnams zhes ba dbang po sgo lnga 
BO_NK034_(ngi)003:4015	gcod pa'i zhes pa rang sar /	401	gcod ba zhes ba rang sar 
BO_NK034_(ngi)003:4016	ral grir snang zhes pa reg gcod btags pas grol ba'i /	401	ral grir snang zhes ba reg gcod dogs ba grol ba 
BO_NK034_(ngi)003:4017	grol ba rnams ni 'di nyid la //	401	grol ba rnams ni di nyid la 
BO_NK034_(ngi)003:4018	zhes pa'i don ni /	401	zhes ba don ni 
BO_NK034_(ngi)003:4019	grol ba zhes pa mthar thug yang dag par /	401	grol ba zhes ba mthar thug yang dag ba 
BO_NK034_(ngi)003:4020	rnams ni zhes pa zhing khams rang dag tu sangs rgyas pa /	402	rnams ni zhes ba zhing khams rang dag tu sangs rgya ba 
BO_NK034_(ngi)003:4021	'di nyid la zhes pa rgyud bstan pa'i bu gcig /	402	di nyid la zhes ba brgyud ston ba bu gcig 
BO_NK034_(ngi)003:4022	rnam par brten nas grol ba'o //	402	rnam ba rten nas grol ba 
BO_NK034_(ngi)003:4023	zhes pa'i don ni /	402	zhes ba don ni 
BO_NK034_(ngi)003:4024	rnam par zhes pa sku gsung thugs yon tan phrin las kyi /	402	rnam ba zhes ba sku gsung thugs yon tan phrin las kyi 
BO_NK034_(ngi)003:4025	brten nas zhes pa 'gro ba sems can rnams /	402	rten nas zhes ba gro ba sems can rnams 
BO_NK034_(ngi)003:4026	grol ba'o zhes pa ka dag tu /	402	grol ba zhes ba ka dag tu 
BO_NK034_(ngi)003:4027	sangs rgyas thams cad kyi bu gcig po //	402	sangs rgya thams cad kyi bu gcig po 
BO_NK034_(ngi)003:4028	zhes pa'i don ni /	402	zhes ba don ni 
BO_NK034_(ngi)003:4029	sangs rgyas zhes pa ma rig pa sangs rig pa ye shes su rgyas pa'o //	402	sangs rgya zhes ba ma rig ba sangs rig ba ye shes su rgya ba 
BO_NK034_(ngi)003:4030	thams cad kyi zhes pa 'das ma 'ongs da ltar gyi sangs rgyas /	403	thams cad kyi zhes ba da ma ngs da ltar gyi sangs rgya 
BO_NK034_(ngi)003:4031	bu gcig po zhes pa bstan pa 'phel bar byed pa'i /	403	bu gcig po zhes ba ston ba phel ba byed ba 
BO_NK034_(ngi)003:4032	bstan pa rnams kyi btsas su rang byung ba //	403	ston ba rnams kyi btsas su rang byung ba 
BO_NK034_(ngi)003:4033	zhes pa'i don ni /	403	zhes ba don ni 
BO_NK034_(ngi)003:4034	bstan pas zhes pa sangs rgyas kyi /	403	ston ba zhes ba sangs rgya kyi 
BO_NK034_(ngi)003:4035	rnams kyi zhes pa mdo rgyud /	403	rnams kyi zhes ba mdo brgyud 
BO_NK034_(ngi)003:4036	btsas su zhes pa phyis kyi /	403	btsas su zhes ba byid kyi 
BO_NK034_(ngi)003:4037	rang byung ba zhes ngo bo rang bzhin thugs rje gsum las /	403	rang byung ba zhes ngo bo rang bzhin thugs rje gsum las 
BO_NK034_(ngi)003:4038	rang byung gi yi ge chen por bskal pa kun gyi thog mar rang byung /	403	rang byung gi yi ge chen por bskal ba kun gyi thogs mar rang byung 
