segmentnr	original	stemmed
BO_K05_D0010-3_H0012-3:59a-11	gsol pa / bcom ldan 'das /	gsol ba joms ldan da 
BO_K05_D0010-3_H0012-3:59a-12	ci byang chub sems dpa' sems dpa' chen po shes rab kyi pha rol tu phyin pa la spyod pa la /	ci byang chub sems dpa sems dpa chen po shes rab kyi pha rol tu phyin ba la spyod ba la 
BO_K05_D0010-3_H0012-3:59a-13	dngos po'i 'du shes sam /	dngos po du shes sam 
BO_K05_D0010-3_H0012-3:59a-14	dngos po ma mchis pa'i 'du shes sam /	dngos po ma mchis ba du shes sam 
BO_K05_D0010-3_H0012-3:59a-15	gzugs kyi 'du shes nas rnam par shes pa'i 'du shes kyi bar ram /	gzugs kyi du shes nas rnam ba shes ba du shes kyi ba ram 
BO_K05_D0010-3_H0012-3:59a-16	rnam pa thams cad mkhyen pa nyid kyi bar gyi 'du shes sam /	rnam ba thams cad mkhyen ba nyid kyi ba gyi du shes sam 
BO_K05_D0010-3_H0012-3:59a-17	'dod chags kyi 'du shes sam; 'dod chags spong ba'i 'du shes sam /	dod chags kyi du shes sam; dod chags spong ba du shes sam 
BO_K05_D0010-3_H0012-3:59a-18	zhe sdang gi 'du shes sam /	zhe sdang gi du shes sam 
BO_K05_D0010-3_H0012-3:59a-19	zhe sdang spong ba'i 'du shes sam /	zhe sdang spong ba du shes sam 
BO_K05_D0010-3_H0012-3:59a-20	gti mug gi 'du shes sam /	gti mug gi du shes sam 
BO_K05_D0010-3_H0012-3:59a-21	gti mug spong ba'i 'du shes sam /	gti mug spong ba du shes sam 
BO_K05_D0010-3_H0012-3:59a-22	ma rig pa'i 'du shes sam /	ma rig ba du shes sam 
BO_K05_D0010-3_H0012-3:59a-23	ma rig pa spong ba'i 'du shes sam /	ma rig ba spong ba du shes sam 
BO_K05_D0010-3_H0012-3:59a-24	'du byed kyi 'du shes sam /	du byed kyi du shes sam 
BO_K05_D0010-3_H0012-3:59a-25	'du byed spong ba'i 'du shes sam /	du byed spong ba du shes sam 
BO_K05_D0010-3_H0012-3:59a-26	rnam par shes pa'i 'du shes sam /	rnam ba shes ba du shes sam 
BO_K05_D0010-3_H0012-3:59b-0	rnam par shes pa spong @59b ba'i 'du shes sam /	rnam ba shes ba spong ba du shes sam 
BO_K05_D0010-3_H0012-3:59b-1	ming dang gzugs kyi 'du shes sam /	ming dang gzugs kyi du shes sam 
