segmentnr	original	stemmed
BO_K12_D0530=D0022_H0498=H0024:42a-0	@42a / /rgya gar skad du /	gar skad du 
BO_K12_D0530=D0022_H0498=H0024:42a-1	a'arya sv'alp'a aaksha ra pradzny'a p'a ra mi t'a n'a ma ma h'a y'a na s'u tra /	aarya svalpa aaksha ra pradznya pa ra mi ta na ma ma ha ya na su tra 
BO_K12_D0530=D0022_H0498=H0024:42a-2	bod skad du /	bod skad du 
BO_K12_D0530=D0022_H0498=H0024:42a-3	'phags pa shes rab kyi pha rol tu phyin pa yi ge nyung du zhes bya ba theg pa chen po'i mdo /	phag ba shes rab kyi pha rol tu phyin ba yi ge nyung du zhes byed ba theg ba chen po mdo 
BO_K12_D0530=D0022_H0498=H0024:42a-4	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K12_D0530=D0022_H0498=H0024:42a-5	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K12_D0530=D0022_H0498=H0024:42b-0	bcom ldan 'das rgyal po'i khab na bya rgod phung po'i ri la dge slong khri nyis stong lnga brgya'i dge slong gi dge 'dun chen po dang / @42b byang chub sems dpa' bye ba khrag khrig 'bum phrag du ma dang thabs gcig tu bzhugs te /	joms ldan da rgyal po khab na byed rgod phung po ri la dge slong khri nyis stong lnga brgya dge slong gi dge dun chen po dang byang chub sems dpa bye ba khrag khrig bum phrag du ma dang thabs gcig tu bzhugs te 
BO_K12_D0530=D0022_H0498=H0024:42b-1	brgya byin dang / tshangs pa dang / 'jig rten skyong ba la sogs pa lha bye ba khrag khrig 'bum gyis yongs su bskor cing mdun gyis bltas te /	brgya byin dang tshangs ba dang jig rten skyong ba la sogs ba lha bye ba khrag khrig bum gyis yongs su skor cing mdun gyis lta te 
BO_K12_D0530=D0022_H0498=H0024:42b-2	dpal gyi snying po'i seng ge'i khril bzhugs so //	dpal gyi snying po seng ge khril bzhugs so 
BO_K12_D0530=D0022_H0498=H0024:42b-3	de nas byang chub sems dpa' sems dpa' chen po 'phags pa spyan ras gzigs dbang phyug stan las langs te /	de nas byang chub sems dpa sems dpa chen po phag ba spyan ras gzigs dbang phyug stan las ldang te 
BO_K12_D0530=D0022_H0498=H0024:42b-4	bla gos phrag pa gcig tu gzar nas pus mo g-yas pa'i lha nga sa la btsugs te /	bla gos phrag ba gcig tu gzar nas pus mo g-yas ba lha nga sa la btsugs te 
BO_K12_D0530=D0022_H0498=H0024:42b-5	bcom ldan 'das ga la ba der logs su thal mo sbyar ba btud nas /	joms ldan da ga la ba der logs su thal mo sbyor ba dud nas 
BO_K12_D0530=D0022_H0498=H0024:42b-6	'dzum mul te bcom ldan 'das la 'di skad ces gsol to //	dzum mul te joms ldan da la di skad ces gsol to 
BO_K12_D0530=D0022_H0498=H0024:42b-7	bcom ldan 'das /	joms ldan da 
BO_K12_D0530=D0022_H0498=H0024:42b-8	shes rab kyi pha rol tu phyin pa yi ge nyung du la bsod nams che ba; gang thos pa tsam gyis sems can thams cad kyi las kyi sgrib pa thams cad byang bar 'gyur ba dang / byang chub la nges par gzhol bar 'gyur ba dang /	shes rab kyi pha rol tu phyin ba yi ge nyung du la bsod nams che ba; gang thos ba tsam gyis sems can thams cad kyi las kyi sgrib ba thams cad byang ba gyur ba dang byang chub la nges ba gzhol ba gyur ba dang 
BO_K12_D0530=D0022_H0498=H0024:42b-9	gang dag gsang sngags sgrub par brtson pa de dag bgegs ma mchis par gsang sngags 'grub par 'gyur ba bshad du gsol /	gang dag gsang sngags sgrub ba brtson ba de dag bgegs ma mchis ba gsang sngags grub ba gyur ba chad du gsol 
