segmentnr	original	stemmed
BO_T02_D3358:38b-0	@38b # // rgya gar skad du /	rgya gar skad du 
BO_T02_D3358:38b-1	tsanda ma h'a ro sha na s'a dha nam /	tsanda ma ha ro sha na sa dha nam 
BO_T02_D3358:38b-2	bod skad du /	bod skad du 
BO_T02_D3358:38b-3	gtum po chen po'i sgrub pa'i thabs /	thum po chen po sgrub ba thabs 
BO_T02_D3358:38b-4	bcom ldan 'das gtum po chen po la phyag 'tshal lo //	joms ldan da thum po chen po la phyag tshal lo 
BO_T02_D3358:38b-5	sngon du gsungs pa'i cho gas stong pa nyid bsgoms pa'i rjes su padma dkar po'i steng na nyi ma la h'um yig nag po de yongs su gyur pa las bcom ldan 'das gtum po chen po khros pa /	sngon du gsungs ba cho gas stong ba nyid sgom ba rjes su padma dkar po steng na nyi ma la hum yig nag po de yongs su gyur ba las joms ldan da thum po chen po khro ba 
BO_T02_D3358:38b-6	zar ma'i me tog lta bu /	zar ma me tog lta bu 
BO_T02_D3358:38b-7	ming gzhan gyis mi g-yo ba zhal gcig phyag gnyis pa /	ming gzhan gyis mi g-yo ba zhal gcig phyag gnyis ba 
BO_T02_D3358:38b-8	mi g-yo ba mi mnyam pa'i spyan /	mi g-yo ba mi mnyam ba spyan 
BO_T02_D3358:38b-9	mche ba gtsigs pa /	mche ba gtsigs ba 
BO_T02_D3358:38b-10	mi bzad pa'i zhal chen po /	mi bzad ba zhal chen po 
BO_T02_D3358:38b-11	rin po che'i dbu rgyan can mche bas ma mchu mnan pa /	rin po che dbu rgyan can mche ba ma mchu gnon ba 
BO_T02_D3358:38b-12	mgo bo'i phreng ba'i dbu rgyan can /	mgo bo phreng ba dbu rgyan can 
BO_T02_D3358:38b-13	spyan gnyis dkar zhing dmar ba /	spyan gnyis dkar zhing dmar ba 
BO_T02_D3358:38b-14	g-yas na ral gri 'dzin pa /	g-yas na ral gri dzin ba 
BO_T02_D3358:38b-15	g-yon pa'i phyag gis zhags pa dang sdigs mdzub thugs kar bsnams pa'o //	g-yon ba phyag gis zhags ba dang sdigs mdzub thugs kar snom ba 
BO_T02_D3358:38b-16	sprul dkar po mchod phyir thogs pa /	sprul dkar po mchod phyir thogs ba 
BO_T02_D3358:38b-17	stag gi pags pa'i sham thabs can rin po che sna tshogs kyis rnam par spras pa /	stag gi pags ba sham thabs can rin po che sna tshogs kyis rnam ba spras ba 
BO_T02_D3358:38b-18	zhabs g-yon pas la ma reg pa /	zhabs g-yon ba la ma reg ba 
BO_T02_D3358:38b-19	zhabs g-yas pa cung zhig bteg pa /	zhabs g-yas ba cung jig bteg ba 
BO_T02_D3358:38b-20	nyi ma'i 'od kyi phreng ba can gyi bdag nyid rnam par bsam par bya'o //	nyi ma d kyi phreng ba can gyi bdag nyid rnam ba bsam ba byed 
BO_T02_D3358:38b-21	dam tshig sems dpa' dang ye shes sems dpa' bsgom pa sngon du 'gro bas mi bskyod pas dbu brgyan par bsam par bya'o //	dam tshig sems dpa dang ye shes sems dpa bsgom ba sngon du gro ba mi skyod ba dbu rgyan ba bsam ba byed 
BO_T02_D3358:38b-22	de nas bzlas pa ni aom tsanda ma h'a ro sha na h'um phat /	de nas bzlas ba ni aom tsanda ma ha ro sha na hum phat 
BO_T02_D3358:38b-23	gtum po chen po'i sgrub thabs rdzogs so //	thum po chen po sgrub thabs rdzogs so 
BO_T02_D3358:38b-24	pandi ta don yod rdo rje dang / khams pa lo ts'a ba dge slong ba ris bsgyur cing zhus pa'o//	pandi ta don yod rdo rje dang khams ba lo tsa ba dge slong ba ris sgyur cing zhus 
