segmentnr	original	stemmed
BO_T17_O2MS163914CZ189656:1	@ga  @@#/_/gshin gyi cho ga zhes bya ba/	gyi cho ga zhes byed 
BO_T17_O2MS163914CZ189656:2	gshed dmar gyi gshin chog bzhugs so//_@##/_/rgya gar skad du/	gshed dmar gyi gshin chog bzhugs gar skad 
BO_T17_O2MS163914CZ189656:3	smri ti bi d+hi na ma/_bod skad du/_gshin gyi cho ga zhes bya ba/_bcom ldan	smri ti bi d+hi na skad gyi cho ga zhes byed ldan 
BO_T17_O2MS163914CZ189656:4	'das gshin rje gshed la phyag 'tshhal lo/_/rim pa gnyis ni ldan pa yis/_/	da gshin rje gshed la phyag tshhal ba gnyis ni ldan ba 
BO_T17_O2MS163914CZ189656:5	bdag gi snying kha'i 'od zer gyis/_/rigs drug dug sbyong tshhe 'das kyi/_/rnam	bdag gi snying kha d zer drug dug sbyong tshhe da 
BO_T17_O2MS163914CZ189656:6	shes a'i rnam pa dgug_/nyon cig tshhe 'das rigs kyi bu/_/las kyi dbang	shes a rnam ba cig tshhe da rigs kyi kyi dbang 
BO_T17_O2MS163914CZ189656:7	gis 'khor bar yun rings 'khyams/_/'khrul pa'i dbang gis mi dge sna tshhogs	gis khor ba yun dring ba dbang gis mi dge sna tshhogs 
BO_T17_O2MS163914CZ189656:8	spyad/_/sdug bsngal 'dam du bying khyod snying re rje/_/dad dang mos pa'i	sngal dam du bying khyod snying re dang mos ba 
BO_T17_O2MS163914CZ189656:9	sems kyis 'dir shog la/_/dkon mchog gsum dang bla ma spyi bos mchod/_/	sems kyis dir shog mchog gsum dang bla ma spyi bod 
BO_T17_O2MS163914CZ189656:10	'khor 'das gnyis med don la mnyam par zhog_/lam mchog 'di la bu khyod	khor da gnyis med don la mnyam ba mchog di la bu khyod 
BO_T17_O2MS163914CZ189656:11	'jug par mdzod/_/om hrish+thah_wi kri ta na na hum hum phat phat/_che ge mo a kar+sha	jug ba hrish+thah_wi kri ta na na hum hum phat ge mo a kar+sha 
BO_T17_O2MS163914CZ189656:12	ya dza_/_gtsho bo rgyal ba 'gro ba'i mgon/_/'gro ba skyob pa'i don brtshon pa/_/	ya bo rgyal ba gro ba ba skyob ba don brtshon 
BO_T17_O2MS163914CZ189656:13	gshin gyi cho ga zhes bya ba/	gshin gyi cho ga zhes byed 
BO_T17_O2MS163914CZ189656:14	stobs chen 'jigs pa kun sel la/_/di ring nyid nas skyabs su mchi/_/de'i	stobs chen jigs ba kun sel ring nyid nas skyob su 
BO_T17_O2MS163914CZ189656:15	thugs su chud pa'i chos/_/'khor ba'i 'jigs pa sel ba dang /_/byang chub	thugs su chud ba ba jigs ba sel ba dang chub 
BO_T17_O2MS163914CZ189656:16	sems dpa'i tshhogs la yang /_/de bzhin yang dag skyabs su mchi#/_/sngon	sems dpa tshhogs la yang bzhin yang dag skyob su 
BO_T17_O2MS163914CZ189656:17	chad khyed kyi bka' las 'das/_/da ni 'jigs pa cher mthong nas/_/khyed la	chad khyed kyi bka las ni jigs ba cher mthong la 
BO_T17_O2MS163914CZ189656:18	skyabs su mchi lags kyi/_/'jigs pa myur du bsal du gsol/_/nyon cig	skyob su mchi lags ba myur du bsal du cig 
BO_T17_O2MS163914CZ189656:19	bgegs chen khyod nyon cig_/che ge zhes bya'i tshhe 'das 'di/_/dkon mchog	bgegs chen khyod nyon ge zhes byed tshhe da mchog 
BO_T17_O2MS163914CZ189656:20	gsum la skyabs song bas/_/da lta nyid du btang bar gyis/_/khro bo 'bar	gsum la skyob gro lta nyid du gtong ba bo bar 
BO_T17_O2MS163914CZ189656:21	ba'i bka' byung gis/_/gal te bka' las 'das na ni/_/rdo rje dbyug pa	ba bka byung te bka las da na rje dbyug ba 
BO_T17_O2MS163914CZ189656:22	'bar ba yis/_/mgo bo tshhal ba brgyar 'gas so/_/om hrishih_wi kri ta na na hum	bar ba bo tshhal ba brgyar gas hrishih_wi kri ta na na hum 
BO_T17_O2MS163914CZ189656:23	hum phat phat/_che ge dang che ge bi de shwa ya phat/_tshhe 'das 'di la gnod pa'i	hum phat ge dang che ge bi de shwa ya da di la gnod ba 
BO_T17_O2MS163914CZ189656:24	bgegs/_/lha klu gnod sbyin dri za dang /_/nam mkha' lding dang sha za'i	klu gnod sbyin dri za dang mkha lding dang sha za 
BO_T17_O2MS163914CZ189656:25	tshhogs/_/'byung po mang po thams cad dag_/mchod sbyin gtor ma 'di	po mang po thams cad sbyin thor ma di 
BO_T17_O2MS163914CZ189656:26	bzhes la/_/gnas 'dir ma gnas myur du deng /_/rgyal ba'i bka' la gang	bzhes dir ma gnas myur du deng ba bka la gang 
BO_T17_O2MS163914CZ189656:27	'da' ba/_/gsad cing mnan pa'i las mthar byed/_/om hrin+ti wi kri ta na na	da cing gnon ba las mthar hrin+ti wi kri ta na na 
BO_T17_O2MS163914CZ189656:28	hu~m hu~m phat phat/_che ge mo tsh+tshha ta ya phat/_'jig rten 'das dang ma 'das	hu~m hu~m phat ge mo tsh+tshha ta ya rten da dang ma da 
BO_T17_O2MS163914CZ189656:29	mkha' 'gro'i tshhogs/_/las kyi gshin rje gshin rje'i 'khor dang bcas/_/	mkha gro kyi gshin rje gshin rje khor dang 
BO_T17_O2MS163914CZ189656:30	phyogs skyong rgyal chen sde brgyad bran g.yog bcas/_/ma mo gying chen pho nya'i tshhogs	phyogs skyong rgyal chen sde brgyad bran g.yog mo gying chen pho nya tshhogs 
BO_T17_O2MS163914CZ189656:31	rnams nyon/_/che ge zhes bya'i gnod byed chen po 'di/_/sems can yongs	rnams ge zhes byed gnod byed chen po can yongs 
BO_T17_O2MS163914CZ189656:32	la 'tshhe byed 'di yin gyi/_/sangs rgyas bstan pa bshig byed 'di yin gyi/_/	la tshhe byed di yin rgya ston ba jig byed di yin 
BO_T17_O2MS163914CZ189656:33	dkon mchog dbu 'phang dmod byed 'di yin gyi/_/bla ma rnams kyi sku dgra 'di	dkon(d) mchog dbu phen dmod byed di yin ma rnams kyi sku dgra di 
BO_T17_O2MS163914CZ189656:34	yin gyi/_/rnal 'byor sgrub pa'i bar chad 'dis byas kyi/_/'di 'dra nam yang	yin byor sgrub ba ba chad dis byed dra nam yang 
BO_T17_O2MS163914CZ189656:35	bzhag par ma gsungs pas/_/da lta nyid du gsad cing sgrol bar bskul/_/	jog ba ma gsungs lta nyid du gsad cing sgrol ba 
BO_T17_O2MS163914CZ189656:36	'di la mgon dang bsrung skyob ma mdzad par/_/bdag gis ma nyes bzu dang dbang po mdzod/_/bka' nyan dam can srung ma 'khor dang bcas/_/spyan	di la mgon dang bsrung skyob ma mdzad gis ma nyes bzu dang dbang po nyan dam can srung ma khor dang 
BO_T17_O2MS163914CZ189656:37	drang gdan dbul sngon gyi dam tshhig bsgrag_/gtor ma mchod stod drag po'i	dren gdan bul sngon gyi dam tshhig ma mchod stod drag po 
BO_T17_O2MS163914CZ189656:38	las la bskul/_/lcags phye dug khrag mda' phur rdo ral dbal/_/rdo rje la	las la byed dug khrag mda phur rdo ral rje la 
BO_T17_O2MS163914CZ189656:39	sogs thun brab mtshhon gyis bsnun/_/om hrin+ti wi kri ta na na hum hum phat phat/_che	sogs thun brab mtshhon gyis hrin+ti wi kri ta na na hum hum phat 
BO_T17_O2MS163914CZ189656:40	ge ma ra ya phat/_bdud dpung ma lus 'joms pa'i dkyil 'khor nas/_/ya	ge ma ra ya dpung ma lus joms ba dkyil khor 
BO_T17_O2MS163914CZ189656:41	man ta ka yab yum dka' byung gi/_/las kyi gshin rje 'khor dang bcas pa	man ta ka yab yum dka byung kyi gshin rje khor dang cha ba 
