segmentnr	original	stemmed
BO_T02_D1784b:284a-0	@284a # // rgya gar skad du /	rgya gar skad du 
BO_T02_D1784b:284a-1	aashta da sha pa ta la bi sta ra by'a khy'a /	aashta da sha ba ta la bi sta ra bya khya 
BO_T02_D1784b:284a-2	bod skad du /	bod skad du 
BO_T02_D1784b:284a-3	le'u bco brgyad pa'i rgya cher 'grel pa /	leu chos brgyad ba rgya cher grel ba 
BO_T02_D1784b:284a-4	dpal rdo rje sems dpa' la phyag 'tshal lo //	dpal rdo rje sems dpa la phyag tshal lo 
BO_T02_D1784b:284a-5	de ltar le'u bcu bdun gyis de kho na la sogs pa'i rgyun gyi mtshan nyid ni rtsa ba'i rgyud bstan to //	de ltar leu chu bdun gyis de kho na la sogs ba rgyun gyi mtshan nyid ni rtsa ba brgyud ston to 
BO_T02_D1784b:284a-6	de nas de'i rnam par dbye ba'i bdag nyid rgyud phyi mar gyur pa /	de nas de rnam ba byed ba bdag nyid brgyud phyi mar gyur ba 
BO_T02_D1784b:284a-7	de nas byams pa la sogs pa zhes bya ba nas brtsams te /	de nas byams ba la sogs ba zhes byed ba nas brtsams te 
BO_T02_D1784b:284a-8	le'u bco brgyad pa de bzhin gshegs pa thams cad kyi sku gsung thugs kyi gsang ba bshad par bya ba'i phyir /	leu chos brgyad ba de bzhin gshegs ba thams cad kyi sku gsung thugs kyi gsang ba chad ba byed ba phyir 
BO_T02_D1784b:284a-9	ae ma ho zhes bya ba la sogs pa sngon du 'gro bas yang ngang yang du zhes bya ba'i bar gyi gzhung gis byang chub sems dpa' rnams kyis gsol ba btab pa bstan to //	ae ma ho zhes byed ba la sogs ba sngon du gro ba yang ngang yang du zhes byed ba ba gyi gzhung gis byang chub sems dpa rnams kyis gsol ba debs ba ston to 
BO_T02_D1784b:284a-10	gsang ba zhes bgyi ji ltar lags //	gsang ba zhes bgyid ji ltar lags 
BO_T02_D1784b:284a-11	zhes bya ba nas brtsams te /	zhes byed ba nas brtsams te 
BO_T02_D1784b:284a-12	las kyi mchog gi tshogs rnams ni //	las kyi mchog gi tshogs rnams ni 
BO_T02_D1784b:284a-13	sna tshogs ji ltar byed par 'gyur //	sna tshogs ji ltar byed ba gyur 
BO_T02_D1784b:284a-14	zhes bya ba'i bar gyi gzhung gis dri ba ste /	zhes byed ba ba gyi gzhung gis dri ba ste 
BO_T02_D1784b:284a-15	mdor bstan pa'i tshig bdun cu rtsa gnyis bstan to //	mdor ston ba tshig bdun cu rtsa gnyis ston to 
BO_T02_D1784b:284a-16	de nas zhes bya ba nas brtsams te /	de nas zhes byed ba nas brtsams te 
BO_T02_D1784b:284a-17	gsungs so zhes bya ba'i bar gyi gzhung gis de bzhin gshegs pa rnams kyis byang chub sems dpa' rnams la rim pa ji lta ba bzhin du dri ba la lan gdab pa rtsom pa bstan to //	gsungs so zhes byed ba ba gyi gzhung gis de bzhin gshegs ba rnams kyis byang chub sems dpa rnams la rim ba ji lta ba bzhin du dri ba la lan gdab ba rtsom ba ston to 
BO_T02_D1784b:284a-18	sku gsung thugs ni rnam pa gsum //	sku gsung thugs ni rnam ba gsum 
BO_T02_D1784b:284a-19	zhes bya ba la sogs pa la dris pa'i lan bstan to //	zhes byed ba la sogs ba la dri ba lan ston to 
BO_T02_D1784b:284a-20	tshogs pa 'dus pa zhes bya ba la sogs pas 'dus pa'i dri ba'i lan bstan to //	tshogs ba du ba zhes byed ba la sogs ba du ba dri ba lan ston to 
BO_T02_D1784b:284a-21	lnga pa dang ni dgu pa dang // zhes bya ba la sogs pa tshigs su bcad pa bzhi pos 'brel pa'i lan bstan to //	lnga ba dang ni dgu ba dang zhes byed ba la sogs ba tshigs su gcod ba bzhi pos brel ba lan ston to 
BO_T02_D1784b:284a-22	thams cad ces bya ba la sogs pa'i tshigs su bcad pas dgongs pa bstan cing de bzhin gshegs pa thams cad kyi phrin las dri ba'i lan bstan to //	thams cad ces byed ba la sogs ba tshigs su gcod ba dgongs ba ston cing de bzhin gshegs ba thams cad kyi phrin las dri ba lan ston to 
BO_T02_D1784b:284a-23	bskyed pa'i tshigs su bcad pas dgos pa nyid bstan cing slob dpon gyi phun sum tshogs pa'i lan bstan to //	skyed ba tshigs su gcod ba dgos ba nyid ston cing slob dpon gyi phun sum tshogs ba lan ston to 
BO_T02_D1784b:284a-24	dkyil 'khor dang ni brtul zhugs zhes bya ba la sogs pas slob ma'i las kyi dri ba bstan to //	dkyil khor dang ni brtul jug zhes byed ba la sogs ba slob ma las kyi dri ba ston to 
BO_T02_D1784b:284a-25	thams cad ces bya ba la sogs pas dgos pa'i dri ba'i lan bstan to //	thams cad ces byed ba la sogs ba dgos ba dri ba lan ston to 
BO_T02_D1784b:284a-26	bstan pa zhes bya ba la sogs pas bstan pa dri ba'i lan bstan to //	ston ba zhes byed ba la sogs ba ston ba dri ba lan ston to 
BO_T02_D1784b:284b-0	thabs dang shes rab ces bya ba la sogs pas rnal 'byor dri ba'i lan bstan @284b to ;	thabs dang shes rab ces byed ba la sogs ba rnal byor dri ba lan ston to 
BO_T02_D1784b:284b-1	/ rgyud ni rgyun zhes bya ba la sogs pas rgyud pa'i lan bstan to //	brgyud ni rgyun zhes byed ba la sogs ba brgyud ba lan ston to 
BO_T02_D1784b:284b-2	gzhi dang rang bzhin zhes bya ba la sogs pas rgyud kyi don bsdus pa'i dri ba'i lan bstan to //	gzhi dang rang bzhin zhes byed ba la sogs ba brgyud kyi don sdud ba dri ba lan ston to 
BO_T02_D1784b:284b-3	rgyud ces bya ba la sogs pa'i tshigs su bcad pas de kho na nyid dang / gsang ba dang sbas pa dang dam pa zhes bya ba ste /	brgyud ces byed ba la sogs ba tshigs su gcod ba de kho na nyid dang gsang ba dang sbed ba dang dam ba zhes byed ba ste 
BO_T02_D1784b:284b-4	di ba bzhi po'i lan bstan to //	di ba bzhi po lan ston to 
BO_T02_D1784b:284b-5	thog mtha' med pa zhes bya ba la sogs pas byang chub sems kyi dri ba'i lan bstan to //	thogs mtha med ba zhes byed ba la sogs ba byang chub sems kyi dri ba lan ston to 
BO_T02_D1784b:284b-6	sku dang zhes bya ba la sogs pas rig pa'i skyes bu'i dri ba'i lan bstan to //	sku dang zhes byed ba la sogs ba rig ba skye bu dri ba lan ston to 
BO_T02_D1784b:284b-7	lnga 'dzoms pa dang lnga rig pa zhes bya ba la sogs pa nas bshad do zhes bya ba'i bar gyis badzra dhri ka ces bya ba la sogs pa dri ba bcu gsum gyi lan bstan to //	lnga dzoms ba dang lnga rig ba zhes byed ba la sogs ba nas chad do zhes byed ba ba gyis badzra dhri ka ces byed ba la sogs ba dri ba chu gsum gyi lan ston to 
BO_T02_D1784b:284b-8	nyon mongs ba zhes bya ba la sogs pas ji ltar las 'dri ba'i lan bstan to //	nyon mongs ba zhes byed ba la sogs ba ji ltar las bri ba lan ston to 
BO_T02_D1784b:284b-9	thams cad ces bya ba la sogs pas rig pa'i rgyal po dri ba'i lan bstan to //	thams cad ces byed ba la sogs ba rig ba rgyal po dri ba lan ston to 
BO_T02_D1784b:284b-10	gzung ba zhes bya ba la sogs pa tshigs su bcad pas sems 'byung ba dri ba'i lan bstan to //	gzung ba zhes byed ba la sogs ba tshigs su gcod ba sems byung ba dri ba lan ston to 
