segmentnr	original	stemmed
BO_T02_D2663b-2:90a-3	'di dag ni slar gsor mi rung pa'o zhes pa ni /	di dag ni slar gsor mi rung ba zhes ba ni 
BO_T02_D2663b-2:90a-4	bzhi po 'di dang ldan na byang chub sems dpa' zhes kyang mi bya ste /	bzhi po di dang ldan na byang chub sems dpa zhes kyang mi byed ste 
BO_T02_D2663b-2:90a-5	sngar gsor mi rung ba'o zhes pa'o //	sngar gsor mi rung ba zhes ba 
BO_T02_D2663b-2:90a-6	bzhi po de thabs dang shes rab tu mi ldan pa rang bzhin gyis nyon mongs pa can te /	bzhi po de thabs dang shes rab tu mi ldan ba rang bzhin gyis nyon mongs ba can te 
BO_T02_D2663b-2:90a-7	slar gsor mi rung zhes pa dang sbyar te /	slar gsor mi rung zhes ba dang sbyor te 
BO_T02_D2663b-2:90a-8	thabs dang shes rab tu mi ldan pa zhes pa ni bzhi po de 'jig par byed pa'o //	thabs dang shes rab tu mi ldan ba zhes ba ni bzhi po de jig ba byed ba 
BO_T02_D2663b-2:90a-9	de bas na /	de ba na 
BO_T02_D2663b-2:90a-10	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_T02_D2663b-2:90a-11	gang dag 'das pa'i sangs rgyas dang // de bzhin gang dag ma byon dang // gang yang da lta'i mgon po rnams //	gang dag da ba sangs rgya dang de bzhin gang dag ma byon dang gang yang da lta mgon po rnams 
BO_T02_D2663b-2:90a-12	thabs dang shes rab ldan pa la //	thabs dang shes rab ldan ba la 
BO_T02_D2663b-2:90a-13	bslabs nas bla med byang chub ni //	bslabs nas bla med byang chub ni 
BO_T02_D2663b-2:90a-14	'dus ma byas pa des thob po //	du ma byed ba des thob po 
BO_T02_D2663b-2:90a-15	zhes gsungs pa yin te /	zhes gsungs ba yin te 
BO_T02_D2663b-2:90a-16	de bas na bzhi po 'di dang ldan zhing thabs dang shes rab med na bla na med pa'i byang chub 'dus ma byas pa thob par mi 'gyur bas slar gsor mi rung ba'o zhes pa'o //	de ba na bzhi po di dang ldan zhing thabs dang shes rab med na bla na med ba byang chub du ma byed ba thob ba mi gyur ba slar gsor mi rung ba zhes ba 
BO_T02_D2663b-2:90a-17	de ltar thabs dang shes rab tu mi ldan pas slar gsor mi rung na nyan thos rnams la thabs dang shes rab tu mi ldan pa'i bslab pa de lta bu ji ltar bshad ce na /	de ltar thabs dang shes rab tu mi ldan ba slar gsor mi rung na nyan thos rnams la thabs dang shes rab tu mi ldan ba bslab ba de lta bu ji ltar chad ce na 
BO_T02_D2663b-2:90a-18	thabs dang mi ldan ye shes dang // bslab pa dag kyang bshad pa ni //	thabs dang mi ldan ye shes dang bslab ba dag kyang chad ba ni 
BO_T02_D2663b-2:90a-19	dpa' bo chen po'i nyan thos rnams //	dpa bo chen po nyan thos rnams 
BO_T02_D2663b-2:90a-20	de la gzung ba'i phyir bshad do //	de la gzung ba phyir chad do 
BO_T02_D2663b-2:90a-21	zhes pa ste /	zhes ba ste 
BO_T02_D2663b-2:90a-22	nyan thos rnams la ngas thabs dang shes rab tu mi ldan pa'i bslab pa bstan pa yang nges pa'i don du bstan pa ma yin gyi /	nyan thos rnams la ngas thabs dang shes rab tu mi ldan ba bslab ba ston ba yang nges ba don du ston ba ma yin gyi 
BO_T02_D2663b-2:90a-23	de dag gi snod dang sbyar zhing drang b'ai phyir ro zhes pa'o //	de dag gi snod dang sbyor zhing dren bai phyir ro zhes ba 
BO_T02_D2663b-2:90a-24	rnam par snang mdzad chen po mngon par rdzogs par byang chub pa rnam par sprul pa byin gyis rlob pa las /	rnam ba snang mdzad chen po mngon ba rdzogs ba byang chub ba rnam ba sprul ba byin gyis rlob ba las 
BO_T02_D2663b-2:90a-25	byang chub sems dpa'i bslab pa thabs dang ldan pa rim par phye ba rgyas pa'o /	byang chub sems dpa bslab ba thabs dang ldan ba rim ba byed ba rgya ba 
BO_T02_D2663b-2:90b-0	// / bcom ldan 'das rnam par snang mdzad kyi sku mi zad pa la sogs pa'i rdo rjer rgyan gyi 'khor lo 'dir byin gyis brlab pa las sngags bzlas pa'i skabs la thog mar spyir phyi dang nang gi bzlas pa'i yan @90b lag bzhi bstan to //	joms ldan da rnam ba snang mdzad kyi sku mi zad ba la sogs ba rdo rjer rgyan gyi khor lo dir byin gyis brlab ba las sngags bzlas ba skabs la thogs mar spyir phyi dang nang gi bzlas ba yan lag bzhi ston to 
BO_T02_D2663b-2:90b-1	de'i 'og tu de bzhin gshegs pa'i snying po bzhi'i skabs su nang gi bzlas pa'i yan lag bzhi bstan to //	de g tu de bzhin gshegs ba snying po bzhi skabs su nang gi bzlas ba yan lag bzhi ston to 
BO_T02_D2663b-2:90b-2	de'i 'og tu dpa' bo chen po'i snying po'i skabs su nang gi bzlas pa'i yan lag gsum bstan te /	de g tu dpa bo chen po snying po skabs su nang gi bzlas ba yan lag gsum ston te 
BO_T02_D2663b-2:90b-3	de rnams kyang bzlas pa'i grangs dang dus nges pa'i bsnyen pa bya ba gsungs pa yin no //	de rnams kyang bzlas ba grangs dang dus nges ba snyen ba byed ba gsungs ba yin no 
BO_T02_D2663b-2:90b-4	da ni yi ge brgya pa'i skabs 'dir bzlas pa'i yan lag gcig dang grangs dang dus med pa'i bsnyen pa ma yin par kun du sangs rgyas pa'i skur bsgrub pa gnas yongs su gyur pa'i bar du bzlas pa'i mtshan ma 'chad do//	da ni yi ge brgya ba skabs dir bzlas ba yan lag gcig dang grangs dang dus med ba snyen ba ma yin ba kun du sangs rgya ba skur sgrub ba gnas yongs su gyur ba ba du bzlas ba mtshan ma chad 
BO_T02_D2663b-2:90b-5	de bas na bzlas pa de rnams kyang rags pa dang phra ba'i rim pas bshad par shes par bya ste /	de ba na bzlas ba de rnams kyang rags ba dang phra ba rim ba chad ba shes ba byed ste 
BO_T02_D2663b-2:90b-6	dang po nyid du phyi dang nang gi bzlas pa'i yan lag bzhi pa'i phyi dang nang gnyi ga la dmigs pas rags so //	dang po nyid du phyi dang nang gi bzlas ba yan lag bzhi ba phyi dang nang gnyi ga la dmigs ba rags so 
BO_T02_D2663b-2:90b-7	de'i 'og tu nang gi bzlas pa'i yan lag bzhi ni phyi rol du sangs rgyas kyi sku la mi dmigs par nang du rang gi snying gar de bzhin gshegs pa'i sku bsams nas zlos pas de bas phra'o //	de g tu nang gi bzlas ba yan lag bzhi ni phyi rol du sangs rgya kyi sku la mi dmigs ba nang du rang gi snying gar de bzhin gshegs ba sku bsams nas zlos ba de ba phra 
BO_T02_D2663b-2:90b-8	de'i 'og tu dpa' bo chen po skabs su snying gar de bzhin gshegs pa'i skur bsams pa yang gsal btab ste /	de g tu dpa bo chen po skabs su snying gar de bzhin gshegs ba skur bsams ba yang gsal debs ste 
BO_T02_D2663b-2:90b-9	dbang chen la sogs pa'i dkyil 'khor gang yang rung ba bsams nas yan lag gsum du byas te zlos te de bas kyang phra'o //	dbang chen la sogs ba dkyil khor gang yang rung ba bsams nas yan lag gsum du byed te zlos te de ba kyang phra 
BO_T02_D2663b-2:90b-10	yi ge brgya pa'i skabs 'dir ni bdag nyid stong pa nyid kyi ting nge 'dzin la gnas nas snying po'i sgra tsam la dmigs nas yan lag gcig pur byas te zlos pas gong ma kun pas phra bar rig bar bya'o //	yi ge brgya ba skabs dir ni bdag nyid stong ba nyid kyi ting nge dzin la gnas nas snying po sgra tsam la dmigs nas yan lag gcig pur byed te zlos ba gong ma kun ba phra ba rig ba byed 
BO_T02_D2663b-2:90b-11	da la yi ge brgya po kun kyang kun du sangs rgyas pa yin yang yi ge aam du byin gyis brlab pa ste /	da la yi ge brgya po kun kyang kun du sangs rgya ba yin yang yi ge aam du byin gyis brlab ba ste 
BO_T02_D2663b-2:90b-12	de yang yi ge brgya pa 'byung ba'i rim par phye ba dang / sgra'i 'bras bu'i sbyor ba bstan pa'i rim par phye ba dang / yi ge brgya pa rnam par dgod pa sgrub pa'i rim par phye ba dang / bdag nyid bsgrub pa rim par phye ba dang /	de yang yi ge brgya ba byung ba rim ba byed ba dang sgra bras bu sbyor ba ston ba rim ba byed ba dang yi ge brgya ba rnam ba god ba sgrub ba rim ba byed ba dang bdag nyid sgrub ba rim ba byed ba dang 
BO_T02_D2663b-2:90b-13	rdzogs par byang chub pa'i ngo bo nyid bstan pa'i rim par phye pa ste /	rdzogs ba byang chub ba ngo bo nyid ston ba rim ba byed ba ste 
BO_T02_D2663b-2:90b-14	rim par phye ba lngas yi ge brgya pa bshad pa'i yan lag rdzogs par shes par bya'o //	rim ba byed ba lngas yi ge brgya ba chad ba yan lag rdzogs ba shes ba byed 
BO_T02_D2663b-2:91a-0	de la 'dir de nas yang bcom ldan 'das rnam par snang mdzad @91a * //	de la dir de nas yang joms ldan da rnam ba snang mdzad 
BO_T02_D2663b-2:91a-1	kyis thabs dang ldan pa'i 'khor 'dus pa la gzigs te zhes pa la sogs pas dang por yi ge brgya pa 'byung ba'i rim par phye ba bshad de /	kyis thabs dang ldan ba khor du ba la gzigs te zhes ba la sogs ba dang por yi ge brgya ba byung ba rim ba byed ba chad de 
BO_T02_D2663b-2:91a-2	de la yi ge brgya po ni aam zhes pa nyid kyi nang du 'dus par shes par bya ste /	de la yi ge brgya po ni aam zhes ba nyid kyi nang du du ba shes ba byed ste 
BO_T02_D2663b-2:91a-3	'dir klad kor ni nga dang nya dang na dang ma rnams kyi rang bzhin te /	dir klad kor ni nga dang nya dang na dang ma rnams kyi rang bzhin te 
BO_T02_D2663b-2:91a-4	ka sde ni nga'i rang bzhin du 'dus so //	ka sde ni nga rang bzhin du du so 
BO_T02_D2663b-2:91a-5	rtsa'i sde ni nya'i nang du 'dus so //	rtsa sde ni nya nang du du so 
BO_T02_D2663b-2:91a-6	ta'i sde ni na'i nang du 'dus so //	ta sde ni na nang du du so 
BO_T02_D2663b-2:91a-7	ta'i sde ni na'i nang du 'dus so //	ta sde ni na nang du du so 
BO_T02_D2663b-2:91a-8	pa'i sde ni ma'i nang du 'dus so //	ba sde ni ma nang du du so 
BO_T02_D2663b-2:91a-9	de ltar yi ge nyi shu dang rnam par shes pa'i rim par phye ba las bshad pa dang sbyar bas aa yang aam la 'dus la /	de ltar yi ge nyi shu dang rnam ba shes ba rim ba byed ba las chad ba dang sbyor ba aa yang aam la du la 
BO_T02_D2663b-2:91a-10	ri r'i dang li l'i ni ra dang la dngos so //	ri r dang li l ni ra dang la dngos so 
BO_T02_D2663b-2:91a-11	ya ni ai a'i'i nang du 'dus la ba ni au a'u'i nang du 'dus te /	ya ni ai a nang du du la ba ni au au nang du du te 
BO_T02_D2663b-2:91a-12	de ltar ya ra la wa rnams ni der 'dus so //	de ltar ya ra la wa rnams ni der du so 
BO_T02_D2663b-2:91a-13	aam la sogs pa gang dang ldan pas yi ge nyi shu lnga po rnams byang chub dang spyod pa dang kun du sangs rgyas pa dang mya ngan las 'das pa bzhi po la yi ge nyi shu rtsa lnga lnga la sbyar na brgya par 'gyur te /	aam la sogs ba gang dang ldan ba yi ge nyi shu lnga po rnams byang chub dang spyod ba dang kun du sangs rgya ba dang mya ngan las da ba bzhi po la yi ge nyi shu rtsa lnga lnga la sbyor na brgya ba gyur te 
BO_T02_D2663b-2:91a-14	yi ge de rnams gcig tu bsdus pa ni aa zhes pa ste aa ni shes bya dang shes pa gnyis ka stong pa'i mtshan nyid yin la klad kor yang stong pa'i mtshan nyid de /	yi ge de rnams gcig tu sdud ba ni aa zhes ba ste aa ni shes byed dang shes ba gnyis ka stong ba mtshan nyid yin la klad kor yang stong ba mtshan nyid de 
BO_T02_D2663b-2:91a-15	aa yi ge aa bzhi char yang de'i nang du 'dus pas aam de nyid bcom ldan 'das kun du sangs rgyas pa'i rang bzhin yi ge brgya pa zhes bya'o //	aa yi ge aa bzhi char yang de nang du du ba aam de nyid joms ldan da kun du sangs rgya ba rang bzhin yi ge brgya ba zhes byed 
BO_T02_D2663b-2:91a-16	nga dang nya dang na dang na dang ma rnams dang sha dang sha dang sa dang ha dang aa dang aam dang a'a:rnams ni ting nge 'dzin thams cad kyi dbang po yin pas 'dir yi ger mi bgrang ngo //	nga dang nya dang na dang na dang ma rnams dang sha dang sha dang sa dang ha dang aa dang aam dang aa:rnams ni ting nge dzin thams cad kyi dbang po yin ba dir yi ger mi bgrong ngo 
BO_T02_D2663b-2:91a-17	thams cad dang ldan pa'i 'khor 'dus pa la gzigs te zhes pa ni sngar bshad pa bzhin no //	thams cad dang ldan ba khor du ba la gzigs te zhes ba ni sngar chad ba bzhin no 
BO_T02_D2663b-2:91a-18	bstan pa don yod par grub par bzhengs nas zhes pa la bstan pa zhes pa ni gdul bya'i 'gro ba rnams la bslab pa'i phyir bstan pa zhes byas nas mdo sde la sogs pa thams cad la yod mod kyi skabs 'dir ni sngags kyi bstan pa la bya	ston ba don yod ba grub ba bzhengs nas zhes ba la ston ba zhes ba ni gdul byed gro ba rnams la bslab ba phyir ston ba zhes byed nas mdo sde la sogs ba thams cad la yod mod kyi skabs dir ni sngags kyi ston ba la byed 
BO_T02_D2663b-2:91a-19	ste / de yang bzlas pa'i grangs dang dus nges par bstan nas bsgrub par bya bar gong du bshad pa rnams ni /	ste de yang bzlas ba grangs dang dus nges ba ston nas sgrub ba byed ba gong du chad ba rnams ni 
BO_T02_D2663b-2:91a-20	gsang sngags grangs ni sum 'bum du //	gsang sngags grangs ni sum bum du 
BO_T02_D2663b-2:91b-0	phal cher ngas ni bshad pa dag / lus can sdig dang bral @91b ba yi //	phal cher ngas ni chad ba dag lus can sdig dang bral ba yi 
BO_T02_D2663b-2:91b-1	sngags pa rnam par dag pa la //	sngags ba rnam ba dag ba la 
BO_T02_D2663b-2:91b-2	bzlas brjod grangs 'di bstan pa ste //	bzlas rjod grangs di ston ba ste 
BO_T02_D2663b-2:91b-3	gzhan du bya ba ma yin no //	gzhan du byed ba ma yin no 
BO_T02_D2663b-2:91b-4	zhes 'byung bas sngon du grangs dang dus nges pa'i bsnyen pa byas kyang rgyu ma dag pa'i sems can rnams kyis mi 'grub pa yang srid da /	zhes byung ba sngon du grangs dang dus nges ba snyen ba byed kyang rgyu ma dag ba sems can rnams kyis mi grub ba yang srid da 
BO_T02_D2663b-2:91b-5	de dag ni gdon mi zab yin la /	de dag ni don mi zab yin la 
BO_T02_D2663b-2:91b-6	'dir ni gnas yongs su 'gyur ba'i mtshan ma 'byung gi bar du bzlas par gsungs pas mtshan ma 'byung ba de nyid grub pa ste /	dir ni gnas yongs su gyur ba mtshan ma byung gi ba du bzlas ba gsungs ba mtshan ma byung ba de nyid grub ba ste 
BO_T02_D2663b-2:91b-7	mtshan ma de byung nas mi 'grub pa mi srid pas gdon mi za bar zhes bya ste /	mtshan ma de byung nas mi grub ba mi srid ba don mi za ba zhes byed ste 
BO_T02_D2663b-2:91b-8	bcom ldan 'das bstan pa de grub par bzhengs nas gsang sngags thams cad kyi dbang phyug gsang sngags kyi mgon po gzi brjid kyi rgyal po gsungs so zhes sbyar ro //	joms ldan da ston ba de grub ba bzhengs nas gsang sngags thams cad kyi dbang phyug gsang sngags kyi mgon po gzi brjid kyi rgyal po gsungs so zhes sbyor ro 
