segmentnr	original	stemmed
BO_K01_D0007B_H0008:178b-10	btsun pa / dge slong gis dge slong ma smyon ma las gos bslangs te gos thob na; cir 'gyur /	btsun ba dge slong gis dge slong ma smyon ma las gos bslangs te gos thob na; cir gyur 
BO_K01_D0007B_H0008:178b-11	nyes byas su 'gyur ro //	nyes byed su gyur ro 
BO_K01_D0007B_H0008:178b-12	btsun pa / dge slong gis dge slong ma smyon ma la sogs pa la gos bslangs te gos thob na /	btsun ba dge slong gis dge slong ma smyon ma la sogs ba la gos bslangs te gos thob na 
BO_K01_D0007B_H0008:178b-13	cir 'gyur / thams cad nyes byas su 'gyur ro //	cir gyur thams cad nyes byed su gyur ro 
BO_K01_D0007B_H0008:178b-14	btsun pa / dge slong gis dge slong ma dge 'dun gyi dbyen bgyis pa dang / so sor gnas pa dang / nye bar phyogs pa dang / bslab pa stsal ba rnams las gos bslangs te gos thob na /	btsun ba dge slong gis dge slong ma dge dun gyi dbyen bgyid ba dang so sor gnas ba dang nye ba phyogs ba dang bslab ba stsal ba rnams las gos bslangs te gos thob na 
BO_K01_D0007B_H0008:179a-0	cir 'gyur / spang ba'i ltung bar @179a *//	cir gyur spong ba ltung ba 
BO_K01_D0007B_H0008:179a-1	'gyur ro // mdor na /	gyur ro mdor na 
BO_K01_D0007B_H0008:179a-2	mi rung ba dang bzhi ba gnyis //	mi rung ba dang bzhi ba gnyis 
BO_K01_D0007B_H0008:179a-3	bdun pa dang yang mtshan de bzhin //	bdun ba dang yang mtshan de bzhin 
BO_K01_D0007B_H0008:179a-4	dge slong dge slong ma de bzhin //	dge slong dge slong ma de bzhin 
BO_K01_D0007B_H0008:179a-5	sder gyur pa ni bsdus pa'o //	sder gyur ba ni sdud ba 
BO_K01_D0007B_H0008:179a-6	btsun pa / dge slong gis gnyen ma lags pa'i dge slong ma las gos bslangs kyang spang ba'i ltung bar mi 'gyur ba mchis sam /	btsun ba dge slong gis gnyen ma lags ba dge slong ma las gos bslangs kyang spong ba ltung ba mi gyur ba mchis sam 
BO_K01_D0007B_H0008:179a-7	au pa li /	au ba li 
BO_K01_D0007B_H0008:179a-8	yod de // ji ltar gos te rgyu rung bar gyur la spun mi rung ba dang / spun rung bar gyur la rgyu mi rung ba dang / gnyis ka mi rung bar gyur pa ste /	yod de ji ltar gos te rgyu rung ba gyur la spun mi rung ba dang spun rung ba gyur la rgyu mi rung ba dang gnyis ka mi rung ba gyur ba ste 
BO_K01_D0007B_H0008:179a-9	mi rung ba ni /	mi rung ba ni 
BO_K01_D0007B_H0008:179a-10	ba lang gi bal dang / rnga mo'i bal dang / ra'i bal dang / ri dvags kyi bal dang 'dres pa dang / thags su ma btags pa'i gos de 'dra ba zhig bslangs na /	ba lang gi bal dang rnga mo bal dang ra bal dang ri dvags kyi bal dang dre ba dang thags su ma dogs ba gos de dra ba jig bslangs na 
BO_K01_D0007B_H0008:179a-11	nyes byas so //	nyes byed so 
BO_K01_D0007B_H0008:179a-12	btsun pa / dge slong gis gnyen ma lags pa'i dge slong ma las gnyen ma lags par 'du shes te gos bslangs na /	btsun ba dge slong gis gnyen ma lags ba dge slong ma las gnyen ma lags ba du shes te gos bslangs na 
BO_K01_D0007B_H0008:179a-13	cir 'gyur spang ba'i ltung bar 'gyur ro //	cir gyur spong ba ltung ba gyur ro 
BO_K01_D0007B_H0008:179a-14	gnyen ma yin pa la gnyen yin par 'du shes na /	gnyen ma yin ba la gnyen yin ba du shes na 
BO_K01_D0007B_H0008:179a-15	nyes pa med do //	nyes ba med do 
BO_K01_D0007B_H0008:179a-16	gnyen la gnyen ma yin par 'du shes na /	gnyen la gnyen ma yin ba du shes na 
BO_K01_D0007B_H0008:179a-17	nyes byas su 'gyur ro //	nyes byed su gyur ro 
BO_K01_D0007B_H0008:179a-18	gnyen la gnyen du 'du shes na /	gnyen la gnyen du du shes na 
BO_K01_D0007B_H0008:179a-19	nyes pa med do //	nyes ba med do 
BO_K01_D0007B_H0008:179a-20	btsun pa / dge slong gis bsnyen par rdzogs pa'i dge slong ma la bsnyen par rdzogs par 'du shes te bslangs na /	btsun ba dge slong gis snyen ba rdzogs ba dge slong ma la snyen ba rdzogs ba du shes te bslangs na 
BO_K01_D0007B_H0008:179a-21	cir 'gyur / spang ba'i ltung bar 'gyur ro //	cir gyur spong ba ltung ba gyur ro 
BO_K01_D0007B_H0008:179a-22	bsnyen par rdzogs pa la bsnyen par rdzogs par 'du shes na /	snyen ba rdzogs ba la snyen ba rdzogs ba du shes na 
