segmentnr	original	folio	stemmed
BO_TZ45_BI-018:0	\u0f01\u0f83: da ki'i snyan brgyud zab mo las :	0	\u0f01\u0f83: da ki snyan brgyud zab mo las 
BO_TZ45_BI-018:1	phyugs nad srung ba'i 'khor lo zab mo god kha gcod pa'i man ngag bzhugs so :	0	phyugs nad srung ba khor lo zab mo god kha gcod ba man ngag bzhugs so 
BO_TZ45_BI-018:2	\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88 bdud 'dul mkha' 'gro'i tshhogs la phyag 'tshhal lo :	0	\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88 bdud dul mkha gro tshhogs la phyag tshhal lo 
BO_TZ45_BI-018:3	bdud 'dul mkha' 'gro'i las mtha':	0	bdud dul mkha gro las mtha: 
BO_TZ45_BI-018:4	phyugs nad glo gor tal ba sogs nad rims mtha' dag srung ba'i thabs ni :	0	phyugs nad glo gor tal ba sogs nad rims mtha dag srung ba thabs ni 
BO_TZ45_BI-018:5	'di la gnyis te 'khor lo dang rdzas so :	0	di la gnyis te khor lo dang rdzas so 
BO_TZ45_BI-018:6	dang po ni :	0	dang po ni 
BO_TZ45_BI-018:7	'khor lo ni dbus su mu khyud zlum po bya :	0	khor lo ni dbus su mu khyud zlum po byed 
BO_TZ45_BI-018:8	lte ba la ga bra tshhwa sra tri :	0	lte ba la ga bra tshhwa sra tri 
BO_TZ45_BI-018:9	de nyid bri :	0	de nyid bri 
BO_TZ45_BI-018:10	de'i mtha' skor du :	1	de mtha skor du 
BO_TZ45_BI-018:11	om sarba sa tu rbad ha ri ni sa hu~m phat:	1	om sarba sa tu rbod ha ri ni sa hu~m phat: 
BO_TZ45_BI-018:12	'chang ba po la gnag rta lug gsum 'go hon nya gor tal 'brum 'phar spyang gnod pa thams cad da ki seng gdong sde bzhis srungs shig rak+sha :zhes bya ba bri :	1	chang ba po la gnag rta lug gsum go hon nya gor tal brum phar spyang gnod ba thams cad da ki seng gdong sde bzhis srungs shig rak+sha :zhes byed ba bri 
BO_TZ45_BI-018:13	de rgyab rtshibs bzhi la :	1	de rgyab rtshibs bzhi la 
BO_TZ45_BI-018:14	om d+har seng ye rbad swa ha:	1	om d+har seng ye rbod swa ha: 
BO_TZ45_BI-018:15	srungs shig :ces bri :	1	srungs shig :ces bri 
BO_TZ45_BI-018:16	rtshibs mchan la :	1	rtshibs mchan la 
BO_TZ45_BI-018:17	om nir seng ye rbad b+h+yo zlog :	1	om nir seng ye rbod b+h+yo zlog 
BO_TZ45_BI-018:18	ces bri : de rgyab mu khyud la :	1	ces bri de rgyab mu khyud la 
BO_TZ45_BI-018:19	om sa tu rbad rbad chod chod dza dzi zhi rbad b+h+yo zlog :	1	om sa tu rbod rbod chod chod dza dzi zhi rbod b+h+yo zlog 
BO_TZ45_BI-018:20	mu khyud ma gang bar tshhar du thon bri :	2	mu khyud ma gang ba tshhar du thon bri 
BO_TZ45_BI-018:21	de rgyab mu khyud gnyis byas :	2	de rgyab mu khyud gnyis byed 
BO_TZ45_BI-018:22	nang ma la a li ka li ye d+harma bri :	2	nang ma la a li ka li ye d+harma bri 
BO_TZ45_BI-018:23	phyi ma la rdo rje me ri bri :	2	phyi ma la rdo rje me ri bri 
BO_TZ45_BI-018:24	de ltar pho 'khor mo 'khor gnyis byed :	2	de ltar pho khor mo khor gnyis byed 
BO_TZ45_BI-018:25	pho 'khor 'khor lo rtshibs can yig mgo phyir bstan :	2	pho khor khor lo rtshibs can yig mgo phyir ston 
BO_TZ45_BI-018:26	mo 'khor pad+ma 'dab bzhi bya :	2	mo khor pad+ma dab bzhi byed 
BO_TZ45_BI-018:27	yig mgo nang du bstan :	2	yig mgo nang du ston 
BO_TZ45_BI-018:28	de gnyis lte bar rdzas kyis khyab par byugs nas zhal sbyar :	2	de gnyis lte ba rdzas kyis khyab ba byug nas zhal sbyor 
BO_TZ45_BI-018:29	mdun gyi stegs bu la bzhag :	2	mdun gyi stegs bu la jog 
BO_TZ45_BI-018:30	mkha' 'gro gzhung ltar bsgom :	3	mkha gro gzhung ltar bsgom 
BO_TZ45_BI-018:31	gzhi bdag la dkar gtor 'bul :	3	gzhi bdag la dkar thor bul 
BO_TZ45_BI-018:32	phyugs nad zhi ba'i gsol ba gdab :	3	phyugs nad zhi ba gsol ba gdab 
BO_TZ45_BI-018:33	'khor lo mkha' 'gro sde lnga yab yum dngos su gsal :	3	khor lo mkha gro sde lnga yab yum dngos su gsal 
BO_TZ45_BI-018:34	yi ge bcu bzhi pa'i sham du 'di btags la zhag bdun bsnyen :	3	yi ge chu bzhi ba sham du di dogs la zhag bdun snyen 
BO_TZ45_BI-018:35	om d+har seng ye rbad swa ha:	3	om d+har seng ye rbod swa ha: 
BO_TZ45_BI-018:36	zhes srung 'khor de pho yi rwa g.yas :	3	zhes srung khor de pho yi rwa g.yas 
