segmentnr	original	stemmed
BO_T02_D1935a:58b-0	@58b # // rgya gar skad du /	rgya gar skad du 
BO_T02_D1935a:58b-1	krishna la n'a ri s'a dha na pro ta phul la ku mu d'a n'a ma /	krishna la na ri sa dha na pro ta bul la ku mu da na ma 
BO_T02_D1935a:58b-2	bod skad du /	bod skad du 
BO_T02_D1935a:58b-3	gshin rje'i dgra nag po'i sgrub pa'i thabs ku mu da kha bye ba zhes bya ba /	gshin rje dgra nag po sgrub ba thabs ku mu da kha bye ba zhes byed ba 
BO_T02_D1935a:58b-4	sangs rgyas la phyag 'tshal lo //	sangs rgya la phyag tshal lo 
BO_T02_D1935a:58b-5	'bar ba'i 'od zer phreng 'khrugs pas //	bar ba d zer phreng khrugs ba 
BO_T02_D1935a:58b-6	'gro ba'i mun sel gshin rje'i dgra //	gro ba mun sel gshin rje dgra 
BO_T02_D1935a:58b-7	rab snang btsun mo dga' mdzad la //	rab snang btsun mo dga mdzad la 
BO_T02_D1935a:58b-8	btud nas de yi sgrub thabs bshad //	dud nas de yi sgrub thabs chad 
BO_T02_D1935a:58b-9	dang po re zhig sngags pas stan bde ba la nye bar 'dug ste /	dang po re jig sngags ba stan bde ba la nye ba dug ste 
BO_T02_D1935a:58b-10	rang gi snying gar zla ba'i dkyil 'khor rnam par bsams la /	rang gi snying gar zla ba dkyil khor rnam ba bsams la 
BO_T02_D1935a:58b-11	de'i steng du yi ge yam sngon po blta'o //	de steng du yi ge yam sngon po lta 
BO_T02_D1935a:58b-12	de ma thag tu byams pa dang / snying rje dang / dga' ba dang btang snyoms rnam par bsgoms te /	de ma thag tu byams ba dang snying rje dang dga ba dang gtong snyom rnam ba sgom te 
BO_T02_D1935a:59a-0	de'i 'og tu snying ga'i yi ge yam las skyes pa'i 'od zer @59a * //	de g tu snying ga yi ge yam las skye ba d zer 
BO_T02_D1935a:59a-1	rnams kyis / bla ma dang sangs rgyas dang / byang chub sems dpa' thams cad dang / dpal gshin rje'i dgra nam mkha' la snang bar byas la /	rnams kyis bla ma dang sangs rgya dang byang chub sems dpa thams cad dang dpal gshin rje dgra nam mkha la snang ba byed la 
BO_T02_D1935a:59a-2	de rnams la mngon par 'dud pa dang / mchod pa dang mdun du sdig pa bshags pa dang / bsod nams la rjes su yi rang ba dang ; de yongs su bsngo ba dang / gsum la skyabs su 'gro ba dang / smon pa byang chub kyi sems bskyed pa dang /	de rnams la mngon ba dud ba dang mchod ba dang mdun du sdig ba chags ba dang bsod nams la rjes su yi rang ba dang de yongs su sngo ba dang gsum la skyob su gro ba dang smon ba byang chub kyi sems skyed ba dang 
BO_T02_D1935a:59a-3	rgyal ba'i lam la brten pa dang / 'jug pa byang chub tu sems bskyed pa dang / slar gtang ba'i bar du bsgrub po //	rgyal ba lam la rten ba dang jug ba byang chub tu sems skyed ba dang slar gtong ba ba du sgrub po 
BO_T02_D1935a:59a-4	de nas yang rnam par thar pa'i sgo gsum dran pas stong pa nyid bsgoms la /	de nas yang rnam ba thar ba sgo gsum dran ba stong ba nyid sgom la 
BO_T02_D1935a:59a-5	aom sh'u n+ya t'a dzny'a na badzra sva bh'a wa a'atma ko&amp; ham /	aom shu n+ya ta dznya na badzra sva bha wa aatma ko&amp; ham 
BO_T02_D1935a:59a-6	zhes bya ba'i sngags brjod de /	zhes byed ba sngags rjod de 
BO_T02_D1935a:59a-7	'di ni bsod nams dang ye shes kyi tshogs dpal gshin rje'i dgra skyed par byed pa'o //	di ni bsod nams dang ye shes kyi tshogs dpal gshin rje dgra skyed ba byed ba 
BO_T02_D1935a:59a-8	de bzhin du rang bzhin gyi lus dang ngag dang yid dag / aom a'a: h'um zhes pa'i yi ge gsum pha dang ma'i dbus na gnas pa steng du zla ba la gnas pa bsam mo //	de bzhin du rang bzhin gyi lus dang ngag dang yid dag aom aa: hum zhes ba yi ge gsum pha dang ma dbus na gnas ba steng du zla ba la gnas ba bsam mo 
BO_T02_D1935a:59a-9	mdun du nyi ma la gnas pa'i h'um nag po las byung ba'i rdo rje nga po 'bar ba las /	mdun du nyi ma la gnas ba hum nag po las byung ba rdo rje nga po bar ba las 
BO_T02_D1935a:59a-10	rdo rje'i sa gzhi dang dra ba dang gur rnams bsgom par bya zhing /	rdo rje sa gzhi dang dra ba dang gur rnams bsgom ba byed zhing 
BO_T02_D1935a:59a-11	bgegs med pa'i sems kyis dbus su sna tshogs padma dang zla ba la gnas pa'i rdo rje sems dpa' yongs su gyur pa las chos kyi 'byung gnas dbus na pam las byung ba'i padma sna tshogs dang / kham las byung ba'i sna tshogs rdo rje can bsams te /	bgegs med ba sems kyis dbus su sna tshogs padma dang zla ba la gnas ba rdo rje sems dpa yongs su gyur ba las chos kyi byung gnas dbus na pam las byung ba padma sna tshogs dang kham las byung ba sna tshogs rdo rje can bsams te 
BO_T02_D1935a:59a-12	de'i zla ba la yi ge bhr'um las byung ba'i 'khor lo rtsibs brgyad pa yi ge bhr'um gyis byin gyis brlabs pa'o //	de zla ba la yi ge bhrum las byung ba khor lo rtsibs brgyad ba yi ge bhrum gyis byin gyis brlabs ba 
BO_T02_D1935a:59a-13	de yongs su gyur pa las skyes pa'i rnam par snang mdzad rig ma dang bcas pa'i yan lag las byung ba'i khang pa brtsegs pa /	de yongs su gyur ba las skye ba rnam ba snang mdzad rig ma dang cha ba yan lag las byung ba khang ba brtsegs ba 
BO_T02_D1935a:59a-14	gru bzhi sgo bzhi pa /	gru bzhi sgo bzhi ba 
BO_T02_D1935a:59a-15	rta babs bzhi dang ldan pa /	rta bab bzhi dang ldan ba 
BO_T02_D1935a:59a-16	dra ba dang dra ba phyed pas mdzes pa /	dra ba dang dra ba phyed ba mdzes ba 
BO_T02_D1935a:59a-17	sna tshogs pa'i rgyan gnas pa /	sna tshogs ba rgyan gnas ba 
BO_T02_D1935a:59a-18	sna tshogs rdo rje la brten pa'i sna tshogs padma la zla ba dang nyi mas mnan pa bcu bdun gyis mdzes pa rnam par bsgom mo //	sna tshogs rdo rje la rten ba sna tshogs padma la zla ba dang nyi mas gnon ba chu bdun gyis mdzes ba rnam ba bsgom mo 
BO_T02_D1935a:59a-19	de'i dbus su zla ba'i gdan la gnas pa'i yi ge gsum la gzigs nas byon pa'i sangs rgyas rnams /	de dbus su zla ba gdan la gnas ba yi ge gsum la gzigs nas byon ba sangs rgya rnams 
BO_T02_D1935a:59a-20	dbyangs bcu drug dang ya ra la wa da dha lhag pa'i gsal byed bzhi bcu'i gzugs nyis 'gyur du byas pa byon nas /	dbyangs chu drug dang ya ra la wa da dha lhag ba gsal byed bzhi chu gzugs nyis gyur du byed ba byon nas 
BO_T02_D1935a:59b-0	@59b rim pa bzhin 'og dang steng du zla ba gnyis su gyur par bya ba ni /	rim ba bzhin g dang steng du zla ba gnyis su gyur ba byed ba ni 
BO_T02_D1935a:59b-1	me long lta bu'i ye shes so //	me long lta bu ye shes so 
BO_T02_D1935a:59b-2	zla ba gnyis dang yi ge gsum 'dres pas gang ba'i zla ba gsum du gyur pa ni mnyam pa nyid do //	zla ba gnyis dang yi ge gsum dre ba gang ba zla ba gsum du gyur ba ni mnyam ba nyid do 
BO_T02_D1935a:59b-3	de yongs su gyur pa las yi ge h'um dkar pos mtshan pa'i rdo rje bsams te /	de yongs su gyur ba las yi ge hum dkar pos mtshan ba rdo rje bsams te 
BO_T02_D1935a:59b-4	aom badzra a'atma ko&amp; ham /	aom badzra aatma ko&amp; ham 
BO_T02_D1935a:59b-5	zhes ngar 'dzin pa ni so sor rtog pa'o //	zhes ngar dzin ba ni so sor rtogs ba 
BO_T02_D1935a:59b-6	yi ge h'um las byung ba'i de bzhin gshegs pa rnams kyis sems can thams cad de bzhin gshegs par byas te /	yi ge hum las byung ba de bzhin gshegs ba rnams kyis sems can thams cad de bzhin gshegs ba byed te 
BO_T02_D1935a:59b-7	yi ge h'um gi nang du son pa dang / aom ya th'a sarba ta th'a ga t'a ta th'a aa ham /	yi ge hum gi nang du son ba dang aom ya tha sarba ta tha ga ta ta tha aa ham 
BO_T02_D1935a:59b-8	zhes nga rgyal bya ba ni bya ba grub pa'o ;	zhes nga rgyal byed ba ni byed ba grub ba 
BO_T02_D1935a:59b-9	/ yi ge h'um las byung ba'i 'od zer rnams kyis rdo rje sems dpa'i gzugs dang ldan pa'i de bzhin gshegs pa rnams bskul te /	yi ge hum las byung ba d zer rnams kyis rdo rje sems dpa gzugs dang ldan ba de bzhin gshegs ba rnams skul te 
BO_T02_D1935a:59b-10	h'um la zhugs pa dang h'um dang rdo rjer bcas pa yongs su gyur pa las byung ba'i rdo rje sems dpa' khro ba sgeg pa'i nyams can /	hum la jug ba dang hum dang rdo rjer cha ba yongs su gyur ba las byung ba rdo rje sems dpa khro ba sgeg ba nyams can 
BO_T02_D1935a:59b-11	g-yas brkyang ba /	g-yas rkyong ba 
BO_T02_D1935a:59b-12	rtsa ba'i zhal dang sku thams cad dkar ba /	rtsa ba zhal dang sku thams cad dkar ba 
BO_T02_D1935a:59b-13	zhal g-yas g-yon sngo ba dang dmar ba /	zhal g-yas g-yon sngo ba dang dmar ba 
BO_T02_D1935a:59b-14	phyag dang po g-yas dang g-yon gyis gri gug dang thod pa 'dzin pas rang dang 'dra ba'i shes rab ma la 'khyud pa /	phyag dang po g-yas dang g-yon gyis gri gug dang thod ba dzin ba rang dang dra ba shes rab ma la khyud ba 
BO_T02_D1935a:59b-15	phyag lhag ma rnams ni rdo rje dang ral gri dang / 'khor lo dang padma bsnams pa /	phyag lhag ma rnams ni rdo rje dang ral gri dang khor lo dang padma snom ba 
BO_T02_D1935a:59b-16	dbu rgyan du mi bskyod pas mnan pa /	dbu rgyan du mi skyod ba gnon ba 
BO_T02_D1935a:59b-17	'di ltar bdag nyid bsgom pa ni chos kyi dbyings rnam par dag pa'o //	di ltar bdag nyid bsgom ba ni chos kyi dbyings rnam ba dag ba 
BO_T02_D1935a:59b-18	'di ni dpal gshin rje'i dgra sgo ngar 'jug pa rab tu bsgom pa'o //	di ni dpal gshin rje dgra sgo ngar jug ba rab tu bsgom ba 
BO_T02_D1935a:59b-19	de nas rang gi ye shes sems dpa'i sa bon las byung ba'i 'od zer gyis 'gro ba thams cad sangs rgyas su byas pa drangs te /	de nas rang gi ye shes sems dpa sa bon las byung ba d zer gyis gro ba thams cad sangs rgya su byed ba drangs te 
BO_T02_D1935a:59b-20	rang gi lus la gzhug go //	rang gi lus la jug go 
BO_T02_D1935a:59b-21	de'i 'og tu yi ge gsum pha dang ma'i dbus na gnas pa dri za'i sems can lta bur rang gi kha nas zhugs te /	de g tu yi ge gsum pha dang ma dbus na gnas ba dri za sems can lta bur rang gi kha nas jug te 
BO_T02_D1935a:59b-22	byang chub kyi sems kyi rnam pa rdo rje'i lam nas byung ste /	byang chub kyi sems kyi rnam ba rdo rje lam nas byung ste 
BO_T02_D1935a:59b-23	rang gi rig ma'i padmar lhung ba dang / de las byung ba'i 'od zer dmar pos de la reg pas rig ma 'dod chags chen pos zhu zhing /	rang gi rig ma padmar lhung ba dang de las byung ba d zer dmar pos de la reg ba rig ma dod chags chen pos ju zhing 
BO_T02_D1935a:59b-24	bcom ldan 'das kyang zhu bar blta'o //	joms ldan da kyang ju ba lta 
BO_T02_D1935a:59b-25	zhu ba'i sgo nga las byung ba'i tsa rtsi k'a la sogs pa bzhi rang rang gi stan la 'khod pas /	ju ba sgo nga las byung ba tsa rtsi ka la sogs ba bzhi rang rang gi stan la khod ba 
