segmentnr	original	stemmed
BO_K02_D0008-5_H0009-5:284b-6	dper na / nam mkha'i tshad ni /	dper na nam mkha tshad ni 
BO_K02_D0008-5_H0009-5:284b-7	dmigs su med do //	dmigs su med do 
BO_K02_D0008-5_H0009-5:284b-8	koo shi ka /	koo chi ka 
BO_K02_D0008-5_H0009-5:284b-9	de bzhin du rang bzhin stong pa nyid kyi tshad kyang dmigs su med de /	de bzhin du rang bzhin stong ba nyid kyi tshad kyang dmigs su med de 
BO_K02_D0008-5_H0009-5:284b-10	nam mkha' tshad med pa'i phyir rang bzhin stong pa nyid tshad med do //	nam mkha tshad med ba phyir rang bzhin stong ba nyid tshad med do 
BO_K02_D0008-5_H0009-5:284b-11	rang bzhin stong pa nyid tshad med pa'i phyir shes rab kyi pha rol tu phyin pa tshad med do //	rang bzhin stong ba nyid tshad med ba phyir shes rab kyi pha rol tu phyin ba tshad med do 
BO_K02_D0008-5_H0009-5:284b-12	koo shi ka /	koo chi ka 
BO_K02_D0008-5_H0009-5:284b-13	chos thams cad stong pa nyid tshad med pa'i phyir byang chub sems dpa' sems dpa' chen po rnams kyi pha rol tu phyin pa 'di tshad med pa ste /	chos thams cad stong ba nyid tshad med ba phyir byang chub sems dpa sems dpa chen po rnams kyi pha rol tu phyin ba di tshad med ba ste 
BO_K02_D0008-5_H0009-5:284b-14	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K02_D0008-5_H0009-5:284b-15	koo shi ka /	koo chi ka 
BO_K02_D0008-5_H0009-5:284b-16	de ni / 'di ltar chos thams cad stong pa nyid kyi tshad ni /	de ni di ltar chos thams cad stong ba nyid kyi tshad ni 
BO_K02_D0008-5_H0009-5:284b-17	dmigs su med do //	dmigs su med do 
BO_K02_D0008-5_H0009-5:284b-18	koo shi ka /	koo chi ka 
BO_K02_D0008-5_H0009-5:284b-19	'di lta ste /	di lta ste 
BO_K02_D0008-5_H0009-5:284b-20	dper na / nam mkha'i tshad ni /	dper na nam mkha tshad ni 
BO_K02_D0008-5_H0009-5:284b-21	dmigs su med do //	dmigs su med do 
BO_K02_D0008-5_H0009-5:284b-22	koo shi ka de bzhin du chos thams cad stong pa nyid kyi tshad kyang dmigs su med de /	koo chi ka de bzhin du chos thams cad stong ba nyid kyi tshad kyang dmigs su med de 
BO_K02_D0008-5_H0009-5:284b-23	nam mkha' tshad med pa'i phyir chos thams cad stong pa nyid tshad med do //	nam mkha tshad med ba phyir chos thams cad stong ba nyid tshad med do 
BO_K02_D0008-5_H0009-5:284b-24	chos thams cad stong pa nyid tshad med pa'i phyir shes rab kyi pha rol tu phyin pa tshad med do //	chos thams cad stong ba nyid tshad med ba phyir shes rab kyi pha rol tu phyin ba tshad med do 
BO_K02_D0008-5_H0009-5:284b-25	koo shi ka /	koo chi ka 
BO_K02_D0008-5_H0009-5:284b-26	rang gi mtshan nyid stong pa nyid tshad med pa'i phyir byang chub sems dpa' sems dpa' chen po rnams kyi pha rol tu phyin pa 'di tshad med pa ste /	rang gi mtshan nyid stong ba nyid tshad med ba phyir byang chub sems dpa sems dpa chen po rnams kyi pha rol tu phyin ba di tshad med ba ste 
BO_K02_D0008-5_H0009-5:284b-27	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K02_D0008-5_H0009-5:284b-28	koo shi ka /	koo chi ka 
BO_K02_D0008-5_H0009-5:284b-29	de ni / 'di ltar rang gi mtshan nyid stong pa nyid kyi tshad ni /	de ni di ltar rang gi mtshan nyid stong ba nyid kyi tshad ni 
BO_K02_D0008-5_H0009-5:284b-30	dmigs su med do //	dmigs su med do 
BO_K02_D0008-5_H0009-5:284b-31	koo shi ka /	koo chi ka 
BO_K02_D0008-5_H0009-5:284b-32	'di lta ste /	di lta ste 
BO_K02_D0008-5_H0009-5:284b-33	dper na / nam mkha'i tshad ni /	dper na nam mkha tshad ni 
BO_K02_D0008-5_H0009-5:284b-34	dmigs su med do //	dmigs su med do 
BO_K02_D0008-5_H0009-5:284b-35	koo shi ka /	koo chi ka 
BO_K02_D0008-5_H0009-5:285a-0	de bzhin @285a *//	de bzhin 
BO_K02_D0008-5_H0009-5:285a-1	du rang gi mtshan nyid stong pa nyid kyi tshad kyang dmigs su med de /	du rang gi mtshan nyid stong ba nyid kyi tshad kyang dmigs su med de 
BO_K02_D0008-5_H0009-5:285a-2	nam mkha' tshad med pa'i phyir rang gi mtshan nyid stong pa nyid tshad med do //	nam mkha tshad med ba phyir rang gi mtshan nyid stong ba nyid tshad med do 
BO_K02_D0008-5_H0009-5:285a-3	rang gi mtshan nyid stong pa nyid tshad med pa'i phyir shes rab kyi pha rol tu phyin pa tshad med do //	rang gi mtshan nyid stong ba nyid tshad med ba phyir shes rab kyi pha rol tu phyin ba tshad med do 
BO_K02_D0008-5_H0009-5:285a-4	koo shi ka /	koo chi ka 
BO_K02_D0008-5_H0009-5:285a-5	mi dmigs pa stong pa nyid tshad med pa'i phyir byang chub sems dpa' sems dpa' chen po rnams kyi pha rol tu phyin pa 'di tshad med pa ste /	mi dmigs ba stong ba nyid tshad med ba phyir byang chub sems dpa sems dpa chen po rnams kyi pha rol tu phyin ba di tshad med ba ste 
BO_K02_D0008-5_H0009-5:285a-6	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K02_D0008-5_H0009-5:285a-7	koo shi ka /	koo chi ka 
BO_K02_D0008-5_H0009-5:285a-8	de ni / 'di ltar mi dmigs pa stong pa nyid kyi tshad ni /	de ni di ltar mi dmigs ba stong ba nyid kyi tshad ni 
BO_K02_D0008-5_H0009-5:285a-9	dmigs su med do //	dmigs su med do 
BO_K02_D0008-5_H0009-5:285a-10	koo shi ka /	koo chi ka 
BO_K02_D0008-5_H0009-5:285a-11	'di lta ste /	di lta ste 
BO_K02_D0008-5_H0009-5:285a-12	dper na / nam mkha'i tshad ni dmigs su med do //	dper na nam mkha tshad ni dmigs su med do 
BO_K02_D0008-5_H0009-5:285a-13	koo shi ka /	koo chi ka 
BO_K02_D0008-5_H0009-5:285a-14	de bzhin du mi dmigs pa stong pa nyid kyi tshad kyang dmigs su med de /	de bzhin du mi dmigs ba stong ba nyid kyi tshad kyang dmigs su med de 
BO_K02_D0008-5_H0009-5:285a-15	nam mkha' tshad med pa'i phyir mi dmigs pa stong pa nyid tshad med do //	nam mkha tshad med ba phyir mi dmigs ba stong ba nyid tshad med do 
BO_K02_D0008-5_H0009-5:285a-16	mi dmigs pa stong pa nyid tshad med pa'i phyir shes rab kyi pha rol tu phyin pa tshad med do //	mi dmigs ba stong ba nyid tshad med ba phyir shes rab kyi pha rol tu phyin ba tshad med do 
BO_K02_D0008-5_H0009-5:285a-17	koo shi ka /	koo chi ka 
BO_K02_D0008-5_H0009-5:285a-18	dngos po med pa stong pa nyid tshad med pa'i phyir byang chub sems dpa' sems dpa' chen po rnams kyi pha rol tu phyin pa 'di tshad med pa ste /	dngos po med ba stong ba nyid tshad med ba phyir byang chub sems dpa sems dpa chen po rnams kyi pha rol tu phyin ba di tshad med ba ste 
BO_K02_D0008-5_H0009-5:285a-19	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K02_D0008-5_H0009-5:285a-20	koo shi ka /	koo chi ka 
BO_K02_D0008-5_H0009-5:285a-21	de ni / 'di ltar dngos po med pa stong pa nyid kyi tshad ni /	de ni di ltar dngos po med ba stong ba nyid kyi tshad ni 
BO_K02_D0008-5_H0009-5:285a-22	dmigs su med do //	dmigs su med do 
BO_K02_D0008-5_H0009-5:285a-23	koo shi ka /	koo chi ka 
BO_K02_D0008-5_H0009-5:285a-24	'di lta ste /	di lta ste 
BO_K02_D0008-5_H0009-5:285a-25	dper na / nam mkha'i tshad ni /	dper na nam mkha tshad ni 
BO_K02_D0008-5_H0009-5:285a-26	dmigs su med do //	dmigs su med do 
BO_K02_D0008-5_H0009-5:285a-27	koo shi ka /	koo chi ka 
BO_K02_D0008-5_H0009-5:285a-28	de bzhin du dngos po med pa stong pa nyid kyi tshad kyang dmigs su med de /	de bzhin du dngos po med ba stong ba nyid kyi tshad kyang dmigs su med de 
BO_K02_D0008-5_H0009-5:285a-29	nam mkha' tshad med pa'i phyir dngos po med pa stong pa nyid tshad med do //	nam mkha tshad med ba phyir dngos po med ba stong ba nyid tshad med do 
BO_K02_D0008-5_H0009-5:285b-0	dngos po @285b med pa stong pa nyid tshad med pa'i phyir shes rab kyi pha rol tu phyin pa tshad med do //	dngos po med ba stong ba nyid tshad med ba phyir shes rab kyi pha rol tu phyin ba tshad med do 
BO_K02_D0008-5_H0009-5:285b-1	koo shi ka /	koo chi ka 
BO_K02_D0008-5_H0009-5:285b-2	ngo bo nyid stong pa nyid tshad med pa'i phyir byang chub sems dpa' sems dpa' chen po rnams kyi pha rol tu phyin pa 'di tshad med pa ste /	ngo bo nyid stong ba nyid tshad med ba phyir byang chub sems dpa sems dpa chen po rnams kyi pha rol tu phyin ba di tshad med ba ste 
BO_K02_D0008-5_H0009-5:285b-3	de ci'i phyir zhe na /	de ci phyir zhe na 
