segmentnr	original	stemmed
BO_T16_D4420b:134a-59	zhes pa la rnam dbye sogs phyis /	zhes ba la rnam byed sogs byid 
BO_T16_D4420b:134a-60	kapa / pa rjes 'brel /	kapa ba rjes brel 
BO_T16_D4420b:134b-0	gong du de phan ma yin pa'i la sha @134b ku zhes pa byung bas de phan gyi ka yin pas mi dbyi /	gong du de phan ma yin ba la sha ku zhes ba byung ba de phan gyi ka yin ba mi byid 
BO_T16_D4420b:134b-1	b++y'u dho raska:/ de bzhin du /	b++yu dho de bzhin du 
BO_T16_D4420b:134b-2	pri ya:sarbi:ya sya /	pri ya:sarbi:ya sya 
BO_T16_D4420b:134b-3	zhes pa la /	zhes ba la 
BO_T16_D4420b:134b-4	pri ya sarpishka:/ ain:stri y'am /	pri ya ain:stri y 
BO_T16_D4420b:134b-5	ain las bud med la'o //	ain las bud med la 
BO_T16_D4420b:134b-6	'bru mang po'i bsdu ba'i mtha' ain mtha' can las bud med du brjod pa na ka ba rkyen du 'gyur te /	bru mang po sdud ba mtha ain mtha can las bud med du rjod ba na ka ba rkyen du gyur te 
BO_T16_D4420b:134b-7	ba hu dandi na:yasmin de she /	ba hu dandi na:yasmin de she 
BO_T16_D4420b:134b-8	zhes pa la /	zhes ba la 
BO_T16_D4420b:134b-9	rnam dbye (zang rnam par rgyas pa/) rjes 'brel sogs (gang gi dga' ba mar gsar/) phyis /	rnam byed (zang rnam ba rgya rjes brel sogs (gang gi dga ba mar byid 
BO_T16_D4420b:134b-10	kapa byin (dga' ba mar gsar/) pa rjes 'brel /	kapa byin (dga ba mar ba rjes brel 
BO_T16_D4420b:134b-11	ming mtha'i na dbyi bos na phyis /	ming mtha na byid bod na byid 
BO_T16_D4420b:134b-12	d'ap byin / ba hu dandi k'a /	dap byin ba hu dandi ka 
BO_T16_D4420b:134b-13	na ka pi /	na ka pi 
BO_T16_D4420b:134b-14	kapa la ma yin no //	kapa la ma yin no 
BO_T16_D4420b:134b-15	spyir btang (gang la dbyug pa can mang po'i yul/) ka pha rol la aan gyi thung ngu'o zhes pas rkyen ka yig pha rol la aan so sor bsdu ba'i aatsa ring po rnams thung ngur 'gyur yang dmigs bsal rkyen kapa la thung ngur 'gyur ba ma yin te	spyir gtong (gang la dbyug ba can mang po ka pha rol la aan gyi thung ngu zhes ba rkyen ka yig pha rol la aan so sor sdud ba aatsa ring po rnams thung ngur gyur yang dmigs bsal rkyen kapa la thung ngur gyur ba ma yin te 
BO_T16_D4420b:134b-16	/ ba hu lakshmya: (dbyug pa can ma mang po/) yasmin de she /	ba hu lakshmya: (dbyug ba can ma mang yasmin de she 
BO_T16_D4420b:134b-17	zhes pa la /	zhes ba la 
BO_T16_D4420b:134b-18	rnam dbye sogs bsdus /	rnam byed sogs sdud 
BO_T16_D4420b:134b-19	na d'i rita mtha' dag la'ang ngos kapa /	na d rita mtha dag la ngos kapa 
BO_T16_D4420b:134b-20	mdo 'dis thung ngur mi 'gyur /	mdo dis thung ngur mi gyur 
BO_T16_D4420b:134b-21	ba hu lakshm'i k'a /	ba hu lakshm ka 
BO_T16_D4420b:134b-22	she sh'a dvi bh'a sh'a /	she sha dvi bha sha 
BO_T16_D4420b:134b-23	lhag ma las 'dam ka'o //	lhag ma las dam ka 
BO_T16_D4420b:134b-24	sngar bshad zin pa bud med du brjod par ma (gang la phun sum tshogs pa mang po'i yul/) zad lhag ma ste mdo 'di nas bzung bud med du brjod pa dang bud med du brjod pa ma yin pa la'ang kapa ster ba dang mi ster ba 'dam ka	sngar chad zin ba bud med du rjod ba ma (gang la phun sum tshogs ba mang po zad lhag ma ste mdo di nas bzung bud med du rjod ba dang bud med du rjod ba ma yin ba la kapa ster ba dang mi ster ba dam ka 
BO_T16_D4420b:134b-25	can du bya ste /	can du byed ste 
BO_T16_D4420b:134b-26	(dpal mo mang po/) ba hu dandi na:yasmin de she /	(dpal mo mang ba hu dandi na:yasmin de she 
BO_T16_D4420b:134b-27	zhes pa la rnam dbye sogs bsdus /	zhes ba la rnam byed sogs sdud 
BO_T16_D4420b:134b-28	kapa 'dam ka can du byas pas /	kapa dam ka can du byed ba 
BO_T16_D4420b:134b-29	ba hu dandi ka:/	ba hu dandi 
BO_T16_D4420b:134b-30	yang na / ba hu d'andi /	yang na ba hu dandi 
BO_T16_D4420b:134b-31	a'a po&amp; n+ya ta ra syam /	aa po&amp; n+ya ta ra syam 
BO_T16_D4420b:134b-32	a'a pa kyi yang na'o //	aa ba kyi yang na 
BO_T16_D4420b:134b-33	spyir btang rkyen kapa pha rol la aan thung ngur mi 'gyur bar bshad kyang /	spyir gtong rkyen kapa pha rol la aan thung ngur mi gyur ba chad kyang 
BO_T16_D4420b:134b-34	de'i dmigs bsal (gang la dbyug pa can mang po'i yul/) rkyen kapa pha rol la a'apa mtha' can thung ngur yang (dbyug pa can mang po /	de dmigs bsal (gang la dbyug ba can mang po rkyen kapa pha rol la aapa mtha can thung ngur yang (dbyug ba can mang po 
BO_T16_D4420b:134b-35	dbyug pa can mang po /	dbyug ba can mang po 
BO_T16_D4420b:134b-36	dandi la su ain ha na sogs kyis na ring po /	dandi la su ain ha na sogs kyis na ring po 
BO_T16_D4420b:134b-37	ming mtha'i na hal sogs kyis su phyis pa'o//) na 'gyur te /	ming mtha na hal sogs kyis su byid na gyur te 
BO_T16_D4420b:134b-38	ba hu m'a l'a ya sya /	ba hu ma la ya sya 
BO_T16_D4420b:134b-39	(gang gi phreng ba mang po ma/) zhes pa la /	(gang gi phreng ba mang po zhes ba la 
BO_T16_D4420b:134b-40	rnam dbye sogs phyis /	rnam byed sogs byid 
BO_T16_D4420b:134b-41	lhag ma las 'dam ka 'os /	lhag ma las dam ka s 
BO_T16_D4420b:134b-42	kapa yang na bar byas byin pa'i phyogs la mdo 'dis thung ngur 'gyur ram mi 'gyur ba yang na bar byas pas /	kapa yang na ba byed byin ba phyogs la mdo dis thung ngur gyur ram mi gyur ba yang na ba byed ba 
BO_T16_D4420b:135a-0	ba hu m'a la ka:/...(phreng ba mang po/)...ba hu m'a l'a @135a * //	ba hu ma la ba mang hu ma la 
BO_T16_D4420b:135a-1	ka:/ bahu m'a la:/	bahu ma 
BO_T16_D4420b:135a-2	yang 'grel par /	yang grel ba 
BO_T16_D4420b:135a-3	a'ap mtha' can ma yin kyang a'a yig mtha' can kapa pha rol la yang na thung ngur 'gyur ro zhes bshad pas /	aap mtha can ma yin kyang aa yig mtha can kapa pha rol la yang na thung ngur gyur ro zhes chad ba 
BO_T16_D4420b:135a-4	su so ma p'a ya sy'a soo /	su so ma pa ya sya soo 
BO_T16_D4420b:135a-5	zhes pa la /	zhes ba la 
BO_T16_D4420b:135a-6	rnam dbye dbyi ba sogs gong ltar bsgrubs pas /	rnam byed byid ba sogs gong ltar sgrub ba 
BO_T16_D4420b:135a-7	su so ma paka:/	su so ma 
BO_T16_D4420b:135a-8	su soma p'a ka:/	su soma pa 
BO_T16_D4420b:135a-9	su so ma p'a /	su so ma pa 
BO_T16_D4420b:135a-10	(phreng ba mang po/) na sam dzny'a y'am /	(phreng ba mang na sam dznya y 
BO_T16_D4420b:135a-11	ming la ma yin no //	ming la ma yin no 
BO_T16_D4420b:135a-12	dngos po gang gi 'ang ming brjod pa la 'bru mang po'i bsdu ba'i mtha' la ka pa 'gyur ba ma yin (gang gi legs par zhi ba 'thung ba 'di/) te /	dngos po gang gi mang ming rjod ba la bru mang po sdud ba mtha la ka ba gyur ba ma yin (gang gi legs ba zhi ba thung ba te 
BO_T16_D4420b:135a-13	bi shva sya de b'a:aa sya /	bi shva sya de ba:aa sya 
BO_T16_D4420b:135a-14	zhes pa la /	zhes ba la 
BO_T16_D4420b:135a-15	rjes (legs par zhi ba 'thung ba/) 'brel (legs par zhi ba 'thung ba /	rjes (legs ba zhi ba thung brel (legs ba zhi ba thung ba 
BO_T16_D4420b:135a-16	legs par zhi ba 'thung/) sogs phyis kapa mi 'jug / bi shva de ba:/	legs ba zhi ba sogs byid kapa mi jug bi shva de 
BO_T16_D4420b:135a-17	a'i ya sashtsa /	a ya sashtsa 
BO_T16_D4420b:135a-18	a'i yas kyi'ang ngo //	a yas kyi ngo 
BO_T16_D4420b:135a-19	rkyen a'i yas sbyor ba'i rtags la yang 'bru mang po'i bsdu ba'i mtha' las kapa (sna tshogs kyi lha 'di/) 'gyur ba ma yin te /	rkyen a yas sbyor ba rtags la yang bru mang po sdud ba mtha las kapa (sna tshogs kyi lha gyur ba ma yin te 
BO_T16_D4420b:135a-20	ba ha ba:shre y'am sa:aa sya /	ba ha ba:shre y sa:aa sya 
BO_T16_D4420b:135a-21	zhes pa la /	zhes ba la 
BO_T16_D4420b:135a-22	rnam dbye sogs phyis /	rnam byed sogs byid 
BO_T16_D4420b:135a-23	kapa mi 'jug /	kapa mi jug 
BO_T16_D4420b:135a-24	ba hu shre y'a na /	ba hu shre ya na 
BO_T16_D4420b:135a-25	bandi te (sna tshogs lha/) bhr'a tu:/	bandi te (sna tshogs bhra 
BO_T16_D4420b:135a-26	bstod pa la bhr'a tri yi'o //	bstod ba la bhra tri yi 
BO_T16_D4420b:135a-27	bstod pa'i sgra don brjod pa'i bhr'a tri las 'bru mang po'i bsdu ba'i mtha' la kapa mi 'jug ste /	bstod ba sgra don rjod ba bhra tri las bru mang po sdud ba mtha la kapa mi jug ste 
BO_T16_D4420b:135a-28	su bhr'a t'a ya sya /	su bhra ta ya sya 
BO_T16_D4420b:135a-29	rnam dbye (dge ba mang po 'di/) sogs phyis /	rnam byed (dge ba mang po sogs byid 
BO_T16_D4420b:135a-30	kapa (shre ya su la su auka 'gro ba sogs kyis num au de'i don au pa dh'a ring po brtsegs pa'i mtha' dbyi 'os /	kapa (shre ya su la su auka gro ba sogs kyis num au de don au ba dha ring po brtsegs ba mtha byid s 
BO_T16_D4420b:135a-31	sa phyis / hal sogs kyis su phyis /	sa byid hal sogs kyis su byid 
BO_T16_D4420b:135a-32	dpal mang po/) mi 'jug /	dpal mang mi jug 
BO_T16_D4420b:135a-33	su bhr'a t'a /	su bhra ta 
BO_T16_D4420b:135a-34	bstod pa'i don ma yin na kapa 'gyur te /	bstod ba don ma yin na kapa gyur te 
BO_T16_D4420b:135a-35	m'urkho bhr'a t'a ya sya /	murkho bhra ta ya sya 
BO_T16_D4420b:135a-36	zhes (gang gi spun zla bzang po/) pa la /	zhes (gang gi spun zla bzang ba la 
BO_T16_D4420b:135a-37	rnam dbye sogs phyis /	rnam byed sogs byid 
BO_T16_D4420b:135a-38	ka pa byin /	ka ba byin 
BO_T16_D4420b:135a-39	m'urkha bhr'a tri ka:/	murkha bhra tri 
BO_T16_D4420b:135a-40	sarba n'a ma sam khya yo:sarba n'a ma grangs dag gi'o //	sarba na ma sam khya yo:sarba na ma grangs dag gi 
BO_T16_D4420b:135a-41	'bru mang po'i bsdu ba la sarba sogs dang grangs kyi sgra rnams ni rtags (spun zla bzang/) gnyis sam gsum sogs gang yod (gang gi spun zla glen pa/) kyang rtags de dag gi sngon du 'jog ste /	bru mang po sdud ba la sarba sogs dang grangs kyi sgra rnams ni rtags (spun zla gnyis sam gsum sogs gang yod (gang gi spun zla glen kyang rtags de dag gi sngon du jog ste 
BO_T16_D4420b:135a-42	sarbba shve to bidya te ya sy'a soo /	sarbba shve to bidya te ya sya soo 
BO_T16_D4420b:135a-43	zhes (spun zla glen pa/) pa la /	zhes (spun zla glen ba la 
BO_T16_D4420b:135a-44	sarba shve ta:/ (thams cad dkar po/) de bzhin du /	sarba shve (thams cad dkar de bzhin du 
BO_T16_D4420b:135a-45	dvoo shu kloo bi dya te la sya /	dvoo shu kloo bi dya te la sya 
BO_T16_D4420b:135a-46	(gang gi gnyis dag dkar po/) zhes pa la /	(gang gi gnyis dag dkar zhes ba la 
BO_T16_D4420b:135a-47	dvi shukla:/ (dkar po gnyis/) nendv'a di bhya:/	dvi (dkar po nendva di 
BO_T16_D4420b:135a-48	aindu sogs rnams las ma yin no //	aindu sogs rnams las ma yin no 
BO_T16_D4420b:135b-0	spyir btang 'bru mang po'i bsdu (gang gi thams cad dkar por yod pa 'di/) @135b ba'i skabs 'dir tshig sbyor gyi skabs rnam dbye bdun pa thob pa tshig gral bsgrigs kyi phyi ma la yod na bsdu ba tshar nas sngon du 'jog dgos kyang /	spyir gtong bru mang po sdud (gang gi thams cad dkar por yod ba ba skabs dir tshig sbyor gyi skabs rnam byed bdun ba thob ba tshig gral sgrig kyi phyi ma la yod na sdud ba tshar nas sngon du jog dgos kyang 
BO_T16_D4420b:135b-1	dmigs bsal aindu sogs ni phyi mar spo ba ma yin te /	dmigs bsal aindu sogs ni phyi mar spo ba ma yin te 
BO_T16_D4420b:135b-2	aindu m'u loo ya sya /	aindu mu loo ya sya 
BO_T16_D4420b:135b-3	zhes pa la /	zhes ba la 
BO_T16_D4420b:135b-4	rnam dbye sogs phyis /	rnam byed sogs byid 
BO_T16_D4420b:135b-5	m'u loo zhes pa la bdun pa byin pa yin kyang de'i pha rol tu aindu mi spo /	mu loo zhes ba la bdun ba byin ba yin kyang de pha rol tu aindu mi spo 
BO_T16_D4420b:135b-6	aindu m'u li:/ de bzhin du /	aindu mu de bzhin du 
BO_T16_D4420b:135b-7	aindu she kha re ya sya /	aindu she kha re ya sya 
BO_T16_D4420b:135b-8	zhes pa la /	zhes ba la 
BO_T16_D4420b:135b-9	aindu she kha ra:/	aindu she kha 
BO_T16_D4420b:135b-10	sham kham p'a noo ya sya /	sham kham pa noo ya sya 
BO_T16_D4420b:135b-11	zhes pa la /	zhes ba la 
BO_T16_D4420b:135b-12	sham kha p'a ni:/	sham kha pa 
BO_T16_D4420b:135b-13	tsakra: p'anoo ya sya /	tsakra: panoo ya sya 
BO_T16_D4420b:135b-14	(gang gi rtsa ba la zla ba/) zhes pa la /	(gang gi rtsa ba la zla zhes ba la 
BO_T16_D4420b:135b-15	tsakra p'a ni:/ badzra:p'a noo bi dya te ya sya sa:/	tsakra pa badzra:pa noo bi dya te ya sya 
BO_T16_D4420b:135b-16	zhes pa la /	zhes ba la 
BO_T16_D4420b:135b-17	badzra p'a ni:/ padma:p'a noo bi dya te ya sya (rtsa ba la zla ba /	badzra pa padma:pa noo bi dya te ya sya (rtsa ba la zla ba 
BO_T16_D4420b:135b-18	gang gi dpral ba la zla ba/) sa:/	gang gi dpral ba la zla 
BO_T16_D4420b:135b-19	zhes pa la /	zhes ba la 
BO_T16_D4420b:135b-20	padma p'a ni:/ padma: (dpral ba zla ba /	padma pa padma: (dpral ba zla ba 
BO_T16_D4420b:135b-21	gang gi phyag na dung /	gang gi phyag na dung 
BO_T16_D4420b:135b-22	phyag na dung /	phyag na dung 
BO_T16_D4420b:135b-23	gang gi phyag na 'khor lo/) n'a bhoo bi dya te ya sya /	gang gi phyag na khor na bhoo bi dya te ya sya 
BO_T16_D4420b:135b-24	zhes pa la /	zhes ba la 
BO_T16_D4420b:135b-25	padma (phyag na 'khor lo /	padma (phyag na khor lo 
BO_T16_D4420b:135b-26	gang gi phyag na rdo rje yod pa de/) n'a bhi:/	gang gi phyag na rdo rje yod ba na 
BO_T16_D4420b:135b-27	nishth'a / (phyag na rdo rje /	nishtha (phyag na rdo rje 
BO_T16_D4420b:135b-28	gang gi phyag na padma yod pa de/) nishth'a'o //	gang gi phyag na padma yod ba nishtha 
BO_T16_D4420b:135b-29	byings las 'das pa'i don brjod pa can gyi rkyen (phyag na padma/) nishth'a'i ming can kta dang kta ba tu'i rkyen can yang 'bru mang po'i bsdu ba'i skabs (gang gi lte ba la padma yod pa de /	byings las da ba don rjod ba can gyi rkyen (phyag na nishtha ming can kta dang kta ba tu rkyen can yang bru mang po sdud ba skabs (gang gi lte ba la padma yod ba de 
BO_T16_D4420b:135b-30	lte bar padma/) 'dir phyi mar 'jog pa ma yin te /	lte ba dir phyi mar jog ba ma yin te 
BO_T16_D4420b:135b-31	kri ta:ka to ya sya /	kri ta:ka to ya sya 
BO_T16_D4420b:135b-32	zhes pa la /	zhes ba la 
BO_T16_D4420b:135b-33	rnam dbye rjes 'brel sogs phyis /	rnam byed rjes brel sogs byid 
BO_T16_D4420b:135b-34	kri ta ka ta:/	kri ta ka 
BO_T16_D4420b:135b-35	b'a hi t'agn+y'a di shu /	ba hi tagn+ya di shu 
BO_T16_D4420b:135b-36	a'a hi ta aagni sogs rnams la yang na'o //	aa hi ta aagni sogs rnams la yang na 
BO_T16_D4420b:135b-37	spyir btang nishth'a'i ming can gyi rkyen can tshig sngon mar 'jog par bshad kyang dmigs bsal la a'a hi ta aagni sogs dang sbyor ba'i (gang gi rtsva lhas byas/) nishth'a'i rkyen mtha' can ni yang na phye mar 'jog ste /	spyir gtong nishtha ming can gyi rkyen can tshig sngon mar jog ba chad kyang dmigs bsal la aa hi ta aagni sogs dang sbyor ba (gang gi rtsva lhas nishtha rkyen mtha can ni yang na byed mar jog ste 
BO_T16_D4420b:135b-38	aagnoo a'a hi to ya sya /	aagnoo aa hi to ya sya 
BO_T16_D4420b:135b-39	(rtsva lhas byas/) zhes pa la /	(rtsva lhas zhes ba la 
BO_T16_D4420b:135b-40	rnam dbye sogs bsdus nas kta'i rkyen mtha' can sngon du spo ba'am mi spo ba yang na bar byas pas /	rnam byed sogs sdud nas kta rkyen mtha can sngon du spo ba mi spo ba yang na ba byed ba 
BO_T16_D4420b:135b-41	aagn+y'a hi ta:/ a'a hi t'igna:/	aagn+ya hi aa hi 
BO_T16_D4420b:135b-42	de bzhin du /	de bzhin du 
BO_T16_D4420b:135b-43	pu tra: dza to ya sya /	pu tra: dza to ya sya 
BO_T16_D4420b:135b-44	zhes pa la /	zhes ba la 
BO_T16_D4420b:135b-45	pu tra dza ta:/...(bu skyes/)...dza ta pu tra:/	pu tra dza ta pu 
BO_T16_D4420b:135b-46	'grel par / (gang gi me la sbyin sreg byas/) 'bru mang po'i bsdu ba la dbye ba gnyis te /	grel ba (gang gi me la sbyin sreg bru mang po sdud ba la byed ba gnyis te 
BO_T16_D4420b:135b-47	de ma yin pa'i yon tan can dang / de'i yon tan can no zhes byung bas de (me la sbyin sreg byas /	de ma yin ba yon tan can dang de yon tan can no zhes byung ba de (me la sbyin sreg byed 
BO_T16_D4420b:135b-48	me la sbyin sreg byas /	me la sbyin sreg byed 
BO_T16_D4420b:136a-0	gang gi bu skyes/) ma yin pa'i yon tan can gyi dper @136a * //	gang gi bu ma yin ba yon tan can gyi dper 
BO_T16_D4420b:136a-1	brjod ni / ba hu dha nam ya smin /	rjod ni ba hu dha nam ya smin 
BO_T16_D4420b:136a-2	zhes pa la /	zhes ba la 
BO_T16_D4420b:136a-3	rnam dbye sogs bsdus /	rnam byed sogs sdud 
BO_T16_D4420b:136a-4	ba hu dha na:/	ba hu dha 
BO_T16_D4420b:136a-5	aasti dha nam ya sya /	aasti dha nam ya sya 
BO_T16_D4420b:136a-6	zhes pa la /	zhes ba la 
BO_T16_D4420b:136a-7	aasti dha na:/ de'i yon tan can gyi dper brjod ni /	aasti dha de yon tan can gyi dper rjod ni 
BO_T16_D4420b:136a-8	lamboo garnoo ya sya /	lamboo garnoo ya sya 
BO_T16_D4420b:136a-9	zhes pa la /	zhes ba la 
BO_T16_D4420b:136a-10	lamba garna:/ de bzhin du /	lamba de bzhin du 
BO_T16_D4420b:136a-11	ma h'a pradznya ya sya /	ma ha pradznya ya sya 
BO_T16_D4420b:136a-12	zhes pa la /	zhes ba la 
BO_T16_D4420b:136a-13	ma h'a pra dznya:/	ma ha pra 
BO_T16_D4420b:136a-14	ai ti ba hu (gang la nor mang po/) br'i hi sa m'a sa sa m'apt'a:/	ai ti ba hu (gang la nor mang br hi sa ma sa sa 
BO_T16_D4420b:136a-15	de rnams (nor mang po /	de rnams (nor mang po 
BO_T16_D4420b:136a-16	nor yod pa gang gi /	nor yod ba gang gi 
BO_T16_D4420b:136a-17	nor yod pa/) kyis 'bru mang po'i bsdu ba bshad zin to /	nor yod kyis bru mang po sdud ba chad zin to 
BO_T16_D4420b:136a-18	` / da ni zlas (gang gi rna ba gnyis po ring po dag /	da ni zlas (gang gi rna ba gnyis po ring po dag 
BO_T16_D4420b:136a-19	rna ba ring po/) dbye'i bsdu ba (shes rab chen po gang gi/) bshad par bya ste /	rna ba ring byed sdud ba (shes rab chen po gang chad ba byed ste 
BO_T16_D4420b:136a-20	(shes rab chen po/) ts'arthe dvam dva:/	(shes rab chen tsarthe dvam 
BO_T16_D4420b:136a-21	dang gi don la zlas dbye'o //	dang gi don la zlas byed 
BO_T16_D4420b:136a-22	sup mtha' mang po dang gi don gyi tshig bsdu ba ni zlas dbye'i bsdu ba zhes bya'o //	sup mtha mang po dang gi don gyi tshig sdud ba ni zlas byed sdud ba zhes byed 
BO_T16_D4420b:136a-23	de la dbye ba bzhi ste /	de la byed ba bzhi ste 
BO_T16_D4420b:136a-24	'du ba dang bral ba de'i don dang / 'byor pa dang bral ba de'i don dang / gcig gcig sbyor ba de'i don dang / kun sdud pa de'i don dang bzhi'o //	du ba dang bral ba de don dang byor ba dang bral ba de don dang gcig gcig sbyor ba de don dang kun sdud ba de don dang bzhi 
