segmentnr	original	stemmed
BO_K12_D0512=D0270=D0852_H0490:22b-0	@22b rgya gar skad du /	rgya gar skad du 
BO_K12_D0512=D0270=D0852_H0490:22b-1	a'arya sapta buddha kam n'a ma ma h'a y'a na s'u tra /	aarya sapta buddha kam na ma ma ha ya na su tra 
BO_K12_D0512=D0270=D0852_H0490:22b-2	bod skad du /	bod skad du 
BO_K12_D0512=D0270=D0852_H0490:22b-3	'phags pa sangs rgyas bdun pa zhes bya ba theg pa chen po'i mdo /	phag ba sangs rgya bdun ba zhes byed ba theg ba chen po mdo 
BO_K12_D0512=D0270=D0852_H0490:22b-4	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K12_D0512=D0270=D0852_H0490:22b-5	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K12_D0512=D0270=D0852_H0490:22b-6	bcom ldan 'das ti se'i ri'i rtse mo lha'i gnas na drang srong gi spyod pa dang ha cang yang mi ring ba zhig na /	joms ldan da ti se ri rtse mo lha gnas na dren srong gi spyod ba dang ha cang yang mi ring ba jig na 
BO_K12_D0512=D0270=D0852_H0490:22b-7	dge slong lnga brgya tsam gyi dge slong gi dge 'dun chen po dang / byang chub sems dpa' lnga brgya la /	dge slong lnga brgya tsam gyi dge slong gi dge dun chen po dang byang chub sems dpa lnga brgya la 
BO_K12_D0512=D0270=D0852_H0490:22b-8	'di lta ste /	di lta ste 
BO_K12_D0512=D0270=D0852_H0490:22b-9	byang chub sems dpa' sems dpa' chen po byams pa dang / byang chub sems dpa' sems dpa' chen po nam mkha'i snying po dang / kun tu bzang po dang / mtha' yas me tog dang / kun nas me tog dang; de dag la sogs pa skye ba gcig gis thogs pa sha stag dang thabs gcig tu bzhugs so //	byang chub sems dpa sems dpa chen po byams ba dang byang chub sems dpa sems dpa chen po nam mkha snying po dang kun tu bzang po dang mtha yas me tog dang kun nas me tog dang; de dag la sogs ba skye ba gcig gis thogs ba sha stag dang thabs gcig tu bzhugs so 
BO_K12_D0512=D0270=D0852_H0490:23a-0	de nas bcom ldan 'das kyis ri'i rtse mo'i nags khrod de nyid na dge @23a *//	de nas joms ldan da kyis ri rtse mo nags khrod de nyid na dge 
BO_K12_D0512=D0270=D0852_H0490:23a-1	slong zhig 'byung pos zin nas brdol zhing gcer bu gos med la lag pa sgreng ste ngu zhing 'dug pa gzigs so //	slong jig byung pos zin nas rdol zhing bcer bu gos med la lag ba sgreng ste ngu zhing dug ba gzigs so 
BO_K12_D0512=D0270=D0852_H0490:23a-2	de nas byang chub sems dpa' sems dpa' chen po nam mkha'i snying pos bla gos phrag pa gcig tu gzar te pus mo g-yas pa'i lha nga sa la btsugs nas /	de nas byang chub sems dpa sems dpa chen po nam mkha snying pos bla gos phrag ba gcig tu gzar te pus mo g-yas ba lha nga sa la btsugs nas 
BO_K12_D0512=D0270=D0852_H0490:23a-3	bcom ldan 'das ga la ba de logs su thal mo sbyar ba btud de bcom ldan 'das la 'di skad ces gsol to //	joms ldan da ga la ba de logs su thal mo sbyor ba dud de joms ldan da la di skad ces gsol to 
BO_K12_D0512=D0270=D0852_H0490:23a-4	bcom ldan 'das /	joms ldan da 
BO_K12_D0512=D0270=D0852_H0490:23a-5	nam mkha'i dkyil na kyi hud ces sgra 'byin pa 'di dang / dge slong gcer bu gos ma mchis la /	nam mkha dkyil na kyi hud ces sgra byin ba di dang dge slong bcer bu gos ma mchis la 
BO_K12_D0512=D0270=D0852_H0490:23a-6	lag pa bstod pa cig shos 'di yang su zhig lags /	lag ba bstod ba cig shos di yang su jig lags 
BO_K12_D0512=D0270=D0852_H0490:23a-7	de nas bcom ldan 'das kyis byang chub sems dpa' sems dpa' chen po nam mkha'i snying po la 'di skad ces bka' stsal to //	de nas joms ldan da kyis byang chub sems dpa sems dpa chen po nam mkha snying po la di skad ces bka stsal to 
BO_K12_D0512=D0270=D0852_H0490:23a-8	nam mkha'i snying po /	nam mkha snying po 
BO_K12_D0512=D0270=D0852_H0490:23a-9	'di ni nad kyis btab pa yin no //	di ni nad kyis debs ba yin no 
BO_K12_D0512=D0270=D0852_H0490:23a-10	cig shos 'di yang nad kyis btab pa yin no //	cig shos di yang nad kyis debs ba yin no 
BO_K12_D0512=D0270=D0852_H0490:23a-11	de nas bcom ldan 'das la byang chub sems dpa' sems dpa' chen po nam mkha'i snying pos 'di skad ces gsol to //	de nas joms ldan da la byang chub sems dpa sems dpa chen po nam mkha snying pos di skad ces gsol to 
BO_K12_D0512=D0270=D0852_H0490:23a-12	nad thams cad rab tu zhi bar bgyid pa dang / 'byung po thams cad bzlog pa'i rig sngags bcom ldan 'das kyis bstan du gsol /	nad thams cad rab tu zhi ba bgyid ba dang byung po thams cad bzlog ba rig sngags joms ldan da kyis ston du gsol 
BO_K12_D0512=D0270=D0852_H0490:23a-13	bka' stsal du gsol /	bka stsal du gsol 
BO_K12_D0512=D0270=D0852_H0490:23a-14	de nas bcom ldan 'das kyis sangs rgyas sprul pa mdzad de /	de nas joms ldan da kyis sangs rgya sprul ba mdzad de 
BO_K12_D0512=D0270=D0852_H0490:23b-0	de nas nam @23b mkha' la de bzhin gshegs pa drug byung ngo //	de nas nam mkha la de bzhin gshegs ba drug byung ngo 
BO_K12_D0512=D0270=D0852_H0490:23b-1	bdun pa ni /	bdun ba ni 
BO_K12_D0512=D0270=D0852_H0490:23b-2	sangs rgyas bcom ldan 'das de bzhin gshegs pa sh'akya thub ba'o //	sangs rgya joms ldan da de bzhin gshegs ba shakya thub ba 
BO_K12_D0512=D0270=D0852_H0490:23b-3	de nas de bzhin gshegs pa rnam par gzigs steng gi nam mkha' la bzhugs te /	de nas de bzhin gshegs ba rnam ba gzigs steng gi nam mkha la bzhugs te 
BO_K12_D0512=D0270=D0852_H0490:23b-4	sems can thams cad la phan pa'i don dang / nad thams cad rab tu zhi bar bya ba dang / 'byung po thams cad bzlog pa'i phyir gsang sngags kyi gzhi 'di dag bka' stsal to //	sems can thams cad la phan ba don dang nad thams cad rab tu zhi ba byed ba dang byung po thams cad bzlog ba phyir gsang sngags kyi gzhi di dag bka stsal to 
BO_K12_D0512=D0270=D0852_H0490:23b-5	na mo buddh'a ya /	na mo buddha ya 
BO_K12_D0512=D0270=D0852_H0490:23b-6	na mo dharm'a ya /	na mo dharma ya 
BO_K12_D0512=D0270=D0852_H0490:23b-7	na ma: sam gh'a ya /	na ma: sam gha ya 
BO_K12_D0512=D0270=D0852_H0490:23b-8	tadya th'a / aom ha la ha la /	tadya tha aom ha la ha la 
BO_K12_D0512=D0270=D0852_H0490:23b-9	hi li hi l'a ya /	hi li hi la ya 
BO_K12_D0512=D0270=D0852_H0490:23b-10	na mo dza ga na mi tsa n'a ya /	na mo dza ga na mi tsa na ya 
BO_K12_D0512=D0270=D0852_H0490:23b-11	na mo na ma: sv'ah'a /	na mo na ma: svaha 
BO_K12_D0512=D0270=D0852_H0490:23b-12	de nas de bzhin gshegs pa rnam par gzigs kyis byang chub sems dpa' sems dpa' chen po nam mkha'i snying po la 'di skad ces bka' stsal to //	de nas de bzhin gshegs ba rnam ba gzigs kyis byang chub sems dpa sems dpa chen po nam mkha snying po la di skad ces bka stsal to 
BO_K12_D0512=D0270=D0852_H0490:23b-13	nam mkha'i snying po /	nam mkha snying po 
BO_K12_D0512=D0270=D0852_H0490:23b-14	gang la la zhig rig sngags 'di 'chang ngam /	gang la la jig rig sngags di chang ngam 
BO_K12_D0512=D0270=D0852_H0490:23b-15	klog gam / kun chub par byed na de'i lus la mtshon gyis mi tshugs chu dang / me'i sdug bsngal ba'i nad kyis 'chi ba'i dus byed par mi 'gyur ro //	klog gam kun chub ba byed na de lus la mtshon gyis mi tshugs chu dang me sdug sngal ba nad kyis chi ba dus byed ba mi gyur ro 
BO_K12_D0512=D0270=D0852_H0490:23b-16	dus ma yin pa'i 'chi bas 'chi ba'i dus byed par mi 'gyur ro //	dus ma yin ba chi ba chi ba dus byed ba mi gyur ro 
BO_K12_D0512=D0270=D0852_H0490:23b-17	de dug zos kyang zas bzhin du 'gyur ro //	de dug zos kyang zas bzhin du gyur ro 
BO_K12_D0512=D0270=D0852_H0490:23b-18	zas dang / skom la lan bdun bzlas brjod byas te zos na /	zas dang skom la lan bdun bzlas rjod byed te zos na 
BO_K12_D0512=D0270=D0852_H0490:23b-19	pha rol gyi gnod pa mi 'byung ngo //	pha rol gyi gnod ba mi byung ngo 
BO_K12_D0512=D0270=D0852_H0490:23b-20	nad thams cad kyis btab par mi 'gyur ro //	nad thams cad kyis debs ba mi gyur ro 
BO_K12_D0512=D0270=D0852_H0490:24a-0	ring du @24a *//	ring du 
BO_K12_D0512=D0270=D0852_H0490:24a-1	'tsho bar 'gyur ro //	tsho ba gyur ro 
BO_K12_D0512=D0270=D0852_H0490:24a-2	thos pa 'dzin par 'gyur ro //	thos ba dzin ba gyur ro 
BO_K12_D0512=D0270=D0852_H0490:24a-3	de bzhin gshegs pa bdun gyi gzugs mthong bar 'gyur ro //	de bzhin gshegs ba bdun gyi gzugs mthong ba gyur ro 
BO_K12_D0512=D0270=D0852_H0490:24a-4	mtshon btab pa'i rna bar bzlas brjod byas la sna ma'i mar sbyin no //	mtshon debs ba rna ba bzlas rjod byed la sna ma mar sbyin no 
BO_K12_D0512=D0270=D0852_H0490:24a-5	mdze dang / skrangs nad kyis btab pa rnams la /	mdze dang skrang nad kyis debs ba rnams la 
BO_K12_D0512=D0270=D0852_H0490:24a-6	sna ma'i mar dang / autpa la sngon po dang / shu ti dang / nye'u shing pa rnams bsres pa'i mar byin na nad thams cad sos par 'gyur ro //	sna ma mar dang autpa la sngon po dang shu ti dang nyeu shing ba rnams bsres ba mar byin na nad thams cad sos ba gyur ro 
BO_K12_D0512=D0270=D0852_H0490:24a-7	las thams cad la yang sbyar bar bya'o //	las thams cad la yang sbyor ba byed 
BO_K12_D0512=D0270=D0852_H0490:24a-8	de nas de bzhin gshegs pa gtsug tor can steng gi nam mkha' la bzhugs te /	de nas de bzhin gshegs ba gtsug tor can steng gi nam mkha la bzhugs te 
BO_K12_D0512=D0270=D0852_H0490:24a-9	sems can thams cad la phan pa'i don dang / nad thams cad rab tu zhi bar bya ba dang / 'byung po thams cad bzlog pa'i phyir gsang sngags kyi gzhi 'di dag bka' stsal to //	sems can thams cad la phan ba don dang nad thams cad rab tu zhi ba byed ba dang byung po thams cad bzlog ba phyir gsang sngags kyi gzhi di dag bka stsal to 
BO_K12_D0512=D0270=D0852_H0490:24a-10	na mo buddha ya; na mo dharm'a ya /	na mo buddha ya; na mo dharma ya 
BO_K12_D0512=D0270=D0852_H0490:24a-11	na ma:sam gha ya /	na ma:sam gha ya 
BO_K12_D0512=D0270=D0852_H0490:24a-12	aom pa tsa pa tsa pa ts'a ya pa ts'a ya /	aom ba tsa ba tsa ba tsa ya ba tsa ya 
BO_K12_D0512=D0270=D0852_H0490:24a-13	sarba bh'u t'a n'am/	sarba bhu ta 
BO_K12_D0512=D0270=D0852_H0490:24a-14	tstshindha ya / k'i la ya /	tstshindha ya k la ya 
BO_K12_D0512=D0270=D0852_H0490:24a-15	pa ra bidy'a n'am sv'ah'a /	ba ra bidya n svaha 
BO_K12_D0512=D0270=D0852_H0490:24a-16	nam mkha'i snying po /	nam mkha snying po 
