segmentnr	original	stemmed
BO_K10_Dx_H0350:489b-0	@489b / /*// rgya gar skad du /	rgya gar skad du 
BO_K10_Dx_H0350:489b-1	a'arya mee tri ya by'a ka ra na /	aarya mee tri ya bya ka ra na 
BO_K10_Dx_H0350:489b-2	bod skad du /	bod skad du 
BO_K10_Dx_H0350:489b-3	'phags pa byams pa lung bstan pa /	phag ba byams ba lung ston ba 
BO_K10_Dx_H0350:490a-0	'phags pa @490a *//	phag ba 
BO_K10_Dx_H0350:490a-1	byams pa la phyag 'tshal lo //	byams ba la phyag tshal lo 
BO_K10_Dx_H0350:490a-2	chos kyi sde dpon khyab bdag dpal //	chos kyi sde dpon khyab bdag dpal 
BO_K10_Dx_H0350:490a-3	shes rab chen po sh'a ri'i bus //	shes rab chen po sha ri bud 
BO_K10_Dx_H0350:490a-4	'jig rten rnams la snying brtse'i phyir //	jig rten rnams la snying brtse phyir 
BO_K10_Dx_H0350:490a-5	ston pa la ni yongs zhus pa //	ston ba la ni yongs zhus ba 
BO_K10_Dx_H0350:490a-6	sngon dang phyi mtha'i mdo las ni //	sngon dang phyi mtha mdo las ni 
BO_K10_Dx_H0350:490a-7	ma 'ongs pa yi sangs rgyas gang //	ma ngs ba yi sangs rgya gang 
BO_K10_Dx_H0350:490a-8	'jig rten 'dren par mdzad pa po //	jig rten bgrang ba mdzad ba po 
BO_K10_Dx_H0350:490a-9	byams pa zhes bya bstan pa de //	byams ba zhes byed ston ba de 
BO_K10_Dx_H0350:490a-10	'dren pa bdag ni de'i mthu dang // rdzu 'phrul dang ni don thams cad //	bgrang ba bdag ni de mthu dang rdzu phrul dang ni don thams cad 
BO_K10_Dx_H0350:490a-11	rgyas par rab tu nyan 'tshal ni //	rgya ba rab tu nyan tshal ni 
BO_K10_Dx_H0350:490a-12	de ni mi mchog bdag la gsungs //	de ni mi mchog bdag la gsungs 
BO_K10_Dx_H0350:490a-13	de la ston pas bka' stsal pa //	de la ston ba bka stsal ba 
BO_K10_Dx_H0350:490a-14	sangs rgyas byams pa'i mchog de'i //	sangs rgya byams ba mchog de 
BO_K10_Dx_H0350:490a-15	'byor pa rgyas par khyod la ngas //	byor ba rgya ba khyod la ngas 
BO_K10_Dx_H0350:490a-16	lung bstan bya yi nga la nyon //	lung ston byed yi nga la nyon 
BO_K10_Dx_H0350:490a-17	de yi tshe na rgya mtsho ni //	de yi tshe na rgya mtsho ni 
BO_K10_Dx_H0350:490a-18	khor yug tu ni dpag tshad brgya //	khor yug tu ni dpog tshad brgya 
BO_K10_Dx_H0350:490a-19	skam par 'gyur te de yang ni; ;'khor los bsgyur ba'i lam bzang yin //	skam ba gyur te de yang ni; ;khor los sgyur ba lam bzang yin 
BO_K10_Dx_H0350:490a-20	de tshe dzambu'i gling 'di yang //	de tshe dzambu gling di yang 
BO_K10_Dx_H0350:490a-21	chu zheng tha gru mnyam par ni //	chu zheng tha gru mnyam ba ni 
BO_K10_Dx_H0350:490a-22	dpag tshad stong phrag bcu pa ste //	dpog tshad stong phrag chu ba ste 
BO_K10_Dx_H0350:490a-23	'byung po kun gyi gnas su 'gyur; ;de yi tshe na yul gyi mi //	byung po kun gyi gnas su gyur; ;de yi tshe na yul gyi mi 
BO_K10_Dx_H0350:490a-24	dar cing 'byor la chad pa med //	dar cing byor la chad ba med 
BO_K10_Dx_H0350:490a-25	'tshe med mi ni de dag kyang //	tshe med mi ni de dag kyang 
BO_K10_Dx_H0350:490a-26	dge ba byed pa dag tu 'gyur //	dge ba byed ba dag tu gyur 
BO_K10_Dx_H0350:490a-27	sa gzhi tsher ma med pa dang // mnyam zhing ne'u gsing sngo dang ldan //	sa gzhi tsher ma med ba dang mnyam zhing neu gsing sngo dang ldan 
BO_K10_Dx_H0350:490a-28	'phar zhing nem zhes byed pa ste //	phar zhing nem zhes byed ba ste 
BO_K10_Dx_H0350:490a-29	shing bal 'dab ma bzhin du 'jam //	shing bal dab ma bzhin du jam 
BO_K10_Dx_H0350:490a-30	mngar zhing dri ni zhim pa yi //	mngar zhing dri ni zhim ba yi 
BO_K10_Dx_H0350:490a-31	s'a lu ma rmos par skye'o //	sa lu ma rmos ba skye 
BO_K10_Dx_H0350:490b-0	sna tshogs tshon gyis mdzes byas @490b pa'i; ;gos kyi ljon shing 'byung bar 'gyur //	sna tshogs tshon gyis mdzes byed pa; ;gos kyi ljon shing byung ba gyur 
BO_K10_Dx_H0350:490b-1	me tog lo ma 'bras ldan pa'i //	me tog lo ma bras ldan ba 
BO_K10_Dx_H0350:490b-2	ljon shing 'phang du rgyang grags 'byung //	ljon shing phen du rgyang grags byung 
BO_K10_Dx_H0350:490b-3	de dag rnams kyi tshe lo ni //	de dag rnams kyi tshe lo ni 
BO_K10_Dx_H0350:490b-4	brgyad khri kho na thub par 'gyur //	brgyad khri kho na thub ba gyur 
BO_K10_Dx_H0350:490b-5	sems can de dag skyon med cing //	sems can de dag skyon med cing 
BO_K10_Dx_H0350:490b-6	nyes bral spro ba tshe dang ldan pa //	nyes bral spro ba tshe dang ldan ba 
BO_K10_Dx_H0350:490b-7	lus chen kha dog ldan pa ste //	lus chen kha dog ldan ba ste 
BO_K10_Dx_H0350:490b-8	tshan po cho yi stobs dang ldan //	tshan po cho yi stobs dang ldan 
BO_K10_Dx_H0350:490b-9	nad ni gsum zhig 'byung bar 'gyur //	nad ni gsum jig byung ba gyur 
BO_K10_Dx_H0350:490b-10	'dod dang mi za rga ba'o; ;bu mo la ni lnga brgya dag /	dod dang mi za rga ba; ;bu mo la ni lnga brgya dag 
BO_K10_Dx_H0350:490b-11	lon nas khyo la bag mar 'gro /	lon nas khyo la bag mar gro 
BO_K10_Dx_H0350:490b-12	de tshe tog ldan zhes bya ba'i //	de tshe tog ldan zhes byed ba 
BO_K10_Dx_H0350:490b-13	rgyal po'i pho brang 'byung 'gyur te //	rgyal po pho brang byung gyur te 
BO_K10_Dx_H0350:490b-14	srog chags dge ba'i las byed pa'i //	srog chags dge ba las byed ba 
BO_K10_Dx_H0350:490b-15	sems can rnams kyi gnas yin no //	sems can rnams kyi gnas yin no 
BO_K10_Dx_H0350:490b-16	chur ni dpag tshad bcu gnyis te //	chur(d) ni dpog tshad chu gnyis te 
BO_K10_Dx_H0350:490b-17	rgyar ni dpag tshad bdun yod pa'i //	rgyar ni dpog tshad bdun yod ba 
BO_K10_Dx_H0350:490b-18	bsod nams byas pa rnam dag gi /	bsod nams byed ba rnam dag gi 
BO_K10_Dx_H0350:490b-19	grong khyer yid 'ong 'byung bar 'gyur //	grong khyer yid ng byung ba gyur 
BO_K10_Dx_H0350:490b-20	rin chen bdun las byas mtho ba'i //	rin chen bdun las byed mtho ba 
BO_K10_Dx_H0350:490b-21	ra ba 'phang du rgyang grags 'byung //	ra ba phen du rgyang grags byung 
BO_K10_Dx_H0350:490b-22	shing thags dang ni sgo khang rnams //	shing thags dang ni sgo khang rnams 
BO_K10_Dx_H0350:490b-23	rin chen sna tshogs dag gis brgyan //	rin chen sna tshogs dag gis rgyan 
BO_K10_Dx_H0350:490b-24	rin chen so phag gis brtsegs shing //	rin chen so phag gis brtsegs shing 
BO_K10_Dx_H0350:490b-25	padma autpal gcal du bkram //	padma autpal gcal du grem 
BO_K10_Dx_H0350:490b-26	dur pas mdzes par byas pa yi //	dur ba mdzes ba byed ba yi 
BO_K10_Dx_H0350:490b-27	'obs kyang 'byung ba kho nar 'gyur //	bs kyang byung ba kho nar gyur 
BO_K10_Dx_H0350:490b-28	khor yug tu ni ta la yi //	khor yug tu ni ta la yi 
BO_K10_Dx_H0350:490b-29	phreng ba bdun gyis yongs su bskor //	phreng ba bdun gyis yongs su skor 
BO_K10_Dx_H0350:490b-30	dril bu'i dra bas mdzes byas pa //	dril bu dra ba mdzes byed ba 
BO_K10_Dx_H0350:490b-31	rin chen bzhi rgyu'i ta la dag /	rin chen bzhi rgyu ta la dag 
BO_K10_Dx_H0350:490b-32	rlung bskyod ta la de dag las //	rlung skyod ta la de dag las 
BO_K10_Dx_H0350:490b-33	snyan pa'i sgra ni 'di ltar dper //	snyan ba sgra ni di ltar dper 
BO_K10_Dx_H0350:490b-34	sil snyan yan lag lnga ldan bzhin //	sil snyan yan lag lnga ldan bzhin 
BO_K10_Dx_H0350:491a-0	de las yid 'ong @491a *//	de las yid ng 
BO_K10_Dx_H0350:491a-1	sgra grag 'gyur //	sgra grag gyur 
BO_K10_Dx_H0350:491a-2	mi rnams gang dag grong khyer der //	mi rnams gang dag grong khyer der 
BO_K10_Dx_H0350:491a-3	rtse dga' bde don gnyer ba rnams //	rtse dga bde don gnyer ba rnams 
BO_K10_Dx_H0350:491a-4	de dag ta la'i sgra de yis //	de dag ta la sgra de yis 
BO_K10_Dx_H0350:491a-5	rab tu mgu zhing rtsen par byed; ;autpal ku mu das gang ba'i //	rab tu mgu zhing rtsen ba byed; ;autpal ku mu das gang ba 
BO_K10_Dx_H0350:491a-6	rdzing bu dag kyang 'byung bar 'gyur //	rdzing bu dag kyang byung ba gyur 
BO_K10_Dx_H0350:491a-7	grong de skyed mos tshal dang ni //	grong de skyed mos tshal dang ni 
BO_K10_Dx_H0350:491a-8	nags tshal phun sum tshogs par 'gyur //	nags tshal phun sum tshogs ba gyur 
BO_K10_Dx_H0350:491a-9	der ni dung zhes bya ba yi //	der ni dung zhes byed ba yi 
BO_K10_Dx_H0350:491a-10	rgyal po gzi brjid che ldan zhing //	rgyal po gzi brjid che ldan zhing 
BO_K10_Dx_H0350:491a-11	stobs che gling bzhi'i dbang phyug pa //	stobs che gling bzhi dbang phyug ba 
BO_K10_Dx_H0350:491a-12	mnga' bdag 'khor los bsgyur ba 'byung //	mnga bdag khor los sgyur ba byung 
BO_K10_Dx_H0350:491a-13	dpung gi yan lag bzhi 'byor cing //	dpung gi yan lag bzhi byor cing 
BO_K10_Dx_H0350:491a-14	rin chen bdun dang yang dag ldan //	rin chen bdun dang yang dag ldan 
BO_K10_Dx_H0350:491a-15	rgyal po de yi sras rnams ni //	rgyal po de yi sras rnams ni 
BO_K10_Dx_H0350:491a-16	stong du tshang bar 'byung bar 'gyur //	stong du tshang ba byung ba gyur 
BO_K10_Dx_H0350:491a-17	mi yi dbang po de yang ni //	mi yi dbang po de yang ni 
BO_K10_Dx_H0350:491a-18	sa 'di rgya mtsho'i mtha' klas par //	sa di rgya mtsho mtha klas ba 
BO_K10_Dx_H0350:491a-19	chad pa med cing chos dang ni //	chad ba med cing chos dang ni 
BO_K10_Dx_H0350:491a-20	mthun pas yongs su skyong bar 'gyur //	mthun ba yongs su skyong ba gyur 
BO_K10_Dx_H0350:491a-21	de tshe dung zhes bya ba yi //	de tshe dung zhes byed ba yi 
BO_K10_Dx_H0350:491a-22	sa bdag rgyal po de la ni //	sa bdag rgyal po de la ni 
BO_K10_Dx_H0350:491a-23	rin chen khrag khrig brgyas mtshon pa'i //	rin chen khrag khrig brgyas mtshon ba 
BO_K10_Dx_H0350:491a-24	gter chen bzhi ni 'byung bar 'gyur //	gter chen bzhi ni byung ba gyur 
BO_K10_Dx_H0350:491a-25	su yi mtshan ni ser skya sta //	su yi mtshan ni ser skya sta 
BO_K10_Dx_H0350:491a-26	bcom brlag na ni dkar po yin //	joms brlag na ni dkar po yin 
BO_K10_Dx_H0350:491a-27	sa 'dzin na ni ae la'i 'dab //	sa dzin na ni ae la dab 
BO_K10_Dx_H0350:491a-28	w'a ra n'a si'i grong khyer dung //	wa ra na si grong khyer dung 
BO_K10_Dx_H0350:491a-29	gter ni bzhi po kho na dang // rgyal po yang dag ldan par ni; ;'byung 'gyur dpa' po chen po de //	gter ni bzhi po kho na dang rgyal po yang dag ldan ba ni; ;byung gyur dpa po chen po de 
