segmentnr	original	stemmed
BO_K02_D0008-5_H0009-5:379a-23	nyan thos dang / rang sangs rgyas dang / byang chub sems dpa' sems dpa' chen po thams cad kyi rten yin te /	nyan thos dang rang sangs rgya dang byang chub sems dpa sems dpa chen po thams cad kyi rten yin te 
BO_K02_D0008-5_H0009-5:379a-24	lha dang / mi dang / lha ma yin gyi skye rgu'i bar gyi rten yin no //	lha dang mi dang lha ma yin gyi skye rgu ba gyi rten yin no 
BO_K02_D0008-5_H0009-5:379b-0	de dag gis thog ma dang tha ma med pa @379b stong pa nyid la brten par bya ste /	de dag gis thogs ma dang tha ma med ba stong ba nyid la rten ba byed ste 
BO_K02_D0008-5_H0009-5:379b-1	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K02_D0008-5_H0009-5:379b-2	koo shi ka /	koo chi ka 
BO_K02_D0008-5_H0009-5:379b-3	thog ma dang tha ma med pa stong pa nyid 'di ni /	thogs ma dang tha ma med ba stong ba nyid di ni 
BO_K02_D0008-5_H0009-5:379b-4	nyan thos dang / rang sangs rgyas dang / byang chub sems dpa' sems dpa' chen po thams cad kyi rten yin te /	nyan thos dang rang sangs rgya dang byang chub sems dpa sems dpa chen po thams cad kyi rten yin te 
BO_K02_D0008-5_H0009-5:379b-5	lha dang / mi dang / lha ma yin gyi skye rgu'i bar gyi rten yin no //	lha dang mi dang lha ma yin gyi skye rgu ba gyi rten yin no 
BO_K02_D0008-5_H0009-5:379b-6	de dag gis dor ba med pa stong pa nyid la brten par bya ste /	de dag gis dor ba med ba stong ba nyid la rten ba byed ste 
BO_K02_D0008-5_H0009-5:379b-7	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_K02_D0008-5_H0009-5:379b-8	koo shi ka /	koo chi ka 
BO_K02_D0008-5_H0009-5:379b-9	dor ba med pa stong pa nyid 'di ni /	dor ba med ba stong ba nyid di ni 
BO_K02_D0008-5_H0009-5:379b-10	nyan thos dang / rang sangs rgyas dang / byang chub sems dpa' sems dpa' chen po thams cad kyi rten yin te /	nyan thos dang rang sangs rgya dang byang chub sems dpa sems dpa chen po thams cad kyi rten yin te 
BO_K02_D0008-5_H0009-5:379b-11	lha dang / mi dang / lha ma yin gyi skye rgu'i bar gyi rten yin no //	lha dang mi dang lha ma yin gyi skye rgu ba gyi rten yin no 
BO_K02_D0008-5_H0009-5:379b-12	de dag gis rang bzhin stong pa nyid la brten par bya ste /	de dag gis rang bzhin stong ba nyid la rten ba byed ste 
BO_K02_D0008-5_H0009-5:379b-13	de ci'i phyir zhe na /	de ci phyir zhe na 
