segmentnr	original	stemmed
BO_T04_D3969:245a-0	@245a #// rgya gar skad du /	rgya gar skad du 
BO_T04_D3969:245a-1	tsitta autp'a da samba ra bi dhi kra ma /	tsitta autpa da samba ra bi dhi kra ma 
BO_T04_D3969:245a-2	bod skad du /	bod skad du 
BO_T04_D3969:245a-3	sems bskyed pa dang sdom pa'i cho ga'i rim pa /	sems skyed ba dang sdom ba cho ga rim ba 
BO_T04_D3969:245a-4	'jam dpal gzhon nur gyur pa la phyag 'tshal lo //	jam dpal gzhon nur gyur ba la phyag tshal lo 
BO_T04_D3969:245a-5	ngan song thams cad 'jig pa dang // sgrib pa thams cad las grol zhing //	ngan gro thams cad jig ba dang sgrib ba thams cad las grol zhing 
BO_T04_D3969:245a-6	rdzogs sangs go 'phang stsol mdzad pa //	rdzogs sangs go phen stsol mdzad ba 
BO_T04_D3969:245a-7	byang chub sems la phyag 'tshal lo //	byang chub sems la phyag tshal lo 
BO_T04_D3969:245a-8	rdzogs sangs rgyas dang dam pa'i chos //	rdzogs sangs rgya dang dam ba chos 
BO_T04_D3969:245a-9	byang chub sems dpa'i tshogs la yang //	byang chub sems dpa tshogs la yang 
BO_T04_D3969:245a-10	de bzhin byang chub sems dpa' yi //	de bzhin byang chub sems dpa yi 
BO_T04_D3969:245a-11	sdom pa'i rim pa bri bar bya //	sdom ba rim ba bri ba byed 
BO_T04_D3969:245a-12	de la dang po sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal ba dang / mchod pa'i cho ga la sogs pa sngon du song bas /	de la dang po sangs rgya dang byang chub sems dpa thams cad la phyag tshal ba dang mchod ba cho ga la sogs ba sngon du gro ba 
BO_T04_D3969:245a-13	dge ba'i bshes gnyen la ston pa'i 'du shes bskyed nas /	dge ba bshes gnyen la ston ba du shes skyed nas 
BO_T04_D3969:245a-14	'di skad ces gsol ba gdab par bya ste /	di skad ces gsol ba gdab ba byed ste 
BO_T04_D3969:245a-15	ji ltar sngon gyi de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas rnams dang / byang chub sems dpa' sa chen po la bzhugs pa rnams kyis dang por bla na med pa yang dag par rdzogs pa'i byang chub tu thugs bskyed pa de bzhin du bdag ming 'di zhes bgyi ba yang slob dpon gyis bla na med pa yang dag par rdzogs pa'i	ji ltar sngon gyi de bzhin gshegs ba dgra joms ba yang dag ba rdzogs ba sangs rgya rnams dang byang chub sems dpa sa chen po la bzhugs ba rnams kyis dang por bla na med ba yang dag ba rdzogs ba byang chub tu thugs skyed ba de bzhin du bdag ming di zhes bgyid ba yang slob dpon gyis bla na med ba yang dag ba rdzogs ba 
BO_T04_D3969:245a-16	byang chub tu sems bskyed du gsol zhes lan gsum gyi bar du brjod do //	byang chub tu sems skyed du gsol zhes lan gsum gyi ba du rjod do 
BO_T04_D3969:245a-17	de ltar gsol ba btab nas dkon mchog gsum la skyabs su 'gro ba ni /	de ltar gsol ba debs nas dkon(d) mchog gsum la skyob su gro ba ni 
BO_T04_D3969:245a-18	slob dpon dgongs su gsol /	slob dpon dgongs su gsol 
BO_T04_D3969:245a-19	bdag ming 'di zhes bgyi bas dus 'di nas bzung nas /	bdag ming di zhes bgyid ba dus di nas bzung nas 
BO_T04_D3969:245a-20	ji srid byang chub snying po la mchis kyi bar du /	ji srid byang chub snying po la mchis kyi ba du 
BO_T04_D3969:245a-21	rkang gnyis rnams kyi mchog sangs rgyas bcom ldan 'das rnams la skyabs su mchi'o //	rkang gnyis rnams kyi mchog sangs rgya joms ldan da rnams la skyob su mchi 
BO_T04_D3969:245a-22	slob dpon dgongs su gsol /	slob dpon dgongs su gsol 
BO_T04_D3969:245b-0	@245b bdag ming 'di zhes bgyi ba dus 'di nas bzung nas /	bdag ming di zhes bgyid ba dus di nas bzung nas 
BO_T04_D3969:245b-1	ji srid byang chub snying po la mchis kyi bar du chos rnams kyi mchog zhi ba 'dod chags dang bral ba'i chog rnams la skyabs su mchi'o //	ji srid byang chub snying po la mchis kyi ba du chos rnams kyi mchog zhi ba dod chags dang bral ba chog rnams la skyob su mchi 
BO_T04_D3969:245b-2	slob dpon dgongs su gsol //	slob dpon dgongs su gsol 
BO_T04_D3969:245b-3	bdag ming 'di zhes bgyi ba dus 'di nas bzung nas /	bdag ming di zhes bgyid ba dus di nas bzung nas 
BO_T04_D3969:245b-4	ji srid byang chub snying po la mchis kyi bar du tshogs rnams kyi mchog 'phags pa byang chub sems dpa' phyir mi ldog pa'i byang chub sems dpa'i dge 'dun rnams la skyabs su mchi'o zhes lan gsum du brjod do //	ji srid byang chub snying po la mchis kyi ba du tshogs rnams kyi mchog phag ba byang chub sems dpa phyir mi ldog ba byang chub sems dpa dge dun rnams la skyob su mchi zhes lan gsum du rjod do 
BO_T04_D3969:245b-5	de ltar skyabs su 'gro ba khyad par can byas nas /	de ltar skyob su gro ba khyad ba can byed nas 
BO_T04_D3969:245b-6	bcom ldan 'das sh'akya thub pa dang phyogs bcu'i sangs rgyas dang byang chub sems dpa' thams cad yid kyis dmigs te /	joms ldan da shakya thub ba dang phyogs chu sangs rgya dang byang chub sems dpa thams cad yid kyis dmigs te 
BO_T04_D3969:245b-7	phyag btsal ba dang / ci 'byor ba'i mchod pa la sogs pa byas la /	phyag btsal ba dang ci byor ba mchod ba la sogs ba byed la 
BO_T04_D3969:245b-8	slob dpon mdun du byas te pus mo g-yas pa'i lha nga sa la btsugs pa'am tsog pur yang rung bas 'dug ste /	slob dpon mdun du byed te pus mo g-yas ba lha nga sa la btsugs ba tsog pur yang rung ba dug ste 
BO_T04_D3969:245b-9	thal mo sbyar bas sems bskyed par bya ste /	thal mo sbyor ba sems skyed ba byed ste 
BO_T04_D3969:245b-10	phyogs bcu rnams na bzhugs pa'i sangs rgyas dang byang chub sems dpa' thams cad bdag la dgongs su gsol //	phyogs chu rnams na bzhugs ba sangs rgya dang byang chub sems dpa thams cad bdag la dgongs su gsol 
BO_T04_D3969:245b-11	slob dpon dgongs su gsol /	slob dpon dgongs su gsol 
BO_T04_D3969:245b-12	bdag ming 'di zhes bgyi bas skye ba 'di dang skye ba gzhan dang gzhan dag tu sbyin pa'i rang bzhin dang / tshul khrims kyi rang bzhin dang / bsgom pa'i rang bzhin gyi dge ba'i rtsa ba bdag gis bgyis pa dang / bgyid du stsal ba dang /	bdag ming di zhes bgyid ba skye ba di dang skye ba gzhan dang gzhan dag tu sbyin ba rang bzhin dang tshul khrims kyi rang bzhin dang bsgom ba rang bzhin gyi dge ba rtsa ba bdag gis bgyid ba dang bgyid du stsal ba dang 
BO_T04_D3969:245b-13	bgyid pa la rjes su yi rang ba'i dge ba'i rtsa ba des /	bgyid ba la rjes su yi rang ba dge ba rtsa ba des 
BO_T04_D3969:245b-14	ji ltar sngon gyi de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas rnams dang / sa chen po la rab tu bzhugs pa'i byang chub sems dpa' chen po rnams kyis /	ji ltar sngon gyi de bzhin gshegs ba dgra joms ba yang dag ba rdzogs ba sangs rgya rnams dang sa chen po la rab tu bzhugs ba byang chub sems dpa chen po rnams kyis 
BO_T04_D3969:245b-15	bla na med pa yang dag par rdzogs pa'i byang chub tu thugs bskyed par mdzad pa de bzhin du /	bla na med ba yang dag ba rdzogs ba byang chub tu thugs skyed ba mdzad ba de bzhin du 
BO_T04_D3969:245b-16	bdag ming 'di zhes bgyi bas kyang dus 'di nas bzung nas ji srid byang chub snying po la mchis kyi bar du bla na med pa yang dag par rdzogs pa'i byang chub chen po la sems bskyed par bya'o //	bdag ming di zhes bgyid ba kyang dus di nas bzung nas ji srid byang chub snying po la mchis kyi ba du bla na med ba yang dag ba rdzogs ba byang chub chen po la sems skyed ba byed 
BO_T04_D3969:245b-17	sems can ma brgal ba rnams bsgral bar bgyi'o //	sems can ma rgol ba rnams bsgral ba bgyid 
BO_T04_D3969:245b-18	ma grol ba rnams dgrol bar bgyi'o //	ma grol ba rnams grol ba bgyid 
BO_T04_D3969:245b-19	dbugs ma phyin pa rnams dbugs dbyung bar bgyi'o //	dbugs ma phyin ba rnams dbugs byin ba bgyid 
BO_T04_D3969:246a-0	yongs su mya ngan las ma 'das pa rnams yongs @246a * //	yongs su mya ngan las ma da ba rnams yongs 
BO_T04_D3969:246a-1	su mya ngan las bzla bar bgyi'o zhes lan gsum du brjod par bya'o //	su mya ngan las bzla ba bgyid zhes lan gsum du rjod ba byed 
BO_T04_D3969:246a-2	de ltar slob dpon med kyang bdag nyid byang chub tu sems bskyed pa'i chog ni /	de ltar slob dpon med kyang bdag nyid byang chub tu sems skyed ba chog ni 
BO_T04_D3969:246a-3	de bzhin gshegs pa sh'akya thub pa dang phyogs bcu'i de bzhin gshegs pa thams cad yid la bsams te /	de bzhin gshegs ba shakya thub ba dang phyogs chu de bzhin gshegs ba thams cad yid la bsams te 
BO_T04_D3969:246a-4	phyag 'tshal ba dang / mchod pa'i cho ga la sogs pa byas nas /	phyag tshal ba dang mchod ba cho ga la sogs ba byed nas 
BO_T04_D3969:246a-5	gsol ba gdab pa dang slob dpon zhes pa'i tshig spangs pa'i skyabs su 'gro ba la sogs pa'i go rims gong ma bzhin du bya'o //	gsol ba gdab ba dang slob dpon zhes ba tshig spong ba skyob su gro ba la sogs ba go rims gong ma bzhin du byed 
