segmentnr	original	folio	stemmed
BO_NK075_(bu)002:2000	thig le a thung gi dbyibs su klad pa bde chen gyi 'khor lo rtsa 'dab sum cu so gnyis kyi dbus na /	200	thig le a thung gi dbyibs su klad ba bde chen gyi khor lo rtsa dab sum cu so gnyis kyi dbus na 
BO_NK075_(bu)002:2001	thig le ham gi dbyibs su gnas so //	200	thig le ham gi dbyibs su gnas so 
BO_NK075_(bu)002:2002	rkyen 'khor lo gnyis ni /	200	rkyen khor lo gnyis ni 
BO_NK075_(bu)002:2003	sum mdo me'i 'khor lo na ra dang / sgrom mado'am gshang kha rlung gi 'khor lo na ya dang bcas pa'o //	200	sum mdo me khor lo na ra dang sgrom mado gshang kha rlung gi khor lo na ya dang cha ba 
BO_NK075_(bu)002:2004	de la lam pas bsgom pa'i dus na /	200	de la lam ba bsgom ba dus na 
BO_NK075_(bu)002:2005	'og rlung bsdoms pa las rang gnas kyi yi ge ya las sgrol ma ste rlung gyen du 'gro bas sum mdor ra la phog /	200	g rlung sdom ba las rang gnas kyi yi ge ya las sgrol ma ste rlung gyen du gro ba sum mdor ra la bogs 
BO_NK075_(bu)002:2006	des a thung gi me spar bas /	200	des a thung gi me spor ba 
BO_NK075_(bu)002:2007	rtsa a wa d+hu ti'i nang du me sna zhugs /	200	rtsa a wa d+hu ti nang du me sna jug 
BO_NK075_(bu)002:2008	de la brten pa'i lte ba'i thig le na rtogs pas 'khyags pa bzhus /	200	de la rten ba lte ba thig le na rtogs ba khyag ba ju 
BO_NK075_(bu)002:2009	dga' ba / de nas rim pa snying kha'i thig le bzhus /	200	dga ba de nas rim ba snying kha thig le ju 
BO_NK075_(bu)002:2010	mchog dga' / mgrin par dga' bral /	201	mchog dga mgrin ba dga bral 
BO_NK075_(bu)002:2011	spyi bo'i 'khor lo rnams kyi thig le rtog pas 'khyags pa rnams bzhus nas /	201	spyi bo khor lo rnams kyi thig le rtogs ba khyag ba rnams ju nas 
BO_NK075_(bu)002:2012	lhan cig skyes pa'i dga' ba skyes pa'o //	201	lhan cig skye ba dga ba skye ba 
BO_NK075_(bu)002:2013	de nas thig le'i 'od zer spyi bo nas 'thon te /	201	de nas thig le d zer spyi bo nas thon te 
BO_NK075_(bu)002:2014	phyogs bcu'i de bzhin gshegs pa rnams la bde stong gi mchod pa 'bul bas /	201	phyogs chu de bzhin gshegs ba rnams la bde stong gi mchod ba bul ba 
BO_NK075_(bu)002:2015	de pa rnams kyis ma chags thabs kyi sbyor ba mdzad pa'i byang chub sems dpa' de tshur 'dus spyi bo'i thig le la phog /	201	de ba rnams kyis ma chags thabs kyi sbyor ba mdzad ba byang chub sems dpa de tshur du spyi bo thig le la bogs 
BO_NK075_(bu)002:2016	'od du zhu bas lus kun la khyab ste rkyal pa zhos bkang ba bzhin du gyur par bsgoms pa yis dga' ba bzhi bye brag tu bskyed pa'i cha yin no //	201	d du ju ba lus kun la khyab ste rkyal ba zhos geng ba bzhin du gyur ba sgom ba yis dga ba bzhi bye brag tu skyed ba cha yin no 
BO_NK075_(bu)002:2017	chos rje'i bzhed la /	201	chos rje bzhed la 
BO_NK075_(bu)002:2018	bye brag bskyed pa'i cha 'di ltar du bshad de /	201	bye brag skyed ba cha di ltar du chad de 
BO_NK075_(bu)002:2019	de nyams su blang ba'i rim pa'i bye brag ni /	201	de nyams su blang ba rim ba bye brag ni 
BO_NK075_(bu)002:2020	dang po rtsa dang thig le la sogs pa gnas pa thabs /	202	dang po rtsa dang thig le la sogs ba gnas ba thabs 
BO_NK075_(bu)002:2021	de bsgoms nas goms pas gzung 'dzin phra rags rnams dag nas don dam rtog med kyi ye shes bskyed pa'i cha yin no //	202	de sgom nas goms ba gzung dzin phra rags rnams dag nas don dam rtogs med kyi ye shes skyed ba cha yin no 
BO_NK075_(bu)002:2022	zhes pas 'bru gnur 'dug /	202	zhes ba bru gnur dug 
BO_NK075_(bu)002:2023	gzhung tshig mthun mi mthun dpyad do //	202	gzhung tshig mthun mi mthun dpyod do 
BO_NK075_(bu)002:2024	spyir lam rnams bkod nas /	202	spyir lam rnams bkod nas 
BO_NK075_(bu)002:2025	sgom thabs 'di ltar du gsungs /	202	sgom thabs di ltar du gsungs 
BO_NK075_(bu)002:2026	mkha' 'gro yod med mdor bskul bzhi /	202	mkha gro yod med mdor skul bzhi 
BO_NK075_(bu)002:2027	zhes pas / mkha' 'gro yod par sgom thabs dang / med par dang / mdor bsdus te sgom pa dang / 'khor lo bskul te sgom dang bzhi las dang po ni /	202	zhes ba mkha gro yod ba sgom thabs dang med ba dang mdor sdud te sgom ba dang khor lo skul te sgom dang bzhi las dang po ni 
BO_NK075_(bu)002:2028	mkha' 'gro zhes pa rtsal zer /	202	mkha gro zhes ba rtsal zer 
BO_NK075_(bu)002:2029	snying kha chos kyi 'khor lo'i phyogs bzhi na /	202	snying kha chos kyi khor lo phyogs bzhi na 
BO_NK075_(bu)002:2030	rtsa ba zhi ye shes bzhi'i 'od dang bcas pa byung nas /	203	rtsa ba zhi ye shes bzhi d dang cha ba byung nas 
BO_NK075_(bu)002:2031	srog mi shig pa'i thig le bzhus pas /	203	srog mi shig ba thig le ju ba 
BO_NK075_(bu)002:2032	bde ba'i ye shes rgyud la skyes pa'o //	203	bde ba ye shes brgyud la skye ba 
BO_NK075_(bu)002:2033	gnyis pa ni /	203	gnyis ba ni 
BO_NK075_(bu)002:2034	snying gi nyi zla ga'u kha sbyor gyi steng /	203	snying gi nyi zla gau kha sbyor gyi steng 
BO_NK075_(bu)002:2035	zla ba'i rnam bug nas mar shes pa gtad de bsgoms pas bde ba'i ye shes skyes pa'o //	203	zla ba rnam bug nas mar shes ba gtod de sgom ba bde ba ye shes skye ba 
BO_NK075_(bu)002:2036	gsum pa ni /	203	gsum ba ni 
BO_NK075_(bu)002:2037	don dam par thig le la dbyibs dang kha dog tu grub pa med de /	203	don dam ba thig le la dbyibs dang kha dog tu grub ba med de 
BO_NK075_(bu)002:2038	de nyid la sems gtad de bsgoms pas bde ba'i ye shes skyes pa'o //	203	de nyid la sems gtod de sgom ba bde ba ye shes skye ba 
BO_NK075_(bu)002:2039	bzhi pa ni /	203	bzhi ba ni 
BO_NK075_(bu)002:2040	'og sgo bde ba'i lam nas ye shes kyi rlung byung ste /	204	g sgo bde ba lam nas ye shes kyi rlung byung ste 
BO_NK075_(bu)002:2041	gtum mo'i sa bon ra la phog pas me sbar /	204	thum mo sa bon ra la bogs ba me sbor 
BO_NK075_(bu)002:2042	de nas rtsa dbu ma nas yar zhugs te /	204	de nas rtsa dbu ma nas yar jug te 
BO_NK075_(bu)002:2043	lte ba sprul pa'i 'khor lo bzhu /	204	lte ba sprul ba khor lo ju 
BO_NK075_(bu)002:2044	de nas rim par brgyud de /	204	de nas rim ba brgyud de 
BO_NK075_(bu)002:2045	snying kha chos kyi 'khor lo dang / mgrin pa longs spyod kyi 'khor lo dang / klad pa bde chen gyi 'khor lo rnams rim par bzhus nas /	204	snying kha chos kyi khor lo dang mgrin ba longs spyod kyi khor lo dang klad ba bde chen gyi khor lo rnams rim ba ju nas 
BO_NK075_(bu)002:2046	lus 'od kyis khyab ste /	204	lus d kyis khyab ste 
BO_NK075_(bu)002:2047	bde ba'i rang bzhin du 'bar bar bsgom pa ni /	204	bde ba rang bzhin du bar ba bsgom ba ni 
BO_NK075_(bu)002:2048	'khor lo sgom pa'i thabs yin la /	204	khor lo sgom ba thabs yin la 
BO_NK075_(bu)002:2049	'khor lo'i nges tshig ni /	204	khor lo nges tshig ni 
BO_NK075_(bu)002:2050	lte ba'i rtsa de la /	205	lte ba rtsa de la 
BO_NK075_(bu)002:2051	pho mo dang ma ning la sogs pa thams cad de las sprul nas 'byung bas lte ba sprul pa'i 'khor lo zhes bya'o //	205	pho mo dang ma ning la sogs ba thams cad de las sprul nas byung ba lte ba sprul ba khor lo zhes byed 
BO_NK075_(bu)002:2052	snying kha chos kyi 'khor lo na yid kyi shes pa gnas shing /	205	snying kha chos kyi khor lo na yid kyi shes ba gnas shing 
BO_NK075_(bu)002:2053	yid kyis chos 'dus byas dang 'dus ma byas thams cad la dbang bsgyur bas snying kha chos kyi 'khor lo zhes bya'o //	205	yid kyis chos du byed dang du ma byed thams cad la dbang sgyur ba snying kha chos kyi khor lo zhes byed 
BO_NK075_(bu)002:2054	mgrin pa zas thams cad la longs spyod cing /	205	mgrin ba zas thams cad la longs spyod cing 
BO_NK075_(bu)002:2055	de ltar spyod pa'i rtsa des ro kha ba mngar ba thams cad la dbang bsgyur ba'am /	205	de ltar spyod ba rtsa des ro kha ba mngar ba thams cad la dbang sgyur ba 
BO_NK075_(bu)002:2056	ro myong bar byed pas mgrin pa longs spyod kyi 'khor lo zhes bya'o //	205	ro myong ba byed ba mgrin ba longs spyod kyi khor lo zhes byed 
BO_NK075_(bu)002:2057	klad pa'i thig le chen po byang chub kyi sems yod pa 'di nyid /	205	klad ba thig le chen po byang chub kyi sems yod ba di nyid 
BO_NK075_(bu)002:2058	bde ba thams cad 'byung ba'i gazhi'am ngo bo yin pas /	205	bde ba thams cad byung ba gazhi ngo bo yin ba 
BO_NK075_(bu)002:2059	klad pa bde chen gyi 'khor lo zhes bya'o //	205	klad ba bde chen gyi khor lo zhes byed 
BO_NK075_(bu)002:2060	yang lam rnam bkod las kyang 'di ltar du gsungs /	206	yang lam rnam bkod las kyang di ltar du gsungs 
BO_NK075_(bu)002:2061	rtsa rkyang pa dang / thig le rkyang pa dang rtsa dang thig le sbrag ma dang / shin tu myur ba'i sgom thabs dang bzhis bstan pa'i dang po /	206	rtsa rkyang ba dang thig le rkyang ba dang rtsa dang thig le sbrag ma dang shin tu myur ba sgom thabs dang bzhis ston ba dang po 
BO_NK075_(bu)002:2062	don dam par lte ba'i rtsa sor bzhi pa rgyus pa bldad pa'am bdag brkyangs pa lta bu /	206	don dam ba lte ba rtsa sor bzhi ba rgyus ba ldad ba bdag rkyong ba lta bu 
BO_NK075_(bu)002:2063	dkar na re ba rang bzhin gyi yod pas /	206	dkar na re ba rang bzhin gyi yod ba 
BO_NK075_(bu)002:2064	de la shes pa gtad de bsgoms pas bde ba'i ye shes skyes pa yin /	206	de la shes ba gtod de sgom ba bde ba ye shes skye ba yin 
BO_NK075_(bu)002:2065	ces gsungs so //	206	ces gsungs so 
BO_NK075_(bu)002:2066	thig le rkyang pa ni /	206	thig le rkyang ba ni 
BO_NK075_(bu)002:2067	rtsa de'i nang thig le yung kar 'bring po tsam thig le kha dog dkar po zhig bsgom nas de de la sems de gtad pas bde ba'i ye shes skyes pa'o //	206	rtsa de nang thig le yung kar bring po tsam thig le kha dog dkar po jig bsgom nas de de la sems de gtod ba bde ba ye shes skye ba 
BO_NK075_(bu)002:2068	rtsa dang thig le sbrag ma ni /	206	rtsa dang thig le sbrag ma ni 
BO_NK075_(bu)002:2069	rtsa ri bong can zhes bya ba zla ba tshes pa 'dra ba /	206	rtsa ri bong can zhes byed ba zla ba tshes ba dra ba 
BO_NK075_(bu)002:2070	skya khyug ge ba gnyis bsgoms pa'i bar du /	207	skya khyug ge ba gnyis sgom ba ba du 
BO_NK075_(bu)002:2071	thig le dmar po sran ma tsam la shes pa gtad de bsgoms pas bde ba'i ye shes skye ba'o //	207	thig le dmar po sran ma tsam la shes ba gtod de sgom ba bde ba ye shes skye ba 
BO_NK075_(bu)002:2072	shin tu myur ba'i sgom thabs ni /	207	shin tu myur ba sgom thabs ni 
BO_NK075_(bu)002:2073	rtsa dang thig le dbyibs dang kha dog tu ma grub cing /	207	rtsa dang thig le dbyibs dang kha dog tu ma grub cing 
BO_NK075_(bu)002:2074	gang du yang mi gnas pas /	207	gang du yang mi gnas ba 
BO_NK075_(bu)002:2075	rkyal stong bus pa lta bu'i stong pa dang bcas te bsgoms pas bde gsal mi rtog pa'i ye shes skye ba'o //	207	rkyal stong bud ba lta bu stong ba dang cha te sgom ba bde gsal mi rtogs ba ye shes skye ba 
BO_NK075_(bu)002:2076	cig char ba dang / drang /	207	cig char ba dang dren 
BO_NK075_(bu)002:2077	steng sgo rim gyis pa gong du song nas phyi ma 'og sgo cig char ba ni yab kyi dbang po dang yum gyi gsang ba yul gnyis 'dzom pa ste /	207	steng sgo rim gyis ba gong du gro nas phyi ma g sgo cig char ba ni yab kyi dbang po dang yum gyi gsang ba yul gnyis dzom ba ste 
BO_NK075_(bu)002:2078	de yang yab kyi rdo rje las nor bu ste thig le las bde ba kun tu 'byung ba dang / yum gyi chu skyes te pad+ma dang 'dra bar bde ba bskyed kyang nyon mongs pa'i dri mas ma gos pa'i thabs nyams su blangs pa la dbyer med du ldan par gyur dgos pas /	207	de yang yab kyi rdo rje las nor bu ste thig le las bde ba kun tu byung ba dang yum gyi chu skye te pad+ma dang dra ba bde ba skyed kyang nyon mongs ba dri mas ma gos ba thabs nyams su blangs ba la dbyer med du ldan ba gyur dgos ba 
BO_NK075_(bu)002:2079	de yang gang zag gi dgongs pa mtho na dbye mi dgos /	207	de yang gang zag gi dgongs ba mtho na byed mi dgos 
