segmentnr	original	stemmed
BO_T02_D1784a:215a-4	sngags ni bzlas pa'i sngags dang / bsam gtan ni ting nge 'dzin gyis bskul ba ni sad pa yin na /	sngags ni bzlas ba sngags dang bsam gtan ni ting nge dzin gyis skul ba ni sad ba yin na 
BO_T02_D1784a:215a-5	de'i tshe las rnams sna tshogs ni 'das pa la sogs pa byed par gyur pa ni slob ma'i sgo nas smra bar byed pa'o //	de tshe las rnams sna tshogs ni da ba la sogs ba byed ba gyur ba ni slob ma sgo nas smra ba byed ba 
BO_T02_D1784a:215a-6	gsung gi las ni snang ba mtha' yas te /	gsung gi las ni snang ba mtha yas te 
BO_T02_D1784a:215a-7	de'i bka' bzhin zhes pa ni 'dir ni the tshom mi bya'o zhes ston to //	de bka bzhin zhes ba ni dir ni the tshom mi byed zhes ston to 
BO_T02_D1784a:215a-8	ting nge 'dzin bshad par bya ste /	ting nge dzin chad ba byed ste 
BO_T02_D1784a:215a-9	rdo rje chos kyi gzugs chen po //	rdo rje chos kyi gzugs chen po 
BO_T02_D1784a:215a-10	zhes bya ba la sogs pa la /	zhes byed ba la sogs ba la 
BO_T02_D1784a:215a-11	rdo rje chos ni snang ba mtha' yas te /	rdo rje chos ni snang ba mtha yas te 
BO_T02_D1784a:215a-12	de'i gzugs chen po ni de'i nam pa'i snod do //	de gzugs chen po ni de nam ba snod do 
BO_T02_D1784a:215a-13	padma r'a ga'i 'od 'dra ba //	padma ra ga d dra ba 
BO_T02_D1784a:215a-14	zhes pa ni kha dog dmar po dang ji ltar dbyibs dang / tshul dang ldan par bsgoms la ;	zhes ba ni kha dog dmar po dang ji ltar dbyibs dang tshul dang ldan ba sgom la 
BO_T02_D1784a:215a-15	de nyid kyi sku gsung thugs kyi rdo rje ni sku la sogs pa'i gnas la rigs gsum gyi sa bon btab pa ni byin gyis brlab par bya'o //	de nyid kyi sku gsung thugs kyi rdo rje ni sku la sogs ba gnas la rigs gsum gyi sa bon debs ba ni byin gyis brlab ba byed 
BO_T02_D1784a:215a-16	de lta bu'i dbab pa'i cho ga byed na 'grub par 'gyur te /	de lta bu bebs ba cho ga byed na grub ba gyur te 
BO_T02_D1784a:215a-17	gzhan du ni ma yin no //	gzhan du ni ma yin no 
BO_T02_D1784a:215a-18	dbye ba bshad par bya ste /	byed ba chad ba byed ste 
BO_T02_D1784a:215a-19	bskul ba ni ma 'ongs pa'i lha'i nus pas snying stobs kyi rgyal po brgyad do //	skul ba ni ma ngs ba lha nus ba snying stobs kyi rgyal po brgyad do 
BO_T02_D1784a:215a-20	dper na / rengs pa rdul dang ba spu ldang // skad 'gyur de bzhin 'dar ba nyid //	dper na rengs ba rdul dang ba spu ldang skad gyur de bzhin dar ba nyid 
BO_T02_D1784a:215a-21	mdog 'gyur mchi ma thigs ba ste //	mdog gyur mchi ma thigs ba ste 
BO_T02_D1784a:215a-22	de ni snying stobs brgyad bstan pa'o //	de ni snying stobs brgyad ston ba 
BO_T02_D1784a:215a-23	rengs pa ni 'phar ba dang 'dar ba dang 'khor ba'o /	rengs ba ni phar ba dang dar ba dang khor ba 
