segmentnr	original	stemmed
BO_T02_D2663b-1:310b-17	rmi lam gyi ltas de rnams kyang sa las byung ba dang bar snang gi dang 'phags pa'i dang rnam pa gsum ster ba dang 'bring dang tha mar blta'o //	rmi lam gyi ltas de rnams kyang sa las byung ba dang ba snang gi dang phag ba dang rnam ba gsum ster ba dang bring dang tha mar lta 
BO_T02_D2663b-1:310b-18	gsum po de re re la yang /	gsum po de re re la yang 
BO_T02_D2663b-1:310b-19	rab dang 'bring dang tha ma ste gsum du dbye bar bya'o //	rab dang bring dang tha ma ste gsum du byed ba byed 
BO_T02_D2663b-1:310b-20	de la gtsug lag khang zhes pa nas bram ze dang zhes pa'i bar ni sa las byung ba'o//	de la gtsug lag khang zhes ba nas bram ze dang zhes ba ba ni sa las byung 
BO_T02_D2663b-1:310b-21	sangs rgyas dang ni rang sangs rgyas //	sangs rgya dang ni rang sangs rgya 
BO_T02_D2663b-1:310b-22	de bzhin rgyal ba'i nyan thos dang / byang chub sems dpa' bdag nyid che //	de bzhin rgyal ba nyan thos dang byang chub sems dpa bdag nyid che 
BO_T02_D2663b-1:310b-23	zhes pa ni 'phags pa'i'o //	zhes ba ni phag ba 
BO_T02_D2663b-1:310b-24	gal te 'bras bu thob pa dang // zhes pa nas /	gal te bras bu thob ba dang zhes ba nas 
BO_T02_D2663b-1:310b-25	bkra shis yid du 'ong ba'i tshig /'dod pa'i 'bras bu 'byung bar grags //	bkra shis yid du ng ba tshig ba bras bu byung ba grags 
BO_T02_D2663b-1:310b-26	zhes pa'i bar ni snang las byung ba'i ltas so //	zhes ba ba ni snang las byung ba ltas so 
BO_T02_D2663b-1:310b-27	de la gtsug lag khang nas yang thog cas pa'i bar du tha ma'o //	de la gtsug lag khang nas yang thogs cas ba ba du tha ma 
BO_T02_D2663b-1:310b-28	ral gri dang yid bzhin nor bu ni sa las byung ba'i rab bo /	ral gri dang yid bzhin nor bu ni sa las byung ba rab bo 
BO_T02_D2663b-1:310b-29	gdugs dang me tog sna tshogs dang / bud med bzang mo gos dkar can //	gdugs dang me tog sna tshogs dang bud med bzang mo gos dkar can 
BO_T02_D2663b-1:310b-30	sdug pa'i gnyen dang bshes dag dang // glegs bam de bzhin bram ze dang // zhes pa ni sa las byung ba'i ltas 'bring ngo //	sdug ba gnyen dang bshes dag dang glegs bam de bzhin bram ze dang zhes ba ni sa las byung ba ltas bring ngo 
BO_T02_D2663b-1:311a-0	@311a * // sangs rgyas ni 'phags pa'i ltas rab po //	sangs rgya ni phag ba ltas rab po 
BO_T02_D2663b-1:311a-1	byang chub sems dpa' bdag nyid che dang / rang sangs rgyas ni 'phags pa'i 'bring ngo //	byang chub sems dpa bdag nyid che dang rang sangs rgya ni phag ba bring ngo 
BO_T02_D2663b-1:311a-2	nyan thos ni 'phags pa'i tha ma'o //	nyan thos ni phag ba tha ma 
BO_T02_D2663b-1:311a-3	'bras bu thob pa ni bar snang gi tha ma'o //	bras bu thob ba ni ba snang gi tha ma 
BO_T02_D2663b-1:311a-4	mtsho dang rgya mtsho la brgyal zhing brgal ba ni bar snang gi 'bring ngo //	mtsho dang rgya mtsho la brgyal zhing rgol ba ni ba snang gi bring ngo 
BO_T02_D2663b-1:311a-5	de bzhin du bkra shis yid du 'ong ba'i tshig 'dod ba'i 'bras bu 'byung ba gang las thos na bar snang gi rmi lam gyi ltas rab tu shes par bya ste /	de bzhin du bkra shis yid du ng ba tshig dod ba bras bu byung ba gang las thos na ba snang gi rmi lam gyi ltas rab tu shes ba byed ste 
BO_T02_D2663b-1:311a-6	rmi lam de rnams blta ba yang khyad par gyi slob ma rnams gang du dkyil 'khor bri ba'i sa de'i nye 'khor du nyal bar rigs so //	rmi lam de rnams lta ba yang khyad ba gyi slob ma rnams gang du dkyil khor bri ba sa de nye khor du nyal ba rigs so 
BO_T02_D2663b-1:311a-7	theg pa chen po cher 'byung ba'i //	theg ba chen po cher byung ba 
BO_T02_D2663b-1:311a-8	lam mchog 'di ni dpal dang ldan //	lam mchog di ni dpal dang ldan 
BO_T02_D2663b-1:311a-9	zhes pa nas /	zhes ba nas 
BO_T02_D2663b-1:311a-10	theg pa rab kyi mchog 'di ni //	theg ba rab kyi mchog di ni 
BO_T02_D2663b-1:311a-11	tshul la gnas na thob par 'gyur //	tshul la gnas na thob ba gyur 
BO_T02_D2663b-1:311a-12	zhes pa'i bar gyis ni slob ma de rnams spro ba bya ba'i phyir theg pa chen po la skye bar 'gyur ro zhes bshad pa'i theg pa chen po nyid rgyu dang 'bras bu'i yon tan gyi yang 'dir bshad de /	zhes ba ba gyis ni slob ma de rnams spro ba byed ba phyir theg ba chen po la skye ba gyur ro zhes chad ba theg ba chen po nyid rgyu dang bras bu yon tan gyi yang dir chad de 
BO_T02_D2663b-1:311a-13	de lta bu'i theg pa khyed kyis thob pa yin no zhes pa bstan to //	de lta bu theg ba khyed kyis thob ba yin no zhes ba ston to 
BO_T02_D2663b-1:311a-14	lam mchog 'di ni dpal dang ldan //	lam mchog di ni dpal dang ldan 
BO_T02_D2663b-1:311a-15	zhes pa ni bla na med pa'i byang chub tu 'gro ba'i lam ste de yang sngags kyi tshul la spyod pa'i lam mo //	zhes ba ni bla na med ba byang chub tu gro ba lam ste de yang sngags kyi tshul la spyod ba lam mo 
BO_T02_D2663b-1:311a-16	lam mchog ces pa ni nyan thos dang rang sangs rgyas kyi theg pa dang pha rol tu phyin pa la spyod pa'i byang chub sems dpa' rnams kyi lam las 'phags pa'i phyir ro //	lam mchog ces ba ni nyan thos dang rang sangs rgya kyi theg ba dang pha rol tu phyin ba la spyod ba byang chub sems dpa rnams kyi lam las phag ba phyir ro 
BO_T02_D2663b-1:311a-17	pha rol tu phyin pa la spyod pa'i byang chub sems dpa'i lam las ci'i phyir 'phags she na /	pha rol tu phyin ba la spyod ba byang chub sems dpa lam las ci phyir phag she na 
BO_T02_D2663b-1:311a-18	pha rol tu phyin pa la sogs pa la spyod par 'dra yang lha rnams mnyes par bya ba'i phyir yan lag bzhi la sogs pa'i sngags bzlas pa dang mchod pa dang sbyin sreg la sogs pa'i sgo nas sbyin pa la sogs pa la pha rol tu phyin pa	pha rol tu phyin ba la sogs ba la spyod ba dra yang lha rnams mnyes ba byed ba phyir yan lag bzhi la sogs ba sngags bzlas ba dang mchod ba dang sbyin sreg la sogs ba sgo nas sbyin ba la sogs ba la pha rol tu phyin ba 
BO_T02_D2663b-1:311a-19	rgyun mi 'chad par spyod pas 'bras bu myur du thob par 'gyur ba'i phyir mchog go //	rgyun mi chad ba spyod ba bras bu myur du thob ba gyur ba phyir mchog go 
BO_T02_D2663b-1:311a-20	dpal dang ldan zhes pa ni mngon par mtho ba'i mtshan nyid lha dang mi'i longs spyod kyi bde ba dang rig 'dzin la sogs pa'i grub pa thob pa dang / nges par legs pa'i mtshan nyid mi gnas pa'i mya ngan las 'das pa'i rim gyis thob par 'gyur pas na dpal dang ldan pa'o //	dpal dang ldan zhes ba ni mngon ba mtho ba mtshan nyid lha dang mi longs spyod kyi bde ba dang rig dzin la sogs ba grub ba thob ba dang nges ba legs ba mtshan nyid mi gnas ba mya ngan las da ba rim gyis thob ba gyur ba na dpal dang ldan ba 
BO_T02_D2663b-1:311a-21	theg pa chen po cher 'gyur ba'i //	theg ba chen po cher gyur ba 
