segmentnr	original	stemmed
BO_K01_D0007A_H0007:111a-4	nyes byas so //	nyes byed so 
BO_K01_D0007A_H0007:111a-5	bsnyen par rdzogs pa la bsnyen par rdzogs par 'du shes na /	snyen ba rdzogs ba la snyen ba rdzogs ba du shes na 
BO_K01_D0007A_H0007:111a-6	cir 'gyur lags /	cir gyur lags 
BO_K01_D0007A_H0007:111a-7	nyes byas so //	nyes byed so 
BO_K01_D0007A_H0007:111a-8	btsun pa / re zhig dge slong gis mi la mir 'du shes bas mgrin gcig tu chos 'don par bgyid na /	btsun ba re jig dge slong gis mi la mir du shes ba mgrin gcig tu chos don ba bgyid na 
BO_K01_D0007A_H0007:111a-9	cir 'gyur lags /	cir gyur lags 
BO_K01_D0007A_H0007:111a-10	ltung byed do //	ltung byed do 
BO_K01_D0007A_H0007:111a-11	mi la mi ma lags par 'du shes na /	mi la mi ma lags ba du shes na 
BO_K01_D0007A_H0007:111a-12	cir 'gyur lags /	cir gyur lags 
BO_K01_D0007A_H0007:111a-13	nyes byas so //	nyes byed so 
BO_K01_D0007A_H0007:111a-14	mi ma lags pa la mi ma lags par 'du shes na /	mi ma lags ba la mi ma lags ba du shes na 
BO_K01_D0007A_H0007:111a-15	cir 'gyur lags /	cir gyur lags 
BO_K01_D0007A_H0007:111a-16	nyes byas so //	nyes byed so 
BO_K01_D0007A_H0007:111a-17	btsun pa / re zhig dge slong gis dge slong ma dang mgrin gcig tu chos 'don par bgyid na /	btsun ba re jig dge slong gis dge slong ma dang mgrin gcig tu chos don ba bgyid na 
BO_K01_D0007A_H0007:111a-18	cir 'gyur lags /	cir gyur lags 
BO_K01_D0007A_H0007:111a-19	nyes byas so //	nyes byed so 
BO_K01_D0007A_H0007:111a-20	dge slong ma dang / dge tshul dang / dge tshul ma dang mgrin gcig tu chos 'don par bgyid na /	dge slong ma dang dge tshul dang dge tshul ma dang mgrin gcig tu chos don ba bgyid na 
