segmentnr	original	stemmed
BO_K10_Dx_H0344:455a-0	@455a / /rgya gar skad @455b du; karma bi bhngga /	gar skad du; karma bi bhngga 
BO_K10_Dx_H0344:455a-1	bod skad du /	bod skad du 
BO_K10_Dx_H0344:455a-2	las rnam par 'byed pa /	las rnam ba byed ba 
BO_K10_Dx_H0344:455a-3	bam po dang po /	bam po dang po 
BO_K10_Dx_H0344:455a-4	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K10_Dx_H0344:455a-5	'di skad bdag gis thos pa  dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K10_Dx_H0344:455a-6	bcom ldan 'das mnyan yod na rgyal bu rgyal byed gyi tshal mgon med zas sbyin gyi kun dga' ba na bzhugs te /	joms ldan da nyan yod na rgyal bu rgyal byed gyi tshal mgon med zas sbyin gyi kun dga ba na bzhugs te 
BO_K10_Dx_H0344:455a-7	der bcom ldan 'das kyis bram ze'i khye'u shu ka la bka' stsal ba /	der joms ldan da kyis bram ze khyeu shu ka la bka stsal ba 
BO_K10_Dx_H0344:455a-8	bram ze'i khye'u /	bram ze khyeu 
BO_K10_Dx_H0344:455a-9	khyod la las rnam par 'byed pa bstan gyi /	khyod la las rnam ba byed ba ston gyi 
BO_K10_Dx_H0344:455a-10	de legs par shin tu nyon la yid la zungs shig dang ngas bshad kyi /	de legs ba shin tu nyon la yid la zungs shig dang ngas chad kyi 
BO_K10_Dx_H0344:455a-11	bcom ldan 'das /	joms ldan da 
BO_K10_Dx_H0344:455a-12	de ltar bgyi'o zhes nas bram ze'i khye'u shu ka bcom ldan 'das la phyir nyan pa dang / bcom ldan 'das kyis de la 'di skad ces bka' stsal to //	de ltar bgyid zhes nas bram ze khyeu shu ka joms ldan da la phyir nyan ba dang joms ldan da kyis de la di skad ces bka stsal to 
BO_K10_Dx_H0344:455a-13	bram ze'i bu /	bram ze bu 
BO_K10_Dx_H0344:455a-14	ngas ni sems can rnams bdag gi las las su gyur pa /	ngas ni sems can rnams bdag gi las las su gyur ba 
BO_K10_Dx_H0344:455a-15	las kyi rgyu las skyes pa /	las kyi rgyu las skye ba 
BO_K10_Dx_H0344:455a-16	las skal ba la spyod pa /	las skal ba la spyod ba 
BO_K10_Dx_H0344:455a-17	las la brten par gsungs te /	las la rten ba gsungs te 
BO_K10_Dx_H0344:455a-18	bram ze'i bu /	bram ze bu 
BO_K10_Dx_H0344:455a-19	las ni 'di lta ste; sems can rnams rab dang / 'bring dang / tha mar rnam par 'byed do //	las ni di lta ste; sems can rnams rab dang bring dang tha mar rnam ba byed do 
BO_K10_Dx_H0344:455a-20	de ni 'di ltar tshe thung bar 'gyur ba'i las yod de /	de ni di ltar tshe thung ba gyur ba las yod de 
BO_K10_Dx_H0344:455a-21	de la tshe thung bar 'gyur ba'i las gang zhe na /	de la tshe thung ba gyur ba las gang zhe na 
BO_K10_Dx_H0344:456a-0	de ni srog gcod pa dang / srog gcod pa la rjes su dga' ba dang / srog gcod pa'i legs pa brjod pa dang / mi mdza' ba tshe 'pho bar bskul ba dang / mi mdza' ba tshe 'phos @456a *//	de ni srog gcod ba dang srog gcod ba la rjes su dga ba dang srog gcod ba legs ba rjod ba dang mi mdza ba tshe pho ba skul ba dang mi mdza ba tshe pho 
BO_K10_Dx_H0344:456a-1	na legs par brjod pa dang / mngal nas tshe 'pho bar byed pa dang / mngal nas tshe 'pho ba'i legs pa brjod pa dang / ma he dang / ba lang dang / pha la dang; bya la sogs pa bsad par 'gyur ba'i rten 'cha' zhing /	na legs ba rjod ba dang mngal nas tshe pho ba byed ba dang mngal nas tshe pho ba legs ba rjod ba dang ma he dang ba lang dang pha la dang; byed la sogs ba bsad ba gyur ba rten cha zhing 
BO_K10_Dx_H0344:456a-2	mchod sbyin de btsugs pas bu tsha dang / skye bo gzhan la phan par 'dod pa rnams dang / 'jigs pas nyen pa rnams kyi lugs su gyur cing sems can gsod par 'gyur ba ste /	mchod sbyin de btsugs ba bu tsha dang skye bo gzhan la phan ba dod ba rnams dang jigs ba nyen ba rnams kyi lugs su gyur cing sems can gsod ba gyur ba ste 
BO_K10_Dx_H0344:456a-3	dper na / grong khyer kas marya na dge slong dgra bcom pa gcig cig khyim zhig gi sgo na 'dug 'dug na /	dper na grong khyer kas marya na dge slong dgra joms ba gcig cig khyim jig gi sgo na dug dug na 
BO_K10_Dx_H0344:456a-4	khyim de'i thad ka lam po che nas phyugs shig sgra 'byin cing khrid pa dge slong des mthong nas kyi hud ae ma ga la srid ces byas pa dang / mi dag gis dge slong de la /	khyim de thad ka lam po che nas phyugs shig sgra byin cing khrid ba dge slong des mthong nas kyi hud ae ma ga la srid ces byed ba dang mi dag gis dge slong de la 
BO_K10_Dx_H0344:456a-5	slob dpon / ci zhig de skad du kyi hud ae ma ga la srid ces bya ba'i sgra brjod ces dris na /	slob dpon ci jig de skad du kyi hud ae ma ga la srid ces byed ba sgra rjod ces dri na 
BO_K10_Dx_H0344:456a-6	des smras pa /	des smras ba 
BO_K10_Dx_H0344:456a-7	de ni ma dad pa rnams la smra bar yang mi bya ba zhig ste sgos kyis smra'o zhes nas; des smras pa /	de ni ma dad ba rnams la smra ba yang mi byed ba jig ste sgos kyis smra zhes nas; des smras ba 
BO_K10_Dx_H0344:456a-8	phyugs pa bi ltar sgra 'byin cing khrid pa pha bis sngon tshong ba phyug po zhig tu red pa'i tshe /	phyugs ba bi ltar sgra byin cing khrid ba pha bis sngon tshong ba phyug po jig tu red ba tshe 
BO_K10_Dx_H0344:456a-9	rten btsugs ta lo dus kyi mchod sbyin byas nas /	rten btsugs ta lo dus kyi mchod sbyin byed nas 
BO_K10_Dx_H0344:456a-10	des der phyugs mang po dag kyang bsad /	des der phyugs mang po dag kyang bsad 
BO_K10_Dx_H0344:456a-11	tshe 'pho kar yang bul bos te smras pa /	tshe pho kar yang bul bod te smras ba 
BO_K10_Dx_H0344:456a-12	bu khyod nga la byams zha na /	bu khyod nga la byams ja na 
BO_K10_Dx_H0344:456b-0	phyugs kyi mchod sbyin lo dus su bya ba 'di nga tshe 'phos nas @456b kyang rtag par gyis shig ces bsgo nas /	phyugs kyi mchod sbyin lo dus su byed ba di nga tshe pho nas kyang rtag ba gyis shig ces sgo nas 
BO_K10_Dx_H0344:456b-1	bus kyang de ltar bgyi'o zhes te de bzhin du mnyan to //	bud kyang de ltar bgyid zhes te de bzhin du nyan to 
