segmentnr	original	folio	stemmed
BO_NK038_(nyi)003:0	// dkyil 'khor bdun pa'i rim pa bzhugs pa'i dbu phyogs lags so //	0	dkyil khor bdun ba rim ba bzhugs ba dbu phyogs lags so 
BO_NK038_(nyi)003:1	rgya gar skad du /	0	rgya gar skad du 
BO_NK038_(nyi)003:2	badz+ra gu man tan tra karma man d+ha la /	0	badz+ra gu man tan tra karma man d+ha la 
BO_NK038_(nyi)003:3	sad tra ma a rbi sa da na ma /	0	sad tra ma a rbi sa da na ma 
BO_NK038_(nyi)003:4	bod skad du /	0	bod skad du 
BO_NK038_(nyi)003:5	rdo rje bkod pa'i rgyud las /	0	rdo rje bkod ba brgyud las 
BO_NK038_(nyi)003:6	dkyil 'khor bdun pa'i rim pa rnam par dbye ba'i bsgrubs thabs zhes bya ba /	0	dkyil khor bdun ba rim ba rnam ba byed ba sgrub thabs zhes byed ba 
BO_NK038_(nyi)003:7	bcom ldan 'das dpal sgrol byed thugs rje'i rgyal po shin tu rnam par grol ba nyid la phyag 'tshal lo //	0	joms ldan da dpal sgrol byed thugs rje rgyal po shin tu rnam ba grol ba nyid la phyag tshal lo 
BO_NK038_(nyi)003:8	h'u bdud ru tra /	0	hu bdud ru tra 
BO_NK038_(nyi)003:9	khro la khros pa'i rgyal po yis //	0	khro la khro ba rgyal po yis 
BO_NK038_(nyi)003:10	shugs bcas bcos /	1	shugs cha chos 
BO_NK038_(nyi)003:11	khro bos nye bar zhi mdzad pa //	1	khro bod nye ba zhi mdzad ba 
BO_NK038_(nyi)003:12	khro bo de bzhin gshegs kun mdzad //	1	khro bo de bzhin gshegs kun mdzad 
BO_NK038_(nyi)003:13	khro zhing che la phyag 'tshal te //	1	khro zhing che la phyag tshal te 
BO_NK038_(nyi)003:14	dgongs dam bca' ba pa 'dus pa'i rgyud dag las //	1	dgongs dam chos ba ba du ba brgyud dag las 
BO_NK038_(nyi)003:15	dkyil 'khor bdun pa'i rim pa dag /	1	dkyil khor bdun ba rim ba dag 
BO_NK038_(nyi)003:16	sems can ye nas yin pa ye shes bskyed pa'i phyir //	1	sems can ye nas yin ba ye shes skyed ba phyir 
BO_NK038_(nyi)003:17	legs par bsdus te bstan par bya //	1	legs ba sdud te ston ba byed 
BO_NK038_(nyi)003:18	slob dpon mnyes par ma byas shing //	1	slob dpon mnyes ba ma byed shing 
BO_NK038_(nyi)003:19	dbang rnams thob par ma byas par //	1	dbang rnams thob ba ma byed ba 
BO_NK038_(nyi)003:20	nyan pa la sogs rtsom pa rnams //	2	nyan ba la sogs rtsom ba rnams 
BO_NK038_(nyi)003:21	'bras bu med cing brlag par 'gyur //	2	bras bu med cing brlag ba gyur 
BO_NK038_(nyi)003:22	'gyur / man ngag zhu ba /	2	gyur man ngag ju ba 
BO_NK038_(nyi)003:23	yi ge sgra btags ming tshogs la //	2	yi ge sgra dogs ming tshogs la 
BO_NK038_(nyi)003:24	brten pa'i tshig gis rab mtshon te //	2	rten ba tshig gis rab mtshon te 
BO_NK038_(nyi)003:25	khong nas gab sbas don 'byin pa //	2	khong nas gab sbed don byin ba 
BO_NK038_(nyi)003:26	ston pa rdo rje'i rnal 'byor gyi rim pa thugs la gnas //	2	ston ba rdo rje rnal byor gyi rim ba thugs la gnas 
BO_NK038_(nyi)003:27	'di ni man ngag gi che ba'i yon tan gsang chen nges pa yis //	2	di ni man ngag gi che ba yon tan gsang chen nges ba yis 
BO_NK038_(nyi)003:28	'bras bu lam du gyur pa yin //	2	bras bu lam du gyur ba yin 
BO_NK038_(nyi)003:29	rgyal ba'i dkyil 'khor ma lus pa //	2	rgyal ba dkyil khor ma lus ba 
BO_NK038_(nyi)003:30	'di las gsang ba'i nges don med //	3	di las gsang ba nges don med 
BO_NK038_(nyi)003:31	kun gyi phyag rgya rgyu rdzogs chen mchog zer ba 'dug yi mchog /	3	kun gyi phyag rgya rgyu rdzogs chen mchog zer ba dug yi mchog 
BO_NK038_(nyi)003:32	snod ldan ngang tshul bzang la sbyin //	3	snod ldan ngang tshul bzang la sbyin 
BO_NK038_(nyi)003:33	gzhan du nam yang sbyin mi bya //	3	gzhan du nam yang sbyin mi byed 
BO_NK038_(nyi)003:34	rmongs la 'phyar bas gsal te byin //	3	rmongs la phyor ba gsal te byin 
BO_NK038_(nyi)003:35	dus min par ni srog zad nas //	3	dus min ba ni srog zad nas 
BO_NK038_(nyi)003:36	srog dang bsdos par yun ring gnas //	3	srog dang sdo ba yun ring gnas 
BO_NK038_(nyi)003:37	'das pa'i man ngag gi dgongs pa dus na sngon byung ba //	3	da ba man ngag gi dgongs ba dus na sngon byung ba 
BO_NK038_(nyi)003:38	bdag nyid chen po rtags pa yis //	3	bdag nyid chen po rtags ba yis 
BO_NK038_(nyi)003:39	de bzhin gshegs pa'i gsung rab las //	3	de bzhin gshegs ba gsung rab las 
BO_NK038_(nyi)003:40	'gro ba'i tshul du sngon byung ba //	4	gro ba tshul du sngon byung ba 
BO_NK038_(nyi)003:41	de tshe sems can thams cad ni //	4	de tshe sems can thams cad ni 
BO_NK038_(nyi)003:42	stong nyid ther zug 'gog pa dang // khro gtum log lta rkam zhing 'jungs //	4	stong nyid ther zug gog ba dang khro thum log lta rkam zhing jungs 
BO_NK038_(nyi)003:43	le lo gti mug chang stsegs pas //	4	le lo gti mug chang stsegs ba 
BO_NK038_(nyi)003:44	log lta dgu po bde myong 'gyur //	4	log lta dgu po bde myong gyur 
BO_NK038_(nyi)003:45	de dag 'khrul pa de bsag sbyong gi sbyang rnams par grol ba'i phyir //	4	de dag khrul ba de bsag sbyong gi sbyong rnams ba grol ba phyir 
BO_NK038_(nyi)003:46	rgyal bas dkyil 'khor bdun du gsungs //	4	rgyal ba dkyil khor bdun du gsungs 
BO_NK038_(nyi)003:47	de rtsoms gang zag lngar 'dod rten gyi gang zag gi de //	4	de rtsoms gang zag lngar dod rten gyi gang zag gi de 
BO_NK038_(nyi)003:48	'dun pa dad pa dang ni rigs chen 'byed //	4	dun ba dad ba dang ni rigs chen byed 
BO_NK038_(nyi)003:49	gnas gang du sbyin theg chen gyi //	4	gnas gang du sbyin theg chen gyi 
BO_NK038_(nyi)003:50	dbang thob pa dbugs chen 'byin dang lung chen thob //	5	dbang thob ba dbugs chen byin dang lung chen thob 
BO_NK038_(nyi)003:51	dngos su // shes rab kyi rtsal chen rdzogs pa'i rnal 'byor pas //	5	dngos su shes rab kyi rtsal chen rdzogs ba rnal byor ba 
BO_NK038_(nyi)003:52	drag shul can zhes bya ba'i gnas //	5	drag shul can zhes byed ba gnas 
BO_NK038_(nyi)003:53	dgon pa chen po'i gnas chen ni //	5	dgon ba chen po gnas chen ni 
BO_NK038_(nyi)003:54	ye shes snying po can rnams kyis //	5	ye shes snying po can rnams kyis 
BO_NK038_(nyi)003:55	theg chen gsang ba 'byung ba'i gnas //	5	theg chen gsang ba byung ba gnas 
BO_NK038_(nyi)003:56	dam pa rnams kyis basngagasa pa yin //	5	dam ba rnams kyis basngagasa ba yin 
BO_NK038_(nyi)003:57	der gnas lta ba lhur len pa bstan /	5	der gnas lta ba lhur len ba ston 
BO_NK038_(nyi)003:58	nges don bkod pa yin //	5	nges don bkod ba yin 
BO_NK038_(nyi)003:59	gzhi ji bzhin nyid kyi dkyil 'khor la /	5	gzhi ji bzhin nyid kyi dkyil khor la 
BO_NK038_(nyi)003:60	bskyed rim / phyag rgya dngos grub dkyil 'khor dang // byang chub sems kyi da la mchog /	6	skyed rim phyag rgya dngos grub dkyil khor dang byang chub sems kyi da la mchog 
BO_NK038_(nyi)003:61	bsod nam la spyod pas dor ba tshogs kyi dkyil 'khor sprin //	6	bsod nam la spyod ba dor ba tshogs kyi dkyil khor sprin 
BO_NK038_(nyi)003:62	bka' 'jig rten pa'i bsnyen pa sdod pho nya'i dkyil 'khor mchog /	6	bka jig rten ba snyen ba sdod pho nya dkyil khor mchog 
BO_NK038_(nyi)003:63	'brub khung las kyi dkyil 'khor che //	6	brub khung las kyi dkyil khor che 
BO_NK038_(nyi)003:64	gtad khram ma grub pa spangs pa mnan pa'i dkyil 'khor ro //	6	gtod khram ma grub ba spong ba gnon ba dkyil khor ro 
BO_NK038_(nyi)003:65	de ni dbye ba'i ngos gnas su //	6	de ni byed ba ngos gnas su 
BO_NK038_(nyi)003:66	gsungs mi bskyod zhing khams mngon dga' nas //	6	gsungs mi skyod zhing khams mngon dga nas 
BO_NK038_(nyi)003:67	dge slong ston pa thub dka' gzhon nu yi //	6	dge slong ston ba thub dka gzhon nu yi 
BO_NK038_(nyi)003:68	khyim 'khor bdag ke'u ka yi bu //	6	khyim khor bdag keu ka yi bu 
BO_NK038_(nyi)003:69	dge slong thar pa nag po dang // g.yog po dan 'a phags gnyis po la //	6	dge slong thar ba nag po dang g.yog po dan a phags gnyis po la 
BO_NK038_(nyi)003:70	ji bzhin gang bzhes na nyid kyi dkyil 'khor gsungs //	7	ji bzhin gang bzhes na nyid kyi dkyil khor gsungs 
BO_NK038_(nyi)003:71	ji bzhin nyid de ma bcos na //	7	ji bzhin nyid de ma chos na 
BO_NK038_(nyi)003:72	dngos po bzhi la gnas spyad kyang //	7	dngos po bzhi la gnas spyod kyang 
BO_NK038_(nyi)003:73	nam mkha' la ni sprin bzhin te //	7	nam mkha la ni sprin bzhin te 
BO_NK038_(nyi)003:74	'di ni rnal 'byor dam pa'i lam //	7	di ni rnal byor dam ba lam 
BO_NK038_(nyi)003:75	ji bzhin nyid kyi dkyil 'khor ni //	7	ji bzhin nyid kyi dkyil khor ni 
BO_NK038_(nyi)003:76	phyag rgya dngos grub dkyil 'khor ni //	7	phyag rgya dngos grub dkyil khor ni 
BO_NK038_(nyi)003:77	mi 'khrugs pa yi zhing khams na //	7	mi khrugs ba yi zhing khams na 
BO_NK038_(nyi)003:78	khungs sgyu 'khrul d+r+wa ba'i rgyud dag las //	7	khungs sgyu khrul d+r+wa ba brgyud dag las 
BO_NK038_(nyi)003:79	drag po ston pa rdo rje sems dpa' yis //	7	drag po ston ba rdo rje sems dpa yis 
BO_NK038_(nyi)003:80	mi 'khor 'khrugs rgyas po nyid la gsungs //	8	mi khor khrugs rgya po nyid la gsungs 
BO_NK038_(nyi)003:81	gnas chen dam pa dag tu ni //	8	gnas chen dam ba dag tu ni 
BO_NK038_(nyi)003:82	tshul dang ldan pa'i rdzas bsog la //	8	tshul dang ldan ba rdzas bsog la 
BO_NK038_(nyi)003:83	dus man+dala la sogs mdzes byas la //	8	dus man+dala la sogs mdzes byed la 
BO_NK038_(nyi)003:84	khrus bya snying gar yi dam nyi dkyil h'u //	8	khru byed snying gar yi dam nyi dkyil hu 
BO_NK038_(nyi)003:85	'od kyi snang bas dkon mchog rnams //	8	d kyi snang ba dkon(d) mchog rnams 
BO_NK038_(nyi)003:86	spyan drangs dkon mchog bskor la phyag 'tshal //	8	spyan drangs dkon(d) mchog skor la phyag tshal 
BO_NK038_(nyi)003:87	de nas mchod pa dbul ba ni //	8	de nas mchod ba bul ba ni 
