segmentnr	original	folio	stemmed
BO_K10_Dx_H0259:573b-0	yang rigs kyi bu dag tshor ba'i phung po mchog tu stong zhing log par rtog pa la ma thogs par brtan cing rdzogs @573b la gsal ba'i ting nge 'dzin las 'gog pa la 'jug par 'dod cing yun ring du brtson pas sprul bsgyur gyi rang bzhin la stong	573b	yang rigs kyi bu dag tshor ba phung po mchog tu stong zhing log ba rtogs ba la ma thogs ba brtan cing rdzogs la gsal ba ting nge dzin las gog ba la jug ba dod cing yun ring du brtson ba sprul sgyur gyi rang bzhin la stong 
BO_K10_Dx_H0259:573b-1	pa zab mo tshol ba na de'i tshe lha'i bdud kyis glags rnyed nas de ma thag tu rdzu 'phrul gyis 'ongs shing mi de la zhugs te ngag gis mdo sde bshad kyang rang nyid la bdud zhugs pa ma tshor bar bla na med pa'i mya ngan las 'das	573b	ba zab mo tshol ba na de tshe lha bdud kyis glags rnyed nas de ma thag tu rdzu phrul gyis ngs shing mi de la jug te ngag gis mdo sde chad kyang rang nyid la bdud jug ba ma tshor ba bla na med ba mya ngan las da 
BO_K10_Dx_H0259:573b-2	pa thob bo //	573b	ba thob bo 
BO_K10_Dx_H0259:573b-3	zhes smra zhing rigs kyi bu gang dag stong pa tshol ba dag gi gam du 'ongs nas stan la 'dug ste chos 'chad cing 'khor gyi nang du rang nyid kyi lus glo bur du mi snang bar gyur te 'khor gyis mi mthong zhing /	573b	zhes smra zhing rigs kyi bu gang dag stong ba tshol ba dag gi gam du ngs nas stan la dug ste chos chad cing khor gyi nang du rang nyid kyi lus glo bur du mi snang ba gyur te khor gyis mi mthong zhing 
BO_K10_Dx_H0259:573b-4	stong pa de'i nang nas thol gyis byung ste /	573b	stong ba de nang nas thol gyis byung ste 
BO_K10_Dx_H0259:573b-5	'byung ba dang nub par byed pa la dbang thob bo //	573b	byung ba dang nub ba byed ba la dbang thob bo 
BO_K10_Dx_H0259:573b-6	la lar lus shin tu dvangs pa beed'urya ltar ston /	573b	la lar lus shin tu dvangs ba beedurya ltar ston 
BO_K10_Dx_H0259:573b-7	rkang lag brkyang bskum tsam gyis tsandan gyi dri 'byin /	573b	rkang lag rkyong skum tsam gyis tsandan gyi dri byin 
BO_K10_Dx_H0259:573b-8	la lar bshang gci yang ro sbrang rtsi ltar ston /	573b	la lar bshang gci yang ro sbrang rtsi ltar ston 
BO_K10_Dx_H0259:573b-9	rgyu des 'dul khrims la skur ba 'debs /	573b	rgyu des dul khrims la skur ba debs 
