segmentnr	original	stemmed
BO_K12_D0703_H0672:37a-0	@37a / rgya gar skad du /	rgya gar skad du 
BO_K12_D0703_H0672:37a-1	a'ary'a ba lo ki te shva r'a ya sim ha n'a da n'a ma dh'a ra ni /	aarya ba lo ki te shva ra ya sim ha na da na ma dha ra ni 
BO_K12_D0703_H0672:37a-2	bod skad du /	bod skad du 
BO_K12_D0703_H0672:37a-3	'phags pa spyan ras gzigs dbang phyug sengge sgra'i gzungs zhes bya ba /	phag ba spyan ras gzigs dbang phyug sengge sgra gzungs zhes byed ba 
BO_K12_D0703_H0672:37a-4	bcom ldan 'das rdo rje 'chang la phyag 'tshal lo //	joms ldan da rdo rje chang la phyag tshal lo 
BO_K12_D0703_H0672:37a-5	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K12_D0703_H0672:37b-0	bcom @37b ldan 'das 'phags pa spyan ras gzigs dbang phyug gi pho brang ri bo ta la'i rtse mo na rin po che'i khang bzang rin po che dang / mu tig dang / nor bu dpag med kyis spras pa /	joms ldan da phag ba spyan ras gzigs dbang phyug gi pho brang ri bo ta la rtse mo na rin po che khang bzang rin po che dang mu tig dang nor bu dpog med kyis spras ba 
BO_K12_D0703_H0672:37b-1	'od kyis stong gsum khyab pa /	d kyis stong gsum khyab ba 
BO_K12_D0703_H0672:37b-2	me tog dri zhim po sna tshogs kyis kun nas brgyan pa'i sa phyogs de na byams pa la sogs pa'i byang chub sems dpa' dpag tu med pa dang / nyan thos chen po sh'a ra dva ti'i bu la sogs pa dge slong rab tu mang pos yongs su bskor zhing /	me tog dri zhim po sna tshogs kyis kun nas rgyan ba sa phyogs de na byams ba la sogs ba byang chub sems dpa dpog tu med ba dang nyan thos chen po sha ra dva ti bu la sogs ba dge slong rab tu mang pos yongs su skor zhing 
BO_K12_D0703_H0672:37b-3	bcom ldan 'das sengge'i gdan bshams pa la bzhugs so //	joms ldan da sengge gdan bshams ba la bzhugs so 
BO_K12_D0703_H0672:37b-4	'khor der byang chub sems dpa' sems dpa' chen po 'jam dpal zhes bya ba 'dus te 'dug par gyur pa de rang gi stan las langs te bla gos phrag pa gcig tu gzar nas pus mo g-yas pa'i lha nga sa la btsugs nas bcom ldan 'das kyi zhabs	khor der byang chub sems dpa sems dpa chen po jam dpal zhes byed ba du te dug ba gyur ba de rang gi stan las ldang te bla gos phrag ba gcig tu gzar nas pus mo g-yas ba lha nga sa la btsugs nas joms ldan da kyi zhabs 
BO_K12_D0703_H0672:37b-5	la mgo bos phyag 'tshal te bcom ldan 'das la 'di skad ces gsol to //	la mgo bod phyag tshal te joms ldan da la di skad ces gsol to 
BO_K12_D0703_H0672:37b-6	bcom ldan 'das /	joms ldan da 
BO_K12_D0703_H0672:37b-7	yul ma ga dha na rgyal po dbang phyug 'od ces bgyi ba 'khor dang / btsun mo dang / longs spyod phun sum tshogs pa dang ldan pa las /	yul ma ga dha na rgyal po dbang phyug d ces bgyid ba khor dang btsun mo dang longs spyod phun sum tshogs ba dang ldan ba las 
BO_K12_D0703_H0672:37b-8	rgyal po de mdze dang / phol mig dang / dbugs mi bde ba snying nad 'bar ba byung ste /	rgyal po de mdze dang phol mig dang dbugs mi bde ba snying nad bar ba byung ste 
BO_K12_D0703_H0672:38a-0	de @38a *// ji ltar bsal bar bgyi /	de ji ltar bsal ba bgyid 
BO_K12_D0703_H0672:38a-1	bcom ldan 'das kyis bka' stsal pa /	joms ldan da kyis bka stsal ba 
BO_K12_D0703_H0672:38a-2	byang chub sems dpa' sems dpa' chen po 'jam dpal /	byang chub sems dpa sems dpa chen po jam dpal 
BO_K12_D0703_H0672:38a-3	sngon 'jig rten gyi khams 'di nyid na 'jam dpal khyed nyid byang chub sems dpa' shes rab chen po zhes bya ba yin la /	sngon jig rten gyi khams di nyid na jam dpal khyed nyid byang chub sems dpa shes rab chen po zhes byed ba yin la 
BO_K12_D0703_H0672:38a-4	'phags pa spyan ras gzigs dbang phyug sengge sgra 'di nyid byang chub sems dpa' snying rje'i mchog ces bya ba yin pas /	phag ba spyan ras gzigs dbang phyug sengge sgra di nyid byang chub sems dpa snying rje mchog ces byed ba yin ba 
