segmentnr	original	stemmed
BO_K06_D0019=D0554_H0023=H0512:253a-0	@253a / /rgya gar skad du /	gar skad du 
BO_K06_D0019=D0554_H0023=H0512:253a-1	a'arya ko'u shi ka pra dzny'a pa ra mi t'a n'a ma /	aarya kou chi ka pra dznya ba ra mi ta na ma 
BO_K06_D0019=D0554_H0023=H0512:253a-2	bod skad du; 'phags pa shes rab kyi pha rol tu phyin pa ko'u shi ka zhes bya ba /	bod skad du; phag ba shes rab kyi pha rol tu phyin ba kou chi ka zhes byed ba 
BO_K06_D0019=D0554_H0023=H0512:253a-3	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K06_D0019=D0554_H0023=H0512:253a-4	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K06_D0019=D0554_H0023=H0512:253a-5	bcom ldan 'das rgyal po'i khab na bya rgod phung po'i ri la dge slong gi dge 'dun chen po dang / byang chub sems dpa' 'bum phrag du ma thams cad kyang gzhon nur gyur pa sha stag dang thabs cig tu bzhugs te /	joms ldan da rgyal po khab na byed rgod phung po ri la dge slong gi dge dun chen po dang byang chub sems dpa bum phrag du ma thams cad kyang gzhon nur gyur ba sha stag dang thabs cig tu bzhugs te 
BO_K06_D0019=D0554_H0023=H0512:253a-6	de nas bcom ldan 'das kyis lha'i dbang po brgya byin la bka' stsal pa /	de nas joms ldan da kyis lha dbang po brgya byin la bka stsal ba 
BO_K06_D0019=D0554_H0023=H0512:253a-7	ko'u shi ka /	kou chi ka 
BO_K06_D0019=D0554_H0023=H0512:253a-8	de la shes rab kyi pha rol tu phyin pa'i don ni; 'di yin te /	de la shes rab kyi pha rol tu phyin ba don ni; di yin te 
BO_K06_D0019=D0554_H0023=H0512:253a-9	shes rab kyi pha rol tu phyin pa ni /	shes rab kyi pha rol tu phyin ba ni 
BO_K06_D0019=D0554_H0023=H0512:253a-10	gnyis su blta bar mi bya /	gnyis su lta ba mi byed 
BO_K06_D0019=D0554_H0023=H0512:253a-11	gnyis ma yin par yang ma yin /	gnyis ma yin ba yang ma yin 
BO_K06_D0019=D0554_H0023=H0512:253a-12	mtshan mar ma yin /	mtshan mar ma yin 
BO_K06_D0019=D0554_H0023=H0512:253a-13	mtshan ma ma yin par yang ma yin /	mtshan ma ma yin ba yang ma yin 
BO_K06_D0019=D0554_H0023=H0512:253a-14	blang bar yang ma yin /	blang ba yang ma yin 
BO_K06_D0019=D0554_H0023=H0512:253a-15	dor bar ma yin /	dor ba ma yin 
BO_K06_D0019=D0554_H0023=H0512:253a-16	bsnan par ma yin /	snon ba ma yin 
BO_K06_D0019=D0554_H0023=H0512:253a-17	bsnan pa med par yang ma yin /	snon ba med ba yang ma yin 
BO_K06_D0019=D0554_H0023=H0512:253a-18	kun nas nyon mongs par ma yin /	kun nas nyon mongs ba ma yin 
BO_K06_D0019=D0554_H0023=H0512:253a-19	kun nas nyon mongs pa ma yin par yang ma yin /	kun nas nyon mongs ba ma yin ba yang ma yin 
BO_K06_D0019=D0554_H0023=H0512:253a-20	rnam par byang ba ma yin /	rnam ba byang ba ma yin 
BO_K06_D0019=D0554_H0023=H0512:253a-21	rnam par byang ba ma yin par yang ma yin /	rnam ba byang ba ma yin ba yang ma yin 
BO_K06_D0019=D0554_H0023=H0512:253a-22	spang bar ma yin /	spong ba ma yin 
BO_K06_D0019=D0554_H0023=H0512:253a-23	spang ba ma yin par yang ma yin; gnas su ma yin /	spong ba ma yin ba yang ma yin; gnas su ma yin 
BO_K06_D0019=D0554_H0023=H0512:253a-24	gnas ma yin par yang ma yin /	gnas ma yin ba yang ma yin 
BO_K06_D0019=D0554_H0023=H0512:253b-0	@253b sbyor bar ma yin /	sbyor ba ma yin 
BO_K06_D0019=D0554_H0023=H0512:253b-1	sbyor ba ma yin par yang ma yin /	sbyor ba ma yin ba yang ma yin 
BO_K06_D0019=D0554_H0023=H0512:253b-2	'brel bar ma yin /	brel ba ma yin 
BO_K06_D0019=D0554_H0023=H0512:253b-3	'brel ba ma yin par yang ma yin /	brel ba ma yin ba yang ma yin 
BO_K06_D0019=D0554_H0023=H0512:253b-4	rkyen du ma yin /	rkyen du ma yin 
BO_K06_D0019=D0554_H0023=H0512:253b-5	rkyen ma yin par yang ma yin /	rkyen ma yin ba yang ma yin 
BO_K06_D0019=D0554_H0023=H0512:253b-6	chos su ma yin /	chos su ma yin 
BO_K06_D0019=D0554_H0023=H0512:253b-7	chos ma yin par yang ma yin /	chos ma yin ba yang ma yin 
BO_K06_D0019=D0554_H0023=H0512:253b-8	de bzhin nyid ma yin /	de bzhin nyid ma yin 
BO_K06_D0019=D0554_H0023=H0512:253b-9	de bzhin nyid ma yin par yang ma yin /	de bzhin nyid ma yin ba yang ma yin 
BO_K06_D0019=D0554_H0023=H0512:253b-10	yang dag pa'i mtha' ma yin /	yang dag ba mtha ma yin 
BO_K06_D0019=D0554_H0023=H0512:253b-11	yang dag pa'i mtha' ma yin par yang ma yin no //	yang dag ba mtha ma yin ba yang ma yin no 
BO_K06_D0019=D0554_H0023=H0512:253b-12	ko'u shi ka /	kou chi ka 
BO_K06_D0019=D0554_H0023=H0512:253b-13	de bzhin du shes rab kyi pha rol tu phyin pa'i don ni /	de bzhin du shes rab kyi pha rol tu phyin ba don ni 
BO_K06_D0019=D0554_H0023=H0512:253b-14	'di lta ste /	di lta ste 
BO_K06_D0019=D0554_H0023=H0512:253b-15	chos thams cad mnyam pa nyid kyi phyir shes rab kyi pha rol tu phyin pa nyid mnyam mo //	chos thams cad mnyam ba nyid kyi phyir shes rab kyi pha rol tu phyin ba nyid mnyam mo 
BO_K06_D0019=D0554_H0023=H0512:253b-16	chos thams cad zab pa'i phyir shes rab kyi pha rol tu phyin pa zab bo //	chos thams cad zab ba phyir shes rab kyi pha rol tu phyin ba zab bo 
BO_K06_D0019=D0554_H0023=H0512:253b-17	chos thams cad dben pa'i phyir shes rab kyi pha rol tu phyin pa dben no //	chos thams cad dben ba phyir shes rab kyi pha rol tu phyin ba dben no 
BO_K06_D0019=D0554_H0023=H0512:253b-18	chos thams cad g-yo ba med pa'i phyir shes rab kyi pha rol tu phyin pa g-yo ba med do //	chos thams cad g-yo ba med ba phyir shes rab kyi pha rol tu phyin ba g-yo ba med do 
BO_K06_D0019=D0554_H0023=H0512:253b-19	chos thams cad rlom sems med pa'i phyir shes rab kyi pha rol tu phyin pa rlo ma sems med do //	chos thams cad rlom sems med ba phyir shes rab kyi pha rol tu phyin ba rlo ma sems med do 
BO_K06_D0019=D0554_H0023=H0512:253b-20	chos thams cad 'jigs pa med pa'i phyir shes rab kyi pha rol tu phyin pa 'jigs pa med do //	chos thams cad jigs ba med ba phyir shes rab kyi pha rol tu phyin ba jigs ba med do 
BO_K06_D0019=D0554_H0023=H0512:253b-21	chos thams cad bag tsha ba med pa'i phyir shes rab kyi pha rol tu phyin pa bag tsha ba med do //	chos thams cad bag tsha ba med ba phyir shes rab kyi pha rol tu phyin ba bag tsha ba med do 
BO_K06_D0019=D0554_H0023=H0512:253b-22	chos thams cad ro gcig pa'i phyir shes rab kyi pha rol tu phyin pha rol gcig go /	chos thams cad ro gcig ba phyir shes rab kyi pha rol tu phyin pha rol gcig go 
BO_K06_D0019=D0554_H0023=H0512:253b-23	chos thams cad skye ba med pa'i phyir shes rab kyi pha rol tu phyin pa skye ba med do //	chos thams cad skye ba med ba phyir shes rab kyi pha rol tu phyin ba skye ba med do 
BO_K06_D0019=D0554_H0023=H0512:253b-24	chos thams cad 'gag pa med pa'i phyir shes rab kyi pha rol tu phyin pa 'gag pa med do //	chos thams cad gag ba med ba phyir shes rab kyi pha rol tu phyin ba gag ba med do 
BO_K06_D0019=D0554_H0023=H0512:254a-0	chos thams cad nam mkha' @254a *//	chos thams cad nam mkha 
BO_K06_D0019=D0554_H0023=H0512:254a-1	lta bu'i phyir shes rab kyi pha rol tu phyin pa nam mkha' lta bu'o //	lta bu phyir shes rab kyi pha rol tu phyin ba nam mkha lta bu 
