segmentnr	original	folio	stemmed
BO_TZ31_KI-007:0	@#: rdo rje phur pa'i lta khrid rdzong 'phrang lta dgongs kyi gdams pa sangs rgyas ngo sprod bzhugs so :	0	rdo rje phur ba lta khrid rdzong phrangs lta dgongs kyi doms ba sangs rgya ngo sprod bzhugs so 
BO_TZ31_KI-007:1	\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88 bcom ldan 'das dpal rdo rje gzhon nu sangs rgyas thams cad 'dus pa'i sku la phyag 'tshhal lo :	0	\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88 joms ldan da dpal rdo rje gzhon nu sangs rgya thams cad du ba sku la phyag tshhal lo 
BO_TZ31_KI-007:2	o rgyan pad+ma thod phreng ngas :	0	o rgyan pad+ma thod phreng ngas 
BO_TZ31_KI-007:3	mkhar chen bza' mtshho rgyal la dgos pa drug dang ldan pa'i rdo rje phur bu'i sgrub pa bstan :	0	mkhar chen bza mtshho rgyal la dgos ba drug dang ldan ba rdo rje phur bu sgrub ba ston 
BO_TZ31_KI-007:4	rang sgo thar bar mi bya bar :	0	rang sgo thar ba mi byed ba 
BO_TZ31_KI-007:5	'khor ba skye thogs su khyer ba'i gdams ngag ces bya ba :	0	khor ba skye thogs su khyer ba doms ngag ces byed ba 
BO_TZ31_KI-007:6	snang srid thams cad phur pa sgrub pa zhes bya ba :	0	snang srid thams cad phur ba sgrub ba zhes byed ba 
BO_TZ31_KI-007:7	zab mo gnad kyi gdams pa 'di la :	0	zab mo gnad kyi doms ba di la 
BO_TZ31_KI-007:8	dgos don rnam pa drug ste :	0	dgos don rnam ba drug ste 
BO_TZ31_KI-007:9	lta ba'i mtshhams gcad pa dang gcig :	0	lta ba mtshhams gcod ba dang gcig 
BO_TZ31_KI-007:10	sgom pas drod dang ldan par bya ba dang gnyis :	1	sgom ba drod dang ldan ba byed ba dang gnyis 
BO_TZ31_KI-007:11	spyod pas bogs dbyung ba dang gsum :	1	spyod ba bogs byin ba dang gsum 
BO_TZ31_KI-007:12	dbang gi gdings btshal ba dang bzhi :	1	dbang gi gdings btshal ba dang bzhi 
BO_TZ31_KI-007:13	dam tshhig gi don las mi 'da' ba dang lnga :	1	dam tshhig gi don las mi da ba dang lnga 
BO_TZ31_KI-007:14	'bras bu la bzla ba dang drug :	1	bras bu la bzla ba dang drug 
BO_TZ31_KI-007:15	lta ba ni :	1	lta ba ni 
BO_TZ31_KI-007:16	ngang nyid rdo rje'i chos dbyings las :	1	ngang nyid rdo rje chos dbyings las 
BO_TZ31_KI-007:17	'bar ba'i khro bo mi bzad pas :	1	bar ba khro bo mi bzad ba 
BO_TZ31_KI-007:18	da ltar gyi snang ba 'di ye shes dbyings rig pa'i rtshal ma 'gags pa :	1	da ltar gyi snang ba di ye shes dbyings rig ba rtshal ma gag ba 
BO_TZ31_KI-007:19	sna tshhogs su snang ba 'di :	1	sna tshhogs su snang ba di 
BO_TZ31_KI-007:20	ye shes yin te rtags lha'i dal du rdzogs :	2	ye shes yin te rtags lha dal du rdzogs 
BO_TZ31_KI-007:21	snang ba'i dus rang ka na ngo bo stong pa'i dbyings te don chos nyid :	2	snang ba dus rang ka na ngo bo stong ba dbyings te don chos nyid 
BO_TZ31_KI-007:22	spros dang bral bar gnas pa de :	2	spros dang bral ba gnas ba de 
BO_TZ31_KI-007:23	gnyis ka dbyer med pa'i sras bde chen byang chub sems kyi bde ba chen por gnas pa de :	2	gnyis ka dbyer med ba sras bde chen byang chub sems kyi bde ba chen por gnas ba de 
BO_TZ31_KI-007:24	dbyings dang ye shes dbye rgyu med pa'i lta ba zhes bya ba ste :	2	dbyings dang ye shes byed rgyu med ba lta ba zhes byed ba ste 
BO_TZ31_KI-007:25	a ti yo ga'i lta ba zhes bya ba mthar thug pa'o :	2	a ti yo ga lta ba zhes byed ba mthar thug ba 
BO_TZ31_KI-007:26	sgom pa ni :	2	sgom ba ni 
BO_TZ31_KI-007:27	srog gi sgo ru shar ba dang : snying gi dkyil du bsgom par bya :	2	srog gi sgo ru char ba dang snying gi dkyil du bsgom ba byed 
BO_TZ31_KI-007:28	zhes dang : yang :	2	zhes dang yang 
BO_TZ31_KI-007:29	srid pa rdo rje phur pa'i lha :	2	srid ba rdo rje phur ba lha 
BO_TZ31_KI-007:30	ye shes khro bo sgrub par mdzod :	3	ye shes khro bo sgrub ba mdzod 
BO_TZ31_KI-007:31	ces pas bstan te :	3	ces ba ston te 
BO_TZ31_KI-007:32	de bzhin nyid kyi ting nge 'dzin :	3	de bzhin nyid kyi ting nge dzin 
BO_TZ31_KI-007:33	gong gi dbyings ye shes dbyer med pa'i bde ba chen po'i ngang las ma yengs par ye shes bsgom mo :	3	gong gi dbyings ye shes dbyer med ba bde ba chen po ngang las ma yengs ba ye shes bsgom mo 
BO_TZ31_KI-007:34	kun tu snang ba'i ting nge 'dzin :	3	kun tu snang ba ting nge dzin 
BO_TZ31_KI-007:35	de ltar ma rtogs pa'i sems can la snying rje skyes te :	3	de ltar ma rtogs ba sems can la snying rje skye te 
BO_TZ31_KI-007:36	snying rjes rkyen byas nas :	3	snying rjes rkyen byed nas 
BO_TZ31_KI-007:37	rang gi rig pa 'od kha dog sna lnga dang ldan pas :	3	rang gi rig ba d kha dog sna lnga dang ldan ba 
BO_TZ31_KI-007:38	gsal la ma 'gags par bsgom :	3	gsal la ma gag ba bsgom 
BO_TZ31_KI-007:39	de las rgyu'i ting nge 'dzin :	3	de las rgyu ting nge dzin 
BO_TZ31_KI-007:40	rang gi rig pa hu~m mthing ga 'od 'bar ba gcig tu bsgom :	4	rang gi rig ba hu~m mthing ga d bar ba gcig tu bsgom 
BO_TZ31_KI-007:41	de las 'od 'phros pas :	4	de las d phro ba 
BO_TZ31_KI-007:42	phyi 'byung ba lnga ru snang ba ni :	4	phyi byung ba lnga ru snang ba ni 
BO_TZ31_KI-007:43	ye shes kyi rtshal ma 'gags pas :	4	ye shes kyi rtshal ma gag ba 
BO_TZ31_KI-007:44	gzhal yas khang du gsal ba de :	4	jal yas khang du gsal ba de 
BO_TZ31_KI-007:45	phyi'i dbyibs phur pa la :	4	phyi dbyibs phur ba la 
BO_TZ31_KI-007:46	nang gzhal yas khang ngo :	4	nang jal yas khang ngo 
BO_TZ31_KI-007:47	de yang rgyud khro bo rol pa dum bu gsum pa las :	4	de yang brgyud khro bo rol ba dum bu gsum ba las 
BO_TZ31_KI-007:48	dbal ni ngan song 'khor ba gnas bcu rdzogs :	4	dbal ni ngan gro khor ba gnas chu rdzogs 
BO_TZ31_KI-007:49	rgya mdud 'og ma 'dod khams gnas rigs nyi shu :	4	rgya mdud g ma dod khams gnas rigs nyi shu 
BO_TZ31_KI-007:50	lcim gzhog smad la gzugs khams su snang ba gnas rigs bcu bdun :	5	lcim gzhog smad la gzugs khams su snang ba gnas rigs chu bdun 
BO_TZ31_KI-007:51	stod la gzugs med skye mched mu bzhi'i lha :	5	stod la gzugs med skye mched mu bzhi lha 
BO_TZ31_KI-007:52	rgya mdud bde gshegs gzhal yas khang :	5	rgya mdud bde gshegs jal yas khang 
BO_TZ31_KI-007:53	dkyil 'khor chen po'i rang bzhin gnas :	5	dkyil khor chen po rang bzhin gnas 
BO_TZ31_KI-007:54	zhes gsungs so :	5	zhes gsungs so 
BO_TZ31_KI-007:55	de la dang po 'phro 'dus sbyong ba'i dgongs pa ni :	5	de la dang po phro du sbyong ba dgongs ba ni 
BO_TZ31_KI-007:56	de ltar stong gsum phur bur gsal ba'i rgya mdud gong ma ru :	5	de ltar stong gsum phur bur gsal ba rgya mdud gong ma ru 
BO_TZ31_KI-007:57	gru gsum dgu pa :	5	gru gsum dgu ba 
BO_TZ31_KI-007:58	dbus rgya mdud dkyil 'khor du :	5	dbus rgya mdud dkyil khor du 
BO_TZ31_KI-007:59	bdag nyid che mchog khro bo'i gzhal yas khang du gsal bar bsgoms la :	5	bdag nyid che mchog khro bo jal yas khang du gsal ba sgom la 
BO_TZ31_KI-007:60	lcim gzhog gi stod yas bcad :	6	lcim gzhog gi stod yas gcod 
BO_TZ31_KI-007:61	gzugs med skye mched mu bzhi :	6	gzugs med skye mched mu bzhi 
BO_TZ31_KI-007:62	smad la bsam gtan mu bzhi :	6	smad la bsam gtan mu bzhi 
BO_TZ31_KI-007:63	rgya mdud 'og ma mar bcad :	6	rgya mdud g ma mar gcod 
BO_TZ31_KI-007:64	'dod khams gnas rigs bcu bdun te :	6	dod khams gnas rigs chu bdun te 
