segmentnr	original	folio	stemmed
BO_TZ23_'A-025:0	@#// thugs rje chen po 'khor ba dbyings sgrol gyi bsnyen yig rab gsal me long bzhugs //	0	thugs rje chen po khor ba dbyings sgrol gyi snyen yig rab gsal me long bzhugs 
BO_TZ23_'A-025:1	na mo gu ru ar+ya lo ke shwa ra ye /	0	na mo gu ru ar+ya lo ke shwa ra ye 
BO_TZ23_'A-025:2	rgyal kun mkhyen brtshe nus pa gcig bsdus pa //	0	rgyal kun mkhyen brtshe nus ba gcig sdud ba 
BO_TZ23_'A-025:3	rig brgya'i khyab bdag rdo rje 'chang chen po //	0	rig brgya khyab bdag rdo rje chang chen po 
BO_TZ23_'A-025:4	thams cad mkhyen pa blo bzang rgya mtshho'i zhabs //	0	thams cad mkhyen ba blo bzang rgya mtshho zhabs 
BO_TZ23_'A-025:5	mi phyed dad pas phyag bgyid byin gyis rlobs //	0	mi phyed dad ba phyag bgyid byin gyis rlobs 
BO_TZ23_'A-025:6	dus gsum rgyal ba'i phrin las mdzad pa'i mgon //	0	dus gsum rgyal ba phrin las mdzad ba mgon 
BO_TZ23_'A-025:7	'gro kun srid mtshhor 'khor ba'i sdug bsngal las //	0	gro kun srid mtshhor khor ba sdug sngal las 
BO_TZ23_'A-025:8	thar lam dbyings su sgrol mdzad thugs rje'i lha //	0	thar lam dbyings su sgrol mdzad thugs rje lha 
BO_TZ23_'A-025:9	zhi khro'i dkyil 'khor lha la gus phyag 'tshhal //	0	zhi khro dkyil khor lha la gus phyag tshhal 
BO_TZ23_'A-025:10	mgon khyod lhag pa'i lhar bsten bsnyen sgrub kyi //	1	mgon khyod lhag ba lhar sten snyen sgrub kyi 
BO_TZ23_'A-025:11	lag len rab gsal dwangs ma'i a dar+sha //	1	lag len rab gsal dwangs ma a dar+sha 
BO_TZ23_'A-025:12	skal ldan gdul bya'i snang ngor legs bstan gyi //	1	skal ldan gdul byed snang ngor legs ston gyi 
BO_TZ23_'A-025:13	chos srung tshhogs kyis gnang ba'i skabs phye zhig	1	chos srung tshhogs kyis gnang ba skabs byed jig 
BO_TZ23_'A-025:14	/de la 'dir rig 'dzin mnga' ris pa chen po legs ldan bdud 'joms rdo rje gter ston nyi zla 'od zer gyis /	1	la dir rig dzin mnga ris ba chen po legs ldan bdud joms rdo rje gter ston nyi zla d zer gyis 
