segmentnr	original	stemmed
BO_T02_D2733b:112a-0	@112a # // thugs rje chen po 'phags pa spyan @112b ras gzigs //	thugs rje chen po phag ba spyan ras gzigs 
BO_T02_D2733b:112a-1	'gro la nye ring med pas khyad du 'phags //	gro la nye ring med ba khyad du phag 
BO_T02_D2733b:112a-2	sems can rnams la spyan ras gzigs mdzod la //	sems can rnams la spyan ras gzigs mdzod la 
BO_T02_D2733b:112a-3	kun gyis rang ngo shes par byin gyis rlobs //	kun gyis rang ngo shes ba byin gyis rlobs 
BO_T02_D2733b:112a-4	rang don du chos sku rtogs pa //	rang don du chos sku rtogs ba 
BO_T02_D2733b:112a-5	gzhan don du gzugs sku rnam pa gnyis kyis /	gzhan don du gzugs sku rnam ba gnyis kyis 
BO_T02_D2733b:112a-6	mthong thos dran reg gi sgo nas /	mthong thos dran reg gi sgo nas 
BO_T02_D2733b:112a-7	'gro ba yongs la pan thogs pa /	gro ba yongs la pan thogs ba 
BO_T02_D2733b:112a-8	'gro ba yongs kyi don rlabs po che 'grub par byin gyis brlab tu gsol //	gro ba yongs kyi don rlabs po che grub ba byin gyis brlab tu gsol 
BO_T02_D2733b:112a-9	na mo ratna tra y'a ya /	na mo ratna tra ya ya 
BO_T02_D2733b:112a-10	nam a'ary'a ba lo ki te shva r'a ya /	nam aarya ba lo ki te shva ra ya 
BO_T02_D2733b:112a-11	bo dhisa tv'a ya /	bo dhisa tva ya 
BO_T02_D2733b:112a-12	ma h'a satv'a ya /	ma ha satva ya 
BO_T02_D2733b:112a-13	ma h'a k'a ru ni k'a ya /	ma ha ka ru ni ka ya 
BO_T02_D2733b:112a-14	tadya th'a / aom tsakra bartti /	tadya tha aom tsakra bartti 
BO_T02_D2733b:112a-15	tsint'a ma ni /	tsinta ma ni 
BO_T02_D2733b:112a-16	ma h'a padma ru ru tishtha /	ma ha padma ru ru tishtha 
BO_T02_D2733b:112a-17	dzva la a'a k'arsha /	dzva la aa karsha 
BO_T02_D2733b:112a-18	ya / h'um phata sv'a h'a /	ya hum phata sva ha 
BO_T02_D2733b:112a-19	rtsa ba'i gsang sngags so //	rtsa ba gsang sngags so 
BO_T02_D2733b:112a-20	aom padma tsint'a ma ni dzva lah'um /	aom padma tsinta ma ni dzva lahum 
BO_T02_D2733b:112a-21	snying po'o // aom bha ra ta padme h'um /	snying po aom bha ra ta padme hum 
BO_T02_D2733b:112a-22	nye ba'i snying po'o /	nye ba snying po 
