segmentnr	original	stemmed
BO_T17_O2MS163914CZ189762:0	@ga_@#/_/nag po chen po'i stod pa rngam pa	po chen po stod ba rngam ba 
BO_T17_O2MS163914CZ189762:1	sgra sgrogs zhes bya ba/	sgra sgrogs zhes byed 
BO_T17_O2MS163914CZ189762:2	/  @/_ye shes kyi mgon po phyag drug pa'i bstod pa lags/_@@#/_/rgya gar	shes kyi mgon po phyag drug ba bstod ba gar 
BO_T17_O2MS163914CZ189762:3	skad du/_ma ha ka la ak+sho pa stod tra na ma/_bod skad du/_nag po chen po'i	skad ha ka la ak+sho ba stod tra na skad po chen po 
BO_T17_O2MS163914CZ189762:4	stod pa rngam pa sgra sgrogs zhes bya ba/_myur mdzad spyan ras gzigs la phyag	stod ba rngam ba sgra sgrogs zhes byed mdzad spyan ras gzigs la phyag 
BO_T17_O2MS163914CZ189762:5	'tshhal lo/_/om grub par gyur cig_/hum dur khrod chen po 'jigs su rung ba'i	tshhal grub ba gyur dur khrod chen po jigs su rung ba 
BO_T17_O2MS163914CZ189762:6	nang /_/tshhang tshhing 'khrigs pa tshan dan chen po'i tshhal/_/skal ba me ltar	nang tshhing khrig ba tshan dan chen po ba me ltar 
BO_T17_O2MS163914CZ189762:7	'bar ba'i klong dkyil nas/_/bgegs chen snol ba'i gdan la rab tu bzhengs/	bar ba klong dkyil chen snol ba gdan la rab tu 
BO_T17_O2MS163914CZ189762:8	ma ha ka la phyag drug 'jigs pa'i sku/_/sku'i cha lugs mi zad 'bar ba las/	ma ha ka la phyag drug jigs ba cha lugs mi zad bar ba 
BO_T17_O2MS163914CZ189762:9	dur khrod chas kyis rab tu brgyan pa po/_/gsung gi nga ro mi zad 'bar ba las//	dur khrod cha kyis rab tu rgyan ba gi nga ro mi zad bar ba 
BO_T17_O2MS163914CZ189762:10	hum dang phat kyi sgra'i stong gsum 'gengs/_/rnam dag thugs ni mi zad 'bar ba	hum dang phat kyi sgra stong gsum dag thugs ni mi zad bar ba 
BO_T17_O2MS163914CZ189762:11	las/_/spros dang bral ba'i mtshhan ma spyir yang ston/_/sku gsung thugs kyi sgo	dang bral ba mtshhan ma spyir yang gsung thugs kyi sgo 
BO_T17_O2MS163914CZ189762:12	nas khyod la stod/_phyag drug g.yas kyi dang po'i gri gug gis/_/nyon mongs	nas khyod la drug g.yas kyi dang po gri gug mongs 
BO_T17_O2MS163914CZ189762:13	rtshad nas bcad nas dgra la 'phyar/_/'phreng ba 'dzin pas skye 'gro rtshis la	rtshad nas gcod nas dgra la ba dzin ba skye gro rtshis la 
BO_T17_O2MS163914CZ189762:14	'debs/_/da ma ru'i mkha' 'gro dbang du bsdud/_/'jig rten 'das pa'i	ma ru mkha gro dbang du rten da ba 
BO_T17_O2MS163914CZ189762:15	gtsho la phyag 'tshhal bstod/_/g.yon gyi dang pos thod khrag bsnams pa ni/_/	gtsho la phyag tshhal gyi dang pos thod khrag snom ba 
BO_T17_O2MS163914CZ189762:16	dam nyams srog rtsha zhal du gsol ba po/_/mdung rtshe gsum pos khams gsum	dam nyams srog rtsha zhal du gsol ba rtshe gsum pos khams gsum 
BO_T17_O2MS163914CZ189762:17	dbang du bsdud/_/zhags pas dam nyams ma lus 'ching bar mdzad/_/byin	dbang du ba dam nyams ma lus ching ba 
BO_T17_O2MS163914CZ189762:18	brlabs dngos grub gter la skyabs su mchi/_/chos kyi sku la 'gyur ba med	brlabs dngos grub gter la skyob su kyi sku la gyur ba med 
BO_T17_O2MS163914CZ189762:19	brtags su/_/sku mdog mthing nag rab tu 'bar ba la/_/khrag 'dzag lnga bcu rtsha	rtog mdog mthing nag rab tu bar ba dzag lnga chu rtsha 
BO_T17_O2MS163914CZ189762:20	lngas brgyan pa po/_/stag gi lpags pa sbrul gyis chun pos mdzes/_/ma ha ka la khyod	lngas rgyan ba gi lpags ba sbrul gyis chun pos ha ka la khyod 
BO_T17_O2MS163914CZ189762:21	la phyag 'tshhal lo/_/byi na yak+sha gnol ba'i gdan steng na/_/krig krig zhabs kyi	la phyag tshhal na yak+sha gnol ba gdan steng krig zhabs kyi 
BO_T17_O2MS163914CZ189762:22	dgra bgegs thal bar klog_/zhal gdengs mche ba brtshigs shing rngam pa yis/_/	dgra bgegs thal ba gdeng mche ba brtshigs shing rngam ba 
BO_T17_O2MS163914CZ189762:23	dam nyams khong khrag 'dren cing zhal du gsol/_/spyan gsum me ltar 'bar zhing	dam nyams khong khrag bgrang cing zhal du gsum me ltar bar zhing 
BO_T17_O2MS163914CZ189762:24	sgrad pa yis/_/khams gsum dbang du bsdud cing rtshis la 'debs/_/dbu skra	bsgrad ba gsum dbang du bsdud cing rtshis la skra 
BO_T17_O2MS163914CZ189762:25	'bar ba rdzes pa'i spyi bo na/_/mi skyod rgyal po rab tu brgyan pa po/_/dbang	bar ba rdzes ba spyi bo skyod rgyal po rab tu rgyan ba 
BO_T17_O2MS163914CZ189762:26	bzhi yongs su rdzogs la phyag 'tshhal lo/_/hum bzhengs cig bzhengs cig chos kyi	bzhi yongs su rdzogs la phyag tshhal bzhengs cig bzhengs cig chos kyi 
BO_T17_O2MS163914CZ189762:27	dbyings nas bzhengs/_/bskul lo bskul lo 'gro ba'i don la bskul/_/thugs	dbyings nas lo skul lo gro ba don la 
BO_T17_O2MS163914CZ189762:28	dam rgyud bskul 'phrin las gnyan po mdzod/_/ma g.yel ma g.yel dpal ldan	dam brgyud skul phrin las gnyan po g.yel ma g.yel dpal ldan 
BO_T17_O2MS163914CZ189762:29	nag po che/_/skyob pa shakya seng ge'i spyan mnga' ru/_/bstan pa srung bar khas	nag po ba shakya seng ge spyan mnga ba srung ba khas 
BO_T17_O2MS163914CZ189762:30	blang dam bcas pa'i/_/las 'di rnams kyi 'bras bu mchis par mdzod/_/skyes bu	blang dam cha di rnams kyi bras bu mchis ba bu 
BO_T17_O2MS163914CZ189762:31	dam pa blo dang ldan pa yi/_/bstod pa 'di yis lan cig stod byas nas/_/pha ma bu	dam ba blo dang ldan ba ba di yis lan cig stod byed ma bu 
BO_T17_O2MS163914CZ189762:32	tshha rnams la brtshe ba bzhin/_/nag po chen pos brtag tu bsrung bar mdzod/_/	tshha rnams la brtshe ba po chen pos rtog tu bsrung ba 
BO_T17_O2MS163914CZ189762:33	nag po chen po'i bstod pa rngam pa sgra sgrogs zhes bya ba bram ze mchog sred kyis	nag po chen po bstod ba rngam ba sgra sgrogs zhes byed ba bram ze mchog sred kyis 
BO_T17_O2MS163914CZ189762:34	nag po chen po'i stod pa rngam pa sgra sgrogs zhes bya ba	nag po chen po stod ba rngam ba sgra sgrogs zhes byed ba 
BO_T17_O2MS163914CZ189762:35	/  mdzad pa rdzogs so//	mdzad ba rdzogs 
