segmentnr	original	stemmed
BO_K12_D0858=D0528_H0679=H0534:83b-0	@83b rgya gar skad du //	rgya gar skad du 
BO_K12_D0858=D0528_H0679=H0534:83b-1	a'arya aa gra pra d'i pa dh'a ra ni bidy'a r'a dza /	aarya aa gra pra d ba dha ra ni bidya ra dza 
BO_K12_D0858=D0528_H0679=H0534:83b-2	bod skad du /	bod skad du 
BO_K12_D0858=D0528_H0679=H0534:83b-3	'phags pa rig sngags kyi rgyal mo sgrol ma mchog gi gzungs /	phag ba rig sngags kyi rgyal mo sgrol ma mchog gi gzungs 
BO_K12_D0858=D0528_H0679=H0534:83b-4	sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K12_D0858=D0528_H0679=H0534:83b-5	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K12_D0858=D0528_H0679=H0534:83b-6	bcom ldan 'das mnyan yod na rgyal bu rgyal byed kyi tshal mgon med zas sbyin gyi kun dga' ra ba na dge slong stong nyis brgya lnga bcu'i dge slong gi dge 'dun chen po dang / lha dang / mi 'bum phrag du ma dang / byang chub sems dpa' 'bum phrag du ma dang thabs cig tu bzhugs te yongs su bskor cing mdun gyis bltas nas chos ston to //	joms ldan da nyan yod na rgyal bu rgyal byed kyi tshal mgon med zas sbyin gyi kun dga ra ba na dge slong stong nyis brgya lnga chu dge slong gi dge dun chen po dang lha dang mi bum phrag du ma dang byang chub sems dpa bum phrag du ma dang thabs cig tu bzhugs te yongs su skor cing mdun gyis lta nas chos ston to 
BO_K12_D0858=D0528_H0679=H0534:84a-0	sangs rgyas kyi zhing 'di nas sangs rgyas kyi zhing bye ba brgya phrag stong 'das pa na 'jig @84a *//	sangs rgya kyi zhing di nas sangs rgya kyi zhing bye ba brgya phrag stong da ba na jig 
BO_K12_D0858=D0528_H0679=H0534:84a-1	rten gyi khams me tog mtha' yas zhes bya ba de na de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas sgron ma mchog ces bya ba da ltar yang bzhugs te 'tsho zhing gzhes la chos kyang ston pa des byang chub sems dpa' 'od	rten gyi khams me tog mtha yas zhes byed ba de na de bzhin gshegs ba dgra joms ba yang dag ba rdzogs ba sangs rgya sgron ma mchog ces byed ba da ltar yang bzhugs te tsho zhing gzhes la chos kyang ston ba des byang chub sems dpa d 
BO_K12_D0858=D0528_H0679=H0534:84a-2	chen po dang / 'od dpag med ces bya ba byang chub sems dpa' gnyis 'jig rten gyi khams mi mjed 'dir btang ngo //	chen po dang d dpog med ces byed ba byang chub sems dpa gnyis jig rten gyi khams mi mjed dir gtong ngo 
