segmentnr	original	stemmed
BO_T03_D3790-2:178b-8	koo shi ka gzhan yang byang chub sems dpa' sems dpa' chen po gzugs la sbyor bar mi byed de /	koo chi ka gzhan yang byang chub sems dpa sems dpa chen po gzugs la sbyor ba mi byed de 
BO_T03_D3790-2:178b-9	gang gi tshe gzugs la sbyor bar mi byed pa de'i tshe /	gang gi tshe gzugs la sbyor ba mi byed ba de tshe 
BO_T03_D3790-2:178b-10	gzugs la rnal 'byor du byed pa yin no //	gzugs la rnal byor du byed ba yin no 
BO_T03_D3790-2:178b-11	tshor ba dang / 'du shes dang / 'du byed rnams dang / rnam par shes pa la sbyor bar mi byed de /	tshor ba dang du shes dang du byed rnams dang rnam ba shes ba la sbyor ba mi byed de 
BO_T03_D3790-2:178b-12	gang gi tshe rnam par shes pa la sbyor bar mi byed pa de'i tshe rnam par shes pa la rnal 'byor du byed pa yin no //	gang gi tshe rnam ba shes ba la sbyor ba mi byed ba de tshe rnam ba shes ba la rnal byor du byed ba yin no 
BO_T03_D3790-2:178b-13	de bzhin du khams dang / skye mched dang / rten cing 'brel bar 'byung ba dang / pha rol tu phyin pa dang / byang chub kyi phyogs kyi chos dang / stong pa nyid dang / 'phags pa'i bden pa dang / tshad med pa dang /	de bzhin du khams dang skye mched dang rten cing brel ba byung ba dang pha rol tu phyin ba dang byang chub kyi phyogs kyi chos dang stong ba nyid dang phag ba bden ba dang tshad med ba dang 
BO_T03_D3790-2:179a-0	bsam gtan dang / gzugs med pa'i snyoms par 'jug pa rnams @179a * //	bsam gtan dang gzugs med ba snyom ba jug ba rnams 
BO_T03_D3790-2:179a-1	dang / stong pa nyid dang / mtshan ma med pa dang / smon pa med pa dang / rnam par thar pa brgyad dang / mthar gyis gnas pa'i snyoms par 'jug pa dgu dang / mngon par shes pa dang / ting nge 'dzin dang / gzungs kyi sgo rnams dang /	dang stong ba nyid dang mtshan ma med ba dang smon ba med ba dang rnam ba thar ba brgyad dang mthar gyis gnas ba snyom ba jug ba dgu dang mngon ba shes ba dang ting nge dzin dang gzungs kyi sgo rnams dang 
BO_T03_D3790-2:179a-2	stobs bcu dang / mi 'jigs pa dang / so so yang dag par rig pa rnams dang / sangs rgyas kyi chos ma 'dres pa bco brgyad rnams la sbyor bar mi byed de /	stobs chu dang mi jigs ba dang so so yang dag ba rig ba rnams dang sangs rgya kyi chos ma dre ba chos brgyad rnams la sbyor ba mi byed de 
BO_T03_D3790-2:179a-3	gang gi tshe sangs rgyas kyi chos ma 'dres pa bco brgyad rnams la sbyor bar mi byed pa de'i tshe sangs rgyas kyi chos ma 'dres pa rnams la rnal 'byor du byed pa yin no //	gang gi tshe sangs rgya kyi chos ma dre ba chos brgyad rnams la sbyor ba mi byed ba de tshe sangs rgya kyi chos ma dre ba rnams la rnal byor du byed ba yin no 
BO_T03_D3790-2:179a-4	rnam pa thams cad mkhyen pa nyid kyi bar du sbyor bar mi byed de /	rnam ba thams cad mkhyen ba nyid kyi ba du sbyor ba mi byed de 
BO_T03_D3790-2:179a-5	gang gi tshe rnam pa thams cad mkhyen pa nyid la sbyor bar mi byed pa de'i tshe /	gang gi tshe rnam ba thams cad mkhyen ba nyid la sbyor ba mi byed ba de tshe 
BO_T03_D3790-2:179a-6	rnam pa thams cad mkhyen pa nyid la rnal 'byor du byed pa yin no //	rnam ba thams cad mkhyen ba nyid la rnal byor du byed ba yin no 
BO_T03_D3790-2:179a-7	de ci'i phyir zhe na /	de ci phyir zhe na 
BO_T03_D3790-2:179a-8	de ni 'di ltar byang chub sems dpa' sems dpa' chen po de gzugs sngon gyi mthar mi dmigs pa'i phyir ro //	de ni di ltar byang chub sems dpa sems dpa chen po de gzugs sngon gyi mthar mi dmigs ba phyir ro 
BO_T03_D3790-2:179a-9	gzugs phyi ma'i mthar mi dmigs pa'i phyir ro //	gzugs phyi ma mthar mi dmigs ba phyir ro 
BO_T03_D3790-2:179a-10	gzugs dbus su mi dmigs pa'i phyir ro //	gzugs dbus su mi dmigs ba phyir ro 
