segmentnr	original	stemmed
BO_T02_D2819:169b-0	@169b * // 'phags pa spyan ras gzigs rdo rje'i rgyas btab pa la phyag 'tshal lo //	phag ba spyan ras gzigs rdo rje rgya debs ba la phyag tshal lo 
BO_T02_D2819:169b-1	'phags pa spyan ras gzigs la dad pa thob pas /	phag ba spyan ras gzigs la dad ba thob ba 
BO_T02_D2819:169b-2	tshor bas gzir ba dang / gdon gyis glags btsal ba dang / rkun po dang dgras 'jigs pa'i nus pa'i dbang ba bsrung ba la sogs pa'i don du snying rje chen pos srung skud bcing bar bya'o //	tshor ba gzir ba dang don gyis glags btsal ba dang rkun po dang dgras jigs ba nus ba dbang ba bsrung ba la sogs ba don du snying rje chen pos srung skud ching ba byed 
BO_T02_D2819:169b-3	'khor lo rdo rje rin chen dang // padmo sna tshogs kha dog can //	khor lo rdo rje rin chen dang padmo sna tshogs kha dog can 
BO_T02_D2819:169b-4	ras dang dar dang bal dang bcas //	ras dang dar dang bal dang cha 
BO_T02_D2819:170a-0	padma'i skud pa shin tu @170a * //	padma skud ba shin tu 
BO_T02_D2819:170a-1	bsngags // gzhon nu gos dmar gos dkar gyon //	bsngags gzhon nu gos dmar gos dkar gyon 
BO_T02_D2819:170a-2	rgyan dmar rgyan dkar de bzhin du //	rgyan dmar rgyan dkar de bzhin du 
BO_T02_D2819:170a-3	cod pan thabs dang shes rab 'dzin //	cod pan thabs dang shes rab dzin 
BO_T02_D2819:170a-4	rdo rje dril 'dzin g-yas g-yon 'dzin //	rdo rje dril dzin g-yas g-yon dzin 
BO_T02_D2819:170a-5	mchod pa kun sngon 'gro ba yis //	mchod ba kun sngon gro ba yis 
BO_T02_D2819:170a-6	'dab brgyad padmo bris dbus su //	dab brgyad padmo bri dbus su 
BO_T02_D2819:170a-7	gnyis kyis srad bu bzhag nas ni //	gnyis kyis srad bu jog nas ni 
BO_T02_D2819:170a-8	bgegs bsal gtor ma sngon song sbyar //	bgegs bsal thor ma sngon gro sbyor 
BO_T02_D2819:170a-9	de rjes lhag pa'i lhar bskyed nas //	de rjes lhag ba lhar skyed nas 
BO_T02_D2819:170a-10	'jig rten dbang phyug padmo dang // srad bu bsnams pas dgyes bzhugs la //	jig rten dbang phyug padmo dang srad bu snom ba dgyes bzhugs la 
BO_T02_D2819:170a-11	'od 'phros mdud pa dor bar bya //	d phro mdud ba dor ba byed 
BO_T02_D2819:170a-12	lus ngag sems gsum bcings pa yi //	lus ngag sems gsum ching ba yi 
BO_T02_D2819:170a-13	rgya gsum phyag rgya bsam pa ste //	rgya gsum phyag rgya bsam ba ste 
BO_T02_D2819:170a-14	ting nge 'dzin gsum sngags gsum rim //	ting nge dzin gsum sngags gsum rim 
BO_T02_D2819:170a-15	slob dpon mi g-yeng la gnas pas //	slob dpon mi g-yeng la gnas ba 
BO_T02_D2819:170a-16	rdo rje khu tshur gnyis bcings dang // sdigs mdzub rdo rje rtse gcig nyid //	rdo rje khu tshur gnyis ching dang sdigs mdzub rdo rje rtse gcig nyid 
BO_T02_D2819:170a-17	sku gsung thugs kyi rang bzhin gyis //	sku gsung thugs kyi rang bzhin gyis 
BO_T02_D2819:170a-18	'od phyung rdo rje'i rgyas btab pa'o //	d byin rdo rje rgya debs ba 
BO_T02_D2819:170a-19	aom a'a:hr'i:k'a ya badzra k'a ya kantha h'um /	aom aa:hr:ka ya badzra ka ya kantha hum 
BO_T02_D2819:170a-20	aom a'a:hr'i:w'aka badzra w'aka kantha h'um /	aom aa:hr:waka badzra waka kantha hum 
BO_T02_D2819:170a-21	aom a'a:hr'i:tsitta badzra tsatti kantha h'um /	aom aa:hr:tsitta badzra tsatti kantha hum 
BO_T02_D2819:170a-22	dam tshig srad bu dung dang byi ru gser 'od beed'ura aindra'i mdog gsal ba //	dam tshig srad bu dung dang byi ru gser d beedura aindra mdog gsal ba 
BO_T02_D2819:170a-23	rgya gsum 'bar ba'i rdo rje sku gsung thugs dag skal ldan lus ngag yid btab pa //	rgya gsum bar ba rdo rje sku gsung thugs dag skal ldan lus ngag yid debs ba 
BO_T02_D2819:170a-24	slob dpon mthu chen po ta la yi 'phags pa sras mchog snying rjes shin tu non pa'i yid //	slob dpon mthu chen po ta la yi phag ba sras mchog snying rjes shin tu non ba yid 
BO_T02_D2819:170a-25	ting 'dzin lcags kyus de nyid bcug la gus pa bzang ldan mgul dang dpung pa bcing ;	ting dzin lcags kyus de nyid jug la gus ba bzang ldan mgul dang dpung ba ching 
BO_T02_D2819:170a-26	/ srung skud kyi cho ga rdzogs so//	srung skud kyi cho ga rdzogs 
