segmentnr	original	folio	stemmed
BO_K12_D0554=D0019_H0512=H0023:475b-0	@475b / /rgya gar skad du /	475b	gar skad du 
BO_K12_D0554=D0019_H0512=H0023:475b-1	a'arya koo shi ka pradzny'a p'a ra mi t'a /	475b	aarya koo chi ka pradznya pa ra mi ta 
BO_K12_D0554=D0019_H0512=H0023:475b-2	bod skad du /	475b	bod skad du 
BO_K12_D0554=D0019_H0512=H0023:475b-3	'phags pa shes rab kyi pha rol tu phyin pa koo shi ka zhes bya ba /	475b	phag ba shes rab kyi pha rol tu phyin ba koo chi ka zhes byed ba 
BO_K12_D0554=D0019_H0512=H0023:475b-4	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	475b	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K12_D0554=D0019_H0512=H0023:475b-5	'di skad bdag gis thos pa dus gcig na /	475b	di skad bdag gis thos ba dus gcig na 
BO_K12_D0554=D0019_H0512=H0023:475b-6	bcom ldan 'das rgyal po'i khab na /	475b	joms ldan da rgyal po khab na 
BO_K12_D0554=D0019_H0512=H0023:476a-0	bya rgod kyi phung po'i ri la dge slong gi dge 'dun chen po dang / byang chub sems dpa' 'bum @476a *//	476a	byed rgod kyi phung po ri la dge slong gi dge dun chen po dang byang chub sems dpa bum 
BO_K12_D0554=D0019_H0512=H0023:476a-1	phrag du ma thams cad kyang gzhon nur gyur pa sha stag dang thabs gcig tu bzhugs ste /	476a	phrag du ma thams cad kyang gzhon nur gyur ba sha stag dang thabs gcig tu bzhugs ste 
BO_K12_D0554=D0019_H0512=H0023:476a-2	de nas bcom ldan 'das kyis lha'i dbang po brgya byin la bka' stsal pa /	476a	de nas joms ldan da kyis lha dbang po brgya byin la bka stsal ba 
BO_K12_D0554=D0019_H0512=H0023:476a-3	koo shi ka /	476a	koo chi ka 
BO_K12_D0554=D0019_H0512=H0023:476a-4	de la shes rab kyi pha rol tu phyin pa'i don ni 'di yin te /	476a	de la shes rab kyi pha rol tu phyin ba don ni di yin te 
BO_K12_D0554=D0019_H0512=H0023:476a-5	shes rab kyi pha rol tu phyin pa ni gnyis su blta bar mi bya /	476a	shes rab kyi pha rol tu phyin ba ni gnyis su lta ba mi byed 
BO_K12_D0554=D0019_H0512=H0023:476a-6	gnyis ma yin par yang ma yin /	476a	gnyis ma yin ba yang ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-7	mtshan mar ma yin /	476a	mtshan mar ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-8	mtshan ma ma yin par yang ma yin /	476a	mtshan ma ma yin ba yang ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-9	blang bar ma yin /	476a	blang ba ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-10	dor bar ma yin /	476a	dor ba ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-11	bsnan par ma yin /	476a	snon ba ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-12	bsnan pa med par yang ma yin /	476a	snon ba med ba yang ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-13	kun nas nyon mongs par ma yin /	476a	kun nas nyon mongs ba ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-14	kun nas nyon mongs pa ma yin par yang ma yin /	476a	kun nas nyon mongs ba ma yin ba yang ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-15	rnam par byang ba ma yin /	476a	rnam ba byang ba ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-16	rnam par byang ba ma yin par yang ma yin /	476a	rnam ba byang ba ma yin ba yang ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-17	spang bar ma yin /	476a	spong ba ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-18	spang bar ma yin par yang ma yin /	476a	spong ba ma yin ba yang ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-19	gnas su ma yin /	476a	gnas su ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-20	gnas su ma yin par yang ma yin /	476a	gnas su ma yin ba yang ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-21	sbyor bar ma yin /	476a	sbyor ba ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-22	sbyor bar ma yin par yang ma yin /	476a	sbyor ba ma yin ba yang ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-23	'brel bar ma yin /	476a	brel ba ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-24	'brel par ma yin par yang ma yin /	476a	brel ba ma yin ba yang ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-25	rkyen du ma yin /	476a	rkyen du ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-26	rkyen du ma yin par yang ma yin /	476a	rkyen du ma yin ba yang ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-27	chos su ma yin /	476a	chos su ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-28	chos ma yin par yang ma yin /	476a	chos ma yin ba yang ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-29	de bzhin nyid ma yin /	476a	de bzhin nyid ma yin 
BO_K12_D0554=D0019_H0512=H0023:476a-30	de bzhin nyid ma yin par yang ma yin /	476a	de bzhin nyid ma yin ba yang ma yin 
BO_K12_D0554=D0019_H0512=H0023:476b-0	yang @476b dag pa'i mtha' ma yin /	476b	yang dag ba mtha ma yin 
BO_K12_D0554=D0019_H0512=H0023:476b-1	yang dag pa'i mtha' ma yin par yang ma yin no //	476b	yang dag ba mtha ma yin ba yang ma yin no 
BO_K12_D0554=D0019_H0512=H0023:476b-2	koo shi ka /	476b	koo chi ka 
BO_K12_D0554=D0019_H0512=H0023:476b-3	de bzhin du shes rab kyi pha rol tu phyin pa'i don ni /	476b	de bzhin du shes rab kyi pha rol tu phyin ba don ni 
BO_K12_D0554=D0019_H0512=H0023:476b-4	'di lta ste /	476b	di lta ste 
BO_K12_D0554=D0019_H0512=H0023:476b-5	chos thams cad mnyam pa nyid kyi phyir shes rab kyi pha rol tu phyin pa nyid mnyam mo //	476b	chos thams cad mnyam ba nyid kyi phyir shes rab kyi pha rol tu phyin ba nyid mnyam mo 
BO_K12_D0554=D0019_H0512=H0023:476b-6	chos thams cad zab pa'i phyir shes rab kyi pha rol tu phyin pa zab bo //	476b	chos thams cad zab ba phyir shes rab kyi pha rol tu phyin ba zab bo 
BO_K12_D0554=D0019_H0512=H0023:476b-7	chos thams cad dben pa'i phyir shes rab kyi pha rol tu phyin pa dben no //	476b	chos thams cad dben ba phyir shes rab kyi pha rol tu phyin ba dben no 
BO_K12_D0554=D0019_H0512=H0023:476b-8	chos thams cad g-yo ba med pa'i phyir shes rab kyi pha rol tu phyin pa g-yo ba med pa'o //	476b	chos thams cad g-yo ba med ba phyir shes rab kyi pha rol tu phyin ba g-yo ba med ba 
BO_K12_D0554=D0019_H0512=H0023:476b-9	chos thams cad rlom sems med pa'i phyir shes rab kyi pha rol tu phyin pa rlom sems med do //	476b	chos thams cad rlom sems med ba phyir shes rab kyi pha rol tu phyin ba rlom sems med do 
BO_K12_D0554=D0019_H0512=H0023:476b-10	chos thams cad 'jigs pa med pa'i phyir shes rab kyi pha rol tu phyin pa 'jigs pa med do //	476b	chos thams cad jigs ba med ba phyir shes rab kyi pha rol tu phyin ba jigs ba med do 
