segmentnr	original	folio	stemmed
BO_NK122_(kho)002:0	dam pa bde gshegs kyis mdzad pa'i theg dgu spyi bcing gi 'grel bshad nyi ma'i 'od zer zhes bya ba slob dpon ye shes rgyal mtshan gyis mdzad pa bzhugs so //	0	dam ba bde gshegs kyis mdzad ba theg dgu spyi ching gi grel chad nyi ma d zer zhes byed ba slob dpon ye shes rgyal mtshan gyis mdzad ba bzhugs so 
BO_NK122_(kho)002:1	na mo rat+na tra y+aa ya /	0	na mo rat+na tra y+aa ya 
BO_NK122_(kho)002:2	rje btsun dpal ldan bla ma dam pa rnams dang yi dam rgyud sde bzhi'i lha tshogs bka' sdod chos skyong ba'i srung ma dang bcas pa rnams la phyag 'tshal lo //	0	rje btsun dpal ldan bla ma dam ba rnams dang yi dam brgyud sde bzhi lha tshogs bka sdod chos skyong ba srung ma dang cha ba rnams la phyag tshal lo 
BO_NK122_(kho)002:3	mchod do skyabs su mchi'o //	0	mchod do skyob su mchi 
BO_NK122_(kho)002:4	chos dbyings mnyam nyid gdal khyab chen po'i ngang //	0	chos dbyings mnyam nyid gdal khyab chen po ngang 
BO_NK122_(kho)002:5	'khor 'das gnyis med ro gcig klong du gyur //	0	khor da gnyis med ro gcig klong du gyur 
BO_NK122_(kho)002:6	mkhyen brtse'i bdag nyid dpal ldan dbang phyug che //	0	mkhyen brtse bdag nyid dpal ldan dbang phyug che 
BO_NK122_(kho)002:7	kun bzang bde bar gshegs la phyag 'tshal lo //	0	kun bzang bde ba gshegs la phyag tshal lo 
BO_NK122_(kho)002:8	gang zhig byang chub mchog tu sems bskyed cing //	0	gang jig byang chub mchog tu sems skyed cing 
BO_NK122_(kho)002:9	gang du grangs med gsum du tshogs gnyis bsags //	0	gang du grangs med gsum du tshogs gnyis bsags 
BO_NK122_(kho)002:10	gang der mdzad pa bcu gnyis mngon sangs rgyas //	1	gang der mdzad ba chu gnyis mngon sangs rgya 
BO_NK122_(kho)002:11	bcom ldan thub dbang khyed la phyag 'tshal lo //	1	joms ldan thub dbang khyed la phyag tshal lo 
BO_NK122_(kho)002:12	kun bzang thugs las rnam 'phrul thugs kyi sras //	1	kun bzang thugs las rnam phrul thugs kyi sras 
BO_NK122_(kho)002:13	theg chen gsang sngags zab mo 'dzin byed cing //	1	theg chen gsang sngags zab mo dzin byed cing 
BO_NK122_(kho)002:14	gdul daka'i gdul bya ma lus 'joms mdzad pa //	1	gdul daka gdul byed ma lus joms mdzad ba 
BO_NK122_(kho)002:15	bcom ldan rdo rje bsnams la phyag 'tshal lo //	1	joms ldan rdo rje snom la phyag tshal lo 
BO_NK122_(kho)002:16	gti mug ma rig mun pa'i klong chen der //	1	gti mug ma rig mun ba klong chen der 
BO_NK122_(kho)002:17	ye shes sgron me'i gsal rgyun rab tu bltams //	1	ye shes sgron me gsal rgyun rab tu ltems 
BO_NK122_(kho)002:18	bdag blo'i the tshom dra ba gcod mdzad pa'i //	1	bdag blo the tshom dra ba gcod mdzad ba 
BO_NK122_(kho)002:19	mgon po 'jam pa'i dbyangs la phyag 'tshal lo //	1	mgon po jam ba dbyangs la phyag tshal lo 
BO_NK122_(kho)002:20	kun mkhyen rgyal ba'i gsung rab pad+mo'i tshal //	2	kun mkhyen rgyal ba gsung rab pad+mo tshal 
BO_NK122_(kho)002:21	'grel bshad nyi ma'i zer gyis rnam par phye //	2	grel chad nyi ma zer gyis rnam ba byed 
BO_NK122_(kho)002:22	dad ldan rkang drug ldan la dga' ston 'gyed //	2	dad ldan rkang drug ldan la dga ston gyed 
BO_NK122_(kho)002:23	lo pan skyes mchog nyin byed rnams la 'dud //	2	lo pan skye mchog nyin byed rnams la dud 
BO_NK122_(kho)002:24	sangs rgyas bstan pa gangs ri dri med la //	2	sangs rgya ston ba gangs ri dri med la 
