segmentnr	original	folio	stemmed
BO_NK099_(te)015:0	// dpe dgus skyon dgu ngos bzung bcos thabs bstan pa bzhugs /	0	dpe dgus skyon dgu ngos bzung chos thabs ston ba bzhugs 
BO_NK099_(te)015:1	spyan ras gzigs sprul rin chen 'gro ba'i mgon //	0	spyan ras gzigs sprul rin chen gro ba mgon 
BO_NK099_(te)015:2	bdud dpung 'joms mdzad dam pa de la 'dud //	0	bdud dpung joms mdzad dam ba de la dud 
BO_NK099_(te)015:3	de la dpe dgus skyon dgu ngos bzung ste //	0	de la dpe dgus skyon dgu ngos bzung ste 
BO_NK099_(te)015:4	skyon bzlog pa ni yon tan du 'gyur ba'o //	0	skyon bzlog ba ni yon tan du gyur ba 
BO_NK099_(te)015:5	de la skyon dgu gang zhe na /	0	de la skyon dgu gang zhe na 
BO_NK099_(te)015:6	spre'u shing thog grub pa sna //	0	spreu shing thogs grub ba sna 
BO_NK099_(te)015:7	sha 'u rwa chor sgeg mo'i rgyan //	0	sha u rwa chor sgeg mo rgyan 
BO_NK099_(te)015:8	bya'i chos dang nad pa'i basngasa //	0	byed chos dang nad ba basngasa 
BO_NK099_(te)015:9	khyi dang shig bzhin mi bya'o //	0	khyi dang shig bzhin mi byed 
BO_NK099_(te)015:10	zhes gsungs pas /	1	zhes gsungs ba 
BO_NK099_(te)015:11	brtson 'grus phyi shol dus las pa'i skyon spre'u shing thog /rang gi gdam ngag la nges shes chung ba'i skyon grub pa'i sna /	1	brtson grus phyi shol dus las ba skyon spreu shing thogs gi gdam ngag la nges shes chung ba skyon grub ba sna 
BO_NK099_(te)015:12	rang gi rgyud la gzod ma thob pa'i skyon sha'u /	1	rang gi brgyud la gzod ma thob ba skyon shau 
BO_NK099_(te)015:13	lta ba gting thungs pa'i skyon rwa chor /	1	lta ba gting thungs ba skyon rwa chor 
BO_NK099_(te)015:14	spyod pa tshul chos su shor ba'i skyon sgeg mo'i rgyan /	1	spyod ba tshul chos su chor ba skyon sgeg mo rgyan 
BO_NK099_(te)015:15	chos kha chos su shor ba'i skyon bya'i chos /	1	chos kha chos su chor ba skyon byed chos 
BO_NK099_(te)015:16	rtsa ba bdag 'dzin ma spongs pa'i skyon nad pa'i basngasa /	1	rtsa ba bdag dzin ma spongs ba skyon nad ba basngasa 
BO_NK099_(te)015:17	chos pa nang 'thabs pa'i skyon khyi dang / sbyin par ma mthong par kha phyir bltas pa'i skyon shig lta bu'o //	1	chos ba nang thabs ba skyon khyi dang sbyin ba ma mthong ba kha phyir lta ba skyon shig lta bu 
BO_NK099_(te)015:18	de la dang po spre'u shing thog ces pa de dper na spre'u ni spre'u gzhon pa rnams kyis shing gi rtse mor 'dzegs te /	1	de la dang po spreu shing thogs ces ba de dper na spreu ni spreu gzhon ba rnams kyis shing gi rtse mor dzegs te 
BO_NK099_(te)015:19	shing thog mang po bskyur nas bsags la bza' snyam tsam na /	1	shing thogs mang po skyur nas bsags la bza snyam tsam na 
BO_NK099_(te)015:20	sprel rgan tshos sdong po'i rmang du bsdad nas zos pas /	2	sprel rgan tshos sdong po rmang du sdod nas zos ba 
BO_NK099_(te)015:21	gzhon pa tsho la bza' rgyu ma byung ste ltogs so //	2	gzhon ba tsho la bza rgyu ma byung ste ltogs so 
BO_NK099_(te)015:22	dpe de bzhin du brtson 'grus phyir shol du las te /	2	dpe de bzhin du brtson grus phyir shol du las te 
BO_NK099_(te)015:23	bu phog la chos bya /	2	bu bogs la chos byed 
BO_NK099_(te)015:24	bu phog la chos byas /	2	bu bogs la chos byed 
BO_NK099_(te)015:25	bu mo bardzangasa la chos bya /	2	bu mo bardzangasa la chos byed 
BO_NK099_(te)015:26	yul zhing spel la chos bya /	2	yul zhing spel la chos byed 
BO_NK099_(te)015:27	chos rgyags bsags la chos bya snyam pa la sogs pa de skyon yin te /	2	chos rgyags bsags la chos byed snyam ba la sogs ba de skyon yin te 
BO_NK099_(te)015:28	de ngos bzung la bcos pa ni /	2	de ngos bzung la chos ba ni 
BO_NK099_(te)015:29	dper na spre'u rgan shos rnams sngar phyir shol des sun pas /	2	dper na spreu rgan shos rnams sngar phyir shol des sun ba 
BO_NK099_(te)015:30	da shing thog gang rnyed za ba bzhin du /	3	da shing thogs gang rnyed za ba bzhin du 
BO_NK099_(te)015:31	chos phyi shol du mi gzhag par ji ltar go go nyams su blang ngo //	3	chos phyi shol du mi jog ba ji ltar go go nyams su blang ngo 
BO_NK099_(te)015:32	grub pa'i sna zhes pa /	3	grub ba sna zhes ba 
BO_NK099_(te)015:33	dper na grub pa ni rang gi sna la bse tri yod pa la /	3	dper na grub ba ni rang gi sna la bse tri yod ba la 
BO_NK099_(te)015:34	grub pa gzhon pa rnams rgyus med par r+ts+wa gang reg la bse dri 'dug snyam nas bzhag pas r+ts+wa bse dri med pa ma rnyed par ltogs so //	3	grub ba gzhon ba rnams rgyus med ba r+ts+wa gang reg la bse dri dug snyam nas jog ba r+ts+wa bse dri med ba ma rnyed ba ltogs so 
BO_NK099_(te)015:35	dpe de bzhin du rang gi gdam ngag la nges shes ma skyes rang snang ma dag par byas nas /	3	dpe de bzhin du rang gi gdam ngag la nges shes ma skye rang snang ma dag ba byed nas 
BO_NK099_(te)015:36	bla ma dang mched grogs la 'khang zhing /	3	bla ma dang mched grogs la khang zhing 
BO_NK099_(te)015:37	gnas dgon dang grangs gang du phyin kyang gsha' ma mi 'dug snyam ste skyon 'ba' zhig tu mthong pa'o //	3	gnas dgon dang grangs gang du phyin kyang gsha ma mi dug snyam ste skyon ba jig tu mthong ba 
BO_NK099_(te)015:38	de ngos bzung la bcos pa ni /	3	de ngos bzung la chos ba ni 
BO_NK099_(te)015:39	grum pa rgan po kun snyam na rtsa la bse dri snam pa min te rang gi sna la bse dri yod pa yin snyam bse dri bsnams snam du zos pas 'grangs par byung ba bzhin du /	3	grum ba rgan po kun snyam na rtsa la bse dri snam ba min te rang gi sna la bse dri yod ba yin snyam bse dri snom snam du zos ba grang ba byung ba bzhin du 
BO_NK099_(te)015:40	bla ma dang ched grogs dang dgon dang grangs de dag na skyon yod pa ma yin te /	4	bla ma dang ched grogs dang dgon dang grangs de dag na skyon yod ba ma yin te 
BO_NK099_(te)015:41	rang gi gdam ngag la nges shes ma skyes shing rang snang ma dag pa yin snyam pa byas nas nyams su blangs pas rtogs pa 'char ro //	4	rang gi gdam ngag la nges shes ma skye shing rang snang ma dag ba yin snyam ba byed nas nyams su blangs ba rtogs ba char ro 
BO_NK099_(te)015:42	sha 'ur zhes pa /	4	sha ur zhes ba 
BO_NK099_(te)015:43	dper na sha 'ur ni de la reg pa'i thabs med pa bzhin du /	4	dper na sha ur ni de la reg ba thabs med ba bzhin du 
BO_NK099_(te)015:44	chos pa kha cig rang gi rgyud la bzod pa ma thob par byas nas ci byung kyang mi bzod par gzhan 'ba' zhig la kha chos 'jug pa'o //	4	chos ba kha cig rang gi brgyud la bzod ba ma thob ba byed nas ci byung kyang mi bzod ba gzhan ba jig la kha chos jug ba 
BO_NK099_(te)015:45	de ngos bzung la bcos pa ni //	4	de ngos bzung la chos ba ni 
BO_NK099_(te)015:46	nyon mongs dang rang rgyud btul la rang gis bzod par bya'o //	4	nyon mongs dang rang brgyud dul la rang gis bzod ba byed 
BO_NK099_(te)015:47	rwa chor zhes pa /	4	rwa chor zhes ba 
BO_NK099_(te)015:48	dper na rwa chor ni kha nas rgya che bar 'dug kyang gting na mdzub mo rang mi shong /	4	dper na rwa chor ni kha nas rgya che ba dug kyang gting na mdzub mo rang mi shong 
BO_NK099_(te)015:49	dpe de bzhin du lta ba kha la khyer te /	4	dpe de bzhin du lta ba kha la khyer te 
BO_NK099_(te)015:50	kha la mnyam pa nyid yin phyogs med 'dzin med yin pa skad zer nas skyen byung tsam na rkyen mi thub par brdugs pa'o //	5	kha la mnyam ba nyid yin phyogs med dzin med yin ba skad zer nas skyen byung tsam na rkyen mi thub ba rdug ba 
BO_NK099_(te)015:51	de ngos bzung la bcos pa ni //	5	de ngos bzung la chos ba ni 
BO_NK099_(te)015:52	lta ba kha la khyer du ma song bar gting nas don go zhing rtogs par byas la /	5	lta ba kha la khyer du ma gro ba gting nas don go zhing rtogs ba byed la 
BO_NK099_(te)015:53	rkyen thub pa cig dgos so //	5	rkyen thub ba cig dgos so 
BO_NK099_(te)015:54	sgeg mo'i rgyan zhes pa /	5	sgeg mo rgyan zhes ba 
BO_NK099_(te)015:55	dper na sgeg mo rgyan ni mi tshogs pa dang khrom gyi gseb tu byi dor byed rgyan 'dogs so //	5	dper na sgeg mo rgyan ni mi tshogs ba dang khrom gyi gseb tu byi dor byed rgyan dogs so 
BO_NK099_(te)015:56	mi med tsam na 'bogs so //	5	mi med tsam na bogs so 
BO_NK099_(te)015:57	dpe de bzhin du mi yod tsam na tshul gyi dge sbyor la sogs pa byed /	5	dpe de bzhin du mi yod tsam na tshul gyi dge sbyor la sogs ba byed 
BO_NK099_(te)015:58	mi med tsam na mi byed do //	5	mi med tsam na mi byed do 
BO_NK099_(te)015:59	de ngos bzung la bcom pa ni /	5	de ngos bzung la joms ba ni 
BO_NK099_(te)015:60	spyod pa tshul chos su ma shor bar bya ste /	6	spyod ba tshul chos su ma chor ba byed ste 
BO_NK099_(te)015:61	dge sbyor rang don /	6	dge sbyor rang don 
