segmentnr	original	folio	stemmed
BO_TZ37_JI-013:0	@#// mgon po g.yul zlog gi mdos kyi zin ris sgron me skor gsum las /	0	mgon po g.yul zlog gi mdos kyi zin ris sgron me skor gsum las 
BO_TZ37_JI-013:1	bsham gyi lag len bca' thabs sgron me zhes bya ba bzhugs so //	0	bsham gyi lag len chos thabs sgron me zhes byed ba bzhugs so 
BO_TZ37_JI-013:2	na mo gu ra we /	0	na mo gu ra we 
BO_TZ37_JI-013:3	srid gsum gdug pa'i g.yul ngo rnams //	0	srid gsum gdug ba g.yul ngo rnams 
BO_TZ37_JI-013:4	zlog byed dpa' bo he ru kar //	0	zlog byed dpa bo he ru kar 
BO_TZ37_JI-013:5	phyag byas srid pa g.yul zlog gi	0	phyag byed srid ba g.yul zlog gi 
BO_TZ37_JI-013:6	/lag len bca' thabs sgron me bshad //	0	len chos thabs sgron me chad 
BO_TZ37_JI-013:7	de la thog mar sdom ni /	0	de la thogs mar sdom ni 
BO_TZ37_JI-013:8	dkyil 'khor gtsho mdos rlon gsog dang // skam gsog phyogs mdos bzhi dang glud //	0	dkyil khor gtsho mdos rlon gsog dang skam gsog phyogs mdos bzhi dang glud 
BO_TZ37_JI-013:9	brtan mdos lcags ri dkor rdzas dang // gtor mchod zor rdzas ling+ga thun //	0	brtan mdos lcags ri dkor rdzas dang thor mchod zor rdzas ling+ga thun 
BO_TZ37_JI-013:10	rlon chas bsham dang mdos byin rlob //	1	rlon cha bsham dang mdos byin rlob 
BO_TZ37_JI-013:11	ces pa ltar bco lnga las /	1	ces ba ltar chos lnga las 
BO_TZ37_JI-013:12	dang po dkyil 'khor bca' ba la /	1	dang po dkyil khor chos ba la 
BO_TZ37_JI-013:13	sa chog /stegs bu bca' zhing chag chag 'debs pa /	1	sa chog bu chos zhing chag chag debs ba 
BO_TZ37_JI-013:14	thig tshhon gyis bri ba'o //	1	thig tshhon gyis bri ba 
BO_TZ37_JI-013:15	dang po sa chog ni /	1	dang po sa chog ni 
BO_TZ37_JI-013:16	bdag gi rnal 'byor sngon du 'gro bas /	1	bdag gi rnal byor sngon du gro ba 
BO_TZ37_JI-013:17	gang du mdos bzhengs pa'i sar gtor ma dkar dmar gnyis bshams pa bsang sbyang /	1	gang du mdos bzhengs ba sar thor ma dkar dmar gnyis bshams ba bsang sbyong 
BO_TZ37_JI-013:18	stong pa'i ngang las b+h+ru~m las rin po che'i snod zab cing rgya che ba'i nang du gtor ma kha dog dri ro nus pa phun sum tshhogs par bsam la /	1	stong ba ngang las b+h+ru~m las rin po che snod zab cing rgya che ba nang du thor ma kha dog dri ro nus ba phun sum tshhogs ba bsam la 
BO_TZ37_JI-013:19	om ahhu~m gis byin gyis brlab /	1	om ahhu~m gis byin gyis brlab 
BO_TZ37_JI-013:20	om badzra a kar+sha ya dzahmgron dgug	2	om badzra a kar+sha ya dzahmgron gugs 
BO_TZ37_JI-013:21	/dkar gtor / s+d+ya na pa ti k+she tra pa lany+tsha na mahsarba ta tha ga te b+h+yo sogs kyis bsngos la /	2	thor s+d+ya na ba ti k+she tra ba lany+tsha na mahsarba ta tha ga te b+h+yo sogs kyis sngo la 
BO_TZ37_JI-013:22	gang dag 'dir gnas lha dang klu	2	gang dag dir gnas lha dang klu 
BO_TZ37_JI-013:23	/gnod sbyin srin po'am gzhan dag la //	2	sbyin srin po gzhan dag la 
BO_TZ37_JI-013:24	dkyil 'khor don du sa phyogs 'di //	2	dkyil khor don du sa phyogs di 
BO_TZ37_JI-013:25	bdag zhu khyed kyis bstshal du gsol //	2	bdag ju khyed kyis bstshal du gsol 
BO_TZ37_JI-013:26	zhes 'dod don gsol /	2	zhes dod don gsol 
BO_TZ37_JI-013:27	dmar gtor / om sarba big+h+nam na mahsarba ta tha ga te b+h+yo bi shwa mu khe b+h+yahsarba tha kham ut+ga te s+pha ra na i mam ga ga na kham gr-ih+ne dam ba lin+ta ye swa ha/	2	dmar thor om sarba big+h+nam na mahsarba ta tha ga te b+h+yo bi shwa mu khe b+h+yahsarba tha kham ut+ga te s+pha ra na i mam ga ga na kham gr-ih+ne dam ba lin+ta ye swa 
BO_TZ37_JI-013:28	zhes pas bsngos la /	2	zhes ba sngo la 
BO_TZ37_JI-013:29	hu~m/ rnal 'byor chen po'i dkyil 'khor 'dir //	2	rnal byor chen po dkyil khor dir 
BO_TZ37_JI-013:30	gsang ba'i dam can so so nas //	3	gsang ba dam can so so nas 
BO_TZ37_JI-013:31	'du ba'i lha ni ma gtogs pa //	3	du ba lha ni ma gtogs ba 
BO_TZ37_JI-013:32	thams cad thugs rjes bskangs zin gyis //	3	thams cad thugs rjes skong zin gyis 
BO_TZ37_JI-013:33	da lta nyid du so sor dengs //	3	da lta nyid du so sor dengs 
BO_TZ37_JI-013:34	ci ste mi 'gro 'dug gyur na //	3	ci ste mi gro dug gyur na 
BO_TZ37_JI-013:35	rdo rje khro bo'i tshhogs rnams kyis //	3	rdo rje khro bo tshhogs rnams kyis 
BO_TZ37_JI-013:36	de ma thag tu bkas nas ni //	3	de ma thag tu gas nas ni 
BO_TZ37_JI-013:37	bdun rgyud rigs kyang brlag par 'gyur //	3	bdun brgyud rigs kyang brlag ba gyur 
BO_TZ37_JI-013:38	zhes bka' bsgos la mthar drag sngags thun brab spos rol gyi tshham rngam dang bcas pas bgegs bskrad de phyir dor /	3	zhes bka sgo la mthar drag sngags thun brab spros rol gyi tshham rngam dang cha ba bgegs skrod de phyir dor 
BO_TZ37_JI-013:39	de nas lag g.yas kyi sor mo rdo rje rtshe lnga par bsam la sar bzhag ste swa b+ha ba'i sngags bdun bzlas pas sa dang sar 'dzin gyi 'khrul rtog thams cad mi dmigs par sbyang ngo //	3	de nas lag g.yas kyi sor mo rdo rje rtshe lnga ba bsam la sar jog ste swa b+ha ba sngags bdun bzlas ba sa dang sar dzin gyi khrul rtogs thams cad mi dmigs ba sbyong ngo 
BO_TZ37_JI-013:40	gnyis pa stegs bu bca' zhing chag chag 'debs pa ni /	4	gnyis ba stegs bu chos zhing chag chag debs ba ni 
BO_TZ37_JI-013:41	gzhi der dkyil 'khor gyi stegs bu gru bzhi pa phyogs rer 'dom gang sogs rgya khyon ji ltar rigs pa brtshigs pa'am /	4	gzhi der dkyil khor gyi stegs bu gru bzhi ba phyogs rer dom gang sogs rgya khyon ji ltar rigs ba brtshigs ba 
BO_TZ37_JI-013:42	ma brtshig kyang rung ste /	4	ma brtshig kyang rung ste 
BO_TZ37_JI-013:43	spos dang sman sbyar bas khyem med par chag chag gdab bo //	4	spros dang sman sbyor ba khyem med ba chag chag gdab bo 
BO_TZ37_JI-013:44	gsum pa thig tshhon gyis bri ba las /	4	gsum ba thig tshhon gyis bri ba las 
BO_TZ37_JI-013:45	thig gdab pa ni /	4	thig gdab ba ni 
BO_TZ37_JI-013:46	thig skud 'du byas te /	4	thig skud du byed te 
BO_TZ37_JI-013:47	rang dang thig g.yog dpal chen po yab yum du gsal ba snyoms par zhugs pa'i byang chub kyi sems thig skud dang ro gcig pa ye shes lnga'i ngo bor spros par bsam la /	4	rang dang thig g.yog dpal chen po yab yum du gsal ba snyom ba jug ba byang chub kyi sems thig skud dang ro gcig ba ye shes lnga ngo bor spros ba bsam la 
BO_TZ37_JI-013:48	om hu~m swa amhha zhes brjod cing gtad nas /	4	om hu~m swa amhha zhes rjod cing gtod nas 
BO_TZ37_JI-013:49	om dz+nya na tshakra su tra ma ti kra ma hu~m/	4	om dz+nya na tshakra su tra ma ti kra ma 
BO_TZ37_JI-013:50	zhes pa'i sngags kyis gnam thig gdab cing /	5	zhes ba sngags kyis gnam thig gdab cing 
BO_TZ37_JI-013:51	de nas sa thig gdab ste /	5	de nas sa thig gdab ste 
BO_TZ37_JI-013:52	de la thig gi cha dbye ba ni /	5	de la thig gi cha byed ba ni 
BO_TZ37_JI-013:53	mdos khri'i rmang dang dkyil 'khor la bris pa'i ri rab kyi phyi thig thad kar 'babs pa bya dgos kyang /	5	mdos khri rmang dang dkyil khor la bri ba ri rab kyi phyi thig thad kar babs ba byed dgos kyang 
BO_TZ37_JI-013:54	mdos chen po'i tshhe sa khyon gyis shong dka' bas /	5	mdos chen po tshhe sa khyon gyis shong dka ba 
BO_TZ37_JI-013:55	'dir gser ri bdun pa'i phyi thig dang mdos khri'i rmang khad mnyam du byed pa'i dbang du byas te /	5	dir gser ri bdun ba phyi thig dang mdos khri rmang khad mnyam du byed ba dbang du byed te 
BO_TZ37_JI-013:56	'di ltar shes par bya ste /	5	di ltar shes ba byed ste 
BO_TZ37_JI-013:57	tshhangs thig zur thig spyi ltar btab //	5	tshhangs thig zur thig spyi ltar debs 
BO_TZ37_JI-013:58	dbus nas zur thig bzhi yi steng //	5	dbus nas zur thig bzhi yi steng 
BO_TZ37_JI-013:59	mdos khri'i rmang dang tshhad mnyam pa'i //	5	mdos khri rmang dang tshhad mnyam ba 
BO_TZ37_JI-013:60	cha mnyam chen po gnyis gnyis kyi //	6	cha mnyam chen po gnyis gnyis kyi 
BO_TZ37_JI-013:61	mtshhan ma byas la phyi ma ni //	6	mtshhan ma byed la phyi ma ni 
BO_TZ37_JI-013:62	zlum skor lcags ri'i phyi thig ste //	6	zlum skor lcags ri phyi thig ste 
BO_TZ37_JI-013:63	phyi rol cha chen de'i gsum cha //	6	phyi rol cha chen de gsum cha 
BO_TZ37_JI-013:64	gcig bskor me yi 'khor yug go	6	gcig skor me yi khor yug go 
BO_TZ37_JI-013:65	/de yi bzhi cha me ri yi //	6	yi bzhi cha me ri yi 
BO_TZ37_JI-013:66	nang thig nang bskor lcags ri'i sa //	6	nang thig nang skor lcags ri sa 
BO_TZ37_JI-013:67	cha chen nang ma'i mtshhan ma yi //	6	cha chen nang ma mtshhan ma yi 
BO_TZ37_JI-013:68	steng gzugs logs bzhi bcad pa'i nang //	6	steng gzugs logs bzhi gcod ba nang 
BO_TZ37_JI-013:69	cha gsum gzhal ba'i nang ma de //	6	cha gsum jal ba nang ma de 
BO_TZ37_JI-013:70	bcas pa ri rab steng yin la //	7	cha ba ri rab steng yin la 
BO_TZ37_JI-013:71	phyi ma'i sum cha gnyis po'i khyon //	7	phyi ma sum cha gnyis po khyon 
BO_TZ37_JI-013:72	cha mnyam gsum du bgos pa las //	7	cha mnyam gsum du bgod ba las 
BO_TZ37_JI-013:73	nang gnyis phyed phyed bang rim bzhi //	7	nang gnyis phyed phyed bang rim bzhi 
BO_TZ37_JI-013:74	phyi ma cha bdun ri mtshho'i sa //	7	phyi ma cha bdun ri mtshho sa 
BO_TZ37_JI-013:75	ri rab steng gi phyi thig bzhir //	7	ri rab steng gi phyi thig bzhir 
BO_TZ37_JI-013:76	thug pa'i zlum skor de yi nang //	7	thug ba zlum skor de yi nang 
BO_TZ37_JI-013:77	cha phran gcig bskor me phreng ste //	7	cha phran gcig skor me phreng ste 
BO_TZ37_JI-013:78	de nang dbus dang phyogs bzhi por //	7	de nang dbus dang phyogs bzhi por 
BO_TZ37_JI-013:79	lcags mkhar mtshhams su thod mkhar re //	7	lcags mkhar mtshhams su thod mkhar re 
BO_TZ37_JI-013:80	thams cad chos 'byung rnam pa la //	8	thams cad chos byung rnam ba la 
BO_TZ37_JI-013:81	dbus ma zur mdun gzhan brgyad po //	8	dbus ma zur mdun gzhan brgyad po 
BO_TZ37_JI-013:82	zur rnams nang bstan me phreng phyi'i //	8	zur rnams nang ston me phreng phyi 
BO_TZ37_JI-013:83	gru chad bzhi la lcog mtshhon pa'i //	8	gru chad bzhi la lcogs mtshhon ba 
BO_TZ37_JI-013:84	gru bzhi pa re gdab par bya //	8	gru bzhi ba re gdab ba byed 
BO_TZ37_JI-013:85	yang lte ba nas rgyab phyogs kyi lcags mkhar dang mdun zur gnyis kyi thod mkhar gyi rtshe gsum pa tshhad nas sbrel ba'i thig	8	yang lte ba nas rgyab phyogs kyi lcags mkhar dang mdun zur gnyis kyi thod mkhar gyi rtshe gsum ba tshhad nas sbrel ba thig 
BO_TZ37_JI-013:86	/lcags mkhar dbus mas mnan pas mdun zur gyi g.yas g.yon du gru gsum rtshe mo mtshhams bstan te 'ong bas las mgon gyi lcags mkhar dang gtsho mo'i thod mkhar du byas kyang rung ngo //	8	mkhar dbus mas gnon ba mdun zur gyi g.yas g.yon du gru gsum rtshe mo mtshhams ston te ng ba las mgon gyi lcags mkhar dang gtsho mo thod mkhar du byed kyang rung ngo 
BO_TZ37_JI-013:87	de nas tshhon gyis bri ba ni /	8	de nas tshhon gyis bri ba ni 
BO_TZ37_JI-013:88	rdul tshhon kha dog lnga so so'i gnas su hu~m om swa amhha rnams re re gnas pa las rigs lnga'i he ru ka'i ngo bor gyur pa bdag nyid kyi sku la zhugs te byang chub sems kyi rnam par spros pa tshhon rtshi la thim par bsam nas /	8	rdul tshhon kha dog lnga so so gnas su hu~m om swa amhha rnams re re gnas ba las rigs lnga he ru ka ngo bor gyur ba bdag nyid kyi sku la jug te byang chub sems kyi rnam ba spros ba tshhon rtshi la thim ba bsam nas 
