segmentnr	original	folio	stemmed
BO_TZ11_DA-016:0	@#// gsang thig skor bdun gyi bka' srung ma mo sngags kyi srung ma'i rjes gnang gi mtshhams sbyor rdo rje'i phreng ba bzhugs //	0	gsang thig skor bdun gyi bka srung ma mo sngags kyi srung ma rjes gnang gi mtshhams sbyor rdo rje phreng ba bzhugs 
BO_TZ11_DA-016:1	na mo gu ru badzra kro d+hi man+t+ra rak+sha b+h+yah	0	na mo gu ru badzra kro d+hi man+t+ra rak+sha b+h+yah 
BO_TZ11_DA-016:2	'jam mgon chos kyi rgyal po 'chi med bstan gnyis g.yung drung gling pa'i zab gter gsang thig skor bdun gyi bka' srung sngags srung ma mo'i rjes gnang bya bar 'dod pas /	0	jam mgon chos kyi rgyal po chi med ston gnyis g.yung drung gling ba zab gter gsang thig skor bdun gyi bka srung sngags srung ma mo rjes gnang byed ba dod ba 
BO_TZ11_DA-016:3	gang du bya ba'i gnas su ma mo'i sku'am rten bkram pa'i mdun stegs la gru gsum mthing nag steng many+dzi la /	0	gang du byed ba gnas su ma mo sku rten grem ba mdun stegs la gru gsum mthing nag steng many+dzi la 
BO_TZ11_DA-016:4	ma mo'i gtor ma gru gsum dmar po rgyan spros can gyi rtsher sku rten dar gdugs dang bcas pa'i /	0	ma mo thor ma gru gsum dmar po rgyan spros can gyi rtsher sku rten dar gdugs dang cha ba 
BO_TZ11_DA-016:5	mdun du mchod gtor la sman raka nyer spyod kyis bskor ba bshams /	0	mdun du mchod thor la sman raka nyer spyod kyis skor ba bshams 
BO_TZ11_DA-016:6	slob dpon bdag gi rnal 'byor sngon du 'gro bas rigs mthun gyi gzhung ltar phyi nang gi mchod pa byin gyis brlabs te /	0	slob dpon bdag gi rnal byor sngon du gro ba rigs mthun gyi gzhung ltar phyi nang gi mchod ba byin gyis brlabs te 
BO_TZ11_DA-016:7	hu~m: mkha' dbyings bde chen sogs mdun bskyed bzlas pa'i bar dang / bskang rdzas byin rlabs dang bcas te /	0	hu~m: mkha dbyings bde chen sogs mdun skyed bzlas ba ba dang skong rdzas byin rlabs dang cha te 
BO_TZ11_DA-016:8	bskang bshags dang / yig brgya bzlas la /	0	skong chags dang yig brgya bzlas la 
BO_TZ11_DA-016:9	phrin bcol bsdus tsham bya /	0	phrin chol sdud tsham byed 
BO_TZ11_DA-016:10	las bum bdud rtshi 'khyil pa'i lha sngags kyis byin brlabs byas te /	1	las bum bdud rtshi khyil ba lha sngags kyis byin brlabs byed te 
BO_TZ11_DA-016:11	slob ma'i bya ba khrus dang / bgegs bskrad /	1	slob ma byed ba khru dang bgegs skrod 
BO_TZ11_DA-016:12	srung 'khor rjes /	1	srung khor rjes 
BO_TZ11_DA-016:13	mtshhams sbyor gyi khyad par /	1	mtshhams sbyor gyi khyad ba 
BO_TZ11_DA-016:14	'dir gsang sngags rdo rje theg pa'i bstan pa spyi dang bye brag gsang chen a ti yo ga'i bstan srung kun gyi gtsho mo /	1	dir gsang sngags rdo rje theg ba ston ba spyi dang bye brag gsang chen a ti yo ga ston srung kun gyi gtsho mo 
BO_TZ11_DA-016:15	nges pa'i don la bcom ldan 'das kun tu bzang mo nyid gdul bya gdug pa 'dul ba dang / rang gi bstan pa srung ba'i phyir ye shes ma mo bstan srung dbang mo'i skur bzhengs te e ka dza ti zhes snang srid ma mo mkha' 'gro'i tshhogs rjer gyur pa ste /	1	nges ba don la joms ldan da kun tu bzang mo nyid gdul byed gdug ba dul ba dang rang gi ston ba srung ba phyir ye shes ma mo ston srung dbang mo skur bzhengs te e ka dza ti zhes snang srid ma mo mkha gro tshhogs rjer gyur ba ste 
BO_TZ11_DA-016:16	mtshhan du ral gcig ma'am sngags srung khro mo raka gdong mar grags pa 'di nyid /	1	mtshhan du ral gcig ma sngags srung khro mo raka gdong mar grags ba di nyid 
BO_TZ11_DA-016:17	gtsho bo khros ma gsang ba'i rgyud dang / gzhan yang a ti dang / ma ha yo ga'i rgyud du ma nas bstan cing /	1	gtsho bo khro ma gsang ba brgyud dang gzhan yang a ti dang ma ha yo ga brgyud du ma nas ston cing 
