segmentnr	original	stemmed
BO_K12_D0589=D0945_H0760:138b-0	@138b 'phags @139a *//	phag 
BO_K12_D0589=D0945_H0760:138b-1	pa lang kar gshegs pa la phyag 'tshal lo //	ba lang kar gshegs ba la phyag tshal lo 
BO_K12_D0589=D0945_H0760:138b-2	blo gros chen po /	blo gros chen po 
BO_K12_D0589=D0945_H0760:138b-3	sngags kyi tshig 'di dag bshad par bya'o //	sngags kyi tshig di dag chad ba byed 
BO_K12_D0589=D0945_H0760:138b-4	tadya th'a / aom padme padme de bee /	tadya tha aom padme padme de bee 
BO_K12_D0589=D0945_H0760:138b-5	hi ne hi ne /	hi ne hi ne 
BO_K12_D0589=D0945_H0760:138b-6	tsu lu cu lu tsu lu /	tsu lu cu lu tsu lu 
BO_K12_D0589=D0945_H0760:138b-7	hu le hu le hu le /	hu le hu le hu le 
BO_K12_D0589=D0945_H0760:138b-8	yu le yu le yu le /	yu le yu le yu le 
BO_K12_D0589=D0945_H0760:138b-9	pa le pa le pa le /	ba le ba le ba le 
BO_K12_D0589=D0945_H0760:138b-10	m'um tstshe da na de /	mum tstshe da na de 
BO_K12_D0589=D0945_H0760:138b-11	bhi na de bhan dzva /	bhi na de bhan dzva 
BO_K12_D0589=D0945_H0760:138b-12	man de pra ma de /	man de pra ma de 
BO_K12_D0589=D0945_H0760:138b-13	dhi na ka re sv'ah'a /	dhi na ka re svaha 
BO_K12_D0589=D0945_H0760:138b-14	blo gros chen po /	blo gros chen po 
BO_K12_D0589=D0945_H0760:138b-15	rigs kyi bu'am /	rigs kyi bu 
BO_K12_D0589=D0945_H0760:138b-16	rigs kyi bu mo gang la la sngags kyi tshig 'di dag 'dzin pa dang / 'chang ba dang / klog pa dang / kun chub par byed na lha'am /	rigs kyi bu mo gang la la sngags kyi tshig di dag dzin ba dang chang ba dang klog ba dang kun chub ba byed na lha 
BO_K12_D0589=D0945_H0760:138b-17	lha mo'am / klu 'am /	lha mo klu mang 
BO_K12_D0589=D0945_H0760:138b-18	klu mo 'am /	klu mo mang 
BO_K12_D0589=D0945_H0760:138b-19	gnod sbyin nam /	gnod sbyin nam 
BO_K12_D0589=D0945_H0760:138b-20	gnod sbyin mo'am /	gnod sbyin mo 
BO_K12_D0589=D0945_H0760:138b-21	lha ma yin nam /	lha ma yin nam 
BO_K12_D0589=D0945_H0760:138b-22	lha ma yin mo'am /	lha ma yin mo 
BO_K12_D0589=D0945_H0760:138b-23	nam mkha' lding ngam /	nam mkha lding ngam 
BO_K12_D0589=D0945_H0760:138b-24	nam mkha' lding mo'am /	nam mkha lding mo 
BO_K12_D0589=D0945_H0760:138b-25	mi'am ci'am / mi'am ci mo'am /	mi ci mi ci mo 
BO_K12_D0589=D0945_H0760:138b-26	lto 'phye chen po'am /	lto phye chen po 
BO_K12_D0589=D0945_H0760:138b-27	lto 'phye chen po mo'am /	lto phye chen po mo 
BO_K12_D0589=D0945_H0760:138b-28	dri za'am / dri za mo'am /	dri za dri za mo 
BO_K12_D0589=D0945_H0760:138b-29	'byung po'am / 'byung po mo'am /	byung po byung po mo 
BO_K12_D0589=D0945_H0760:138b-30	grul bum mam; grul bum mo'am /	grul bum mam; grul bum mo 
BO_K12_D0589=D0945_H0760:138b-31	sha za'am / sha za mo'am /	sha za sha za mo 
BO_K12_D0589=D0945_H0760:138b-32	gnon po'am / gnon po mo'am /	gnon po gnon po mo 
BO_K12_D0589=D0945_H0760:138b-33	brjed byed dam /	brjed byed dam 
BO_K12_D0589=D0945_H0760:138b-34	brjed byed mo'am /	brjed byed mo 
BO_K12_D0589=D0945_H0760:138b-35	srin po'am / srin mo'am /	srin po srin mo 
BO_K12_D0589=D0945_H0760:138b-36	phra men pho'am /	phra men pho 
BO_K12_D0589=D0945_H0760:138b-37	phra men mo'am /	phra men mo 
BO_K12_D0589=D0945_H0760:138b-38	mdangs 'phrog pho'am /	mdangs phrog pho 
BO_K12_D0589=D0945_H0760:138b-39	mdangs 'phrog mo'am /	mdangs phrog mo 
BO_K12_D0589=D0945_H0760:138b-40	lus srul po'am /	lus srul po 
BO_K12_D0589=D0945_H0760:138b-41	lus srul mo'am /	lus srul mo 
BO_K12_D0589=D0945_H0760:139b-0	mi'am / mi ma yin pa de dag thams @139b kyis glags mi rnyed do //	mi mi ma yin ba de dag thams kyis glags mi rnyed do 
BO_K12_D0589=D0945_H0760:139b-1	gsang sngags kyi tshig 'di dag klog par byed pa des lang kar gshegs pa'i mdo thams cad bklags par 'gyur ro //	gsang sngags kyi tshig di dag klog ba byed ba des lang kar gshegs ba mdo thams cad bklags ba gyur ro 
BO_K12_D0589=D0945_H0760:139b-2	sngags kyi tshig 'di dag ni bcom ldan 'das kyis srin po la sogs pa rnams bzlog pa'i phyir gsungs so //	sngags kyi tshig di dag ni joms ldan da kyis srin po la sogs ba rnams bzlog ba phyir gsungs so 
BO_K12_D0589=D0945_H0760:139b-3	'phags pa lang kar gshegs pa'i mdo thams cad bklags par 'gyur ba'i gzungs sngags rdzogs so ////	phag ba lang kar gshegs ba mdo thams cad bklags ba gyur ba gzungs sngags rdzogs so 
