segmentnr	original	stemmed
BO_T17_O2MS163914CZ189779:0	@#/_/gnod sbyin nag po chen po'i grub	sbyin nag po chen po grub 
BO_T17_O2MS163914CZ189779:1	thabs sgrub thabs zhes bya ba/	thabs sgrub thabs zhes byed 
BO_T17_O2MS163914CZ189779:2	@/_gnod sbyin nag po chen po'i sgrub thabs bzhugs so//_@##/_/rgya	sbyin nag po chen po sgrub thabs bzhugs 
BO_T17_O2MS163914CZ189779:3	gar skad du/_ka la yak+sha ma ha sa d+ha na na ma/_bod skad du/_gnod sbyin	gar skad la yak+sha ma ha sa d+ha na na skad sbyin 
BO_T17_O2MS163914CZ189779:4	nag po chen po'i sgrub thabs zhes bya ba/_dpal rdo rje gtum po la phyag 'tshhal lo/	nag po chen po sgrub thabs zhes byed rdo rje thum po la phyag tshhal 
BO_T17_O2MS163914CZ189779:5	dus gsum bde bar gshegs pa yi/_/thugs kyi sras cig gtum po la/_/gus	dus gsum bde ba gshegs ba kyi sras cig thum po 
BO_T17_O2MS163914CZ189779:6	pas btud de de'i sras/_/gnod sbyin nag po'i sgrub /_thabs bri/_/nyon	ba dud de de sbyin nag po sgrub 
BO_T17_O2MS163914CZ189779:7	mongs gdug pa'i tshhogs rnams la/_/ma lus pa las sgrub pa rnams/_/skad	mongs gdug ba tshhogs rnams lus ba las sgrub ba 
BO_T17_O2MS163914CZ189779:8	cig tsham las grol 'gyur ba/_/rdo rje 'dzin dang mnyam par 'gyur/_/de las	cig tsham las grol gyur rje dzin dang mnyam ba las 
BO_T17_O2MS163914CZ189779:9	dang por sgrub pa pos dbang dang dam tshhig thob cing /_dad pa phun sum tshhogs	dang por sgrub ba pos dbang dang dam tshhig thob cing ba phun sum tshhogs 
BO_T17_O2MS163914CZ189779:10	pas/_bla ma la gdams pa yang dag par blangs cing /_the tshhom rnam par	ma la doms ba yang dag ba blangs cing tshhom rnam ba 
BO_T17_O2MS163914CZ189779:11	spangs pas sgrub pa la 'jug par bya'o/_/gnas ni dur khrod dang /_brag nag	spong ba sgrub ba la jug ba ni dur khrod dang nag 
BO_T17_O2MS163914CZ189779:12	po dang /_ri rtshe dang nags kyi phug dang /_mi ma yin 'du ba'i sa lha brten	po dang rtshe dang nags kyi bugs dang ma yin du ba sa lha rten 
BO_T17_O2MS163914CZ189779:13	can du bya'o//_//	can du 
