segmentnr	original	folio	stemmed
BO_TZ24_YA-023:0	@#// zab lam bde gshegs kun 'dus kyi khrid yig zin ris su byas pa bsgom don gsal ba'i me long las khyad par can gyi sngon 'gro dang dngos gzhi'i khrid yig bzhugs so //	0	zab lam bde gshegs kun du kyi khrid yig zin ris su byed ba bsgom don gsal ba me long las khyad ba can gyi sngon gro dang dngos gzhi khrid yig bzhugs so 
BO_TZ24_YA-023:1	na mo gu ru lo ke shwa ra ya /	0	na mo gu ru lo ke shwa ra ya 
BO_TZ24_YA-023:2	stong nyid 'od gsal ye shes mngon du mdzad //	0	stong nyid d gsal ye shes mngon du mdzad 
BO_TZ24_YA-023:3	bde chen snying rje'i gar gyis srid pa 'dzin //	0	bde chen snying rje gar gyis srid ba dzin 
BO_TZ24_YA-023:4	mtha' la mi gnas zung 'jug rdo rje 'chang //	0	mtha la mi gnas zung jug rdo rje chang 
BO_TZ24_YA-023:5	gter chen bla ma'i zhabs la gus pas 'dud //	0	gter chen bla ma zhabs la gus ba dud 
BO_TZ24_YA-023:6	de ltar spyi'i sngon 'gro mthar phyin nas gnyis pa bskyed rdzogs la 'jug pa'i nyer bsdogs khyad par can gyi sngon 'gro ni /	0	de ltar spyi sngon gro mthar phyin nas gnyis ba skyed rdzogs la jug ba nyer sdog khyad ba can gyi sngon gro ni 
BO_TZ24_YA-023:7	rtsha ba'i sgrub pa las /	0	rtsha ba sgrub ba las 
BO_TZ24_YA-023:8	yid 'ong dben pa'i sa phyogs su :	0	yid ng dben ba sa phyogs su 
BO_TZ24_YA-023:9	zhes pas yid dang mthun pa'i gnas chom rkun la sogs pa'i 'tshhe ba med cing /	0	zhes ba yid dang mthun ba gnas chom rkun la sogs ba tshhe ba med cing 
BO_TZ24_YA-023:10	skye bo'i rgyu 'grul dang / sgra'i glag cor sogs bsam gtan la tshher ma mi 'byung ba /	1	skye bo rgyu grul dang sgra glag cor sogs bsam gtan la tshher ma mi byung ba 
BO_TZ24_YA-023:11	chu lus la 'phrod cing chu shing sogs mthun rkyen 'dzom pa /	1	chu lus la phrod cing chu shing sogs mthun rkyen dzom ba 
BO_TZ24_YA-023:12	bla ma dang mkha' 'gros byin gyis brlabs pa'i gnas dben pa nyid brten pa gal che ste /	1	bla ma dang mkha gros byin gyis brlabs ba gnas dben ba nyid rten ba gal che ste 
BO_TZ24_YA-023:13	bsam gtan chos drug las /	1	bsam gtan chos drug las 
BO_TZ24_YA-023:14	mang po rtag tu 'thab 'gyur te //	1	mang po rtag tu thab gyur te 
BO_TZ24_YA-023:15	gnyis po dag kyang 'gran zlar 'gyur //	1	gnyis po dag kyang gran zlar gyur 
BO_TZ24_YA-023:16	gzhon nu ma yi gdu bu bzhin //	1	gzhon nu ma yi gdu bu bzhin 
BO_TZ24_YA-023:17	bdag nyid gcig pur gnas par bya //	1	bdag nyid gcig pur gnas ba byed 
BO_TZ24_YA-023:18	zhes gsungs pa bzhin no //	1	zhes gsungs ba bzhin no 
