segmentnr	original	stemmed
BO_K10_Dx_H0342:423a-0	@423a / /rgya'i skad du /	skad du 
BO_K10_Dx_H0342:423a-1	cu'i bhoo'i y'a ni go gying /	cu bhoo ya ni go gying 
BO_K10_Dx_H0342:423a-2	bod skad du /	bod skad du 
BO_K10_Dx_H0342:423a-3	las kyi rnam par smin pa'i 'bras bu'i mdo /	las kyi rnam ba smin ba bras bu mdo 
BO_K10_Dx_H0342:423a-4	sangs rgyas dang byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgya dang byang chub sems dpa thams cad la phyag tshal lo 
BO_K10_Dx_H0342:423a-5	'di skad bdag gis thos pa dus gcig na /	di skad bdag gis thos ba dus gcig na 
BO_K10_Dx_H0342:423a-6	bcom ldan 'das rgyal po'i khab bya rgod kyi phung po'i ri la /	joms ldan da rgyal po khab byed rgod kyi phung po ri la 
BO_K10_Dx_H0342:423a-7	byang chub sems dpa' sems dpa' chen po mang po khri phrag bcu'i 'phags pa'i tshogs rnams dang / dge slong dang / dge slong ma dang / dge bsnyen dang / dge bsnyen ma dang / klu chen brgyad dang / phyogs skyong rnams dang / srin po dang /	byang chub sems dpa sems dpa chen po mang po khri phrag chu phag ba tshogs rnams dang dge slong dang dge slong ma dang dge snyen dang dge snyen ma dang klu chen brgyad dang phyogs skyong rnams dang srin po dang 
BO_K10_Dx_H0342:423a-8	lha ma yin dang / mi'am ci dang / lha dang / mi dang / dri zar bcas pa'i tshogs thams cad bcom ldan 'das la sems rab tu dang cing chos nyan pa'i phyir 'khod do //	lha ma yin dang mi ci dang lha dang mi dang dri zar cha ba tshogs thams cad joms ldan da la sems rab tu dang cing chos nyan ba phyir khod do 
BO_K10_Dx_H0342:423a-9	de'i tshe byang chub sems dpa' shes rab ye shes zhes bya ba stan las langs te thal mo sbyar nas bcom ldan 'das la 'di skad ces gsol to //	de tshe byang chub sems dpa shes rab ye shes zhes byed ba stan las ldang te thal mo sbyor nas joms ldan da la di skad ces gsol to 
BO_K10_Dx_H0342:423a-10	bcom ldan 'das /	joms ldan da 
BO_K10_Dx_H0342:423a-11	'jig rten gyi khams khri phrag brgyad dang stong phrag bzhi'i zhing khams blta bar byas pas der skyes pa'i mi rnams la dge ba'i rtsa ba rnam par smin pa'i 'bras bu du ma yod de /	jig rten gyi khams khri phrag brgyad dang stong phrag bzhi zhing khams lta ba byed ba der skye ba mi rnams la dge ba rtsa ba rnam ba smin ba bras bu du ma yod de 
BO_K10_Dx_H0342:423b-0	'dod chags dang / zhe @423b sdang dang / phrag dog dang / zhen pa dang / brjed ngas pa dang / mi tshangs spyod la sems rtag tu skyes pa dang / gang la la gtsug lag khang bzhengs pa dang / dge 'dun bsnyen cing bkur ba dang /	dod chags dang zhe sdang dang phrag dog dang zhen ba dang brjed ngas ba dang mi tshangs spyod la sems rtag tu skye ba dang gang la la gtsug lag khang bzhengs ba dang dge dun snyen cing bkur ba dang 
BO_K10_Dx_H0342:423b-1	sku'i rten la yon tan gyis rab tu brgyan pa dang / tshul khrims bsrung ba dang / gsung rab sgrog pa dang / dbul po la phan pa dang / sdug bsngal ba la snying rje ba dang / rang lus sbyin par gtong ba dang / spos 'bul ba la sogs pa de rnams bcom ldan 'das thugs rje dang ldan pas rgya chen po bshad du gsol /	sku rten la yon tan gyis rab tu rgyan ba dang tshul khrims bsrung ba dang gsung rab sgrog ba dang bul po la phan ba dang sdug sngal ba la snying rje ba dang rang lus sbyin ba gtong ba dang spros bul ba la sogs ba de rnams joms ldan da thugs rje dang ldan ba rgya chen po chad du gsol 
BO_K10_Dx_H0342:423b-2	de skad ces gsol pa dang / bcom ldan 'das kyis byang chub sems dpa' shes rab ye shes la 'di skad ces bka' stsal to //	de skad ces gsol ba dang joms ldan da kyis byang chub sems dpa shes rab ye shes la di skad ces bka stsal to 
BO_K10_Dx_H0342:423b-3	shes rab ye shes /	shes rab ye shes 
BO_K10_Dx_H0342:423b-4	rigs kyi bu'am /	rigs kyi bu 
BO_K10_Dx_H0342:423b-5	rigs kyi bu mo gang la la zhig bde bar gshegs pa'i mtshan nas brjod pa'i sems skye ba dang / ma 'ongs pa'i dus na rnam par smin pa dang / spos dang / me tog dang / mar me dang / rnam par dag pas mchod par bya'o //	rigs kyi bu mo gang la la jig bde ba gshegs ba mtshan nas rjod ba sems skye ba dang ma ngs ba dus na rnam ba smin ba dang spros dang me tog dang mar me dang rnam ba dag ba mchod ba byed 
BO_K10_Dx_H0342:423b-6	blon po thob par 'dod na bsod nams dang / ye shes kyi tshogs bsags par bya'o //	blon po thob ba dod na bsod nams dang ye shes kyi tshogs bsags ba byed 
BO_K10_Dx_H0342:423b-7	lus longs spyod 'dod nas sangs rgyas kyi sku gzugs la rgyan bkod par bya'o //	lus longs spyod dod nas sangs rgya kyi sku gzugs la rgyan bkod ba byed 
BO_K10_Dx_H0342:423b-8	shes rab che bar 'dod na chos kyi sbyin pa byin par bya'o //	shes rab che ba dod na chos kyi sbyin ba byin ba byed 
BO_K10_Dx_H0342:423b-9	gzugs bzang bar 'dod na de bzhin gshegs pa'i sku tshon gyis bris sam /	gzugs bzang ba dod na de bzhin gshegs ba sku tshon gyis bri sam 
BO_K10_Dx_H0342:423b-10	brko bar bya'o //	rko ba byed 
BO_K10_Dx_H0342:424a-0	tshe @424a *// ring bar 'dod na snying rje dang ldan zhing srog mi gcod par bya'o //	tshe ring ba dod na snying rje dang ldan zhing srog mi gcod ba byed 
BO_K10_Dx_H0342:424a-1	mi lus 'thob par 'dod na gsung rab sgrog pa dang / tshul khrims bsrung bar bya'o //	mi lus thob ba dod na gsung rab sgrog ba dang tshul khrims bsrung ba byed 
BO_K10_Dx_H0342:424a-2	bsod nams che bar 'dod na mchod rdzas dbul bar bya'o //	bsod nams che ba dod na mchod rdzas bul ba byed 
BO_K10_Dx_H0342:424a-3	nor phyug po 'dod na dbul po la phan par bya'o //	nor phyug po dod na bul po la phan ba byed 
BO_K10_Dx_H0342:424a-4	nad med par 'dod na sman sbyin par bya'o //	nad med ba dod na sman sbyin ba byed 
BO_K10_Dx_H0342:424a-5	yang bcom ldan 'das kyis byang chub sems dpa' shes rab ye shes la bka' stsal pa /	yang joms ldan da kyis byang chub sems dpa shes rab ye shes la bka stsal ba 
BO_K10_Dx_H0342:424a-6	gang la la tshe snga ma la sdig pa byas na tshe 'di la sdug bsngal bar 'gyur ro //	gang la la tshe snga ma la sdig ba byed na tshe di la sdug sngal ba gyur ro 
BO_K10_Dx_H0342:424a-7	lus rtag tu na ba ni bde bar gshegs pa la ma gus pa dang / dge 'dun la smad pa yin no //	lus rtag tu na ba ni bde ba gshegs ba la ma gus ba dang dge dun la smad ba yin no 
BO_K10_Dx_H0342:424a-8	mig rtag tu long ba ni tshul khrims srung ba 'chal du bcug pa yin no //	mig rtag tu long ba ni tshul khrims srung ba chal du jug ba yin no 
BO_K10_Dx_H0342:424a-9	rkang lag zha ba ni me sbar bas bsdigs pa yin no //	rkang lag ja ba ni me sbor ba sdig ba yin no 
BO_K10_Dx_H0342:424a-10	skad kyi don mi gsal ba ni sangs rgyas dang / chos la smad pa yin no //	skad kyi don mi gsal ba ni sangs rgya dang chos la smad ba yin no 
BO_K10_Dx_H0342:424a-11	rna ba 'on pa dang / ngag lkugs pa ni gsung la sdang ba dang / dam pa'i chos la smad pa yin no //	rna ba n ba dang ngag lkugs ba ni gsung la sdang ba dang dam ba chos la smad ba yin no 
BO_K10_Dx_H0342:424a-12	snas dri mi tshor ba ni dri mi zhim pa'i spos ngan pa bsregs pa yin no //	snas dri mi tshor ba ni dri mi zhim ba spros ngan ba bsregs ba yin no 
BO_K10_Dx_H0342:424a-13	mig dmar ba ni theg pa chen po'i chos la smad pa yin no //	mig dmar ba ni theg ba chen po chos la smad ba yin no 
BO_K10_Dx_H0342:424a-14	gzugs dkar zhing dmar ba ni mchod pa rgya chen po byas pa yin no //	gzugs dkar zhing dmar ba ni mchod ba rgya chen po byed ba yin no 
BO_K10_Dx_H0342:424a-15	lus kha dog gnag cing rid pa ni de bzhin gshegs pa'i sku la du ba btang ba yin no //	lus kha dog gnag cing rid ba ni de bzhin gshegs ba sku la du ba gtong ba yin no 
BO_K10_Dx_H0342:424b-0	rgas nas @424b mig mi gsal ba ni sems can gyi mig la gnod pa byas pa yin no //	rga nas mig mi gsal ba ni sems can gyi mig la gnod ba byed ba yin no 
BO_K10_Dx_H0342:424b-1	tshe 'di la bu med pa ni sems can du ma bsad pa yin no //	tshe di la bu med ba ni sems can du ma bsad ba yin no 
BO_K10_Dx_H0342:424b-2	lus yon po dang / yan lag na ba ni sems can du ma bcings pa dang / dol la sems can bzung ba yin no //	lus yon po dang yan lag na ba ni sems can du ma ching ba dang dol la sems can bzung ba yin no 
BO_K10_Dx_H0342:424b-3	'od gsal ba yang mi mthong ba ni bya'i mig la khab skud kyis brtsems pa yin no //	d gsal ba yang mi mthong ba ni byed mig la khab skud kyis brtsems ba yin no 
BO_K10_Dx_H0342:424b-4	rgas nas rabs chad pa ni sgo nga bcag pas yin no //	rga nas rabs chad ba ni sgo nga chag ba yin no 
BO_K10_Dx_H0342:424b-5	tshe 'di la pho reng du gyur pa ni chung ma la sems sdang bas yin no //	tshe di la pho reng du gyur ba ni chung ma la sems sdang ba yin no 
BO_K10_Dx_H0342:424b-6	bud med khyim thab med pa ni khyim thab la sems sdang bas yin no //	bud med khyim thab med ba ni khyim thab la sems sdang ba yin no 
BO_K10_Dx_H0342:424b-7	pho mo rtag tu so sor nges pa ni pha ma la ma gus pa dang spyod pa ngan pa byas pas yin no //	pho mo rtag tu so sor nges ba ni pha ma la ma gus ba dang spyod ba ngan ba byed ba yin no 
BO_K10_Dx_H0342:424b-8	tshe 'di la dbul ba ni zas dang / nor la sdang ba yin no //	tshe di la bul ba ni zas dang nor la sdang ba yin no 
BO_K10_Dx_H0342:424b-9	mi'i lus yan lag tshang ba dang ldan pa ni dkon mchog gsum la dad pa thob pas yin no //	mi lus yan lag tshang ba dang ldan ba ni dkon(d) mchog gsum la dad ba thob ba yin no 
BO_K10_Dx_H0342:424b-10	rigs kyi bu dang / rigs kyi bu mo rnams la brtse bas smra bar bya'o //	rigs kyi bu dang rigs kyi bu mo rnams la brtse ba smra ba byed 
BO_K10_Dx_H0342:424b-11	rtag tu dang ba dang / gus par bya'o //	rtag tu dang ba dang gus ba byed 
BO_K10_Dx_H0342:424b-12	gnyen mtshams la mthun par bya'o //	gnyen mtshams la mthun ba byed 
BO_K10_Dx_H0342:424b-13	pha mar dad par bya'o //	pha mar dad ba byed 
BO_K10_Dx_H0342:424b-14	skye ba gcig srog mi gcod na mi mthun pa'i dgra rnams kyang med do //	skye ba gcig srog mi gcod na mi mthun ba dgra rnams kyang med do 
BO_K10_Dx_H0342:424b-15	tshe gcig tu mi rkun rgyal po'i chad pa mi 'byung ngo //	tshe gcig tu mi rkun rgyal po chad ba mi byung ngo 
BO_K10_Dx_H0342:424b-16	skye ba gcig la chags sdang mi rtsod na chad pa'i rigs dang / btson khang yang mi mthong ngo //	skye ba gcig la chags sdang mi rtsod na chad ba rigs dang btson khang yang mi mthong ngo 
BO_K10_Dx_H0342:425a-0	skye ba gcig la sems mnyam pa nyid bsgoms na dmyal bar @425a *//	skye ba gcig la sems mnyam ba nyid sgom na dmyal ba 
BO_K10_Dx_H0342:425a-1	mi lhung ngo //	mi lhung ngo 
BO_K10_Dx_H0342:425a-2	yang byang chub sems dpa' shes rab ye shes la bka' stsal pa /	yang byang chub sems dpa shes rab ye shes la bka stsal ba 
BO_K10_Dx_H0342:425a-3	rigs kyi bu dang / rigs kyi bu mo gang la la zhig las kyi rnam par smin pa'i 'bras bu'i mdo 'di thos nas lag tu 'chang ba dang / 'don pa dang / spos dang / me tog dang / mar me rnams ci 'byor pas mchod par byed na /	rigs kyi bu dang rigs kyi bu mo gang la la jig las kyi rnam ba smin ba bras bu mdo di thos nas lag tu chang ba dang don ba dang spros dang me tog dang mar me rnams ci byor ba mchod ba byed na 
BO_K10_Dx_H0342:425a-4	gal te de la tshe snga ma'i lan chags pa dang / tshe 'di la sdig pa bsags pa thams cad rnam par dag cing byang bar 'gyur ro //	gal te de la tshe snga ma lan chags ba dang tshe di la sdig ba bsags ba thams cad rnam ba dag cing byang ba gyur ro 
BO_K10_Dx_H0342:425a-5	de ltar byas na ma 'ongs pa'i rnam par smin pa'i 'bras bu ni longs spyod dang ldan pa dang / dbang phyug kyang mi 'byung bar dogs par mi bya'o //	de ltar byed na ma ngs ba rnam ba smin ba bras bu ni longs spyod dang ldan ba dang dbang phyug kyang mi byung ba dogs ba mi byed 
BO_K10_Dx_H0342:425a-6	skye ba thams cad du gzugs bzang ba dang ldan par 'gyur ro //	skye ba thams cad du gzugs bzang ba dang ldan ba gyur ro 
BO_K10_Dx_H0342:425a-7	ye shes dang / shes rab dang / mchog tu dga' ba thob pa'i phyir las kyi rnam par smin pa yon tan bsam gyis mi khyab pa'i tshigs su bcad pa las shes par bya'o //	ye shes dang shes rab dang mchog tu dga ba thob ba phyir las kyi rnam ba smin ba yon tan bsam gyis mi khyab ba tshigs su gcod ba las shes ba byed 
BO_K10_Dx_H0342:425a-8	mi yi lus ni thob pa dka'//	mi yi lus ni thob ba 
BO_K10_Dx_H0342:425a-9	sangs rgyas bstan pa thos pa dka'//	sangs rgya ston ba thos ba 
BO_K10_Dx_H0342:425a-10	dge ba'i sems ni bskyed pa dka'//	dge ba sems ni skyed ba 
BO_K10_Dx_H0342:425a-11	dam pa'i chos ni shes pa dka'//	dam ba chos ni shes ba 
BO_K10_Dx_H0342:425a-12	sangs rgyas 'dod na gsung rab sgrog brtson bya //	sangs rgya dod na gsung rab sgrog brtson byed 
BO_K10_Dx_H0342:425a-13	dge sems 'dod na zhe sdang mi bya'o //	dge sems dod na zhe sdang mi byed 
BO_K10_Dx_H0342:425a-14	'bras bzang 'dod na mchod pa rtag tu bya //	bras bzang dod na mchod ba rtag tu byed 
BO_K10_Dx_H0342:425b-0	tshe ring 'dod na srog @425b gcod spang bar bya //	tshe ring dod na srog gcod spong ba byed 
BO_K10_Dx_H0342:425b-1	sems ni bud med dag na zhen mi bya //	sems ni bud med dag na zhen mi byed 
BO_K10_Dx_H0342:425b-2	yid ni gzhan la gnod pa skyel mi bya //	yid ni gzhan la gnod ba skyel mi byed 
BO_K10_Dx_H0342:425b-3	ngag gis gzhan gyi sdig pa brjod mi bya //	ngag gis gzhan gyi sdig ba rjod mi byed 
BO_K10_Dx_H0342:425b-4	gzhan nor rtsva chu bzhin du rku mi bya //	gzhan nor rtsva chu bzhin du rku mi byed 
BO_K10_Dx_H0342:425b-5	rna bas gzhan gyi tshig ngan mnyan mi bya //	rna ba gzhan gyi tshig ngan nyan mi byed 
BO_K10_Dx_H0342:425b-6	mig gis bud med gzugs la blta mi bya //	mig gis bud med gzugs la lta mi byed 
BO_K10_Dx_H0342:425b-7	lce ni gzhan gyi ro la myong mi bya //	lce ni gzhan gyi ro la myong mi byed 
BO_K10_Dx_H0342:425b-8	bya ba kun la yid ni mig bzhin bya //	byed ba kun la yid ni mig bzhin byed 
BO_K10_Dx_H0342:425b-9	sems can srog ni don med gcod mi bya //	sems can srog ni don med gcod mi byed 
BO_K10_Dx_H0342:425b-10	skye bar nor phyug rtag tu 'dod pa na //	skye ba nor phyug rtag tu dod ba na 
BO_K10_Dx_H0342:425b-11	nad pa dbul po rnams la phan par bya //	nad ba bul po rnams la phan ba byed 
BO_K10_Dx_H0342:425b-12	de nas 'phags pa'i tshogs dang ldan pa'i 'khor rnams bcom ldan 'das kyis gsungs pa la yi rangs shing mngon par bstod do //	de nas phag ba tshogs dang ldan ba khor rnams joms ldan da kyis gsungs ba la yi rangs shing mngon ba bstod do 
BO_K10_Dx_H0342:425b-13	las kyi rnam par smin pa'i 'bras bu'i mdo rdzogs so ////	las kyi rnam ba smin ba bras bu mdo rdzogs so 
BO_K10_Dx_H0342:425b-14	sangs rgyas kyi sprul pa rgya'i lo ts'a ba thang sam tsa zhes byas rgya gar dngos las rgya nag tu legs par bsgyur cing phyis gzhi thams cad yod par smra ba'i sde pa las rab tu byung ba rgya nag chen po'i lha btsun chos kyi rin chen gyis	sangs rgya kyi sprul ba rgya lo tsa ba thang sam tsa zhes byed rgya gar dngos las rgya nag tu legs ba sgyur cing byid gzhi thams cad yod ba smra ba sde ba las rab tu byung ba rgya nag chen po lha btsun chos kyi rin chen gyis 
BO_K10_Dx_H0342:425b-15	dpal ldan sa skya'i gtsug lag khang chen por bsgyur cing zhus te gtan la phab pa'o //	dpal ldan sa skya gtsug lag khang chen por sgyur cing zhus te gtan la bebs ba 
